LINKED_LAYER_NO,LINKED_SHRP_ID,SHRP_ID,STATE_CODE,LAYER_NO,FIELD_SET,TEST_NO,LOC_NO,CONSTRUCTION_NO,SAMPLE_NO,THREE_PASSING,TWO_PASSING,ONE_AND_HALF_PASSING,ONE_PASSING,THREE_FOURTHS_PASSING,ONE_HALF_PASSING,THREE_EIGHTHS_PASSING,NO_4_PASSING,NO_10_PASSING,NO_40_PASSING,NO_80_PASSING,NO_200_PASSING,HYDRO_02,HYDRO_002,HYDRO_001,GT_2MM
1,221,221,55,1,2,1,BAX14,1,BSX14,100,100,100,99,97,94,91,85,78,57,30,19.5,12.80000019,5.5,4.800000191,22
1,221,221,55,1,2,1,BAX26,1,BSX26,100,100,100,99,96,90,86,77,67,43,22,15.5,9,4.5,3.799999952,33
1,260,216,55,1,2,2,BAX17,1,BSX17,100,100,100,98,97,95,93,89,84,65,35,22.89999962,11.19999981,5.400000095,4.800000191,15.89999962
1,260,218,55,1,1,1,B2,1,BS02,100,100,97,95,92,83,78,67,58,32,14,8.5,4.099999905,1.799999952,,42
2,261,261,55,2,2,2,BAX10,1,BSX10,100,100,100,99,99,98,96,95,91,69,29,11.89999962,7.099999905,3.700000048,3.299999952,8.600000381
2,261,261,55,2,2,1,BAX09,1,BSX09,100,100,100,100,98,89,84,74,64,37,17,10.39999962,6.099999905,2.900000095,2.400000095,36.09999847
1,262,215,55,1,1,2,B1,1,BS01,100,100,100,100,97,88,82,70,60,30,13,7.300000191,4,1.600000024,,40
1,263,218,55,1,2,2,BAX22,1,BSX22,100,100,100,100,96,96,94,91,87,59,28,17.5,9.5,3.200000048,2.599999905,13.10000038
1,264,259,55,1,1,1,B7,1,BS07,100,100,99,96,92,87,84,77,69,29,14,11.69999981,8.100000381,3.700000048,,31
1,265,213,55,1,2,2,BAX18,1,BSX18,100,100,100,99,98,94,91,84,77,53,26,14.80000019,9.100000381,4.199999809,3.700000048,23.39999962
1,265,264,55,1,1,2,B8,1,BS08,100,100,100,96,92,84,77,65,56,30,11,6.800000191,4,2,,44
1,266,216,55,1,2,2,BAX28,1,BSX28,100,100,100,98,98,97,96,93,90,74,38,20,10,4.800000191,3.900000095,9.800000191
1,266,218,55,1,2,2,BAX22,1,BSX22,100,100,100,100,96,96,94,91,87,59,28,17.5,9.5,3.200000048,2.599999905,13.10000038
2,266,259,55,2,1,1,B12,1,BS12,100,96,94,91,90,87,85,80,76,54,28,13.39999962,5.800000191,3.099999905,,24
2,266,261,55,2,2,1,BAX09,1,BSX09,100,100,100,100,98,89,84,74,64,37,17,10.39999962,6.099999905,2.900000095,2.400000095,36.09999847
1,805,805,55,1,1,1,B1,1,BS01,100,97,95,94,92,82,77,68,59,36,18,11.60000038,6.800000191,2.799999952,,41
1,901,903,55,1,1,3,TP5,1,BS59,100,100,100,100,100,100,100,95,95,67,15,2.099999905,3,3,3,0
1,909,901,55,1,1,3,TP3,1,BS57,100,100,100,100,100,100,100,100,100,91,25,1.600000024,3,2,2,0
1,A907,A908,55,1,1,1,TP4,1,BS55,100,100,100,95,92,88,86,80,75,62,48,39.70000076,26,11,10,0
1,A908,A907,55,1,1,1,TP3,1,BS55,100,100,100,98,94,90,88,81,75,61,46,37.79999924,21,10,8,0
1,1007,1007,56,1,1,2,TP1,1,BS92,100,100,100,99,97,91,87,75,74,71,50,23,17.29999924,11.19999981,10,26
1,2018,2018,56,1,1,2,TP1,1,BS92,100,100,100,100,100,99,98,89,88,83,79,74,53.5,25.20000076,20.79999924,12
1,2018,2018,56,1,1,1,BA*,1,BS**,100,100,100,100,100,100,99,95,87,76,67,55.70000076,48,20.10000038,16.39999962,13
1,2019,2019,56,1,1,2,TP1,1,BS92,100,90,86,84,81,75,71,62,56,47,29,18.5,12.30000019,6.099999905,5.199999809,44
1,7773,7773,56,1,1,2,TP1,1,BS92,100,100,100,100,100,100,100,100,100,75,42,26,19.10000038,14.30000019,12.69999981,0
1,A330,1007,56,1,1,2,TP1,1,BS92,100,100,100,99,97,91,87,75,74,71,50,23,17.29999924,11.19999981,10,26
1,B350,7775,56,1,1,1,BA*,1,BS**,100,100,100,100,99,97,95,88,84,71,35,23.29999924,18.89999962,6.099999905,4.300000191,16
1,502,505,81,1,1,1,BA*,1,BS*1,100,99,97,95,90,84,80,66,61,54,49,36.90000153,26.70000076,9.600000381,8.199999809,39
1,505,502,81,1,1,1,BA*,1,BS*2,100,98,97,96,94,90,88,68,62,54,46,38.90000153,32.70000076,13.19999981,12.30000019,38
1,505,505,81,1,1,1,BA*,1,BS*1,100,99,97,95,90,84,80,66,61,54,49,36.90000153,26.70000076,9.600000381,8.199999809,39
1,506,505,81,1,1,1,BA*,1,BS*1,100,99,97,95,90,84,80,66,61,54,49,36.90000153,26.70000076,9.600000381,8.199999809,39
1,507,502,81,1,1,1,BA*,1,BS*2,100,98,97,96,94,90,88,68,62,54,46,38.90000153,32.70000076,13.19999981,12.30000019,38
1,1005,1005,82,1,1,1,BA*,1,BS**,100,100,97,88,83,76,72,63,53,36,25,15.19999981,6.800000191,3.200000048,2.700000048,47
1,6007,6007,82,1,1,1,BA*,1,BS**,100,95,90,80,70,57,51,37,29,14,10,6,4.599999905,2.099999905,1.799999952,71
1,502,502,83,1,4,2,BAX07,5,BSX07,100,100,100,99,99,96,95,92,89,82,64,26.89999962,18.70000076,8.399999619,,11
1,503,503,83,1,4,1,BAX08,5,BSX08,100,100,100,100,98,96,95,91,88,81,67,43,26.70000076,11.30000019,,12
1,503,507,83,1,1,1,TP3,1,BS57,100,100,100,99,97,95,94,92,89,84,64,46.5,26.60000038,11.10000038,0,11
1,506,506,83,1,4,1,BAX12,4,BSX12,100,100,100,99,99,97,96,92,89,81,73,53.29999924,31.20000076,13.30000019,,11
1,507,506,83,1,4,1,BAX12,4,BSX12,100,100,100,99,99,97,96,92,89,81,73,53.29999924,31.20000076,13.30000019,,11
1,1801,1801,83,1,1,2,TP2,1,BS56,100,100,100,100,100,100,100,100,99,93,49,28.79999924,16.89999962,9.600000381,,1
1,6450,6450,83,1,1,1,TP1,1,BS55,100,100,100,100,100,99,99,99,98,94,56,15.89999962,7.800000191,4.5,,2
1,1613,1613,42,1,1,2,BX04,1,BSX04,91,91,88,83,78,72,67,60,54,46,38,24.10000038,15.89999962,7.900000095,5.599999905,46
1,A310,1605,42,1,1,2,TP1,1,BS55,97,93,87,80,76,72,69,63,59,53,40,34,34.09999847,20.29999924,19.20000076,41
1,A330,1605,42,1,1,2,TP1,1,BS55,97,93,87,80,76,72,69,63,59,53,40,34,34.09999847,20.29999924,19.20000076,41
1,A351,1605,42,1,1,1,BX02,1,BSX02,100,100,100,97,91,83,77,66,55,47,32,27.20000076,25,12.89999962,12.60000038,45
1,1008,1008,45,1,1,1,BA*,1,BS**,100,100,100,100,98,96,95,92,88,79,67,47.40000153,38.59999847,25.70000076,0,12
1,7019,7019,45,1,1,1,BA*,1,BS**,100,100,100,100,99,99,98,96,87,72,62,50.40000153,42.09999847,26.79999924,,13
1,3010,3010,46,1,1,2,TP1,1,BS55,100,100,100,98,98,97,95,92,86,79,52,41.09999847,24.79999924,11.5,9.199999809,14
1,B310,3075,47,1,1,2,TP1,1,BS55,95,92,87,81,76,69,65,60,54,50,48,42.59999847,34,11.80000019,0,46
1,B320,3075,47,1,1,2,TP1,1,BS55,95,92,87,81,76,69,65,60,54,50,48,42.59999847,34,11.80000019,0,46
1,1,1,48,1,1,2,TP1,1,BS55,96,84,82,74,68,62,58,52,45,36,32,28,23,11,0,55
1,113,121,48,1,1,2,B4,1,BS04,100,100,100,100,100,100,99.69999695,99.5,99.30000305,99.09999847,54.70000076,8.5,2,0.899999976,,0.699999988
1,114,121,48,1,1,2,B4,1,BS04,100,100,100,100,100,100,99.69999695,99.5,99.30000305,99.09999847,54.70000076,8.5,2,0.899999976,,0.699999988
1,117,116,48,1,1,2,B10,1,BS10,100,100,100,100,100,100,100,99.69999695,99.40000153,99,53.59999847,7.300000191,2.099999905,1.100000024,1,0.600000024
1,117,167,48,1,1,2,B5,1,BS05,100,100,100,100,100,98.59999847,98.30000305,98,97.59999847,97.30000305,57.59999847,8.100000381,2,1.100000024,13,2.400000095
1,119,113,48,1,1,2,B7,1,BS07,100,100,100,100,100,100,100,99.90000153,99.80000305,99,62,6.400000095,1.799999952,1.100000024,,0.200000003
1,119,116,48,1,1,2,B10,1,BS10,100,100,100,100,100,100,100,99.69999695,99.40000153,99,53.59999847,7.300000191,2.099999905,1.100000024,1,0.600000024
1,119,119,48,1,1,2,B3,1,BS03,100,100,100,100,98,98,97.59999847,96.90000153,96.19999695,95.5,61.79999924,7.300000191,1.799999952,1.100000024,,3.799999952
1,120,121,48,1,1,2,B4,1,BS04,100,100,100,100,100,100,99.69999695,99.5,99.30000305,99.09999847,54.70000076,8.5,2,0.899999976,,0.699999988
1,122,164,48,1,1,2,B6,1,BS06,100,100,100,100,100,100,99.40000153,99.40000153,99.19999695,99.09999847,62.70000076,8.600000381,2.400000095,1.899999976,,0.800000012
1,123,113,48,1,1,2,B7,1,BS07,100,100,100,100,100,100,100,99.90000153,99.80000305,99,62,6.400000095,1.799999952,1.100000024,,0.200000003
1,123,119,48,1,1,2,B3,1,BS03,100,100,100,100,98,98,97.59999847,96.90000153,96.19999695,95.5,61.79999924,7.300000191,1.799999952,1.100000024,,3.799999952
1,124,113,48,1,1,2,B7,1,BS07,100,100,100,100,100,100,100,99.90000153,99.80000305,99,62,6.400000095,1.799999952,1.100000024,,0.200000003
1,124,121,48,1,1,2,B4,1,BS04,100,100,100,100,100,100,99.69999695,99.5,99.30000305,99.09999847,54.70000076,8.5,2,0.899999976,,0.699999988
1,163,121,48,1,1,2,B4,1,BS04,100,100,100,100,100,100,99.69999695,99.5,99.30000305,99.09999847,54.70000076,8.5,2,0.899999976,,0.699999988
1,163,167,48,1,1,2,B5,1,BS05,100,100,100,100,100,98.59999847,98.30000305,98,97.59999847,97.30000305,57.59999847,8.100000381,2,1.100000024,13,2.400000095
1,164,117,48,1,1,2,B8,1,BS08,100,100,100,100,100,100,99.40000153,99.30000305,99.09999847,98.69999695,53.29999924,7.800000191,1.799999952,1,,0.899999976
1,164,123,48,1,1,2,B9,1,BS09,100,100,100,100,100,96.90000153,96.90000153,95.59999847,94.80000305,94.09999847,50.09999847,8.199999809,2.299999952,1.799999952,,5.199999809
1,164,164,48,1,1,2,B6,1,BS06,100,100,100,100,100,100,99.40000153,99.40000153,99.19999695,99.09999847,62.70000076,8.600000381,2.400000095,1.899999976,,0.800000012
1,164,167,48,1,1,2,B5,1,BS05,100,100,100,100,100,98.59999847,98.30000305,98,97.59999847,97.30000305,57.59999847,8.100000381,2,1.100000024,13,2.400000095
1,166,160,48,1,1,2,B1,1,BS01,100,100,100,100,100,96.19999695,95.19999695,93.09999847,91.30000305,89.80000305,51.59999847,15.39999962,6.099999905,4.300000191,,8.699999809
1,2172,2172,48,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,100,88,82,70,36.90000153,24.5,14.39999962,0,12
1,3739,3739,48,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,99,99,98,72,6.199999809,4.300000191,4.300000191,0,1
1,3769,3769,48,1,1,1,BA*,1,BS**,100,100,100,98,96,94,89,79,75,67,50,22.79999924,16,13,0,25
1,3855,3855,48,1,1,2,BA*,1,BS**,100,100,93,81,74,66,62,55,49,38,31,25.70000076,19.29999924,12.5,0,51
1,3855,3855,48,1,1,1,BA*,1,BS**,100,100,97,87,81,72,67,55,47,33,25,18.5,12.30000019,3.900000095,0,53
1,4142,4142,48,1,1,2,BA*,1,BS**,100,100,100,100,100,100,100,100,99,95,86,42.90000153,39.59999847,30.60000038,,1
1,5024,5024,48,1,1,1,BA*,1,BS**,100,100,100,94,91,84,80,71,69,66,43,15.89999962,10.30000019,6,,31
1,5154,5154,48,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,100,100,98,72,41.59999847,35,30,,0
1,5278,5278,48,1,1,2,BA*,1,BS**,100,100,99,98,95,88,81,69,60,45,37,28.29999924,20,7.5,0,40
1,6079,6079,48,1,1,1,BA*,1,BS**,100,100,100,100,100,100,99,99,99,95,75,45.40000153,27.5,16.20000076,,1
1,6079,6079,48,1,1,2,TP1,1,BS55,100,100,100,100,100,100,99,99,99,91,60,27,14,8.199999809,,1
1,6179,6179,48,1,1,1,BA*,1,BS**,100,100,100,100,100,100,99,98,94,90,81,42.20000076,26,22,,6
1,A320,1094,48,1,1,1,BA*,1,BS**,100,100,98,93,90,86,84,80,70,56,47,39.59999847,32.09999847,15,0,30
1,A330,1094,48,1,1,2,TP1,1,BS55,100,98,94,85,77,70,66,55,49,37,31,27.10000038,22.10000038,12.30000019,0,51
1,C410,3589,48,1,1,2,BA*,1,BS**,100,100,100,100,100,100,100,100,100,94,66,36.79999924,18,12.39999962,0,0
1,D310,2172,48,1,1,2,TP1,1,BS55,100,100,100,99,99,97,95,88,85,82,77,58,50,25.79999924,0,15
1,D320,2172,48,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,100,88,82,70,36.90000153,24.5,14.39999962,0,12
1,D330,2172,48,1,1,2,TP1,1,BS55,100,100,100,99,99,97,95,88,85,82,77,58,50,25.79999924,0,15
1,D350,2172,48,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,100,88,82,70,36.90000153,24.5,14.39999962,0,12
1,E410,4142,48,1,1,2,BA*,1,BS**,100,100,100,100,100,100,100,100,99,95,86,42.90000153,39.59999847,30.60000038,,1
1,I340,3559,48,1,1,2,BA*,1,BS**,100,100,100,99,98,98,97,97,92,67,53,41.70000076,29,14,,8
1,J310,1122,48,1,1,1,BA*,1,BS**,100,100,100,100,100,100,99,99,97,75,29,6.5,6,6,0,3
1,L330,3769,48,1,1,2,TP1,1,BS55,100,100,100,100,99,99,98,98,98,89,64,21.70000076,13,11.60000038,0,2
1,M320,3749,48,1,1,1,BA*,1,BS**,100,100,100,100,100,100,99,99,96,90,74,48.59999847,35,22,0,4
1,803,804,49,1,1,1,B2,1,BS02,100,95,93,89,84,77,73,64,58,51,44,35.09999847,25.89999962,15.10000038,,42
2,803,804,49,2,2,2,BA264,2,BS264,100,92,89,83,79,71,66,55,45,36,33,28.29999924,15.19999981,6.5,5.5,55
2,804,804,49,2,1,2,B6,1,BS06,85,81,76,73,69,64,60,50,43,36,33,29.79999924,15.89999962,6.199999809,,57
1,1005,1005,49,1,1,1,BA*,1,BS**,100,100,100,99,97,95,93,87,83,74,55,26.89999962,13.39999962,7.199999809,6.300000191,17
2,1005,1005,49,2,1,1,BA*,1,BS**,100,100,100,98,98,94,90,84,77,69,65,59.90000153,27.5,11.19999981,9.100000381,23
1,7083,7083,49,1,1,1,BA*,1,BS**,100,98,97,93,89,80,75,60,59,53,42,33.79999924,25.5,11.39999962,9.300000191,43
1,A310,1004,49,1,1,1,BA*,1,BS**,100,100,100,99,97,93,89,79,67,51,38,26,12.60000038,4.400000095,2.799999952,33
1,A330,1004,49,1,1,2,TP1,1,BS92,100,100,99,98,97,93,90,82,69,50,36,22.39999962,10.69999981,4,2.900000095,31
1,A332,1004,49,1,1,2,TP1,1,BS92,100,100,99,98,97,93,90,82,69,50,36,22.39999962,10.69999981,4,2.900000095,31
1,A390,1004,49,1,1,2,TP1,1,BS92,100,100,99,98,97,93,90,82,69,50,36,22.39999962,10.69999981,4,2.900000095,31
2,B310,1017,49,2,1,2,TP1,2,BG92,100,100,99,97,95,91,89,82,69,48,34,23.70000076,17.5,10,8.699999809,31
1,B330,1017,49,1,1,1,BA*,2,BS**,100,98,95,85,78,69,63,53,44,30,18,12.19999981,10.5,5.599999905,4.599999905,56
1,B350,1017,49,1,1,1,BA*,2,BS**,100,98,95,85,78,69,63,53,44,30,18,12.19999981,10.5,5.599999905,4.599999905,56
2,B361,1017,49,2,1,2,TP1,2,BG92,100,100,99,97,95,91,89,82,69,48,34,23.70000076,17.5,10,8.699999809,31
1,B390,1017,49,1,1,2,TP1,2,BS93,100,100,98,96,91,80,73,60,55,43,30,20,13.5,7.800000191,6.699999809,45
1,C351,1006,49,1,1,1,BA*,1,BS**,100,100,100,96,93,85,78,61,47,38,33,29.29999924,22.5,8.300000191,4.099999905,53
1,C352,1006,49,1,1,2,TP1,1,BS92,100,98,97,94,91,84,78,64,53,45,39,25.89999962,15.30000019,6.800000191,4.400000095,47
1,C361,1006,49,1,1,2,TP1,1,BS92,100,98,97,94,91,84,78,64,53,45,39,25.89999962,15.30000019,6.800000191,4.400000095,47
1,C410,7082,49,1,1,2,BA4,1,BS03,100,100,99,91,84,72,68,54,39,27,24,18.10000038,9.600000381,3.400000095,2.799999952,61
1,C441,7082,49,1,1,1,BA1,1,BS01,100,100,98,90,84,74,69,55,39,26,23,17.89999962,11.10000038,4.099999905,3,61
1,C443,7082,49,1,1,1,BA1,1,BS01,100,100,98,90,84,74,69,55,39,26,23,17.89999962,11.10000038,4.099999905,3,61
1,C446,7082,49,1,1,2,BA4,1,BS03,100,100,99,91,84,72,68,54,39,27,24,18.10000038,9.600000381,3.400000095,2.799999952,61
1,C446,7082,49,1,1,1,BA1,1,BS01,100,100,98,90,84,74,69,55,39,26,23,17.89999962,11.10000038,4.099999905,3,61
1,C447,7082,49,1,1,1,BA1,1,BS01,100,100,98,90,84,74,69,55,39,26,23,17.89999962,11.10000038,4.099999905,3,61
1,C455,7082,49,1,1,1,BA1,1,BS01,100,100,98,90,84,74,69,55,39,26,23,17.89999962,11.10000038,4.099999905,3,61
1,C457,7082,49,1,1,1,BA1,1,BS01,100,100,98,90,84,74,69,55,39,26,23,17.89999962,11.10000038,4.099999905,3,61
1,D430,7086,49,1,1,2,TP1,1,BS91,100,99,96,89,86,81,76,59,54,49,46,38.40000153,8.699999809,1.100000024,0,45
1,E443,7085,49,1,1,1,TP1,1,BS91,100,97,94,90,85,79,72,55,47,36,31,25.89999962,26.70000076,12,9.800000191,41
1,E448,7085,49,1,1,1,TP1,1,BS91,100,97,94,90,85,79,72,55,47,36,31,25.89999962,26.70000076,12,9.800000191,41
1,E460,7085,49,1,1,1,TP1,1,BS91,100,97,94,90,85,79,72,55,47,36,31,25.89999962,26.70000076,12,9.800000191,41
1,503,504,35,1,4,1,BAX01,3,BSX01,100,100,100,100,100,99,99,96,91,65,51,37.5,25.79999924,15.89999962,,9
1,506,501,35,1,4,1,BA501,7,BS301,100,100,100,98,95,90,89,82,75,63,57,46.09999847,20.10000038,9.199999809,,25
1,506,503,35,1,4,1,BA303,2,BS306,100,100,100,100,100,99,98,94,88,71,61,50.70000076,37.09999847,21.79999924,,12
1,506,504,35,1,4,1,BAX01,3,BSX01,100,100,100,100,100,99,99,96,91,65,51,37.5,25.79999924,15.89999962,,9
1,509,502,35,1,4,1,BA506,3,BS309,100,97,97,97,96,93,92,86,83,66,57,46.90000153,34.40000153,20,,17
1,1002,1002,35,1,1,1,BA*,1,BS**,100,99,93,84,79,70,65,52,42,30,25,19.10000038,13.19999981,5.300000191,,58
1,2006,2006,35,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,100,100,83,45,26.10000038,15,9.600000381,0,0
1,801,859,36,1,1,3,A8,1,TS15,100,100,100,89,88,84,80,71,55,45,41,32.09999847,19.39999962,8.399999619,7.5,45
1,A310,1643,36,1,1,1,BX02,1,BSX02,100,100,100,99,98,96,94,89,77,30,18,13.60000038,10.60000038,1.5,1.5,23
1,A310,1643,36,1,1,2,TP1,1,BS55,100,100,100,99,98,97,95,89,71,20,12,9,7.300000191,0.5,0.400000006,29
1,B310,1644,36,1,1,1,BX02,1,BSX02,100,96,94,89,86,83,80,76,71,46,18,8,6.400000095,4,4,29
1,B331,1644,36,1,1,1,BX02,1,BSX02,100,96,94,89,86,83,80,76,71,46,18,8,6.400000095,4,4,29
1,B352,1644,36,1,1,2,TP1,1,BS55,100,96,94,90,88,85,82,74,56,14,4,2.099999905,1,0,0,44
1,B353,1644,36,1,1,1,BX02,1,BSX02,100,96,94,89,86,83,80,76,71,46,18,8,6.400000095,4,4,29
1,B353,1644,36,1,1,2,TP1,1,BS55,100,96,94,90,88,85,82,74,56,14,4,2.099999905,1,0,0,44
1,801,801,37,1,2,1,BAX02,1,BSX02,100,100,100,100,100,100,100,100,100,92,45,12.69999981,9.399999619,7.5,,0
2,103,159,10,2,1,1,B13,1,BS13,100,100,100,100,100,100,100,100,100,68,23,11.80000019,8.199999809,5,,0
2,105,107,10,2,1,1,B8,1,BS08,100,100,100,100,100,100,100,100,100,79,26,11.10000038,7.400000095,5.099999905,,0
1,106,112,10,1,1,1,B4,1,BS04,100,100,100,100,100,100,100,100,100,83,38,29.79999924,27.29999924,15.5,,0
1,106,159,10,1,1,1,B6,1,BS06,100,100,100,100,100,100,100,100,99,69,35,23.60000038,22.39999962,10.30000019,,1
2,106,102,10,2,1,2,B9,1,BS09,100,100,100,100,100,100,100,100,100,79,27,13.60000038,10,5.599999905,,0
2,106,112,10,2,1,1,B11,1,BS11,100,100,100,100,100,100,100,100,99,72,31,20,13.60000038,7.900000095,,1
1,107,108,10,1,1,1,B5,1,BS05,100,100,100,100,100,100,100,100,99,69,34,25.60000038,19.39999962,8,,1
1,1647,1647,88,1,1,1,BX02,1,BSX02,100,100,100,100,100,98,95,88,83,74,63,47.70000076,33.59999847,13.69999981,11.69999981,17
1,2011,2011,89,1,1,1,BA*,1,BS**,100,96,94,92,88,84,80,72,62,47,38,31.20000076,21.5,9.899999619,8.899999619,38
1,6400,6400,90,1,1,2,TP1,1,BS56,100,100,100,100,100,99,98,96,93,82,54,25.20000076,8.699999809,4.199999809,,7
1,B320,6405,90,1,1,2,TP2,1,BS56,100,100,100,100,100,100,99,99,98,40,7,5.199999809,4,2,,2
1,502,506,1,1,1,1,BA2,1,BS02,100,100,100,100,100,100,100,99.30000305,98.19999695,66,32.79999924,20.60000038,14.39999962,8.5,,1.799999952
1,503,506,1,1,4,2,BA302,2,BS302,100,100,100,100,100,99,98,95,93,66,35,22.39999962,21,15,,7
1,505,506,1,1,4,2,BA302,2,BS302,100,100,100,100,100,99,98,95,93,66,35,22.39999962,21,15,,7
1,505,506,1,1,4,2,BA301,2,BS301,100,100,100,100,100,99,98,95,93,66,38,23.70000076,20.79999924,15.30000019,,7
1,506,508,1,1,1,2,BA5,1,BS05,100,100,100,100,100,96.90000153,95.90000153,94.30000305,92.30000305,70.5,33,22.39999962,19.10000038,14.80000019,,7.699999809
1,506,4155,1,1,1,2,BA*,1,BS**,100,100,100,100,99,98,97,94,93,75,41,27.70000076,25.10000038,22,,7
1,508,502,1,1,1,1,TP1,1,BS55,100,100,100,100,98.90000153,97.80000305,97.30000305,95.90000153,94.59999847,65.19999695,31.70000076,20.70000076,17.10000038,10.89999962,,5.400000095
1,564,508,1,1,1,2,BA6,1,BS06,100,100,100,100,100,98.40000153,97.80000305,96.40000153,94.40000153,70.69999695,33.90000153,23.20000076,14.39999962,8.600000381,,5.599999905
1,661,606,1,1,3,2,BAX03,2,BSX03,100,100,95,90,87,82,79,72,66,59,57,52.5,40,26.60000038,,34
1,661,606,1,1,1,3,TP2,2,BS58,100,100,98,91,85,77,72,63,56,49,46,42,34.70000076,23.60000038,,44
1,662,606,1,1,3,2,BA507,2,BS312,100,100,94,90,87,80,76,67,60,53,50,46,34.29999924,23.70000076,,40
1,1001,1001,1,1,1,2,TP1,1,BS55,100,100,100,95,87,75,68,58,53,32,20,14.69999981,12,7.800000191,0,47
1,1001,1001,1,1,1,1,BA*,1,BS**,100,100,100,100,99,98,97,94,89,62,43,33.40000153,31.20000076,22.89999962,0,11
1,3998,3998,1,1,1,2,BA*,2,BS**,100,100,100,100,100,100,100,99,99,93,60,31.89999962,22.5,18.60000038,0,1
1,B310,1019,1,1,1,1,BA*,1,BS**,100,100,100,100,100,99,98,96,95,89,77,53.20000076,28,15.10000038,0,5
1,B310,1019,1,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,100,99,72,15,3.5,0,0,0,1
1,C340,4155,1,1,1,2,BA*,1,BS**,100,100,100,100,99,98,97,94,93,75,41,27.70000076,25.10000038,22,,7
1,C350,4155,1,1,1,2,BA*,1,BS**,100,100,100,100,99,98,97,94,93,75,41,27.70000076,25.10000038,22,,7
1,1008,1008,2,1,1,1,BA*,1,BS**,100,99,95,85,76,61,53,37,28,18,13,7.599999905,4.400000095,1.200000048,1.100000024,72
1,113,120,4,1,1,2,B315,1,BS15,100,100,98,96,93,87,84,74,59,33,22,12.39999962,9.899999619,4,3.5,41
1,114,119,4,1,1,2,B307,1,BS07,100,100,100,100,95,87,82,71,58,33,22,13.19999981,11.10000038,5.199999809,4.699999809,42
1,115,119,4,1,1,2,B307,1,BS07,100,100,100,100,95,87,82,71,58,33,22,13.19999981,11.10000038,5.199999809,4.699999809,42
1,116,119,4,1,1,2,B307,1,BS07,100,100,100,100,95,87,82,71,58,33,22,13.19999981,11.10000038,5.199999809,4.699999809,42
1,116,122,4,1,1,2,B313,1,BS13,100,93,90,86,84,79,76,69,60,39,27,18.60000038,11.39999962,6.699999809,6,40
1,117,115,4,1,1,2,B303,1,BS03,100,100,100,99,99,96,94,88,78,47,34,24.70000076,14,6.800000191,6.199999809,22
1,117,124,4,1,1,2,B305,1,BS05,100,98,96,94,93,89,86,76,59,33,23,14.60000038,10.60000038,5.400000095,4.099999905,41
1,118,118,4,1,3,1,BA663,3,BS663,100,100,100,100,96,87,80,66,53,31,21,13.60000038,8.100000381,3.599999905,,47
1,119,117,4,1,1,2,B304,1,BS04,100,100,99,96,95,90,88,79,66,38,27,17.20000076,13.30000019,7.400000095,6.699999809,34
1,120,120,4,1,1,2,B315,1,BS15,100,100,98,96,93,87,84,74,59,33,22,12.39999962,9.899999619,4,3.5,41
1,124,119,4,1,1,2,B307,1,BS07,100,100,100,100,95,87,82,71,58,33,22,13.19999981,11.10000038,5.199999809,4.699999809,42
1,162,163,4,1,1,2,B321,1,BS21,100,93,85,77,69,63,59,48,38,21,15,9.800000191,7.599999905,3.900000095,3.400000095,62
1,163,121,4,1,1,2,B314,1,BS14,100,100,93,87,83,76,73,65,53,33,23,15.60000038,10.89999962,6.300000191,4.800000191,47
1,163,161,4,1,1,2,B318,1,BS18,100,95,85,81,78,72,68,58,48,28,19,12.69999981,10,5.599999905,5.199999809,52
1,214,216,4,1,1,2,B306,1,BS06,100,100,100,100,99,97,93,83,75,49,35,25.60000038,13.5,6.900000095,6,25
1,214,217,4,1,1,2,B309,1,BS09,100,100,100,100,99,96,94,89,84,56,36,22.5,12.39999962,6.099999905,5,16
1,215,217,4,1,1,2,B309,1,BS09,100,100,100,100,99,96,94,89,84,56,36,22.5,12.39999962,6.099999905,5,16
1,220,263,4,1,1,2,B313,1,BS13,100,100,100,98,97,95,94,89,82,58,44,33,20.29999924,10.39999962,8.800000191,18
1,264,267,4,1,1,2,B316,1,BS16,100,100,100,99,98,97,95,90,85,58,44,30.89999962,18.10000038,9.899999619,8.600000381,15
1,265,267,4,1,1,2,B316,1,BS16,100,100,100,99,98,97,95,90,85,58,44,30.89999962,18.10000038,9.899999619,8.600000381,15
1,267,265,4,1,1,2,B315,1,BS15,100,100,99,97,96,95,93,88,77,51,37,25.70000076,15.5,7.699999809,7,23
1,268,265,4,1,1,2,B315,1,BS15,100,100,99,97,96,95,93,88,77,51,37,25.70000076,15.5,7.699999809,7,23
1,501,504,4,1,1,2,TP1,1,BS92,100,100,99,98,95,90,86,73,59,41,33,25.5,13.19999981,6.099999905,5.5,41
1,502,502,4,1,1,2,TP2,1,BS92,100,100,100,100,100,97,96,87,67,43,36,28.5,15.39999962,6.900000095,5.599999905,33
1,502,507,4,1,1,1,BA*,1,BS*1,100,100,99,97,95,89,86,72,62,44,34,26.39999962,15.10000038,7.099999905,6.400000095,38
