LINKED_LAYER_NO,LINKED_SHRP_ID,SHRP_ID,STATE_CODE,LAYER_NO,FIELD_SET,TEST_NO,LOC_NO,CONSTRUCTION_NO,SAMPLE_NO,THREE_PASSING,TWO_PASSING,ONE_AND_HALF_PASSING,ONE_PASSING,THREE_FOURTHS_PASSING,ONE_HALF_PASSING,THREE_EIGHTHS_PASSING,NO_4_PASSING,NO_10_PASSING,NO_40_PASSING,NO_80_PASSING,NO_200_PASSING,HYDRO_02,HYDRO_002,HYDRO_001,GT_2MM
1,114,164,48,1,1,2,B6,1,BS06,100,100,100,100,100,100,99.40000153,99.40000153,99.19999695,99.09999847,62.70000076,8.600000381,2.400000095,1.899999976,,0.800000012
1,114,167,48,1,1,2,B5,1,BS05,100,100,100,100,100,98.59999847,98.30000305,98,97.59999847,97.30000305,57.59999847,8.100000381,2,1.100000024,13,2.400000095
1,115,164,48,1,1,2,B6,1,BS06,100,100,100,100,100,100,99.40000153,99.40000153,99.19999695,99.09999847,62.70000076,8.600000381,2.400000095,1.899999976,,0.800000012
1,117,162,48,1,1,2,B2,1,BS02,100,100,100,100,100,100,100,99.90000153,99.5,99.30000305,65.59999847,6.199999809,1.899999976,1,,0.5
1,118,121,48,1,1,2,B4,1,BS04,100,100,100,100,100,100,99.69999695,99.5,99.30000305,99.09999847,54.70000076,8.5,2,0.899999976,,0.699999988
1,120,123,48,1,1,2,B9,1,BS09,100,100,100,100,100,96.90000153,96.90000153,95.59999847,94.80000305,94.09999847,50.09999847,8.199999809,2.299999952,1.799999952,,5.199999809
1,121,113,48,1,1,2,B7,1,BS07,100,100,100,100,100,100,100,99.90000153,99.80000305,99,62,6.400000095,1.799999952,1.100000024,,0.200000003
1,122,113,48,1,1,2,B7,1,BS07,100,100,100,100,100,100,100,99.90000153,99.80000305,99,62,6.400000095,1.799999952,1.100000024,,0.200000003
1,122,167,48,1,1,2,B5,1,BS05,100,100,100,100,100,98.59999847,98.30000305,98,97.59999847,97.30000305,57.59999847,8.100000381,2,1.100000024,13,2.400000095
1,123,116,48,1,1,2,B10,1,BS10,100,100,100,100,100,100,100,99.69999695,99.40000153,99,53.59999847,7.300000191,2.099999905,1.100000024,1,0.600000024
1,124,123,48,1,1,2,B9,1,BS09,100,100,100,100,100,96.90000153,96.90000153,95.59999847,94.80000305,94.09999847,50.09999847,8.199999809,2.299999952,1.799999952,,5.199999809
1,161,164,48,1,1,2,B6,1,BS06,100,100,100,100,100,100,99.40000153,99.40000153,99.19999695,99.09999847,62.70000076,8.600000381,2.400000095,1.899999976,,0.800000012
1,162,167,48,1,1,2,B5,1,BS05,100,100,100,100,100,98.59999847,98.30000305,98,97.59999847,97.30000305,57.59999847,8.100000381,2,1.100000024,13,2.400000095
1,167,113,48,1,1,2,B7,1,BS07,100,100,100,100,100,100,100,99.90000153,99.80000305,99,62,6.400000095,1.799999952,1.100000024,,0.200000003
1,1060,1060,48,1,1,2,TP1,1,BS55,100,100,100,100,99,99,98,97,95,83,53,37.20000076,32.5,22,0,5
1,1076,1076,48,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,100,100,99,67,9.800000191,8.5,5.199999809,0,0
1,1093,1093,48,1,1,2,TP1,2,BS55,100,100,100,100,100,100,99,99,98,94,80,39.70000076,15.5,11.5,,2
1,1111,1111,48,1,1,1,BA*,1,BS**,100,100,100,100,100,100,99,98,96,93,81,50.09999847,32.09999847,23.10000038,0,4
1,5154,5154,48,1,1,2,BA*,1,BS**,100,100,100,100,100,100,100,100,100,99,72,48.70000076,45,42,,0
1,5284,5284,48,1,1,2,BA*,1,BS**,100,100,100,100,99,99,98,95,92,88,70,39,28,15.80000019,,8
1,A807,A807,48,1,1,1,B1,1,BS01,100,100,100,95,89,83,78,70,62,50,44,39.29999924,34.09999847,14.30000019,,38
1,C410,3589,48,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,100,100,93,70,45.70000076,23,13,0,0
1,C430,3589,48,1,1,2,BA*,1,BS**,100,100,100,100,100,100,100,100,100,94,66,36.79999924,18,12.39999962,0,0
1,D330,2172,48,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,100,88,82,70,36.90000153,24.5,14.39999962,0,12
1,E410,4142,48,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,100,100,99,62,5.5,,,,0
1,E430,4142,48,1,1,2,BA*,1,BS**,100,100,100,100,100,100,100,100,99,95,86,42.90000153,39.59999847,30.60000038,,1
1,I310,3559,48,1,1,1,BA*,1,BS**,100,100,100,99,98,98,97,97,93,69,47,35.40000153,22,12,,7
1,J340,1122,48,1,1,1,BA*,1,BS**,100,100,100,100,100,100,99,99,97,75,29,6.5,6,6,0,3
1,L310,3769,48,1,1,2,TP1,1,BS55,100,100,100,100,99,99,98,98,98,89,64,21.70000076,13,11.60000038,0,2
1,L310,3769,48,1,1,1,BA*,1,BS**,100,100,100,98,96,94,89,79,75,67,50,22.79999924,16,13,0,25
1,L350,3769,48,1,1,1,BA*,1,BS**,100,100,100,98,96,94,89,79,75,67,50,22.79999924,16,13,0,25
1,M310,3749,48,1,1,1,BA*,1,BS**,100,100,100,100,100,100,99,99,96,90,74,48.59999847,35,22,0,4
1,N320,3739,48,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,99,99,98,72,6.199999809,4.300000191,4.300000191,0,1
1,803,804,49,1,1,2,B3,1,BS03,100,96,95,88,85,81,78,72,67,60,52,41.70000076,27,13.30000019,,33
2,803,803,49,2,1,1,B4,1,BS04,92,90,85,81,77,71,67,56,48,41,38,32.59999847,18.29999924,8.399999619,,52
2,803,803,49,2,2,1,BA261,2,BS261,98,98,94,92,87,84,79,77,68,62,55,49.09999847,25.29999924,12.30000019,10.39999962,32
1,1004,1004,49,1,1,2,TP1,1,BS92,100,100,99,98,97,93,90,82,69,50,36,22.39999962,10.69999981,4,2.900000095,31
1,1006,1006,49,1,1,1,BA*,1,BS**,100,100,100,96,93,85,78,61,47,38,33,29.29999924,22.5,8.300000191,4.099999905,53
1,A351,1004,49,1,1,2,TP1,1,BS92,100,100,99,98,97,93,90,82,69,50,36,22.39999962,10.69999981,4,2.900000095,31
1,B310,1017,49,1,1,1,BA*,2,BS**,100,98,95,85,78,69,63,53,44,30,18,12.19999981,10.5,5.599999905,4.599999905,56
1,B331,1017,49,1,1,2,TP1,2,BS93,100,100,98,96,91,80,73,60,55,43,30,20,13.5,7.800000191,6.699999809,45
1,C331,1006,49,1,1,1,BA*,1,BS**,100,100,100,96,93,85,78,61,47,38,33,29.29999924,22.5,8.300000191,4.099999905,53
1,C350,1006,49,1,1,1,BA*,1,BS**,100,100,100,96,93,85,78,61,47,38,33,29.29999924,22.5,8.300000191,4.099999905,53
1,C352,1006,49,1,1,1,BA*,1,BS**,100,100,100,96,93,85,78,61,47,38,33,29.29999924,22.5,8.300000191,4.099999905,53
1,C410,7082,49,1,1,1,BA1,1,BS01,100,100,98,90,84,74,69,55,39,26,23,17.89999962,11.10000038,4.099999905,3,61
1,C448,7082,49,1,1,2,BA4,1,BS03,100,100,99,91,84,72,68,54,39,27,24,18.10000038,9.600000381,3.400000095,2.799999952,61
1,C453,7082,49,1,1,1,BA1,1,BS01,100,100,98,90,84,74,69,55,39,26,23,17.89999962,11.10000038,4.099999905,3,61
1,C456,7082,49,1,1,1,BA1,1,BS01,100,100,98,90,84,74,69,55,39,26,23,17.89999962,11.10000038,4.099999905,3,61
1,C458,7082,49,1,1,1,BA1,1,BS01,100,100,98,90,84,74,69,55,39,26,23,17.89999962,11.10000038,4.099999905,3,61
1,D410,7086,49,1,1,2,TP1,1,BS91,100,99,96,89,86,81,76,59,54,49,46,38.40000153,8.699999809,1.100000024,0,45
1,D449,7086,49,1,1,2,TP1,1,BS91,100,99,96,89,86,81,76,59,54,49,46,38.40000153,8.699999809,1.100000024,0,45
1,D455,7086,49,1,1,2,TP1,1,BS91,100,99,96,89,86,81,76,59,54,49,46,38.40000153,8.699999809,1.100000024,0,45
1,D462,7086,49,1,1,2,TP1,1,BS91,100,99,96,89,86,81,76,59,54,49,46,38.40000153,8.699999809,1.100000024,0,45
1,E449,7085,49,1,1,1,TP1,1,BS91,100,97,94,90,85,79,72,55,47,36,31,25.89999962,26.70000076,12,9.800000191,41
1,1417,1417,51,1,1,2,TP1,1,BS55,85,54,44,36,33,31,29,27,23,20,18,15.89999962,12.5,6.400000095,6.099999905,77
1,1423,1423,51,1,1,2,TP1,2,BS55,88,83,82,80,79,77,75,74,71,64,56,35.20000076,23,12,11.5,29
1,B411,3801,39,1,1,1,BX02,1,BSX02,100,100,100,93,90,84,80,69,61,53,50,46.09999847,32.5,14.19999981,,39
1,113,120,40,1,1,2,B5,1,BS05,100,100,100,100,99.69999695,99,98,97,93,71,53,43.5,23.70000076,15,,7
1,114,117,40,1,1,2,B3,1,BS03,100,100,100,100,100,99,99,97,88,60,44,29.79999924,10.19999981,3.200000048,,12
1,116,114,40,1,1,2,B1,1,BS01,97,97,96,95,94,93,92,89,84,60,42,31,18,9.5,,16
1,117,116,40,1,1,2,B2,1,BS02,100,100,100,99,99,98,97,95,91,75,57,45.20000076,22.89999962,13.80000019,,9
1,118,117,40,1,1,2,B3,1,BS03,100,100,100,100,100,99,99,97,88,60,44,29.79999924,10.19999981,3.200000048,,12
1,118,123,40,1,1,2,B6,1,BS06,100,100,100,100,100,100,100,99,97,75,56,45.90000153,25.60000038,17.10000038,,3
1,119,117,40,1,1,2,B3,1,BS03,100,100,100,100,100,99,99,97,88,60,44,29.79999924,10.19999981,3.200000048,,12
1,120,122,40,1,1,2,B4,1,BS04,100,100,100,99.80000305,99,98,97,95,91,72,52,38.79999924,23.29999924,13.60000038,,9
1,121,116,40,1,1,2,B2,1,BS02,100,100,100,99,99,98,97,95,91,75,57,45.20000076,22.89999962,13.80000019,,9
1,121,117,40,1,1,2,B3,1,BS03,100,100,100,100,100,99,99,97,88,60,44,29.79999924,10.19999981,3.200000048,,12
1,122,116,40,1,1,2,B2,1,BS02,100,100,100,99,99,98,97,95,91,75,57,45.20000076,22.89999962,13.80000019,,9
1,124,116,40,1,1,2,B2,1,BS02,100,100,100,99,99,98,97,95,91,75,57,45.20000076,22.89999962,13.80000019,,9
1,124,117,40,1,1,2,B3,1,BS03,100,100,100,100,100,99,99,97,88,60,44,29.79999924,10.19999981,3.200000048,,12
1,160,123,40,1,1,2,B6,1,BS06,100,100,100,100,100,100,100,99,97,75,56,45.90000153,25.60000038,17.10000038,,3
1,504,504,40,1,1,1,BA4,1,BS04,100,100,100,99,99,97,96,93,85,52,38,29.39999962,22.29999924,14.10000038,,15
1,505,504,40,1,1,1,BA6,1,BS06,100,100,100,97,96,94,93,90,82,52,37,27.79999924,20.29999924,13.30000019,,18
1,508,502,40,1,1,1,BA2,1,BS02,100,100,100,100,100,99,99,98,96,73,58,48.29999924,31.5,20.79999924,,4
1,509,504,40,1,1,1,BA6,1,BS06,100,100,100,97,96,94,93,90,82,52,37,27.79999924,20.29999924,13.30000019,,18
1,4155,4155,40,1,1,2,BA*,1,BS**,100,100,98,95,93,88,85,79,78,73,69,43,20,11,0,22
1,4165,4165,40,1,1,2,BA*,1,BS**,100,100,100,100,100,100,100,100,100,95,61,30,14,11.69999981,0,0
1,6010,6010,40,1,1,1,BA*,1,BS**,100,99,97,95,93,87,84,75,62,48,44,39.09999847,29,14,,38
1,6010,6010,40,1,1,2,BA*,1,BS**,100,100,100,98,94,87,82,72,64,52,48,42.5,30,12,,36
1,B320,1015,40,1,1,2,BA*,1,BS**,100,100,100,100,100,100,100,100,100,99,73,14.69999981,9.5,6,0,0
1,B350,1015,40,1,1,2,BA*,1,BS**,100,100,100,100,100,100,100,100,100,99,73,14.69999981,9.5,6,0,0
1,1598,1598,42,1,1,2,BX03,1,BSX03,100,100,100,97,94,86,78,63,51,32,27,23.89999962,20.5,9.199999809,7.599999905,49
1,1598,1598,42,1,1,1,BX04,1,BSX04,100,100,100,99,99,95,92,82,73,46,39,34.90000153,30.89999962,15.39999962,13.5,27
1,3044,3044,42,1,1,2,BX04,1,BSX04,100,100,100,99,97,85,74,57,41,30,26,22,18,9.899999619,8.399999619,59
1,1024,1024,45,1,1,2,TP1,1,BS55,100,99,97,88,83,78,75,70,66,37,27,24.29999924,21.20000076,16,0,34
1,1025,1025,45,1,1,1,BA*,1,BS**,100,100,100,99,98,96,95,92,88,68,51,33.59999847,19,10,0,12
1,5020,5020,46,1,1,1,BA1,1,BS01,100,97,94,86,81,71,65,53,45,36,32,25.89999962,11.89999962,5.5,,55
1,1029,1029,47,1,1,2,TP1,1,BS55,100,100,96,91,87,81,76,66,56,47,42,37.20000076,32,21.60000038,0,44
1,120,119,30,1,1,2,B5,1,BS05,100,100,100,99,99,99,99,98,98,97,67,20.79999924,13.19999981,7.900000095,,2
1,121,113,30,1,1,2,B7,1,BS07,100,100,100,100,100,100,100,100,99,98,61,27.79999924,15.5,8.699999809,,1
1,121,119,30,1,1,2,B11,1,BS11,100,100,100,100,100,100,100,98,96,94,65,28.79999924,13.80000019,7,,4
1,123,122,30,1,1,2,B12,1,BS12,100,100,100,100,100,100,100,100,99,98,48,14.69999981,3.5,2.200000048,,1
1,502,7066,30,1,1,2,TP1,1,BS93,100,98,98,96,94,93,92,90,87,81,69,54.70000076,42.59999847,26,22.89999962,13
1,503,502,30,1,1,2,BA*,1,BS*2,100,99,96,92,87,83,80,75,70,64,57,41.59999847,27.20000076,16.20000076,13.89999962,30
1,506,504,30,1,3,2,BA268,3,BS268,100,100,100,100,99,98,96,90,81,68,60,49.90000153,35,20.10000038,,19
1,506,506,30,1,1,1,BA*,1,BS*1,100,91,88,86,82,77,74,66,61,52,43,32.59999847,26.29999924,15.60000038,12.80000019,39
1,506,508,30,1,3,2,BA272,3,BS272,100,100,100,100,98,96,94,88,79,65,54,41.90000153,29,16.29999924,,21
1,507,504,30,1,3,2,BA268,3,BS268,100,100,100,100,99,98,96,90,81,68,60,49.90000153,35,20.10000038,,19
1,508,504,30,1,3,2,BA268,3,BS268,100,100,100,100,99,98,96,90,81,68,60,49.90000153,35,20.10000038,,19
1,508,7066,30,1,1,2,TP1,1,BS93,100,98,98,96,94,93,92,90,87,81,69,54.70000076,42.59999847,26,22.89999962,13
1,561,506,30,1,1,1,BA*,1,BS*1,100,91,88,86,82,77,74,66,61,52,43,32.59999847,26.29999924,15.60000038,12.80000019,39
1,3033,3033,31,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,100,99,90,36,17.29999924,10.80000019,6.699999809,,1
1,3033,3033,31,1,1,1,BA1,1,BS01,100,100,100,100,100,100,100,100,99,88,55,37.90000153,19,9.899999619,,1
1,B430,3023,31,1,1,1,BA1,1,BS01,100,100,100,100,100,99,98,92,78,27,7,3.099999905,2.5,1.200000048,0.200000003,22
1,101,101,32,1,1,2,B26,1,BS01,100,100,100,100,100,100,100,100,98,76,42,24.20000076,15.30000019,6.599999905,,2
3,101,111,32,3,1,2,B5,1,BG05,100,97,94,90,85,72,64,50,37,23,16,11.30000019,6.900000095,2.200000048,,63
1,105,105,32,1,1,2,B31,1,BS06,100,100,100,100,100,99,99,98,96,92,83,70.90000153,37.20000076,11.19999981,,4
1,106,111,32,1,1,2,B30,1,BS05,100,100,100,100,100,100,100,99,97,77,54,41.90000153,27.89999962,10.5,,3
3,108,105,32,3,1,2,B6,1,BG06,100,96,90,86,81,71,65,52,40,24,17,11.60000038,7.699999809,2.099999905,,60
3,109,109,32,3,1,2,B3,1,BG03,100,96,93,88,83,71,62,48,37,23,16,10.89999962,7.5,2.200000048,,63
3,110,101,32,3,1,2,B1,1,BG01,100,94,88,81,77,66,60,48,38,24,17,11.39999962,7.5,3.299999952,,62
3,112,105,32,3,1,2,B6,1,BG06,100,96,90,86,81,71,65,52,40,24,17,11.60000038,7.699999809,2.099999905,,60
1,503,507,4,1,1,1,BA*,1,BS*1,100,100,99,97,95,89,86,72,62,44,34,26.39999962,15.10000038,7.099999905,6.400000095,38
1,506,505,4,1,1,2,BA*,1,BS*3,100,100,100,99,97,96,94,87,74,55,47,38.70000076,18.60000038,9.300000191,7.800000191,29
1,506,559,4,1,1,2,BA*,1,BS*4,100,100,100,100,99,98,96,88,71,48,40,32.90000153,18.70000076,8.800000191,7.400000095,26
1,509,502,4,1,1,2,TP2,1,BS92,100,100,100,100,100,97,96,87,67,43,36,28.5,15.39999962,6.900000095,5.599999905,33
1,559,505,4,1,1,2,BA*,1,BS*3,100,100,100,99,97,96,94,87,74,55,47,38.70000076,18.60000038,9.300000191,7.800000191,29
1,559,509,4,1,1,1,BA*,1,BS*2,100,100,99,98,98,95,93,83,68,44,35,24.39999962,14.10000038,6.900000095,5.900000095,32
1,4018,4018,39,1,1,1,BX01,1,BSX01,100,96,96,88,85,77,71,56,40,15,9,5.599999905,14.30000019,6.099999905,,60
1,5010,5010,39,1,1,1,BX02,2,BSX02,100,100,100,98,97,94,92,86,74,62,53,45.5,31.70000076,14.5,,26
1,2027,2027,32,1,1,1,BA*,1,BS**,100,100,100,100,99,97,91,77,65,53,47,37.70000076,19.39999962,8,5.699999809,35
1,7000,7000,32,1,1,2,TP1,1,BS93,100,91,89,86,84,80,77,67,48,23,15,11.19999981,6.800000191,2.799999952,1.5,52
1,A351,1021,32,1,1,2,TP1,1,BS93,100,100,100,100,100,100,100,100,100,70,48,32,19.20000076,6,3.799999952,0
1,A420,3010,32,1,1,1,BA*,1,BS**,100,100,98,98,96,91,88,71,49,27,24,17,11.19999981,3.099999905,2.400000095,51
1,A430,3010,32,1,1,2,BA*,1,BS**,100,100,100,99,98,95,92,81,56,35,27,21.89999962,14.10000038,3.599999905,2.5,44
1,A452,3010,32,1,1,2,BA*,1,BS**,100,100,100,99,98,95,92,81,56,35,27,21.89999962,14.10000038,3.599999905,2.5,44
1,A457,3010,32,1,1,1,BA*,1,BS**,100,100,98,98,96,91,88,71,49,27,24,17,11.19999981,3.099999905,2.400000095,51
1,A461,3010,32,1,1,2,BA*,1,BS**,100,100,100,99,98,95,92,81,56,35,27,21.89999962,14.10000038,3.599999905,2.5,44
1,A462,3010,32,1,1,1,BA*,1,BS**,100,100,98,98,96,91,88,71,49,27,24,17,11.19999981,3.099999905,2.400000095,51
1,B320,7000,32,1,1,2,TP1,1,BS93,100,91,89,86,84,80,77,67,48,23,15,11.19999981,6.800000191,2.799999952,1.5,52
1,C330,2027,32,1,1,1,BA*,1,BS**,100,100,100,100,99,97,91,77,65,53,47,37.70000076,19.39999962,8,5.699999809,35
1,1001,1001,33,1,1,2,TP1,1,BS55,100,100,100,100,100,99,99,98,96,70,26,7.900000095,6.599999905,3.400000095,3.299999952,5
1,501,502,34,1,3,2,BA320,4,BS310,100,100,100,98,98,98,98,97,95,89,52,22.79999924,20,12.5,,5
1,501,503,34,1,1,2,TP2,1,BS56,100,100,100,100,99,99,98,96,92,77,43,33.79999924,17.79999924,8.199999809,,8
1,502,503,34,1,1,2,TP2,1,BS56,100,100,100,100,99,99,98,96,92,77,43,33.79999924,17.79999924,8.199999809,,8
1,509,503,34,1,1,2,TP2,1,BS56,100,100,100,100,99,99,98,96,92,77,43,33.79999924,17.79999924,8.199999809,,8
1,559,502,34,1,3,2,BA320,4,BS310,100,100,100,98,98,98,98,97,95,89,52,22.79999924,20,12.5,,5
1,801,801,34,1,1,2,B1,1,BS01,100,100,99,98,97,95,95,94,91,71,23,7.800000191,3.299999952,0.699999988,,9
1,801,802,34,1,1,3,B2,1,BS02,100,100,100,99,99,98,98,96,93,67,17,7.099999905,3.599999905,0.800000012,,7
1,860,801,34,1,1,2,B1,1,BS01,100,100,99,98,97,95,95,94,91,71,23,7.800000191,3.299999952,0.699999988,,9
1,506,506,35,1,4,1,BA502,3,BS302,100,100,100,98,98,96,94,90,84,68,58,48.5,38.79999924,23.5,,16
1,801,801,35,1,4,2,BA501,1,BS303,100,100,100,100,100,99,99,97,94,73,57,44.70000076,37,24.20000076,,6
1,802,802,35,1,4,1,BA304,1,BS305,100,100,100,100,98,93,89,81,74,58,46,35.70000076,25.89999962,16.89999962,,26
1,859,801,36,1,1,3,A3,1,TS05,100,100,100,100,100,100,99,97,95,86,56,28.70000076,14,6.400000095,5.599999905,5
1,859,859,36,1,1,2,B3,1,BS03,100,100,100,100,100,100,99,96,89,67,20,12,6,5.300000191,,4
1,1643,1643,36,1,1,2,TP1,1,BS55,100,100,100,99,98,97,95,89,71,20,12,9,7.300000191,0.5,0.400000006,29
1,A320,1643,36,1,1,1,BX02,1,BSX02,100,100,100,99,98,96,94,89,77,30,18,13.60000038,10.60000038,1.5,1.5,23
1,A331,1643,36,1,1,2,TP1,1,BS55,100,100,100,99,98,97,95,89,71,20,12,9,7.300000191,0.5,0.400000006,29
1,B331,1644,36,1,1,2,TP1,1,BS55,100,96,94,90,88,85,82,74,56,14,4,2.099999905,1,0,0,44
1,801,801,37,1,2,2,BAX03,1,BSX03,100,100,100,100,100,100,100,100,99,90,36,8.5,5.5,2,,1
1,1028,1028,37,1,1,1,BX01,1,BSX01,100,100,100,100,100,100,100,100,100,94,50,8.5,8.100000381,4.400000095,4,0
1,1802,1802,37,1,1,1,BX02,1,BSX02,100,95,94,93,91,90,88,86,82,65,57,49.79999924,32.5,16.60000038,14.30000019,19
1,1817,1817,37,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,100,98,77,63,50.09999847,40.5,22,20.60000038,2
1,3008,3008,37,1,1,2,BX02,1,BSX02,100,99,99,96,91,86,81,72,63,50,38,23.29999924,15.30000019,6.199999809,5.099999905,37
1,5827,5827,37,1,1,1,BX02,1,BSX02,100,100,100,100,100,100,99,98,96,75,57,40.29999924,31.20000076,15,12.39999962,4
1,B320,3075,47,1,1,1,BA*,1,BS**,100,100,100,99,97,90,84,74,59,42,41,35.90000153,29,12.30000019,0,41
1,B350,3075,47,1,1,2,TP1,1,BS55,95,92,87,81,76,69,65,60,54,50,48,42.59999847,34,11.80000019,0,46
1,113,116,48,1,1,2,B10,1,BS10,100,100,100,100,100,100,100,99.69999695,99.40000153,99,53.59999847,7.300000191,2.099999905,1.100000024,1,0.600000024
1,113,164,48,1,1,2,B6,1,BS06,100,100,100,100,100,100,99.40000153,99.40000153,99.19999695,99.09999847,62.70000076,8.600000381,2.400000095,1.899999976,,0.800000012
1,1005,1005,53,1,1,1,BA*,2,BS**,100,100,100,90,81,62,53,34,26,18,15,11.89999962,6.800000191,1.399999976,1.200000048,74
1,1501,1501,53,1,1,2,TP1,1,BS94,100,100,100,95,93,91,91,89,86,76,69,61.09999847,24.39999962,5.599999905,3.700000048,14
1,6020,6020,53,1,1,1,BA*,1,BS**,100,100,100,98,97,96,93,85,79,63,51,38.79999924,21.89999962,9.100000381,8.5,21
1,A310,1008,53,1,1,1,BA*,1,BS**,100,100,100,94,86,75,69,49,31,17,14,11,7.599999905,2.799999952,2.200000048,69
1,A320,1008,53,1,1,2,TP1,1,BS93,100,86,76,68,63,55,50,38,25,12,9,6.199999809,3.5,0.899999976,0.5,75
1,A350,1008,53,1,1,1,BA*,1,BS**,100,100,100,94,86,75,69,49,31,17,14,11,7.599999905,2.799999952,2.200000048,69
1,B320,1501,53,1,1,2,TP1,1,BS94,100,100,100,95,93,91,91,89,86,76,69,61.09999847,24.39999962,5.599999905,3.700000048,14
1,B350,1501,53,1,1,2,TP1,1,BS94,100,100,100,95,93,91,91,89,86,76,69,61.09999847,24.39999962,5.599999905,3.700000048,14
1,C310,1801,53,1,1,1,BA*,1,BS**,100,100,96,84,75,65,61,53,49,43,26,20.39999962,12.19999981,3.799999952,3,51
1,C350,1801,53,1,1,1,BA*,1,BS**,100,100,96,84,75,65,61,53,49,43,26,20.39999962,12.19999981,3.799999952,3,51
1,1640,1640,54,1,1,2,TP1,1,BS55,75,63,61,59,57,55,53,49,46,40,34,30.20000076,18.5,7.5,5.900000095,54
1,116,123,55,1,1,1,B6,1,BS06,100,100,100,100,99,87,79,67,55,29,15,10,6.099999905,2.299999952,,45
1,118,117,55,1,1,1,B7,1,BS07,100,100,100,100,96,83,77,65,54,29,14,8.399999619,4.800000191,2.5,,46
1,119,120,55,1,1,1,B4,1,BS04,100,100,97,95,93,83,77,66,56,27,11,6.900000095,4.300000191,2.099999905,,44
1,120,118,55,1,1,1,B3,1,BS03,100,98,92,85,79,71,66,56,49,27,12,6.199999809,2.700000048,1.200000048,,51
1,120,119,55,1,1,1,B5,1,BS05,100,95,93,88,84,79,76,70,63,40,17,10.10000038,6.699999809,3.700000048,,37
1,120,123,55,1,1,1,B6,1,BS06,100,100,100,100,99,87,79,67,55,29,15,10,6.099999905,2.299999952,,45
1,121,122,55,1,2,2,BAX14,1,BSX14,100,100,100,99,98,95,93,90,85,64,30,14.39999962,7.800000191,4.199999809,3.599999905,15.10000038
1,122,118,55,1,1,1,B3,1,BS03,100,98,92,85,79,71,66,56,49,27,12,6.199999809,2.700000048,1.200000048,,51
1,122,119,55,1,1,1,B5,1,BS05,100,95,93,88,84,79,76,70,63,40,17,10.10000038,6.699999809,3.700000048,,37
1,123,117,55,1,1,1,B7,1,BS07,100,100,100,100,96,83,77,65,54,29,14,8.399999619,4.800000191,2.5,,46
1,123,122,55,1,2,2,BAX14,1,BSX14,100,100,100,99,98,95,93,90,85,64,30,14.39999962,7.800000191,4.199999809,3.599999905,15.10000038
1,124,117,55,1,1,1,B7,1,BS07,100,100,100,100,96,83,77,65,54,29,14,8.399999619,4.800000191,2.5,,46
1,124,122,55,1,2,2,BA305,1,BS305,100,100,100,100,99,96,94,91,86,65,29,14.89999962,8.199999809,3.400000095,,14
1,213,213,55,1,2,2,BAX18,1,BSX18,100,100,100,99,98,94,91,84,77,53,26,14.80000019,9.100000381,4.199999809,3.700000048,23.39999962
1,213,259,55,1,1,1,B7,1,BS07,100,100,99,96,92,87,84,77,69,29,14,11.69999981,8.100000381,3.700000048,,31
1,214,213,55,1,2,2,BAX18,1,BSX18,100,100,100,99,98,94,91,84,77,53,26,14.80000019,9.100000381,4.199999809,3.700000048,23.39999962
1,214,215,55,1,1,2,B1,1,BS01,100,100,100,100,97,88,82,70,60,30,13,7.300000191,4,1.600000024,,40
1,215,218,55,1,2,2,BAX22,1,BSX22,100,100,100,100,96,96,94,91,87,59,28,17.5,9.5,3.200000048,2.599999905,13.10000038
1,217,216,55,1,2,2,BAX28,1,BSX28,100,100,100,98,98,97,96,93,90,74,38,20,10,4.800000191,3.900000095,9.800000191
1,217,218,55,1,1,1,B2,1,BS02,100,100,97,95,92,83,78,67,58,32,14,8.5,4.099999905,1.799999952,,42
2,217,213,55,2,2,2,BAX08,1,BSX08,100,100,100,100,98,88,82,69,54,30,17,11.5,5.699999809,2.700000048,2.299999952,45.59999847
1,219,216,55,1,2,2,BAX28,1,BSX28,100,100,100,98,98,97,96,93,90,74,38,20,10,4.800000191,3.900000095,9.800000191
1,220,218,55,1,2,2,BAX22,1,BSX22,100,100,100,100,96,96,94,91,87,59,28,17.5,9.5,3.200000048,2.599999905,13.10000038
2,220,213,55,2,2,2,BAX08,1,BSX08,100,100,100,100,98,88,82,69,54,30,17,11.5,5.699999809,2.700000048,2.299999952,45.59999847
2,220,261,55,2,2,1,BAX09,1,BSX09,100,100,100,100,98,89,84,74,64,37,17,10.39999962,6.099999905,2.900000095,2.400000095,36.09999847
1,221,221,55,1,1,1,B6,1,BS06,100,97,94,93,90,88,86,81,77,46,19,15.19999981,7.199999809,3.299999952,,23
1,224,213,55,1,2,2,BAX18,1,BSX18,100,100,100,99,98,94,91,84,77,53,26,14.80000019,9.100000381,4.199999809,3.700000048,23.39999962
1,224,216,55,1,2,2,BAX17,1,BSX17,100,100,100,98,97,95,93,89,84,65,35,22.89999962,11.19999981,5.400000095,4.800000191,15.89999962
