LINKED_SHRP_ID,LINKED_LAYER_NO,SHRP_ID,STATE_CODE,LAYER_NO,TEST_NO,FIELD_SET,LOC_NO,SAMPLE_NO,MR_MATL_TYPE,MAX_DRY_DENSITY,COMP_MOIST_CONT,COMP_DRY_DENSITY,CONSTRUCTION_NO
1018,2,1018,27,2,2,1,TP*,BG**,1,2210.5,6.300000191,1979.5,1
1028,1,1028,27,1,2,1,TP*,BS**,2,1938.199951,5.099999905,1956.599976,1
4033,2,4033,27,2,2,1,TP*,BG**,1,2178.5,7.199999809,2118.300049,1
4034,1,4034,27,1,1,1,TP*,BS**,2,1938.199951,10.39999962,1781.599976,1
4055,2,4055,27,2,1,1,BA*,BG**,2,2082.399902,5.699999809,1924.5,1
4055,2,4055,27,2,2,1,TP*,BG**,1,2162.5,4.800000191,1933.900024,1
A310,1,1016,27,1,1,1,BA*,BS**,2,1922.199951,4.199999809,1842.900024,1
A320,1,1016,27,1,1,1,BA*,BS**,2,1922.199951,4.199999809,1842.900024,1
A340,1,1016,27,1,2,1,TP*,BS**,2,1874.199951,4.5,1829.099976,1
C310,1,1028,27,1,2,1,TP*,BS**,2,1938.199951,5.099999905,1956.599976,1
C320,1,1028,27,1,1,1,BA*,BS**,2,1858.099976,4.900000095,1981.400024,1
D310,2,1019,27,2,2,1,TP*,BG**,1,2274.600098,3.200000048,2109.899902,1
D350,1,1019,27,1,1,1,BA*,BS**,2,1842.099976,5.099999905,1837.599976,1
D350,2,1019,27,2,1,1,BA*,BG**,1,2146.5,5.5,2036.400024,1
805,1,805,28,1,2,3,BAX03,BSX03,2,2034.300049,9.399999619,1933.599976,1
1802,1,1802,28,1,1,1,BA*,BS**,2,,9.600000381,1895,1
3019,1,3019,28,1,1,1,BA*,BS**,2,,12.80000019,1845.300049,1
A330,2,1802,28,2,2,1,TP1,BG55,2,,7.199999809,1989.5,1
501,2,502,29,2,1,1,BA*,BG**,1,2306.699951,4.900000095,2220.600098,1
501,2,506,29,2,1,3,BAX03,BGX03,1,2290.600098,4.599999905,2138.300049,2
505,1,506,29,1,2,3,BAX04,BSX04,2,1698,17.70000076,1621.199951,2
507,1,509,29,1,2,3,BAX05,BSX05,2,1794.099976,15.19999981,1704.900024,2
1002,1,1002,29,1,1,1,BA*,BS**,2,1986.300049,8.899999619,2092.199951,1
1010,1,1010,29,1,1,1,BA*,BS**,2,1842.099976,11.19999981,1909.800049,1
7054,1,7054,29,1,2,1,BA*,BS**,2,1698,17.20000076,1626,1
7054,2,7054,29,2,2,1,BA*,BG**,1,2194.5,6.199999809,2044.800049,1
B320,1,1002,29,1,1,1,BA*,BS**,2,1986.300049,8.899999619,2092.199951,1
B340,2,1002,29,2,2,1,TP*,BG**,1,2178.5,7.300000191,2056.899902,1
113,1,122,30,1,2,1,B12,BS12,2,1569.800049,16.89999962,1482.099976,1
114,1,117,30,1,2,1,B3,BS03,2,1746,14.10000038,1647.599976,1
115,1,113,30,1,2,1,B1,BS01,1,2162.5,6.400000095,2109.800049,1
115,1,113,30,1,2,1,B7,BS07,2,1617.900024,14,1537.400024,1
115,1,119,30,1,2,1,B5,BS05,2,1730,13,1632.5,1
116,1,113,30,1,2,1,B1,BS01,1,2162.5,6.400000095,2109.800049,1
116,1,116,30,1,2,1,B8,BS08,2,1778,14,1684.099976,1
116,1,117,30,1,2,1,B9,BS09,2,1778,12.69999981,1683.599976,1
116,1,124,30,1,2,1,B10,BS10,2,1649.900024,14,1562.400024,1
117,1,117,30,1,2,1,B3,BS03,2,1746,14.10000038,1647.599976,1
117,1,119,30,1,2,1,B11,BS11,2,1762,14.19999981,1662.5,1
119,2,121,30,2,2,1,B15,BG15,1,2290.600098,5.599999905,2215.699951,1
121,1,113,30,1,2,1,B7,BS07,2,1617.900024,14,1537.400024,1
121,1,116,30,1,2,1,B2,BS02,2,1698,16.89999962,1607.099976,1
121,1,122,30,1,2,1,B12,BS12,2,1569.800049,16.89999962,1482.099976,1
121,2,121,30,2,2,1,B15,BG15,1,2290.600098,5.599999905,2215.699951,1
122,1,119,30,1,2,1,B11,BS11,2,1762,14.19999981,1662.5,1
123,1,113,30,1,2,1,B1,BS01,1,2162.5,6.400000095,2109.800049,1
123,1,116,30,1,2,1,B8,BS08,2,1778,14,1684.099976,1
124,1,116,30,1,2,1,B8,BS08,2,1778,14,1684.099976,1
124,1,117,30,1,2,1,B3,BS03,2,1746,14.10000038,1647.599976,1
502,2,508,30,2,1,1,TP1,BG92,1,2258.600098,7.099999905,2164.199951,1
503,1,508,30,1,2,3,BA272,BS272,2,2002.300049,11.30000019,1906.699951,3
503,2,504,30,2,2,3,BA268,BG268,1,2268.199951,5.900000095,2132,3
504,1,504,30,1,2,3,BA268,BS268,2,1986.300049,12,1882.099976,3
506,1,7066,30,1,1,1,BA*,BS**,2,1890.099976,11.80000019,1797.800049,1
506,2,506,30,2,2,3,BA262,BG262,1,2244.199951,6.300000191,2098,3
507,1,7066,30,1,1,1,BA*,BS**,2,1890.099976,11.80000019,1797.800049,1
508,1,508,30,1,2,3,BA272,BS272,2,2002.300049,11.30000019,1906.699951,3
508,2,508,30,2,2,3,BA272,BG272,1,2276.199951,6.199999809,2142.399902,3
509,2,504,30,2,2,3,BA268,BG268,1,2268.199951,5.900000095,2132,3
561,2,502,30,2,2,1,B*,BG**,1,2386.800049,5.5,2225.5,1
561,2,504,30,2,2,3,BA268,BG268,1,2268.199951,5.900000095,2132,3
805,1,805,30,1,1,2,BA261,BS261,1,2162.5,6.699999809,2031.199951,2
805,1,806,30,1,1,2,BA264,BS264,1,2050.399902,7.699999809,1921,2
3023,2,3023,31,2,2,1,TP*,BG**,1,2130.5,6,1907,1
6702,1,6702,31,1,2,1,TP*,BS**,2,1906.199951,12.80000019,1891.5,1
B410,2,3023,31,2,2,1,TP*,BG**,1,2130.5,6,1907,1
101,1,109,32,1,2,1,B28,BS03,2,1922.199951,11.89999962,1818,1
101,4,109,32,4,2,1,B8,BG22,1,2210.5,5.699999809,2065.600098,1
102,1,109,32,1,2,1,B28,BS03,2,1922.199951,11.89999962,1818,1
102,3,110,32,3,3,2,BA263,BG283,2,2178.5,7,2066.5,1
103,1,107,32,1,2,1,B29,BS04,2,1874.199951,13.69999981,1777,1
105,4,102,32,4,2,1,B9,BG23,1,2226.600098,6.099999905,2136.899902,1
105,4,109,32,4,3,2,BA265,BG265,2,2194.5,6,2078.5,2
106,3,106,32,3,3,2,BA262,BG282,2,2178.5,7.099999905,2066,1
106,4,109,32,4,2,1,B8,BG22,1,2210.5,5.699999809,2065.600098,1
108,4,109,32,4,2,1,B8,BG22,1,2210.5,5.699999809,2065.600098,1
112,1,107,32,1,2,1,B29,BS04,2,1874.199951,13.69999981,1777,1
112,3,106,32,3,3,2,BA262,BG282,2,2178.5,7.099999905,2066,1
1021,2,1021,32,2,1,1,BA*,BG**,2,1697.900024,19.79999924,1607.099976,1
A310,1,1021,32,1,2,1,TP1,BS93,2,,20.29999924,1510.900024,1
A351,1,1021,32,1,2,1,TP1,BS93,2,,20.29999924,1510.900024,1
A464,1,3010,32,1,2,1,BA*,BS**,2,1505.699951,25.29999924,1428.099976,1
501,1,502,34,1,2,3,BA320,BS310,2,1810.099976,15,1714.699951,4
501,2,507,34,2,1,3,BAX10,BGX10,2,2064.800049,8.300000191,1948.900024,2
504,3,508,34,3,1,3,BAX07,BGX07,2,2146.5,7,2023.699951,2
505,1,505,34,1,2,1,TP1,BS55,2,2056.699951,8.800000191,1960.300049,1
506,1,506,34,1,2,3,BA314,BS308,2,2082.399902,7.699999809,1982.800049,2
507,2,507,34,2,1,3,BAX10,BGX10,2,2064.800049,8.300000191,1948.900024,2
509,2,508,34,2,1,3,BAX12,BGX12,2,2133.699951,7.199999809,2009.199951,2
560,2,508,34,3,1,3,BAX07,BGX07,2,2146.5,7,2023.699951,2
560,3,508,34,4,1,3,BAX03,BGX03,1,2082.399902,7.599999905,2057.100098,2
859,2,860,34,2,1,1,B4,BG02,1,2425.199951,5.300000191,2337.100098,1
860,1,802,34,1,1,1,B2,BS02,2,1814.800049,11.10000038,1722.099976,1
860,2,860,34,2,1,1,B4,BG02,1,2425.199951,5.300000191,2337.100098,1
504,1,506,35,1,1,4,BA502,BS302,2,1778,13.80000019,1692.900024,3
507,1,504,35,1,1,4,BAX01,BSX01,2,1970.300049,11,1888,3
801,2,802,35,2,1,4,BA304,BG305,2,2192.899902,5.300000191,2066,1
802,1,802,35,1,1,4,BA304,BS305,2,1938.199951,11.89999962,1834.5,1
802,2,802,35,2,2,4,BA305,BG307,2,2184.899902,4.800000191,2074.100098,1
1003,2,1003,35,2,1,1,BA*,BG**,1,,6.199999809,1933.400024,1
1005,1,1005,35,1,2,1,TP1,BS55,2,,11.19999981,1840.5,1
1005,2,1005,35,2,1,1,BA*,BG**,1,,6.900000095,2136.899902,1
2118,3,2118,35,3,1,1,BA*,BG**,1,,4.900000095,2103.199951,1
801,2,801,36,2,2,4,BAX01,BGX01,1,2418.800049,4.900000095,2280.600098,1
802,2,802,36,2,1,4,BAX02,BGX02,1,2386.800049,5.800000191,2244,1
859,2,801,36,2,2,4,BAX01,BGX01,1,2418.800049,4.900000095,2280.600098,1
1011,1,1011,36,1,2,1,TP1,BS55,2,,12.39999962,2023.099976,1
1011,1,1011,36,1,1,1,BA*,BS**,2,,10,1952.699951,1
1644,1,1644,36,1,1,1,BA*,BS**,2,,7.400000095,1822.900024,1
B320,1,1644,36,1,1,1,BA*,BS**,2,,7.400000095,1822.900024,1
801,1,801,37,1,2,2,BAX03,BSX03,2,1730,12.39999962,1635.099976,1
802,2,802,37,2,2,2,BAX01,BGX01,1,2226.600098,5.900000095,2101,1
859,1,802,37,1,2,2,BAX08,BSX08,2,2050.399902,9.100000381,1944.599976,1
1024,2,1024,37,2,2,1,TP1,BG55,1,,3.900000095,2152.899902,1
C310,1,1801,53,1,1,1,BA*,BS**,2,1922.199951,11.10000038,1859.099976,1
C350,1,1801,53,1,1,1,BA*,BS**,2,1922.199951,11.10000038,1859.099976,1
4003,2,4003,54,2,1,1,BA1,BG05,1,,5.699999809,2125.600098,1
113,2,113,55,2,1,2,BAX10,BSX10,2,2120.800049,6.800000191,2010.900024,1
115,3,120,55,3,2,1,B17,BG10,1,2242.600098,6.599999905,2160.199951,1
116,1,122,55,1,2,2,BAX14,BSX14,2,2052,8,1941.400024,1
116,3,120,55,3,2,1,B17,BG10,1,2242.600098,6.599999905,2160.199951,1
117,2,116,55,2,1,1,B8,BG01,1,2242.600098,5.599999905,2146.600098,1
117,2,122,55,2,2,2,BAX08,BGX08,1,2082.399902,8,1966.599976,1
118,2,116,55,2,1,1,B8,BG01,1,2242.600098,5.599999905,2146.600098,1
118,2,122,55,2,2,2,BAX09,BGX09,1,2178.5,5.900000095,2048,1
118,2,122,55,2,2,2,BAX08,BGX08,1,2082.399902,8,1966.599976,1
119,1,122,55,1,1,2,BAX13,BSX13,2,2024.699951,9.899999619,1914,1
119,3,120,55,3,2,1,B17,BG10,1,2242.600098,6.599999905,2160.199951,1
119,3,122,55,3,1,2,BAX01,BGX01,1,2226.600098,5.099999905,2064.600098,1
119,4,113,55,3,1,2,BAX04,BGX04,1,2242.600098,5.199999809,2106.300049,1
120,1,122,55,1,2,2,BAX14,BSX14,2,2052,8,1941.400024,1
121,1,122,55,1,2,2,BAX14,BSX14,2,2052,8,1941.400024,1
124,2,122,55,2,2,2,BAX09,BGX09,1,2178.5,5.900000095,2048,1
213,2,261,55,2,1,2,BAX09,BSX09,1,2130.5,5.900000095,1995.5,1
214,1,218,55,1,2,2,BAX22,BSX22,2,2050.399902,7.699999809,1945.300049,1
214,3,214,55,3,2,1,B22,BG09,1,2242.600098,4.5,2190.5,1
215,1,213,55,1,2,2,BAX18,BSX18,2,2130.5,7,2003.300049,1
215,3,216,55,3,2,2,BAX01,BGX01,1,2274.600098,4.800000191,2180.300049,1
217,2,213,55,2,2,2,BAX08,BSX08,1,2194.5,5.800000191,2059.199951,1
218,3,218,55,3,2,2,BAX04,BGX04,1,2226.600098,5.699999809,2076.100098,1
219,1,213,55,1,2,2,BAX18,BSX18,2,2130.5,7,2003.300049,1
219,1,216,55,1,2,2,BAX17,BSX17,2,2066.399902,8.100000381,1949.699951,1
219,1,218,55,1,2,2,BAX22,BSX22,2,2050.399902,7.699999809,1945.300049,1
219,2,261,55,2,1,2,BAX09,BSX09,1,2130.5,5.900000095,1995.5,1
221,2,221,55,2,1,2,BAX05,BSX05,2,2066.399902,7,1955.800049,1
222,2,215,55,2,1,1,B14,BG01,1,2290.600098,5.400000095,2203.399902,1
223,2,214,55,2,2,2,BAX11,BGX11,1,2178.5,6,2018.800049,1
223,2,223,55,2,1,1,B17,BG04,1,2242.600098,6.800000191,2159.399902,1
259,2,261,55,2,2,2,BAX10,BSX10,2,1954.300049,8.600000381,1856.099976,1
259,3,213,55,3,2,2,BAX02,BGX02,1,2226.600098,6,2169.300049,1
260,1,216,55,1,2,2,BAX28,BSX28,2,2047.199951,9.300000191,1934,1
260,1,218,55,1,2,2,BAX22,BSX22,2,2050.399902,7.699999809,1945.300049,1
260,3,265,55,3,2,1,B25,BG12,1,2242.600098,5.599999905,2185.600098,1
262,1,218,55,1,2,2,BAX22,BSX22,2,2050.399902,7.699999809,1945.300049,1
262,2,223,55,2,1,1,B17,BG04,1,2242.600098,6.800000191,2159.399902,1
262,3,214,55,3,2,2,BAX03,BGX03,1,2194.5,6,2080.399902,1
263,1,216,55,1,2,2,BAX28,BSX28,2,2047.199951,9.300000191,1934,1
263,2,221,55,2,2,2,BAX06,BSX06,2,1906.199951,8.899999619,1811.699951,1
263,3,213,55,3,2,2,BAX02,BGX02,1,2226.600098,6,2169.300049,1
264,2,261,55,2,1,2,BAX09,BSX09,1,2130.5,5.900000095,1995.5,1
265,1,213,55,1,2,2,BAX18,BSX18,2,2130.5,7,2003.300049,1
265,1,216,55,1,2,2,BAX28,BSX28,2,2047.199951,9.300000191,1934,1
265,2,214,55,2,1,1,B16,BG03,1,2258.600098,6,2158.600098,1
265,2,215,55,2,1,1,B14,BG01,1,2290.600098,5.400000095,2203.399902,1
266,2,261,55,2,2,2,BAX10,BSX10,2,1954.300049,8.600000381,1856.099976,1
806,1,806,55,1,2,2,BAX06,BSX06,2,2114.399902,7,2009.599976,1
3012,1,3012,55,1,2,1,BA*,BS**,2,1938.199951,12.19999981,1839.400024,1
3015,1,3015,55,1,1,1,BA*,BS**,2,1858.099976,10.69999981,1742.5,1
3015,2,3015,55,2,2,1,BA*,BG**,1,2226.600098,6.199999809,2110.800049,1
3015,2,3015,55,2,1,1,BA*,BG**,1,2194.5,6.199999809,2058.100098,1
3016,1,3016,55,1,2,1,BA*,BS**,2,1698,14.10000038,1595.900024,1
5037,3,5037,55,3,2,1,BA*,BG**,1,2242.600098,7.599999905,2086.100098,1
1007,1,1007,56,1,2,1,TP1,BS92,2,,12.39999962,1916.099976,1
2017,1,2017,56,1,1,1,BA*,BS**,2,1858.099976,15.69999981,1784.599976,1
2019,1,2019,56,1,1,1,BA*,BS**,2,1762,13,1710.599976,1
2019,3,2019,56,3,1,1,BA*,BG**,2,1986.199951,8.800000191,1900.199951,1
6031,1,6031,56,1,2,1,TP1,BS91,2,1810,12.80000019,1750.900024,1
7773,2,7773,56,2,2,1,TP1,BG91,2,,6.300000191,2082.5,1
A320,1,1007,56,1,2,1,TP1,BS92,2,,12.39999962,1916.099976,1
B360,1,7775,56,1,1,1,BA*,BS**,2,1778,15.69999981,1698.599976,1
3008,2,3008,72,2,2,1,BA*,BG**,1,,7.5,2108,1
4121,1,4121,72,1,1,1,BA*,BS**,2,,9.199999809,1941.400024,1
502,1,503,81,1,1,1,TP1,BS92,2,1810.099976,15.5,1673.599976,1
502,2,507,81,2,2,3,BA265,BG265,1,2226.600098,5.699999809,2072.100098,5
503,1,502,81,1,1,1,B*,BS**,2,1842.099976,15.10000038,1711,1
505,1,502,81,1,1,1,B*,BS**,2,1842.099976,15.10000038,1711,1
1,2,1,48,2,2,1,TP1,BG55,1,,8.399999619,1981.5,1
113,1,167,48,1,2,1,B5,BS05,2,1709.099976,13.30000019,1626.900024,1
113,2,114,48,2,1,6,BAX01,BGX01,2,1954.300049,10.80000019,1859.199951,2
5310,1,5310,48,1,2,1,BA*,BS**,2,,12.39999962,1762,1
6160,3,6160,48,3,2,1,TP1,BG55,1,,12.19999981,1750.800049,1
6179,1,6179,48,1,2,1,TP1,BS55,2,,12.69999981,1714,1
A310,2,1094,48,2,1,1,BA*,BG**,1,,5.800000191,2087.199951,1
A807,2,A807,48,2,2,8,BAX02,BGX02,1,2002.300049,8.699999809,1876.099976,1
A807,2,A807,48,2,1,8,BAX01,BGX01,1,2034.300049,8.5,1894.599976,1
C430,1,3589,48,1,1,1,BA*,BS**,2,,9.800000191,1864.5,1
D310,1,2172,48,1,1,1,BA*,BS**,2,,11.80000019,1875.800049,1
E420,2,4142,48,2,1,1,BA*,BG**,2,,7.800000191,1851.699951,1
G310,1,1169,48,1,2,1,BA*,BS**,2,,11,1760.400024,1
I330,1,3559,48,1,1,1,BA*,BS**,2,,20.39999962,1523.400024,1
I350,2,3559,48,2,2,1,BA*,BG**,1,,13.10000038,1810.099976,1
J310,2,1122,48,2,1,1,BA*,BG**,2,,10.89999962,1845.300049,1
J340,3,1122,48,3,1,1,BA*,BG**,2,,5.900000095,2076,1
J350,2,1122,48,2,1,1,BA*,BG**,2,,10.89999962,1845.300049,1
L330,2,3769,48,2,2,1,TP1,BG55,1,,6,2140.100098,1
803,3,804,49,3,2,1,B9,BG09,1,2146.5,7.599999905,2083.399902,1
1001,1,1001,49,1,1,1,BA*,BS**,2,1826.099976,11.5,1744.900024,1
7086,5,7086,49,5,2,1,TP1,BG92,1,2114.399902,6,2075.899902,1
A332,2,1004,49,2,1,1,BA*,BG**,2,2162.399902,8.199999809,2044.5,1
A351,1,1004,49,1,2,1,TP1,BS92,2,,10.30000019,1954.199951,1
A351,2,1004,49,2,1,1,BA*,BG**,2,2162.399902,8.199999809,2044.5,1
A361,2,1004,49,2,1,1,BA*,BG**,2,2162.399902,8.199999809,2044.5,1
B320,1,1017,49,1,2,1,TP1,BS93,2,,13.10000038,1905,2
B330,1,1017,49,1,2,1,TP1,BS93,2,,13.10000038,1905,2
B331,1,1017,49,1,2,1,TP1,BS93,2,,13.10000038,1905,2
B351,2,1017,49,2,2,1,TP1,BG92,2,,15.69999981,1831.199951,2
B390,1,1017,49,1,2,1,TP1,BS93,2,,13.10000038,1905,2
C350,1,1006,49,1,1,1,BA*,BS**,2,2050.300049,11,1975.5,1
C350,1,1006,49,1,2,1,TP1,BS92,2,,8.899999619,2076.800049,1
D440,5,7086,49,5,2,1,TP1,BG92,1,2114.399902,6,2075.899902,1
D461,1,7086,49,1,2,1,TP1,BS91,2,1906.099976,12.5,1811.199951,1
D461,5,7086,49,5,2,1,TP1,BG92,1,2114.399902,6,2075.899902,1
D462,5,7086,49,5,2,1,TP1,BG92,1,2114.399902,6,2075.899902,1
1423,1,1423,51,1,1,1,BA*,BS**,2,,11,1898.199951,2
5009,1,5009,51,1,1,1,BA*,BS**,2,,12.10000038,1782.900024,1
1028,1,1028,37,1,2,1,TP1,BS55,2,,10.80000019,1574.599976,1
2825,1,2825,37,1,1,1,A1,TS01,2,,10.80000019,1746,1
5037,1,5037,37,1,1,1,BA*,BS**,2,,12.39999962,1824.5,1
A310,1,1036,4,1,2,1,TP1,BS70,2,,9.300000191,1940.699951,1
A444,1,7613,4,1,1,1,BA*,BS**,2,1986.199951,11.5,1840.699951,1
A446,1,7613,4,1,1,1,BA*,BS**,2,1986.199951,11.5,1840.699951,1
113,3,120,48,3,1,6,BAX06,BGX06,1,2226.600098,5.5,2152.5,3
114,1,116,48,1,2,1,B10,BS10,2,1712.300049,14.5,1625.400024,1
114,1,117,48,1,2,1,B8,BS08,2,1729.900024,13.39999962,1643,1
115,1,121,48,1,2,1,B4,BS04,2,1717.099976,13.5,1634,1
115,2,114,48,2,1,6,BAX01,BGX01,2,1954.300049,10.80000019,1859.199951,2
116,1,113,48,1,2,1,B7,BS07,2,1697.900024,13.30000019,1614.800049,1
116,2,120,48,2,1,6,BAX03,BGX03,1,1874.199951,14.10000038,1735.5,3
118,1,123,48,1,2,1,B9,BS09,2,1752.400024,10.89999962,1667.699951,1
118,1,164,48,1,2,1,B6,BS06,2,1694.699951,12.10000038,1616.400024,1
119,1,116,48,1,2,1,B10,BS10,2,1712.300049,14.5,1625.400024,1
119,1,162,48,1,2,1,B2,BS02,2,1694.699951,14.5,1606.699951,1
120,3,121,48,3,1,6,BAX05,BGX05,1,2210.5,6.099999905,2073.199951,2
122,1,113,48,1,2,1,B7,BS07,2,1697.900024,13.30000019,1614.800049,1
122,1,119,48,1,2,1,B3,BS03,2,1715.5,14,1633.900024,1
122,1,162,48,1,2,1,B2,BS02,2,1694.699951,14.5,1606.699951,1
122,2,114,48,2,1,6,BAX01,BGX01,2,1954.300049,10.80000019,1859.199951,2
124,2,121,48,2,1,6,BAX02,BGX02,1,1970.300049,12,1816.800049,2
161,2,121,48,2,1,6,BAX02,BGX02,1,1970.300049,12,1816.800049,2
162,1,113,48,1,2,1,B7,BS07,2,1697.900024,13.30000019,1614.800049,1
162,1,167,48,1,2,1,B5,BS05,2,1709.099976,13.30000019,1626.900024,1
164,1,121,48,1,2,1,B4,BS04,2,1717.099976,13.5,1634,1
164,1,167,48,1,2,1,B5,BS05,2,1709.099976,13.30000019,1626.900024,1
164,3,164,48,3,2,1,B16,BG16,1,1994.199951,10.10000038,1889.300049,1
167,1,116,48,1,2,1,B10,BS10,2,1712.300049,14.5,1625.400024,1
167,1,121,48,1,2,1,B4,BS04,2,1717.099976,13.5,1634,1
1087,2,1087,48,2,2,1,TP1,BG55,1,,11.69999981,1946.199951,1
1122,3,1122,48,3,1,1,BA*,BG**,2,,5.900000095,2076,1
1169,2,1169,48,2,2,1,BA*,BG**,2,,7.199999809,2039.099976,1
2172,2,2172,48,2,2,1,TP1,BG55,1,,13.80000019,1890.199951,1
3589,1,3589,48,1,1,1,BA*,BS**,2,,9.800000191,1864.5,1
B430,1,3801,39,1,2,1,BA*,BS**,2,1906.199951,10.69999981,1797.900024,1
113,1,114,40,1,2,1,B1,BS01,2,1951,11,1861.800049,1
115,1,120,40,1,2,1,B5,BS05,2,1797.199951,13.60000038,1730.800049,1
117,1,114,40,1,2,1,B1,BS01,2,1951,11,1861.800049,1
117,1,122,40,1,2,1,B4,BS04,2,1882.099976,11.69999981,1804.599976,1
118,1,116,40,1,2,1,B2,BS02,2,1762,14.60000038,1690.099976,1
118,1,120,40,1,2,1,B5,BS05,2,1797.199951,13.60000038,1730.800049,1
120,1,116,40,1,2,1,B2,BS02,2,1762,14.60000038,1690.099976,1
121,1,122,40,1,2,1,B4,BS04,2,1882.099976,11.69999981,1804.599976,1
121,3,120,40,3,2,2,B9,BG03,1,2194.5,6.800000191,2134.100098,1
124,1,114,40,1,2,1,B1,BS01,2,1951,11,1861.800049,1
160,1,117,40,1,2,1,B3,BS03,2,1746,14.5,1665.300049,1
503,1,502,40,1,1,1,BA1,BS01,2,1826.099976,12.5,1738.699951,1
505,1,504,40,1,1,1,BA6,BS06,2,1810.099976,14.10000038,1719,1
506,1,504,40,1,1,1,BA5,BS05,2,1810.099976,14,1716.300049,1
560,1,504,40,1,1,1,BA6,BS06,2,1810.099976,14.10000038,1719,1
4157,1,4157,40,1,2,1,BA*,BS**,2,,13.10000038,1678.699951,1
5008,1,5008,41,1,2,1,BA*,BS**,2,2066.300049,12,1942.599976,1
1605,2,1605,42,2,2,1,TP1,BG55,1,,4.599999905,2180.100098,1
3010,2,3010,46,2,1,1,BA*,BG**,1,2114.399902,11.30000019,1823.5,1
5020,1,5020,46,1,1,1,BA*,BS**,2,2018.300049,6,2058,1
9025,2,9025,47,2,2,1,TP1,BG55,1,,5.400000095,2212.100098,1
B330,1,3075,47,1,1,1,BA*,BS**,2,,12.10000038,1882.199951,1
1,1,1,48,1,1,1,BA*,BS**,2,,14,1786.099976,1
802,4,801,53,4,1,1,B4,BG01,1,2274.600098,9.300000191,2175.800049,1
3013,1,3013,53,1,1,1,BA*,BS**,2,1858.099976,11.5,1781.400024,1
3813,1,3813,53,1,1,1,BA*,BS**,2,1810,14.89999962,1758.300049,1
507,1,502,81,1,1,1,B*,BS**,2,1842.099976,15.10000038,1711,1
508,1,503,81,1,1,1,TP1,BS92,2,1810.099976,15.5,1673.599976,1
509,1,503,81,1,1,1,TP1,BS92,2,1810.099976,15.5,1673.599976,1
509,2,507,81,2,2,3,BA265,BG265,1,2226.600098,5.699999809,2072.100098,5
1005,1,1005,82,1,2,1,TP1,BS93,2,,9.300000191,1861.900024,1
502,1,502,83,1,1,4,BAX05,BSX05,2,2098.399902,8.100000381,1981.400024,5
502,2,506,83,2,1,4,BAX03,BGX03,2,2274.600098,5.099999905,2159.300049,4
503,2,502,83,2,2,1,TP1,BG56,1,2274.600098,6,2203,1
503,3,502,83,3,2,1,TP1,BG55,1,2242.600098,6,2174,1
506,2,503,83,2,2,1,TP5,BG64,1,2258.600098,6.099999905,2185,1
506,3,508,83,3,2,4,BAX01,BGX01,1,2242.600098,5.900000095,2112.100098,5
507,1,506,83,1,2,4,BAX13,BSX13,2,2098.399902,9.199999809,1989.599976,4
507,3,508,83,3,2,4,BAX01,BGX01,1,2242.600098,5.900000095,2112.100098,5
1684,2,1684,84,2,1,1,BA*,BG**,2,,9.199999809,1891.800049,1
6804,1,6804,84,1,1,1,BA*,BS**,2,,8.5,2002.300049,1
1803,3,1803,85,3,2,1,TP1,BG55,0,,5.599999905,2268.199951,1
1125,2,1125,89,2,1,1,BA*,BG**,2,,11.10000038,1792.5,1
1127,2,1127,89,2,2,1,TP1,BG56,2,,13.5,1758.800049,1
6405,3,6405,90,3,7,1,TP2,BG56,1,2274.600098,5.900000095,2200.699951,1
B330,3,6405,90,3,1,1,TP*,BG**,1,2290.600098,6.300000191,2147.300049,1
B330,3,6405,90,3,7,1,TP2,BG56,1,2274.600098,5.900000095,2200.699951,1
B331,3,6405,90,3,1,1,TP*,BG**,1,2290.600098,6.300000191,2147.300049,1
B340,3,6405,90,3,7,1,TP2,BG56,1,2274.600098,5.900000095,2200.699951,1
B350,3,6405,90,3,7,1,TP2,BG56,1,2274.600098,5.900000095,2200.699951,1
503,1,502,1,1,1,1,TP1,BS55,2,2040.699951,9.300000191,1950.699951,1
503,2,504,1,2,2,4,BA305,BG312,2,2034.300049,8.600000381,1927.699951,2
503,2,506,1,2,2,4,BA301,BG302,2,2178.5,6.900000095,2041.099976,2
503,3,503,1,3,1,4,BA308,BG319,2,2194.5,5.900000095,2083.100098,2
503,3,504,1,3,2,4,BA305,BG311,1,2226.600098,6.099999905,2147.699951,2
504,2,504,1,2,2,4,BA304,BG310,2,2066.399902,8.699999809,1957.599976,2
505,2,504,1,2,2,4,BA306,BG314,2,2082.399902,8,1978.300049,2
505,2,4155,1,2,1,1,BA*,BG**,1,,4.800000191,2136.899902,1
506,2,4155,1,2,2,1,BA*,BG**,1,,5.800000191,2140.100098,1
506,3,506,1,3,2,4,BA303,BG305,1,2210.5,5.800000191,2149.699951,2
508,1,4155,1,1,1,1,BA*,BS**,2,,10.30000019,1938.199951,1
508,2,4155,1,2,2,1,BA*,BG**,1,,5.800000191,2140.100098,1
508,3,506,1,3,2,4,BA302,BG303,1,2226.600098,6,2089.199951,2
509,1,506,1,1,2,4,BA302,BS302,2,2050.399902,8.899999619,1949.5,2
563,3,506,1,3,2,4,BA302,BG303,1,2226.600098,6,2089.199951,2
564,2,504,1,2,2,4,BA306,BG314,2,2082.399902,8,1978.300049,2
