LINKED_LAYER_NO,LINKED_SHRP_ID,SHRP_ID,STATE_CODE,LAYER_NO,FIELD_SET,TEST_NO,LOC_NO,CONSTRUCTION_NO,SAMPLE_NO,THREE_PASSING,TWO_PASSING,ONE_AND_HALF_PASSING,ONE_PASSING,THREE_FOURTHS_PASSING,ONE_HALF_PASSING,THREE_EIGHTHS_PASSING,NO_4_PASSING,NO_10_PASSING,NO_40_PASSING,NO_80_PASSING,NO_200_PASSING,HYDRO_02,HYDRO_002,HYDRO_001
1,663,604,17,1,1,2,TP3,1,BS57,100,100,100,99,99,98,97,95,92,86,75,68.5,59.59999847,27.29999924,24
1,663,606,17,1,3,2,BAX04,10,BSX04,100,100,100,100,100,100,99,98,96,90,80,73.19999695,59.90000153,28.29999924,
1,664,603,17,1,3,2,BAX05,7,BSX05,100,100,100,100,99,99,98,96,94,90,80,70.59999847,50.59999847,26.10000038,
1,664,660,17,1,1,1,TP1,2,BS55,,100,100,100,99,99,98,96,94,81,67,58.5,53.70000076,27.89999962,24.60000038
1,4074,4074,17,1,1,2,BX02,1,BSX02,100,100,100,99,97,93,92,89,86,82,68,61,34.70000076,16,
1,4082,4082,17,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,100,100,98,91,86,54.5,26.10000038,
1,5020,5020,17,1,1,1,BA1,1,BS01,100,100,100,100,100,100,99,98,97,94,87,81.30000305,58.5,28.60000038,
1,5843,5843,17,1,1,1,BX02,1,BSX02,100,100,100,100,100,99,99,98,97,93,80,68.5,43.5,21.79999924,
1,5854,5854,17,1,1,1,BA1,1,BS01,100,100,100,100,99,99,98,96,94,90,82,75.09999847,51.70000076,21.10000038,
1,A350,1003,17,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,100,100,98,95,90.40000153,52.40000153,23.20000076,
1,A350,1003,17,1,1,1,BA1,1,BS01,100,100,100,100,100,100,100,100,100,98,95,89.90000153,50.5,25.70000076,
1,B310,1002,17,1,1,1,BX01,1,BSX01,100,100,98,95,93,88,86,81,77,72,60,53.79999924,35.40000153,16,
1,B320,1002,17,1,1,2,TP1,1,BS55,100,100,99,97,94,90,87,83,80,72,58,51.40000153,35.59999847,13.19999981,
1,601,668,18,1,1,2,BAX08,4,BSX08,100,100,100,100,100,99,98,94,90,78,58,43.20000076,26.10000038,9.899999619,
1,604,660,18,1,1,2,BAX06,5,BSX06,100,100,100,100,99,99,98,97,95,89,50,30.79999924,19.20000076,8.800000191,
1,604,668,18,1,1,2,BAX09,4,BSX09,100,100,100,100,100,98,98,95,92,83,59,41,25.89999962,10.19999981,
1,606,668,18,1,1,2,BAX08,4,BSX08,100,100,100,100,100,99,98,94,90,78,58,43.20000076,26.10000038,9.899999619,
1,608,668,18,1,1,2,BAX09,4,BSX09,100,100,100,100,100,98,98,95,92,83,59,41,25.89999962,10.19999981,
1,663,660,18,1,1,2,BAX05,5,BSX05,100,100,100,100,99,98,97,94,91,82,58,40.79999924,27.89999962,13.10000038,
1,663,668,18,1,1,2,BAX08,4,BSX08,100,100,100,100,100,99,98,94,90,78,58,43.20000076,26.10000038,9.899999619,
1,665,668,18,1,1,2,BAX09,4,BSX09,100,100,100,100,100,98,98,95,92,83,59,41,25.89999962,10.19999981,
1,667,668,18,1,1,2,BAX09,4,BSX09,100,100,100,100,100,98,98,95,92,83,59,41,25.89999962,10.19999981,
1,671,668,18,1,1,2,BAX08,4,BSX08,100,100,100,100,100,99,98,94,90,78,58,43.20000076,26.10000038,9.899999619,
1,672,668,18,1,1,2,BAX09,4,BSX09,100,100,100,100,100,98,98,95,92,83,59,41,25.89999962,10.19999981,
1,2008,2008,18,1,1,2,TP1,2,BS55,100,100,100,100,99,98,97,93,87,78,65,56.09999847,33,9.5,
1,2008,2008,18,1,1,1,BX01,2,BSX01,100,100,100,100,99,98,98,96,94,88,84,78.80000305,62.90000153,29.79999924,
1,2009,2009,18,1,1,1,BX01,1,BSX01,100,100,100,99,99,97,95,91,85,73,62,50.20000076,36.79999924,14.89999962,
1,5022,5022,18,1,1,2,BX04,1,BSX04,100,100,100,99,97,94,92,87,82,76,70,45.20000076,27.70000076,9.100000381,
1,9020,9020,18,1,1,1,BX03,1,BSX03,100,100,100,100,99,99,98,96,92,84,78,72.09999847,50.90000153,23.20000076,
2,101,103,19,2,2,2,BAX09,3,BSX09,100,100,100,100,99,99,99,97,96,88,73,63,43.70000076,21.39999962,
2,101,107,19,2,1,2,TP01,1,BS01,100,100,100,100,100,100,100,98,96,94,67,52.29999924,44.70000076,22.70000076,19.29999924
1,102,102,19,1,2,2,BAX18,3,BSX18,100,100,100,100,100,100,100,100,99,98,97,95.90000153,67.30000305,24.39999962,
2,102,101,19,2,1,2,TP03,1,BS03,100,100,100,100,100,100,99,99,98,91,76,61.09999847,43.59999847,25.5,21.5
2,103,103,19,2,2,2,BAX09,3,BSX09,100,100,100,100,99,99,99,97,96,88,73,63,43.70000076,21.39999962,
1,105,109,19,1,2,2,BAX12,2,BSX12,100,100,100,100,100,100,100,100,99,98,96,95.19999695,76.80000305,40.70000076,
2,105,104,19,2,1,2,TP06,1,BS06,100,100,100,100,100,100,100,99,98,91,78,64.5,46.29999924,22.29999924,17.70000076
2,105,107,19,2,1,2,TP01,1,BS01,100,100,100,100,100,100,100,98,96,94,67,52.29999924,44.70000076,22.70000076,19.29999924
2,A330,1021,89,2,1,1,BA*,1,BS**,100,100,100,100,98,97,96,94,92,89,57,5.300000191,4.099999905,1.399999976,0.899999976
2,A350,1021,89,2,1,1,BA*,1,BS**,100,100,100,100,98,97,96,94,92,89,57,5.300000191,4.099999905,1.399999976,0.899999976
1,6405,6405,90,1,1,1,TP1,1,BS55,100,100,100,100,100,99,98,96,92,73,58,40,26.70000076,13.39999962,
1,B330,6405,90,1,1,2,TP2,1,BS56,100,100,100,100,100,100,99,99,98,40,7,5.199999809,4,2,
1,101,107,1,1,5,1,BA501,2,BS301,100,100,100,100,100,100,99,99,97,93,86,73,60,34.79999924,30.5
1,101,107,1,1,1,2,B1,1,BS01,100,100,100,100,100,100,99.69999695,98.19999695,95.5,81.80000305,70.80000305,57.59999847,34.29999924,12.39999962,
1,105,102,1,1,5,1,BA511,2,BS314,100,100,100,100,99,96,94,91,88,82,75,60.59999847,50,30.70000076,27.5
1,105,102,1,1,1,2,B7,1,BS07,100,100,100,100,100,100,99.80000305,98.90000153,97.90000153,93,86.90000153,75.80000305,60.70000076,36.5,
1,105,108,1,1,1,2,B2,1,BS02,100,100,100,100,100,99.5,99.5,98.90000153,97.19999695,87.80000305,78.5,66.40000153,44.09999847,20,
1,107,107,1,1,5,1,BA501,2,BS301,100,100,100,100,100,100,99,99,97,93,86,73,60,34.79999924,30.5
1,108,102,1,1,5,1,BA508,2,BS311,100,100,100,100,98,96,95,93,90,84,77,65.59999847,48.40000153,28.60000038,25.10000038
1,108,102,1,1,1,2,B7,1,BS07,100,100,100,100,100,100,99.80000305,98.90000153,97.90000153,93,86.90000153,75.80000305,60.70000076,36.5,
1,109,102,1,1,1,2,B7,1,BS07,100,100,100,100,100,100,99.80000305,98.90000153,97.90000153,93,86.90000153,75.80000305,60.70000076,36.5,
1,109,109,1,1,5,2,BAX02,1,BSX02,100,100,100,100,100,99,99,97,94,85,75,62.79999924,51.79999924,31.70000076,26.5
1,112,106,1,1,1,2,B4,1,BS04,100,100,100,100,100,99,98.40000153,97.59999847,96,91,85.30000305,72.30000305,52.29999924,29.5,
1,162,102,1,1,5,1,BA508,2,BS311,100,100,100,100,98,96,95,93,90,84,77,65.59999847,48.40000153,28.60000038,25.10000038
1,162,102,1,1,5,1,BA510,2,BS313,100,100,100,100,100,99,98,95,93,84,76,62.79999924,46,23.29999924,20
1,162,103,1,1,1,2,B5,1,BS05,100,100,100,100,100,99.69999695,99.40000153,98.5,96.59999847,87.40000153,79.5,68,46.59999847,27,
1,163,102,1,1,5,1,BA508,2,BS311,100,100,100,100,98,96,95,93,90,84,77,65.59999847,48.40000153,28.60000038,25.10000038
1,502,506,1,1,1,1,BA3,1,BS03,100,100,100,100,100,100,99.80000305,99.09999847,97.90000153,67.59999847,33.29999924,20.79999924,15,9,
1,502,508,1,1,1,2,BA6,1,BS06,100,100,100,100,100,98.40000153,97.80000305,96.40000153,94.40000153,70.69999695,33.90000153,23.20000076,14.39999962,8.600000381,
1,502,4155,1,1,1,1,BA*,1,BS**,100,100,100,100,100,99,98,95,94,74,40,25.29999924,23.29999924,19.20000076,
1,503,506,1,1,1,1,BA1,1,BS01,100,100,100,100,100,98.69999695,98,97.30000305,96.19999695,65.19999695,30.60000038,18.89999962,13.39999962,7.300000191,
1,504,504,1,1,4,2,BA304,2,BS304,100,100,100,100,100,99,97,93,90,63,34,22.20000076,20.10000038,15.60000038,
1,505,502,1,1,1,1,TP1,1,BS55,100,100,100,100,98.90000153,97.80000305,97.30000305,95.90000153,94.59999847,65.19999695,31.70000076,20.70000076,17.10000038,10.89999962,
1,506,506,1,1,1,1,BA2,1,BS02,100,100,100,100,100,100,100,99.30000305,98.19999695,66,32.79999924,20.60000038,14.39999962,8.5,
1,506,506,1,1,4,2,BA303,2,BS303,100,100,100,100,99,98,97,94,92,65,36,22.60000038,19.5,13.5,
1,507,506,1,1,1,1,BA1,1,BS01,100,100,100,100,100,98.69999695,98,97.30000305,96.19999695,65.19999695,30.60000038,18.89999962,13.39999962,7.300000191,
1,507,506,1,1,4,2,BA301,2,BS301,100,100,100,100,100,99,98,95,93,66,38,23.70000076,20.79999924,15.30000019,
1,507,508,1,1,1,2,BA4,1,BS04,100,100,100,100,100,97.09999847,95.59999847,93.80000305,91.90000153,68.30000305,33.40000153,23.10000038,19.5,15.39999962,
1,508,506,1,1,4,2,BA303,2,BS303,100,100,100,100,99,98,97,94,92,65,36,22.60000038,19.5,13.5,
1,508,4155,1,1,1,1,BA*,1,BS**,100,100,100,100,100,99,98,95,94,74,40,25.29999924,23.29999924,19.20000076,
1,702,702,22,1,1,2,TP1,2,BS55,100,100,100,100,100,100,100,100,100,99,99,99,73,34.90000153,33
1,704,705,22,1,1,2,BA1,1,BS03,100,100,100,100,100,100,100,100,100,99,99,99,81,45.5,40
1,705,705,22,1,1,2,BA2,1,BS02,100,100,100,100,100,100,100,100,100,99,99,99,75.5,45.20000076,40
1,706,705,22,1,1,2,BA3,1,BS01,100,100,100,100,100,100,100,100,100,99,99,98,75.5,45.29999924,40
1,707,705,22,1,1,2,BA1,1,BS03,100,100,100,100,100,100,100,100,100,99,99,99,81,45.5,40
1,3056,3056,22,1,1,2,BA*,1,BS**,100,100,100,100,100,100,99,99,98,95,40,17.20000076,2.599999905,2,0
1,502,506,23,1,1,2,TP1,1,BS55,100,97,89,83,78,70,67,59,52,31,18,7.300000191,2.799999952,0.200000003,
1,502,508,23,1,1,2,BA6,1,BS06,100,100,100,92,86,76,73,58,46,28,19,11.5,6.800000191,2.200000048,1.5
1,503,502,23,1,1,2,BA2,1,BS02,97,93,91,88,83,76,72,64,54,32,19,9.199999809,4.900000095,1.899999976,1.600000024
1,506,508,23,1,1,2,BA4,1,BS04,100,100,100,89,85,75,70,57,47,28,20,12.10000038,6.5,2.200000048,1.100000024
1,508,506,23,1,1,2,TP1,1,BS55,100,97,89,83,78,70,67,59,52,31,18,7.300000191,2.799999952,0.200000003,
1,1001,1001,23,1,1,2,TP1,1,BG55,95,87,85,78,74,70,68,62,53,14,2,0.200000003,0,0,0
1,1001,1001,23,1,1,1,BX02,1,BGX02,100,95,93,85,80,74,69,60,49,14,3,0.5,0,0,0
1,1026,1026,23,1,1,2,TP1,1,BS55,100,100,99,97,97,95,93,90,84,58,32,12.60000038,3.799999952,1.299999952,1.299999952
1,3013,3013,23,1,1,1,BX05,1,BSX05,100,100,100,99,99,99,98,97,95,74,44,32.29999924,4.900000095,0.899999976,0.899999976
1,501,502,24,1,1,2,BX02,1,BSX02,100,100,100,100,100,93,91,85,79,70,62,36.20000076,14,4,
2,501,507,24,2,3,1,BAX04,2,BTX04,100,100,100,100,100,100,99,98,88,74,66,53.29999924,17.20000076,3.299999952,
1,502,509,24,1,1,2,BX02,1,BSX02,100,100,100,100,98,94,93,85,80,74,62,45.09999847,13,3,
2,502,505,24,2,3,2,BAX02,3,BTX02,100,100,100,100,100,99,98,96,80,66,60,46.70000076,17.29999924,3.799999952,
2,502,509,24,2,3,2,BAX06,5,BTX06,100,100,100,100,100,99,99,95,82,74,69,39.79999924,9.899999619,2.200000048,
1,509,502,1,1,1,1,TP1,1,BS55,100,100,100,100,98.90000153,97.80000305,97.30000305,95.90000153,94.59999847,65.19999695,31.70000076,20.70000076,17.10000038,10.89999962,
1,509,508,1,1,1,2,BA4,1,BS04,100,100,100,100,100,97.09999847,95.59999847,93.80000305,91.90000153,68.30000305,33.40000153,23.10000038,19.5,15.39999962,
1,603,606,1,1,3,2,BAX04,2,BSX04,100,100,98,88,83,76,72,64,58,53,50,47.29999924,34.90000153,24.5,
1,604,606,1,1,1,3,TP2,2,BS58,100,100,98,91,85,77,72,63,56,49,46,42,34.70000076,23.60000038,
1,604,606,1,1,3,1,BA511,2,BS306,100,100,100,97,93,88,85,78,71,61,57,50.79999924,34.09999847,23.39999962,
1,605,607,1,1,1,2,BA2,2,BS02,100,100,100,100,100,99,98,95,91,83,77,69.19999695,49.90000153,32.09999847,
1,608,608,1,1,3,1,BAX01,2,BSX01,100,100,100,99,97,95,94,90,86,79,75,69,52.29999924,33.29999924,
1,3028,3028,1,1,1,2,BA*,1,BS**,100,100,100,98,96,94,91,86,78,66,56,43.70000076,37,28,
1,3028,3028,1,1,1,1,BA*,1,BS**,100,99,99,98,96,93,90,85,77,65,56,45.59999847,37.5,28,
1,4007,4007,1,1,1,1,BA*,1,BS**,100,100,99,97,95,92,89,84,74,64,57,44.70000076,31,18,0
1,4073,4073,1,1,1,2,BA*,1,BS**,100,100,100,98,97,94,91,81,65,51,46,41.59999847,37.5,25,0
1,A320,4125,1,1,1,2,BA*,1,BS**,100,100,100,100,98,95,91,86,81,53,36,28.70000076,24,18,0
1,A350,4125,1,1,1,1,BA*,1,BS**,100,100,100,100,98,94,89,84,78,56,35,28.29999924,23,15,0
1,C350,4155,1,1,1,1,BA*,1,BS**,100,100,100,100,100,99,98,95,94,74,40,25.29999924,23.29999924,19.20000076,
1,1002,1002,2,1,1,2,TP2,1,BS81,100,94,88,75,69,60,56,44,33,15,10,7.900000095,6,2.099999905,1.600000024
1,9035,9035,2,1,1,2,TP1,1,BS91,100,92,86,82,75,67,62,51,40,19,11,7.800000191,6.599999905,2.200000048,1.700000048
1,9035,9035,2,1,1,1,TP2,1,BS81,100,94,79,72,63,54,50,41,32,18,12,8.800000191,6.800000191,2.299999952,1.799999952
1,114,124,4,1,1,2,B305,1,BS05,100,98,96,94,93,89,86,76,59,33,23,14.60000038,10.60000038,5.400000095,4.099999905
1,116,116,4,1,1,2,B310,1,BS10,100,100,100,99,96,87,82,71,60,36,25,16.29999924,8.899999619,3.799999952,3.299999952
1,9006,9006,39,1,1,1,BX03,1,BSX03,100,100,100,100,99,99,98,96,92,85,79,71.5,51.09999847,21.60000038,
1,A411,4018,39,1,1,1,BX01,1,BSX01,100,96,96,88,85,77,71,56,40,15,9,5.599999905,14.30000019,6.099999905,
1,114,122,40,1,1,2,B4,1,BS04,100,100,100,99.80000305,99,98,97,95,91,72,52,38.79999924,23.29999924,13.60000038,
1,114,123,40,1,1,2,B6,1,BS06,100,100,100,100,100,100,100,99,97,75,56,45.90000153,25.60000038,17.10000038,
1,115,117,40,1,1,2,B3,1,BS03,100,100,100,100,100,99,99,97,88,60,44,29.79999924,10.19999981,3.200000048,
1,115,123,40,1,1,2,B6,1,BS06,100,100,100,100,100,100,100,99,97,75,56,45.90000153,25.60000038,17.10000038,
1,119,122,40,1,1,2,B4,1,BS04,100,100,100,99.80000305,99,98,97,95,91,72,52,38.79999924,23.29999924,13.60000038,
1,120,120,40,1,1,2,B5,1,BS05,100,100,100,100,99.69999695,99,98,97,93,71,53,43.5,23.70000076,15,
1,121,122,40,1,1,2,B4,1,BS04,100,100,100,99.80000305,99,98,97,95,91,72,52,38.79999924,23.29999924,13.60000038,
1,124,123,40,1,1,2,B6,1,BS06,100,100,100,100,100,100,100,99,97,75,56,45.90000153,25.60000038,17.10000038,
2,601,603,40,2,4,2,BAX02,5,BGX02,100,100,100,100,100,100,100,100,100,98,47,16.29999924,3.299999952,2.5,
1,602,603,40,1,4,2,BAX02,5,BSX02,100,100,100,100,100,100,100,100,99,96,84,74.90000153,47.59999847,31.89999962,
1,603,602,40,1,4,1,BAX01,6,BSX01,100,100,100,100,100,100,100,100,100,99,93,84.69999695,48.70000076,28.70000076,
2,603,604,40,2,4,2,BAX03,4,BGX03,100,100,100,100,100,100,100,100,100,97,63,27,3.599999905,2.5,
1,604,604,40,1,1,1,TP2,1,BS56,100,100,100,100,100,100,100,100,99,98,96,94,68,45,43
2,605,603,40,2,4,2,BAX02,5,BGX02,100,100,100,100,100,100,100,100,100,98,47,16.29999924,3.299999952,2.5,
1,1015,1015,40,1,1,2,BA*,1,BS**,100,100,100,100,100,100,100,100,100,99,73,14.69999981,9.5,6,0
1,4161,4161,40,1,1,1,BA*,2,BS**,100,100,100,100,100,100,100,100,100,99,99,35.90000153,18,16,
1,4162,4162,40,1,1,2,BA*,1,BS**,100,100,100,99,97,96,95,92,87,68,52,40.09999847,28,15,
1,4163,4163,40,1,1,2,BA*,1,BS**,100,100,100,100,100,100,100,100,100,99,96,83,37,22.5,0
1,4164,4164,40,1,1,2,BA*,1,BS**,100,100,100,100,100,100,100,100,100,92,54,34.40000153,21,17,
1,5021,5021,40,1,1,1,BA*,1,BS**,100,99,96,91,85,74,68,56,53,47,43,20,14,6,0
1,B310,1015,40,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,100,100,99,69,15.19999981,10,6.5,0
1,B330,1015,40,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,100,100,99,69,15.19999981,10,6.5,0
1,B330,1015,40,1,1,2,BA*,1,BS**,100,100,100,100,100,100,100,100,100,99,73,14.69999981,9.5,6,0
1,6011,6011,41,1,1,1,BA*,1,BS**,100,100,100,100,100,99,97,88,83,74,67,62.59999847,53.70000076,35.5,32.5
1,7018,7018,41,1,1,1,BA*,1,BS**,100,100,100,100,100,99,98,97,96,94,77,62.40000153,39.59999847,17.20000076,14.60000038
1,7019,7019,41,1,1,1,BA*,1,BS**,100,100,100,97,92,87,83,65,56,44,39,34.29999924,27.60000038,14,12.69999981
1,7025,7025,41,1,1,1,BA*,1,BS**,100,100,100,97,95,90,86,70,59,46,41,36.59999847,31.20000076,16,13.5
1,602,608,42,1,5,2,BA245,2,BS245,100,100,100,99,97,93,90,84,78,68,54,37.20000076,28.79999924,17.29999924,
1,602,608,42,1,5,2,BA244,2,BS244,100,100,100,98,96,93,91,85,80,70,57,40.29999924,30.20000076,18.10000038,
1,603,608,42,1,5,2,BA245,2,BS245,100,100,100,99,97,93,90,84,78,68,54,37.20000076,28.79999924,17.29999924,
1,604,608,42,1,4,3,BA6,2,BS06,100,99,97,92,86,78,73,58,42,29,24,18.29999924,15.10000038,1.299999952,0.600000024
1,607,603,42,1,3,3,B5,2,BS05,100,100,97,93,88,79,75,63,52,42,38,33.40000153,20.60000038,6.800000191,
1,607,608,42,1,4,3,BA6,2,BS06,100,99,97,92,86,78,73,58,42,29,24,18.29999924,15.10000038,1.299999952,0.600000024
1,608,608,42,1,4,3,BA6,2,BS06,100,99,97,92,86,78,73,58,42,29,24,18.29999924,15.10000038,1.299999952,0.600000024
1,1597,1597,42,1,1,2,TP1,1,BS55,87,86,84,81,79,77,75,72,69,63,62,58.29999924,46.09999847,28.5,20.5
1,1606,1606,42,1,1,1,BX04,1,BSX04,100,100,100,99,95,90,86,80,73,63,50,43.70000076,35,22.29999924,19.10000038
1,1610,1610,42,1,1,2,BX03,1,BSX03,100,100,100,93,85,70,59,37,16,11,9,7.199999809,3.799999952,1.899999976,1.899999976
1,1627,1627,42,1,1,2,BA*,1,BS**,100,100,98,93,90,85,81,71,60,48,42,35.20000076,25.29999924,10.30000019,8.699999809
1,7025,7025,42,1,1,1,BX03,1,BSX03,100,100,98,95,93,91,90,87,86,79,50,39.40000153,36,16,10.80000019
1,7037,7037,42,1,1,1,BX03,1,BSX03,100,100,100,100,97,94,89,77,62,46,38,31.10000038,28,15.39999962,14.60000038
1,A310,1605,42,1,1,1,BX02,1,BSX02,100,100,100,97,91,83,77,66,55,47,32,27.20000076,25,12.89999962,12.60000038
1,A320,1605,42,1,1,2,TP1,1,BS55,97,93,87,80,76,72,69,63,59,53,40,34,34.09999847,20.29999924,19.20000076
1,A351,1605,42,1,1,2,TP1,1,BS55,97,93,87,80,76,72,69,63,59,53,40,34,34.09999847,20.29999924,19.20000076
1,A411,1690,42,1,1,1,BX04,1,BSX04,100,100,98,93,88,80,72,59,47,33,28,25.20000076,19.79999924,8.199999809,6.699999809
1,B330,1597,42,1,1,2,TP1,1,BS55,87,86,84,81,79,77,75,72,69,63,62,58.29999924,46.09999847,28.5,20.5
1,B350,1597,42,1,1,2,TP1,1,BS55,87,86,84,81,79,77,75,72,69,63,62,58.29999924,46.09999847,28.5,20.5
1,7401,7401,44,1,1,2,BA4,1,BS04,93,82,77,69,65,60,57,52,47,28,13,3.5,3.299999952,1.899999976,1.799999952
1,3012,3012,45,1,1,2,BA*,1,BS**,100,100,100,100,100,100,99,99,97,89,72,54.40000153,39.09999847,15,0
1,5034,5034,45,1,1,2,BA*,1,BS**,100,100,100,100,100,100,100,100,99,59,35,24.10000038,13,8.699999809,0
1,210,206,20,1,1,2,B3,1,BS03,100,100,100,100,100,100,100,99,98,92,88,86.90000153,56.20000076,34.5,
1,211,259,20,1,1,1,B12,1,BS12,100,100,100,100,100,100,100,98,98,93,82,76.90000153,48.20000076,29.89999962,
1,212,203,20,1,1,2,B1,1,BS01,100,100,100,100,100,100,99,97,93,73,65,62.5,35.5,24.20000076,
1,212,212,20,1,2,1,BAX07,2,BSX07,100,100,100,100,100,99,99,99,99,97,94,92.09999847,60,36.90000153,34.59999847
1,259,201,20,1,1,2,B2,1,BS02,100,100,100,100,100,100,100,100,99,96,94,92.09999847,76.80000305,37.5,
1,259,203,20,1,1,2,B1,1,BS01,100,100,100,100,100,100,99,97,93,73,65,62.5,35.5,24.20000076,
1,259,207,20,1,1,7,B4,1,BS04,100,100,100,100,100,100,100,100,100,96,75,74.59999847,,,
1,259,207,20,1,1,2,B4,1,BS04,100,100,100,100,100,100,100,100,99,96,84,78.09999847,45.40000153,30.89999962,
1,259,210,20,1,1,7,B6,1,BS06,100,100,100,100,100,99,95,92,83,79,76,71.30000305,,,
1,259,211,20,1,1,7,B11,1,BS11,100,100,100,100,100,100,100,100,100,99,94,92.59999847,,,
1,259,212,20,1,1,2,B5,1,BS05,100,100,100,100,100,100,100,100,100,98,95,93.5,71.59999847,42.40000153,
1,259,259,20,1,1,7,B12,1,BS12,100,100,100,100,100,100,100,100,99,94,,77.59999847,,,
1,1009,1009,20,1,1,1,BA1,1,BS01,100,100,100,100,100,100,100,100,98,84,52,31.70000076,17.39999962,13.60000038,
1,3013,3013,20,1,1,2,BA4,1,BS04,100,100,100,100,100,100,100,99,99,98,98,95.09999847,71.80000305,38,
1,A410,4054,20,1,1,1,BA1,1,BS01,100,100,100,100,100,99,99,97,96,94,89,87.19999695,58.09999847,33.40000153,
1,A411,4054,20,1,1,1,BA1,1,BS01,100,100,100,100,100,99,99,97,96,94,89,87.19999695,58.09999847,33.40000153,
1,A412,4054,20,1,1,1,BA1,1,BS01,100,100,100,100,100,99,99,97,96,94,89,87.19999695,58.09999847,33.40000153,
1,B330,1010,20,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,100,98,81,63,52.20000076,25.10000038,13.39999962,
1,B350,1010,20,1,1,1,BA1,1,BS01,100,100,100,100,100,100,100,100,99,95,86,72.59999847,34.90000153,18.70000076,
1,A320,1010,21,1,1,2,TP1,2,BS55,100,100,97,96,94,91,90,88,87,86,86,82.90000153,49.79999924,17.89999962,
1,A340,1010,21,1,1,2,TP1,2,BS55,100,100,97,96,94,91,90,88,87,86,86,82.90000153,49.79999924,17.89999962,
1,115,113,22,1,1,2,B6,1,BS06,100,100,100,100,99.59999847,99.59999847,99.40000153,99,98.59999847,97.80000305,96.80000305,92.09999847,53.79999924,25.39999962,
2,115,118,22,2,1,2,B10,1,BG10,100,100,100,100,100,100,99.30000305,98.90000153,98.5,97.59999847,97.30000305,91.30000305,33.59999847,8.699999809,
2,116,118,22,2,1,2,B10,1,BG10,100,100,100,100,100,100,99.30000305,98.90000153,98.5,97.59999847,97.30000305,91.30000305,33.59999847,8.699999809,
1,117,113,22,1,1,2,B6,1,BS06,100,100,100,100,99.59999847,99.59999847,99.40000153,99,98.59999847,97.80000305,96.80000305,92.09999847,53.79999924,25.39999962,
1,117,124,22,1,1,2,B3,1,BS03,100,100,100,100,100,99.09999847,98.90000153,98.69999695,98.59999847,98.40000153,98.30000305,93.30000305,48.5,24.89999962,
2,117,117,22,2,1,2,B11,1,BG11,100,100,100,100,100,100,99.69999695,99.19999695,98.80000305,98.5,98,90.69999695,36,8.699999809,
2,117,118,22,2,1,2,B10,1,BG10,100,100,100,100,100,100,99.30000305,98.90000153,98.5,97.59999847,97.30000305,91.30000305,33.59999847,8.699999809,
1,120,124,22,1,1,2,B3,1,BS03,100,100,100,100,100,99.09999847,98.90000153,98.69999695,98.59999847,98.40000153,98.30000305,93.30000305,48.5,24.89999962,
2,120,119,22,2,1,2,B1,1,BG01,100,100,100,100,100,100,100,99.90000153,99.5,98.90000153,98.5,87.30000305,37.5,9.399999619,
1,122,117,22,1,1,2,B5,1,BS05,100,100,100,100,100,100,100,99.90000153,99.80000305,99.59999847,99.30000305,95.69999695,40,12,
2,122,119,22,2,1,2,B7,1,BG07,100,100,100,97.69999695,97.69999695,95.40000153,94.90000153,94.19999695,93.40000153,92.40000153,91.80000305,80.80000305,26.79999924,5.599999905,
1,263,267,4,1,1,2,B316,1,BS16,100,100,100,99,98,97,95,90,85,58,44,30.89999962,18.10000038,9.899999619,8.600000381
1,265,220,4,1,1,2,B304,1,BS04,100,100,100,99,97,93,90,83,76,47,31,20.89999962,12.89999962,6.199999809,5.300000191
1,265,265,4,1,1,2,B315,1,BS15,100,100,99,97,96,95,93,88,77,51,37,25.70000076,15.5,7.699999809,7
1,266,263,4,1,1,2,B313,1,BS13,100,100,100,98,97,95,94,89,82,58,44,33,20.29999924,10.39999962,8.800000191
1,266,265,4,1,1,2,B315,1,BS15,100,100,99,97,96,95,93,88,77,51,37,25.70000076,15.5,7.699999809,7
1,266,267,4,1,1,2,B316,1,BS16,100,100,100,99,98,97,95,90,85,58,44,30.89999962,18.10000038,9.899999619,8.600000381
1,268,220,4,1,1,2,B304,1,BS04,100,100,100,99,97,93,90,83,76,47,31,20.89999962,12.89999962,6.199999809,5.300000191
1,268,222,4,1,1,2,B303,1,BS03,100,100,100,98,95,92,89,81,71,45,31,21.70000076,12.69999981,6.5,5.699999809
1,501,502,4,1,1,2,TP2,1,BS92,100,100,100,100,100,97,96,87,67,43,36,28.5,15.39999962,6.900000095,5.599999905
1,501,509,4,1,1,1,BA*,1,BS*2,100,100,99,98,98,95,93,83,68,44,35,24.39999962,14.10000038,6.900000095,5.900000095
1,501,559,4,1,1,2,BA*,1,BS*4,100,100,100,100,99,98,96,88,71,48,40,32.90000153,18.70000076,8.800000191,7.400000095
1,502,505,4,1,1,2,BA*,1,BS*3,100,100,100,99,97,96,94,87,74,55,47,38.70000076,18.60000038,9.300000191,7.800000191
