LINKED_LAYER_NO,LINKED_SHRP_ID,SHRP_ID,STATE_CODE,LAYER_NO,FIELD_SET,TEST_NO,LOC_NO,CONSTRUCTION_NO,SAMPLE_NO,THREE_PASSING,TWO_PASSING,ONE_AND_HALF_PASSING,ONE_PASSING,THREE_FOURTHS_PASSING,ONE_HALF_PASSING,THREE_EIGHTHS_PASSING,NO_4_PASSING,NO_10_PASSING,NO_40_PASSING,NO_80_PASSING,NO_200_PASSING,HYDRO_02,HYDRO_002,HYDRO_001
1,506,501,6,1,1,1,BA1,1,BS01,100,100,100,100,100,100,100,99,96,66,35,16.70000076,9.399999619,4.199999809,
1,506,505,6,1,1,1,BA3,1,BS01,100,100,100,100,100,99,98,95,90,52,30,17.20000076,8.899999619,3.900000095,
1,506,560,6,1,1,1,BA8,1,BS02,100,100,100,100,99,97,95,91,83,54,33,19.79999924,13.60000038,6.300000191,
1,507,501,6,1,1,1,BA2,1,BS02,100,100,100,99,99,98,97,96,91,58,29,16.39999962,8.800000191,4.199999809,
1,507,560,6,1,1,1,BA7,1,BS01,100,100,100,100,99,98,96,92,84,49,28,16.5,13.5,8.100000381,
1,508,501,6,1,1,1,BA2,1,BS02,100,100,100,99,99,98,97,96,91,58,29,16.39999962,8.800000191,4.199999809,
1,508,502,6,1,1,2,TP1,1,BS93,100,100,100,100,100,100,100,99,96,59,31,13.39999962,5.800000191,3.900000095,
1,508,504,6,1,3,2,BA040*,3,BS040*,100,100,100,100,98,95,93,88,81,52,33,20.20000076,12,5.599999905,
1,508,505,6,1,1,1,BA3,1,BS01,100,100,100,100,100,99,98,95,90,52,30,17.20000076,8.899999619,3.900000095,
1,508,509,6,1,1,2,BA5,1,BS01,100,94,94,93,93,93,93,90,87,59,35,19.70000076,15.30000019,7.900000095,
1,509,501,6,1,1,1,BA2,1,BS02,100,100,100,99,99,98,97,96,91,58,29,16.39999962,8.800000191,4.199999809,
1,560,501,6,1,1,1,BA1,1,BS01,100,100,100,100,100,100,100,99,96,66,35,16.70000076,9.399999619,4.199999809,
1,560,509,6,1,1,2,BA5,1,BS01,100,94,94,93,93,93,93,90,87,59,35,19.70000076,15.30000019,7.900000095,
1,562,564,6,1,1,2,BA9,1,BS01,100,100,100,99,99,99,98,96,90,66,48,34,20.10000038,9.699999809,
1,566,502,6,1,1,2,TP1,1,BS93,100,100,100,100,100,100,100,99,96,59,31,13.39999962,5.800000191,3.900000095,
1,566,560,6,1,1,1,BA8,1,BS02,100,100,100,100,99,97,95,91,83,54,33,19.79999924,13.60000038,6.300000191,
1,567,505,6,1,1,1,BA3,1,BS01,100,100,100,100,100,99,98,95,90,52,30,17.20000076,8.899999619,3.900000095,
1,567,507,6,1,1,2,TP2,1,BS93,100,100,100,100,100,100,100,99,96,64,36,21.79999924,12.60000038,6.199999809,
1,569,502,6,1,1,2,TP1,1,BS93,100,100,100,100,100,100,100,99,96,59,31,13.39999962,5.800000191,3.900000095,
1,570,501,6,1,1,1,BA1,1,BS01,100,100,100,100,100,100,100,99,96,66,35,16.70000076,9.399999619,4.199999809,
1,570,504,6,1,3,2,BA040*,3,BS040*,100,100,100,100,98,95,93,88,81,52,33,20.20000076,12,5.599999905,
1,571,560,6,1,1,1,BA8,1,BS02,100,100,100,100,99,97,95,91,83,54,33,19.79999924,13.60000038,6.300000191,
1,602,3005,6,1,1,1,BA*,1,BS**,100,98,95,87,82,73,67,54,42,25,19,14,7.300000191,1.5,1.299999952
1,606,659,6,1,3,1,BA262,4,BS262,100,100,100,91,86,79,73,59,44,25,17,10.89999962,4.599999905,1.299999952,1
1,607,659,6,1,3,1,BA262,4,BS262,100,100,100,91,86,79,73,59,44,25,17,10.89999962,4.599999905,1.299999952,1
1,607,3005,6,1,1,2,BA*,1,BS**,100,92,86,77,70,63,57,47,38,24,19,13.30000019,8.300000191,1.399999976,1.100000024
1,608,663,6,1,3,1,BA264,10,BS264,100,93,87,78,71,61,55,42,29,17,12,6.5,3.400000095,0.800000012,0.400000006
1,659,3005,6,1,1,1,BA*,1,BS**,100,98,95,87,82,73,67,54,42,25,19,14,7.300000191,1.5,1.299999952
1,662,3005,6,1,1,1,BA*,1,BS**,100,98,95,87,82,73,67,54,42,25,19,14,7.300000191,1.5,1.299999952
1,2041,2041,6,1,2,1,BA*,1,BS**,100,100,100,93,87,76,67,50,40,28,22,16.29999924,11.30000019,5,4.199999809
1,3005,3005,6,1,1,2,BA*,1,BS**,100,92,86,77,70,63,57,47,38,24,19,13.30000019,8.300000191,1.399999976,1.100000024
1,3019,3019,6,1,1,2,BA*,1,BS**,100,100,100,100,100,100,100,98,95,79,68,52.79999924,28.70000076,16.70000076,15
1,3021,3021,6,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,99,84,46,28,16.70000076,10.5,4.5,3.900000095
1,3030,3030,6,1,1,1,BA*,1,BS**,100,100,100,99,98,96,94,80,73,62,55,48.59999847,41.79999924,22.39999962,18.5
1,7456,7456,6,1,1,1,BA*,1,BS**,100,100,100,100,99,98,96,92,87,78,64,47.29999924,32.40000153,15.80000019,13
1,9048,9048,6,1,1,1,BA*,1,BS**,100,100,99,99,98,98,97,87,78,46,26,13.5,9.399999619,3.099999905,2.599999905
1,9107,9107,6,1,1,2,BA*,1,BS**,100,100,96,90,83,71,64,47,36,22,15,10.30000019,3.700000048,0.899999976,0.699999988
1,A320,1253,6,1,1,1,BA*,1,BS**,100,100,100,100,98,91,85,69,60,45,37,28.39999962,21.79999924,4.800000191,4
1,A353,1253,6,1,1,2,TP1,1,BS92,100,94,93,86,81,75,71,61,52,33,22,13.80000019,9,1.799999952,1.299999952
1,A353,1253,6,1,1,1,BA*,1,BS**,100,100,100,100,98,91,85,69,60,45,37,28.39999962,21.79999924,4.800000191,4
1,A363,1253,6,1,1,2,TP1,1,BS92,100,94,93,86,81,75,71,61,52,33,22,13.80000019,9,1.799999952,1.299999952
1,1016,1016,28,1,1,1,BA*,1,BS**,100,100,100,100,100,100,99,99,99,97,66,34.40000153,28.5,18.89999962,
1,4024,4024,28,1,1,2,BA4,1,BS04,100,100,100,100,100,99,99,98,96,91,89,77.5,51,26.29999924,0
1,9030,9030,28,1,1,2,BA6,1,BS03,100,100,100,100,100,100,100,100,100,99,98,97.69999695,66,25,0
1,A410,4024,28,1,1,1,BA*,1,BS**,100,100,100,99,97,95,93,91,90,89,84,72.30000305,44,26.60000038,0
1,502,502,29,1,1,1,BX02,1,BSX02,100,96,92,87,81,74,67,53,44,35,33,30.20000076,31.60000038,26.29999924,
1,502,506,29,1,3,2,BAX04,2,BSX04,100,97,93,80,74,66,61,53,47,43,42,40.59999847,35.09999847,29.10000038,
1,502,506,29,1,1,1,BAX16,1,BSX16,100,96,86,78,73,67,62,55,49,43,41,39.5,38.59999847,33.5,
1,502,508,29,1,1,2,BAX18,1,BSX18,100,100,98,92,88,78,71,57,47,36,35,33.40000153,34.90000153,30.5,
1,B443,7455,6,1,1,1,BA1,1,BS01,100,100,100,100,100,98,94,81,77,72,67,56.09999847,44.40000153,25.79999924,22.70000076
1,219,214,8,1,1,2,B2,1,BS02,100,100,99,99,98,93,91,87,78,61,45,30.70000076,23.29999924,14.69999981,
1,219,219,8,1,1,2,B3,1,BS03,100,100,99,97,96,93,90,86,78,62,43,30.5,19.79999924,14.5,
1,502,508,8,1,1,2,BA*,1,BS*1,100,100,100,100,100,100,100,96,87,61,52,48.29999924,33.5,21.5,18.10000038
1,504,505,8,1,1,2,TP2,1,BS91,100,100,100,100,100,100,100,100,99,90,85,81.09999847,45.09999847,21.70000076,18.29999924
1,506,501,8,1,1,1,BA*,1,BS**,100,100,100,100,100,98,92,70,69,60,57,54.59999847,31.39999962,16.20000076,12.80000019
1,509,508,8,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,96,87,61,52,48.29999924,33.5,21.5,18.10000038
1,560,508,8,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,96,87,61,52,48.29999924,33.5,21.5,18.10000038
1,560,508,8,1,1,2,BA*,1,BS*1,100,100,100,100,100,100,100,96,87,61,52,48.29999924,33.5,21.5,18.10000038
1,2008,2008,8,1,1,2,TP1,1,BS93,100,100,99,99,98,97,96,95,94,84,76,71.19999695,54.59999847,37,31.20000076
1,3032,3032,8,1,1,1,BA*,1,BS**,100,97,87,75,65,56,51,43,37,21,12,8.199999809,5.099999905,2.200000048,2
1,7036,7036,8,1,1,2,BA*,1,BS**,100,100,100,100,100,100,100,100,100,83,64,52.59999847,31.29999924,20.10000038,18.20000076
1,101,159,10,1,1,1,B6,1,BS06,100,100,100,100,100,100,100,100,99,69,35,23.60000038,22.39999962,10.30000019,
2,101,107,10,2,1,1,B8,1,BS08,100,100,100,100,100,100,100,100,100,79,26,11.10000038,7.400000095,5.099999905,
1,102,103,10,1,1,1,B3,1,BS03,100,100,100,100,100,100,100,100,100,89,72,61.90000153,56.20000076,28.29999924,
1,102,104,10,1,1,1,B7,1,BS07,100,100,100,100,100,100,100,100,100,74,27,14.80000019,12.30000019,3.799999952,
2,102,104,10,2,2,2,BAX09,2,BSX09,100,100,100,97,90,79,72,68,68,52,19,10.39999962,7.199999809,3.599999905,
2,102,107,10,2,1,1,B8,1,BS08,100,100,100,100,100,100,100,100,100,79,26,11.10000038,7.400000095,5.099999905,
2,102,112,10,2,1,1,B11,1,BS11,100,100,100,100,100,100,100,100,99,72,31,20,13.60000038,7.900000095,
1,103,103,10,1,1,1,B3,1,BS03,100,100,100,100,100,100,100,100,100,89,72,61.90000153,56.20000076,28.29999924,
1,104,107,10,1,1,1,B1,1,BS01,100,100,100,100,100,100,100,100,100,71,38,27,21.20000076,9.899999619,
2,104,104,10,2,2,2,BAX09,2,BSX09,100,100,100,97,90,79,72,68,68,52,19,10.39999962,7.199999809,3.599999905,
1,105,103,10,1,1,1,B3,1,BS03,100,100,100,100,100,100,100,100,100,89,72,61.90000153,56.20000076,28.29999924,
1,105,104,10,1,1,1,B7,1,BS07,100,100,100,100,100,100,100,100,100,74,27,14.80000019,12.30000019,3.799999952,
1,105,107,10,1,1,1,B1,1,BS01,100,100,100,100,100,100,100,100,100,71,38,27,21.20000076,9.899999619,
1,106,102,10,1,1,1,B2,1,BS02,100,100,100,100,100,100,100,100,99,74,43,26.79999924,16.79999924,5.199999809,
1,107,102,10,1,1,1,B2,1,BS02,100,100,100,100,100,100,100,100,99,74,43,26.79999924,16.79999924,5.199999809,
2,107,102,10,2,1,2,B9,1,BS09,100,100,100,100,100,100,100,100,100,79,27,13.60000038,10,5.599999905,
2,107,107,10,2,1,1,B8,1,BS08,100,100,100,100,100,100,100,100,100,79,26,11.10000038,7.400000095,5.099999905,
1,108,104,10,1,1,1,B7,1,BS07,100,100,100,100,100,100,100,100,100,74,27,14.80000019,12.30000019,3.799999952,
2,108,109,10,2,2,1,BAX05,2,BSX05,100,100,100,100,100,99,99,98,97,79,29,13.89999962,9.600000381,6.900000095,
2,108,109,10,2,2,2,BAX06,2,BSX06,100,100,100,99,98,96,95,93,91,64,27,16.79999924,12.10000038,4.800000191,
1,109,107,10,1,1,1,B1,1,BS01,100,100,100,100,100,100,100,100,100,71,38,27,21.20000076,9.899999619,
2,110,159,10,2,1,1,B13,1,BS13,100,100,100,100,100,100,100,100,100,68,23,11.80000019,8.199999809,5,
2,111,102,10,2,1,2,B9,1,BS09,100,100,100,100,100,100,100,100,100,79,27,13.60000038,10,5.599999905,
2,111,103,10,2,1,1,B10,1,BS10,100,100,100,100,100,100,100,100,100,76,27,14.30000019,11,6.300000191,
1,112,112,10,1,1,1,B4,1,BS04,100,100,100,100,100,100,100,100,100,83,38,29.79999924,27.29999924,15.5,
2,112,102,10,2,1,2,B9,1,BS09,100,100,100,100,100,100,100,100,100,79,27,13.60000038,10,5.599999905,
1,159,159,10,1,1,1,B6,1,BS06,100,100,100,100,100,100,100,100,99,69,35,23.60000038,22.39999962,10.30000019,
2,159,111,10,2,2,2,BAX08,2,BSX08,100,100,100,100,100,100,100,100,99,82,33,17,13.69999981,8.300000191,
1,160,104,10,1,1,1,B7,1,BS07,100,100,100,100,100,100,100,100,100,74,27,14.80000019,12.30000019,3.799999952,
2,160,102,10,2,1,2,B9,1,BS09,100,100,100,100,100,100,100,100,100,79,27,13.60000038,10,5.599999905,
2,160,103,10,2,1,1,B10,1,BS10,100,100,100,100,100,100,100,100,100,76,27,14.30000019,11,6.300000191,
1,605,608,1,1,3,1,BA503,2,BS303,100,100,100,98,97,92,89,81,75,67,64,59,38.20000076,22.89999962,
1,606,606,1,1,3,2,BAX04,2,BSX04,100,100,98,88,83,76,72,64,58,53,50,47.29999924,34.90000153,24.5,
1,606,606,1,1,3,2,BAX03,2,BSX03,100,100,95,90,87,82,79,72,66,59,57,52.5,40,26.60000038,
1,607,607,1,1,1,2,BA2,2,BS02,100,100,100,100,100,99,98,95,91,83,77,69.19999695,49.90000153,32.09999847,
1,608,608,1,1,3,1,BA503,2,BS303,100,100,100,98,97,92,89,81,75,67,64,59,38.20000076,22.89999962,
1,661,606,1,1,3,1,BAX02,2,BSX02,100,100,97,96,94,92,90,86,83,75,71,65,47.20000076,32.5,
1,662,606,1,1,3,2,BAX03,2,BSX03,100,100,95,90,87,82,79,72,66,59,57,52.5,40,26.60000038,
1,662,606,1,1,1,3,TP2,2,BS58,100,100,98,91,85,77,72,63,56,49,46,42,34.70000076,23.60000038,
1,662,606,1,1,3,1,BA511,2,BS306,100,100,100,97,93,88,85,78,71,61,57,50.79999924,34.09999847,23.39999962,
1,663,608,1,1,3,1,BA503,2,BS303,100,100,100,98,97,92,89,81,75,67,64,59,38.20000076,22.89999962,
1,4126,4126,1,1,1,2,BA*,1,BS**,100,100,100,100,99,98,95,90,86,83,52,27.89999962,23,11.5,0
1,4129,4129,1,1,1,1,BA*,2,BS**,100,100,100,100,99,96,94,88,78,60,48,34.90000153,26.5,14.80000019,0
1,5008,5008,1,1,1,2,BA*,1,BS**,100,100,100,100,99,97,95,91,88,71,61,46.20000076,32,7.5,0
1,A340,4125,1,1,1,2,BA*,1,BS**,100,100,100,100,98,95,91,86,81,53,36,28.70000076,24,18,0
1,B320,1019,1,1,1,1,BA*,1,BS**,100,100,100,100,100,99,98,96,95,89,77,53.20000076,28,15.10000038,0
1,B330,1019,1,1,1,1,BA*,1,BS**,100,100,100,100,100,99,98,96,95,89,77,53.20000076,28,15.10000038,0
1,B350,1019,1,1,1,1,BA*,1,BS**,100,100,100,100,100,99,98,96,95,89,77,53.20000076,28,15.10000038,0
1,B350,1019,1,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,100,99,72,15,3.5,0,0,0
1,C320,4155,1,1,1,1,BA*,1,BS**,100,100,100,100,100,99,98,95,94,74,40,25.29999924,23.29999924,19.20000076,
1,C330,4155,1,1,1,1,BA*,1,BS**,100,100,100,100,100,99,98,95,94,74,40,25.29999924,23.29999924,19.20000076,
1,6010,6010,2,1,1,2,TP1,1,BS91,100,95,92,78,73,64,58,45,36,21,14,9.100000381,5.800000191,1.600000024,1.5
1,113,113,4,1,1,2,B317,1,BS17,100,100,98,96,93,89,86,77,58,22,11,8.800000191,5.699999809,2.700000048,2.299999952
1,115,114,4,1,1,2,B309,1,BS09,100,96,94,85,82,77,74,64,51,31,24,19.10000038,12.30000019,7.699999809,7.199999809
1,117,122,4,1,1,2,B313,1,BS13,100,93,90,86,84,79,76,69,60,39,27,18.60000038,11.39999962,6.699999809,6
1,119,119,4,1,1,2,B307,1,BS07,100,100,100,100,95,87,82,71,58,33,22,13.19999981,11.10000038,5.199999809,4.699999809
1,120,120,4,1,3,1,BA265,2,BS265,100,100,100,100,97,91,88,78,66,44,33,24.39999962,13.19999981,7.599999905,
1,121,160,4,1,1,2,B301,1,BS01,100,100,96,92,87,80,72,62,52,32,21,13.5,9.300000191,5.800000191,5.199999809
1,121,161,4,1,1,2,B318,1,BS18,100,95,85,81,78,72,68,58,48,28,19,12.69999981,10,5.599999905,5.199999809
1,122,116,4,1,1,2,B310,1,BS10,100,100,100,99,96,87,82,71,60,36,25,16.29999924,8.899999619,3.799999952,3.299999952
1,123,120,4,1,3,1,BA265,2,BS265,100,100,100,100,97,91,88,78,66,44,33,24.39999962,13.19999981,7.599999905,
1,160,160,4,1,1,2,B301,1,BS01,100,100,96,92,87,80,72,62,52,32,21,13.5,9.300000191,5.800000191,5.199999809
1,161,121,4,1,3,1,BA263,2,BS263,100,100,100,100,97,87,82,70,58,36,25,15.80000019,8.5,4.5,
1,162,121,4,1,1,2,B314,1,BS14,100,100,93,87,83,76,73,65,53,33,23,15.60000038,10.89999962,6.300000191,4.800000191
1,162,160,4,1,1,2,B301,1,BS01,100,100,96,92,87,80,72,62,52,32,21,13.5,9.300000191,5.800000191,5.199999809
1,163,161,4,1,3,1,BA266,3,BS266,100,99,97,94,92,87,85,76,61,34,24,17.89999962,9.699999809,4.300000191,
1,214,261,4,1,1,2,B301,1,BS01,100,100,98,97,96,92,90,83,78,56,40,29.89999962,14,6.800000191,6.199999809
1,218,222,4,1,1,2,B303,1,BS03,100,100,100,98,95,92,89,81,71,45,31,21.70000076,12.69999981,6.5,5.699999809
1,218,265,4,1,1,2,B315,1,BS15,100,100,99,97,96,95,93,88,77,51,37,25.70000076,15.5,7.699999809,7
1,218,267,4,1,1,2,B316,1,BS16,100,100,100,99,98,97,95,90,85,58,44,30.89999962,18.10000038,9.899999619,8.600000381
1,219,217,4,1,1,2,B309,1,BS09,100,100,100,100,99,96,94,89,84,56,36,22.5,12.39999962,6.099999905,5
1,221,216,4,1,1,2,B306,1,BS06,100,100,100,100,99,97,93,83,75,49,35,25.60000038,13.5,6.900000095,6
1,221,217,4,1,1,2,B309,1,BS09,100,100,100,100,99,96,94,89,84,56,36,22.5,12.39999962,6.099999905,5
1,222,265,4,1,1,2,B315,1,BS15,100,100,99,97,96,95,93,88,77,51,37,25.70000076,15.5,7.699999809,7
1,223,216,4,1,1,2,B306,1,BS06,100,100,100,100,99,97,93,83,75,49,35,25.60000038,13.5,6.900000095,6
1,224,263,4,1,1,2,B313,1,BS13,100,100,100,98,97,95,94,89,82,58,44,33,20.29999924,10.39999962,8.800000191
1,262,217,4,1,1,2,B309,1,BS09,100,100,100,100,99,96,94,89,84,56,36,22.5,12.39999962,6.099999905,5
1,262,223,4,1,1,2,B308,1,BS08,100,100,100,99,97,95,93,88,82,53,34,21.10000038,12.19999981,6.5,5.699999809
1,264,222,4,1,1,2,B303,1,BS03,100,100,100,98,95,92,89,81,71,45,31,21.70000076,12.69999981,6.5,5.699999809
1,267,222,4,1,1,2,B303,1,BS03,100,100,100,98,95,92,89,81,71,45,31,21.70000076,12.69999981,6.5,5.699999809
1,501,505,4,1,1,2,BA*,1,BS*3,100,100,100,99,97,96,94,87,74,55,47,38.70000076,18.60000038,9.300000191,7.800000191
1,502,504,4,1,1,2,TP1,1,BS92,100,100,99,98,95,90,86,73,59,41,33,25.5,13.19999981,6.099999905,5.5
1,503,507,4,1,1,1,BA*,1,BS*1,100,100,99,97,95,89,86,72,62,44,34,26.39999962,15.10000038,7.099999905,6.400000095
1,506,505,4,1,1,2,BA*,1,BS*3,100,100,100,99,97,96,94,87,74,55,47,38.70000076,18.60000038,9.300000191,7.800000191
1,506,559,4,1,1,2,BA*,1,BS*4,100,100,100,100,99,98,96,88,71,48,40,32.90000153,18.70000076,8.800000191,7.400000095
1,509,502,4,1,1,2,TP2,1,BS92,100,100,100,100,100,97,96,87,67,43,36,28.5,15.39999962,6.900000095,5.599999905
1,559,505,4,1,1,2,BA*,1,BS*3,100,100,100,99,97,96,94,87,74,55,47,38.70000076,18.60000038,9.300000191,7.800000191
1,559,509,4,1,1,1,BA*,1,BS*2,100,100,99,98,98,95,93,83,68,44,35,24.39999962,14.10000038,6.900000095,5.900000095
1,560,502,4,1,1,2,TP2,1,BS92,100,100,100,100,100,97,96,87,67,43,36,28.5,15.39999962,6.900000095,5.599999905
1,560,505,4,1,1,2,BA*,1,BS*3,100,100,100,99,97,96,94,87,74,55,47,38.70000076,18.60000038,9.300000191,7.800000191
3,206,207,53,3,1,2,B12,1,BG07,100,100,100,100,100,100,99,98,96,92,91,83.09999847,27.89999962,4.900000095,
3,208,207,53,3,1,2,B12,1,BG07,100,100,100,100,100,100,99,98,96,92,91,83.09999847,27.89999962,4.900000095,
3,208,208,53,3,1,2,B11,1,BG06,100,100,100,100,100,100,99,98,96,92,91,80.40000153,26.5,5.300000191,
3,209,207,53,3,1,2,B12,1,BG07,100,100,100,100,100,100,99,98,96,92,91,83.09999847,27.89999962,4.900000095,
1,259,259,53,1,1,2,B1,1,BS01,100,100,100,100,100,100,100,100,100,99,94,81.80000305,34.40000153,6.900000095,
1,1005,1005,53,1,1,1,BA*,2,BS**,100,100,100,90,81,62,53,34,26,18,15,11.89999962,6.800000191,1.399999976,1.200000048
1,1501,1501,53,1,1,2,TP1,1,BS94,100,100,100,95,93,91,91,89,86,76,69,61.09999847,24.39999962,5.599999905,3.700000048
1,3019,3019,53,1,1,1,BA*,1,BS**,100,100,100,100,100,99,97,90,85,77,76,71.30000305,63.90000153,27.60000038,7.400000095
1,6020,6020,53,1,1,1,BA*,1,BS**,100,100,100,98,97,96,93,85,79,63,51,38.79999924,21.89999962,9.100000381,8.5
1,A310,1008,53,1,1,1,BA*,1,BS**,100,100,100,94,86,75,69,49,31,17,14,11,7.599999905,2.799999952,2.200000048
1,A320,1008,53,1,1,2,TP1,1,BS93,100,86,76,68,63,55,50,38,25,12,9,6.199999809,3.5,0.899999976,0.5
1,A350,1008,53,1,1,1,BA*,1,BS**,100,100,100,94,86,75,69,49,31,17,14,11,7.599999905,2.799999952,2.200000048
1,B320,1501,53,1,1,2,TP1,1,BS94,100,100,100,95,93,91,91,89,86,76,69,61.09999847,24.39999962,5.599999905,3.700000048
1,B350,1501,53,1,1,2,TP1,1,BS94,100,100,100,95,93,91,91,89,86,76,69,61.09999847,24.39999962,5.599999905,3.700000048
1,C310,1801,53,1,1,1,BA*,1,BS**,100,100,96,84,75,65,61,53,49,43,26,20.39999962,12.19999981,3.799999952,3
1,C350,1801,53,1,1,1,BA*,1,BS**,100,100,96,84,75,65,61,53,49,43,26,20.39999962,12.19999981,3.799999952,3
1,1640,1640,54,1,1,2,TP1,1,BS55,75,63,61,59,57,55,53,49,46,40,34,30.20000076,18.5,7.5,5.900000095
1,116,123,55,1,1,1,B6,1,BS06,100,100,100,100,99,87,79,67,55,29,15,10,6.099999905,2.299999952,
1,118,117,55,1,1,1,B7,1,BS07,100,100,100,100,96,83,77,65,54,29,14,8.399999619,4.800000191,2.5,
1,119,120,55,1,1,1,B4,1,BS04,100,100,97,95,93,83,77,66,56,27,11,6.900000095,4.300000191,2.099999905,
1,120,118,55,1,1,1,B3,1,BS03,100,98,92,85,79,71,66,56,49,27,12,6.199999809,2.700000048,1.200000048,
1,120,119,55,1,1,1,B5,1,BS05,100,95,93,88,84,79,76,70,63,40,17,10.10000038,6.699999809,3.700000048,
1,120,123,55,1,1,1,B6,1,BS06,100,100,100,100,99,87,79,67,55,29,15,10,6.099999905,2.299999952,
1,121,122,55,1,2,2,BAX14,1,BSX14,100,100,100,99,98,95,93,90,85,64,30,14.39999962,7.800000191,4.199999809,3.599999905
1,122,118,55,1,1,1,B3,1,BS03,100,98,92,85,79,71,66,56,49,27,12,6.199999809,2.700000048,1.200000048,
1,122,119,55,1,1,1,B5,1,BS05,100,95,93,88,84,79,76,70,63,40,17,10.10000038,6.699999809,3.700000048,
1,123,117,55,1,1,1,B7,1,BS07,100,100,100,100,96,83,77,65,54,29,14,8.399999619,4.800000191,2.5,
1,123,122,55,1,2,2,BAX14,1,BSX14,100,100,100,99,98,95,93,90,85,64,30,14.39999962,7.800000191,4.199999809,3.599999905
1,124,117,55,1,1,1,B7,1,BS07,100,100,100,100,96,83,77,65,54,29,14,8.399999619,4.800000191,2.5,
1,124,122,55,1,2,2,BA305,1,BS305,100,100,100,100,99,96,94,91,86,65,29,14.89999962,8.199999809,3.400000095,
1,213,213,55,1,2,2,BAX18,1,BSX18,100,100,100,99,98,94,91,84,77,53,26,14.80000019,9.100000381,4.199999809,3.700000048
1,213,259,55,1,1,1,B7,1,BS07,100,100,99,96,92,87,84,77,69,29,14,11.69999981,8.100000381,3.700000048,
1,214,213,55,1,2,2,BAX18,1,BSX18,100,100,100,99,98,94,91,84,77,53,26,14.80000019,9.100000381,4.199999809,3.700000048
1,214,215,55,1,1,2,B1,1,BS01,100,100,100,100,97,88,82,70,60,30,13,7.300000191,4,1.600000024,
1,215,218,55,1,2,2,BAX22,1,BSX22,100,100,100,100,96,96,94,91,87,59,28,17.5,9.5,3.200000048,2.599999905
1,217,216,55,1,2,2,BAX28,1,BSX28,100,100,100,98,98,97,96,93,90,74,38,20,10,4.800000191,3.900000095
1,217,218,55,1,1,1,B2,1,BS02,100,100,97,95,92,83,78,67,58,32,14,8.5,4.099999905,1.799999952,
2,217,213,55,2,2,2,BAX08,1,BSX08,100,100,100,100,98,88,82,69,54,30,17,11.5,5.699999809,2.700000048,2.299999952
1,219,216,55,1,2,2,BAX28,1,BSX28,100,100,100,98,98,97,96,93,90,74,38,20,10,4.800000191,3.900000095
1,220,218,55,1,2,2,BAX22,1,BSX22,100,100,100,100,96,96,94,91,87,59,28,17.5,9.5,3.200000048,2.599999905
2,220,213,55,2,2,2,BAX08,1,BSX08,100,100,100,100,98,88,82,69,54,30,17,11.5,5.699999809,2.700000048,2.299999952
2,220,261,55,2,2,1,BAX09,1,BSX09,100,100,100,100,98,89,84,74,64,37,17,10.39999962,6.099999905,2.900000095,2.400000095
1,221,221,55,1,1,1,B6,1,BS06,100,97,94,93,90,88,86,81,77,46,19,15.19999981,7.199999809,3.299999952,
1,224,213,55,1,2,2,BAX18,1,BSX18,100,100,100,99,98,94,91,84,77,53,26,14.80000019,9.100000381,4.199999809,3.700000048
1,224,216,55,1,2,2,BAX17,1,BSX17,100,100,100,98,97,95,93,89,84,65,35,22.89999962,11.19999981,5.400000095,4.800000191
1,224,259,55,1,1,1,B7,1,BS07,100,100,99,96,92,87,84,77,69,29,14,11.69999981,8.100000381,3.700000048,
1,259,259,55,1,1,1,B7,1,BS07,100,100,99,96,92,87,84,77,69,29,14,11.69999981,8.100000381,3.700000048,
1,259,264,55,1,1,2,B8,1,BS08,100,100,100,96,92,84,77,65,56,30,11,6.800000191,4,2,
2,259,264,55,2,1,1,B13,1,BS13,100,100,100,100,97,86,80,68,57,29,11,6.5,3.599999905,1.899999976,
1,260,213,55,1,2,2,BAX18,1,BSX18,100,100,100,99,98,94,91,84,77,53,26,14.80000019,9.100000381,4.199999809,3.700000048
1,260,214,55,1,1,1,B3,1,BS03,100,100,100,100,96,85,77,65,53,28,14,9.100000381,5.199999809,2.299999952,
1,260,215,55,1,1,2,B1,1,BS01,100,100,100,100,97,88,82,70,60,30,13,7.300000191,4,1.600000024,
1,160,159,20,1,2,1,BA303,2,BS302,100,100,100,100,100,100,100,100,100,96,79,57.29999924,37.5,23.39999962,21.39999962
1,164,163,20,1,1,2,B10,1,BS13,,,,,,,,,,,,,42,22.20000076,
1,201,207,20,1,1,2,B4,1,BS04,100,100,100,100,100,100,100,100,99,96,84,78.09999847,45.40000153,30.89999962,
1,202,211,20,1,1,7,B11,1,BS11,100,100,100,100,100,100,100,100,100,99,94,92.59999847,,,
1,203,201,20,1,1,2,B2,1,BS02,100,100,100,100,100,100,100,100,99,96,94,92.09999847,76.80000305,37.5,
1,203,259,20,1,1,1,B12,1,BS12,100,100,100,100,100,100,100,98,98,93,82,76.90000153,48.20000076,29.89999962,
1,205,203,20,1,1,7,B1,1,BS01,100,100,100,100,100,100,100,99,97,75,64,62,42.09999847,23.79999924,
