LINKED_LAYER_NO,LINKED_SHRP_ID,SHRP_ID,STATE_CODE,STATE_CODE_EXP,LAYER_NO,FIELD_SET,TEST_NO,TEST_NO_EXP,LOC_NO,SAMPLE_NO,LIQUID_LIMIT,PLASTIC_LIMIT,PLASTICITY_INDEX,TEST_DATE,CONSTRUCTION_NO
1,0902,0960,87,Ontario,1,1,2,Material sample obtained from area adjacent to leave end of test section.,A01A60,BS01A60,,,NP,07/30/1997,1
3,0902,0903,87,Ontario,3,1,2,Material sample obtained from area adjacent to leave end of test section.,A01A03,BG01A03,,,NP,07/30/1997,1
3,0960,0962,87,Ontario,3,1,2,Material sample obtained from area adjacent to leave end of test section.,A01A62,BG01A62,,,NP,02/17/1998,1
3,0962,0960,87,Ontario,3,1,2,Material sample obtained from area adjacent to leave end of test section.,A01A60,BG01A60,,,NP,07/30/1997,1
3,1645,1645,88,Prince Edward Island,3,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG55,0,0,NP,08/16/1991,1
2,1125,1125,89,Quebec,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BX03,BGX03,0,0,NP,09/23/1991,1
2,1125,1125,89,Quebec,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG57,0,0,NP,09/23/1991,1
3,1127,1127,89,Quebec,3,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG55,0,0,NP,09/30/1991,1
3,1127,1127,89,Quebec,3,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,0,0,NP,09/27/1991,1
1,2011,2011,89,Quebec,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,0,0,NP,10/10/1991,1
2,3001,3001,89,Quebec,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BX02,BGX02,0,0,NP,08/01/1991,1
2,3015,3015,89,Quebec,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BX02,BGX02,0,0,NP,08/02/1991,1
1,0506,0506,4,Arizona,1,4,3,Material sample obtained within test section limits.,TP2,BG02,23,16,7,11/20/2008,7
1,0507,0502,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP2,BS92,28,20,8,07/05/1991,1
1,0507,0507,4,Arizona,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS*1,21,16,5,07/05/1991,1
1,0507,0509,4,Arizona,1,4,3,Material sample obtained within test section limits.,TP1,BG01,,,,11/24/2008,6
2,0507,0559,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BG*4,,,NP,07/05/1991,1
2,0508,0508,4,Arizona,2,3,1,Material sample obtained from area adjacent to approach end of test section.,BA262,BG262,20,22,NP,02/12/2008,5
2,0509,0505,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BG*3,,,NP,07/01/1991,1
2,0509,0506,4,Arizona,2,4,3,Material sample obtained within test section limits.,TP2,BS02,26,18,8,11/21/2008,7
1,0559,0502,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP2,BS92,28,20,8,07/05/1991,1
1,0559,0505,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS*3,27,19,8,07/05/1991,1
2,0559,0504,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG91,,,NP,07/05/1991,1
1,0560,0502,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP2,BS92,28,20,8,07/05/1991,1
2,0560,0505,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BG*3,,,NP,07/01/1991,1
2,0560,0508,4,Arizona,2,3,1,Material sample obtained from area adjacent to approach end of test section.,BA261,BG261,20,22,NP,02/01/2008,5
2,0560,0508,4,Arizona,2,3,1,Material sample obtained from area adjacent to approach end of test section.,BA262,BG262,20,22,NP,02/12/2008,5
2,0601,0662,4,Arizona,3,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BG*3,19,17,2,12/07/1992,1
1,0603,0603,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS*4,22,14,8,12/07/1992,1
2,0603,0603,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BG*4,20,16,4,12/07/1992,1
3,0607,0603,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BG*4,20,16,4,12/07/1992,1
2,0662,0608,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BG*5,21,16,5,12/07/1992,1
3,0662,0662,4,Arizona,3,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BG*3,19,17,2,12/07/1992,1
2,0664,0662,4,Arizona,3,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BG*3,19,17,2,12/07/1992,1
2,0669,0662,4,Arizona,3,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BG*3,19,17,2,12/07/1992,1
1,1001,1001,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS91,23,0,NP,04/06/1990,2
1,1003,1003,4,Arizona,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,31,18,13,04/02/1990,2
2,1003,1003,4,Arizona,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,25,17,8,03/27/1990,2
2,1006,1006,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG91,0,0,NP,04/03/1990,1
2,1007,1007,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG91,0,0,NP,04/05/1990,1
1,1022,1022,4,Arizona,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,20,0,NP,01/30/1990,1
3,1022,1022,4,Arizona,3,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG91,0,0,NP,01/31/1990,1
2,1024,1024,4,Arizona,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,28,12,16,03/22/1990,2
2,1034,1034,4,Arizona,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,0,0,NP,04/03/1990,1
1,1062,1062,4,Arizona,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,37,24,13,02/01/1990,2
2,6060,6060,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG91,0,0,NP,04/19/1990,2
2,A310,1036,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG70,0,0,NP,08/23/1989,1
1,A390,1036,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS70,35,20,15,08/23/1989,1
1,A441,7613,4,Arizona,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,48,20,28,04/12/1990,1
1,A445,7613,4,Arizona,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,48,20,28,04/12/1990,1
1,A447,7613,4,Arizona,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,48,20,28,04/12/1990,1
1,A461,7613,4,Arizona,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,48,20,28,04/12/1990,1
2,A903,A901,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B323,BG23,,,NP,11/08/1993,1
2,B310,1021,4,Arizona,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG91,0,0,NP,01/22/1990,1
2,B320,1021,4,Arizona,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,0,0,NP,01/22/1990,1
2,C310,1017,4,Arizona,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,0,0,NP,04/20/1990,2
1,C330,1017,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS92,25,16,9,04/20/1990,2
1,C330,1017,4,Arizona,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,32,16,16,04/20/1990,2
1,D310,1016,4,Arizona,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,27,17,10,04/17/1990,1
2,D320,1016,4,Arizona,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,31,18,13,04/17/1990,1
1,D350,1016,4,Arizona,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS92,26,17,9,04/17/1990,1
2,D350,1016,4,Arizona,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,31,18,13,04/17/1990,1
1,0113,0114,5,Arkansas,1,5,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS**,,,NP,03/15/2004,1
1,0113,0117,5,Arkansas,1,7,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,,,NP,03/15/2004,1
1,0113,0119,5,Arkansas,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B1,BS01,0,0,NP,08/31/1993,1
1,0114,0114,5,Arkansas,1,5,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS**,,,NP,03/15/2004,1
1,0116,0118,5,Arkansas,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B4,BS04,0,0,NP,08/31/1993,1
1,0117,0113,5,Arkansas,1,6,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS**,,,NP,03/15/2004,1
1,0213,0224,5,Arkansas,1,1,3,Material sample obtained within test section limits.,B5,BS05,36,25,11,02/27/1997,1
3,0213,0222,5,Arkansas,3,1,3,Material sample obtained within test section limits.,B8,BG02,,,NP,02/27/1997,1
1,0215,0215,5,Arkansas,1,1,3,Material sample obtained within test section limits.,B1,BS01,22,17,5,02/27/1997,1
1,0216,0213,5,Arkansas,1,1,3,Material sample obtained within test section limits.,B6,BS06,20,14,6,02/27/1997,1
1,0216,0224,5,Arkansas,1,4,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS**,62,21,41,03/15/2004,4
1,0219,0219,5,Arkansas,1,1,3,Material sample obtained within test section limits.,B3,BS03,24,14,10,02/27/1997,1
2,4019,4019,5,Arkansas,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,,,NP,08/19/1991,1
1,4021,4021,5,Arkansas,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,24,19,5,08/20/1991,1
2,5805,5805,5,Arkansas,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BG**,30,28,2,08/14/1991,1
2,5805,5805,5,Arkansas,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,29,22,7,08/14/1991,1
1,A410,4021,5,Arkansas,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS**,24,16,8,08/20/1991,1
1,B430,4019,5,Arkansas,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS**,,,NP,08/19/1991,1
1,0502,0508,1,Alabama,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA5,BS05,0,0,NP,12/10/1996,1
1,0502,4155,1,Alabama,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS**,23,19,4,04/15/1991,1
2,0502,0506,1,Alabama,2,4,2,Material sample obtained from area adjacent to leave end of test section.,BA303,BG306,20,15,5,11/16/2006,2
2,0502,4155,1,Alabama,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BG**,,,NP,04/15/1991,1
3,0502,0502,1,Alabama,3,1,1,Material sample obtained from area adjacent to approach end of test section.,TP1,BG55,0,0,NP,12/10/1996,1
1,0503,0508,1,Alabama,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA6,BS06,0,0,NP,12/10/1996,1
1,0503,4155,1,Alabama,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS**,23,19,4,04/15/1991,1
2,0503,0504,1,Alabama,2,4,2,Material sample obtained from area adjacent to leave end of test section.,BA503,BG316,28,18,10,11/21/2006,2
3,0503,0502,1,Alabama,3,1,1,Material sample obtained from area adjacent to approach end of test section.,TP1,BG55,0,0,NP,12/10/1996,1
3,0503,0504,1,Alabama,3,4,2,Material sample obtained from area adjacent to leave end of test section.,BA304,BG309,24,18,6,11/21/2006,2
2,0504,0506,1,Alabama,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA1,BG02,0,0,NP,12/06/1996,1
2,0504,4155,1,Alabama,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,,,NP,04/15/1991,1
1,0505,0502,1,Alabama,1,1,1,Material sample obtained from area adjacent to approach end of test section.,TP1,BS55,0,0,NP,12/10/1996,1
1,0505,0506,1,Alabama,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA2,BS02,0,0,NP,12/10/1996,1
1,0505,0506,1,Alabama,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA1,BS01,0,0,NP,12/09/1996,1
1,0505,0508,1,Alabama,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA5,BS05,0,0,NP,12/10/1996,1
2,0505,0504,1,Alabama,2,4,2,Material sample obtained from area adjacent to leave end of test section.,BA305,BG312,26,15,11,11/16/2006,2
3,0505,0503,1,Alabama,3,4,1,Material sample obtained from area adjacent to approach end of test section.,BA309,BG321,27,17,10,11/16/2006,2
1,0506,0506,1,Alabama,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA2,BS02,0,0,NP,12/10/1996,1
2,0506,4155,1,Alabama,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,,,NP,04/15/1991,1
3,0506,0506,1,Alabama,3,4,2,Material sample obtained from area adjacent to leave end of test section.,BA302,BG303,23,18,5,11/16/2006,2
3,0506,0508,1,Alabama,3,1,2,Material sample obtained from area adjacent to leave end of test section.,BA5,BG09,,,NP,12/10/1996,1
1,0507,0506,1,Alabama,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA3,BS03,0,0,NP,12/10/1996,1
2,0507,0504,1,Alabama,2,4,2,Material sample obtained from area adjacent to leave end of test section.,BA306,BG314,27,17,10,11/16/2006,2
2,0507,4155,1,Alabama,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,,,NP,04/15/1991,1
2,0508,0504,1,Alabama,2,4,2,Material sample obtained from area adjacent to leave end of test section.,BA306,BG314,27,17,10,11/16/2006,2
2,0508,0504,1,Alabama,2,4,2,Material sample obtained from area adjacent to leave end of test section.,BA305,BG312,26,15,11,11/16/2006,2
2,0508,0508,1,Alabama,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA4,BG08,,,NP,12/09/1996,1
3,0508,0508,1,Alabama,3,1,2,Material sample obtained from area adjacent to leave end of test section.,BA5,BG09,,,NP,12/10/1996,1
1,0509,0508,1,Alabama,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA6,BS06,0,0,NP,12/10/1996,1
2,0509,0506,1,Alabama,2,4,2,Material sample obtained from area adjacent to leave end of test section.,BA501,BG308,23,17,6,11/21/2006,2
2,0509,0506,1,Alabama,2,4,2,Material sample obtained from area adjacent to leave end of test section.,BA301,BG302,22,15,7,11/16/2006,2
2,0509,0506,1,Alabama,2,4,2,Material sample obtained from area adjacent to leave end of test section.,BA303,BG306,20,15,5,11/16/2006,2
3,0509,0506,1,Alabama,3,1,1,Material sample obtained from area adjacent to approach end of test section.,BA2,BG03,0,0,NP,12/11/1996,1
1,0563,0506,1,Alabama,1,4,2,Material sample obtained from area adjacent to leave end of test section.,BA303,BS303,22,16,6,11/21/2006,2
2,0563,0504,1,Alabama,2,4,2,Material sample obtained from area adjacent to leave end of test section.,BA503,BG316,28,18,10,11/21/2006,2
2,0563,0504,1,Alabama,2,4,2,Material sample obtained from area adjacent to leave end of test section.,BA306,BG314,27,17,10,11/16/2006,2
2,0563,0506,1,Alabama,2,4,2,Material sample obtained from area adjacent to leave end of test section.,BA501,BG308,23,17,6,11/21/2006,2
2,0563,4155,1,Alabama,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BG**,,,NP,04/15/1991,1
1,0564,4155,1,Alabama,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,21,19,2,04/15/1991,1
2,0564,0504,1,Alabama,2,4,2,Material sample obtained from area adjacent to leave end of test section.,BA305,BG312,26,15,11,11/16/2006,2
1,0603,0606,1,Alabama,1,3,2,Material sample obtained from area adjacent to leave end of test section.,BAX04,BSX04,53,18,35,08/24/2006,2
2,0603,0606,1,Alabama,2,3,2,Material sample obtained from area adjacent to leave end of test section.,BAX06,BGX02,17,13,4,10/12/2006,2
