LINKED_SHRP_ID,LINKED_LAYER_NO,SHRP_ID,STATE_CODE,LAYER_NO,FIELD_SET,TEST_NO,SHRP_TEST,LOC_NO,CONSTRUCTION_NO,SAMPLE_NO,THREE_PASSING,TWO_PASSING,ONE_AND_HALF_PASSING,ONE_PASSING,THREE_FOURTHS_PASSING,ONE_HALF_PASSING,THREE_EIGHTHS_PASSING,NO_4_PASSING,NO_10_PASSING,NO_40_PASSING,NO_80_PASSING,NO_200_PASSING
0108,1,0161,12,1,1,2,SS01,B6,1,BS06,100,94.19999695,89.69999695,83.59999847,79.80000305,73.69999695,70.40000153,61.29999924,51.79999924,36.20000076,26.79999924,11.30000019
0108,2,0102,12,2,6,1,SS01,BA502,1,BG302,100,100,100,100,96,84,75,56,44,32,26,16.5
0112,1,0161,12,1,1,2,SS01,B6,1,BS06,100,94.19999695,89.69999695,83.59999847,79.80000305,73.69999695,70.40000153,61.29999924,51.79999924,36.20000076,26.79999924,11.30000019
A320,3,9054,12,3,1,2,UG01,TP1,1,BG55,100,98,98,90,83,77,73,66,59,43,30,16.20000076
A321,3,9054,12,3,1,2,UG01,TP1,1,BG55,100,98,98,90,83,77,73,66,59,43,30,16.20000076
A350,2,9054,12,2,1,2,UG01,TP1,1,BG56,100,100,100,100,100,100,100,100,100,99,95,13.19999981
A351,2,9054,12,2,1,2,UG01,TP1,1,BG56,100,100,100,100,100,100,100,100,100,99,95,13.19999981
A352,1,9054,12,1,1,1,SS01,BA*,1,BS**,100,100,100,100,100,100,100,100,100,98,69,5.599999905
B310,2,3997,12,2,1,1,UG01,BA*,1,BG**,100,100,100,99,99,97,95,90,87,81,74,13
B321,1,3997,12,1,1,2,SS01,TP1,1,BS55,100,100,100,100,100,100,100,100,100,99,94,9.399999619
B330,1,3997,12,1,1,2,SS01,TP1,1,BS55,100,100,100,100,100,100,100,100,100,99,94,9.399999619
B350,2,3997,12,2,1,1,UG01,BA*,1,BG**,100,100,100,99,99,97,95,90,87,81,74,13
B351,3,3997,12,3,1,1,UG01,BA*,1,BG**,100,100,100,99,97,91,87,75,70,54,41,23.79999924
B352,2,3997,12,2,1,2,UG01,TP1,1,BG56,100,100,100,99,95,92,88,84,81,75,70,11.69999981
B352,3,3997,12,3,1,1,UG01,BA*,1,BG**,100,100,100,99,97,91,87,75,70,54,41,23.79999924
C350,2,4154,12,2,1,1,UG01,BA*,2,BG**,100,100,100,98,97,93,91,81,74,56,44,30.79999924
0504,1,0509,13,1,3,2,SS01,BA306,2,BS303,100,100,100,100,100,99,99,97,76,48,37,13.69999981
0505,2,0507,13,2,1,1,UG01,BA*,1,BG**,100,100,100,96,94,81,72,55,42,30,26,23.10000038
0506,1,0509,13,1,3,2,SS01,BA501,2,BS304,100,100,100,99,96,89,85,75,64,51,45,33.90000153
0506,2,0509,13,2,1,2,UG01,BA*,1,BG**,100,100,100,95,87,74,66,50,36,24,21,16.60000038
0507,1,0509,13,1,3,2,SS01,BA306,2,BS303,100,100,100,100,100,99,99,97,76,48,37,13.69999981
0507,2,0565,13,2,1,2,UG01,BA*,1,BG**,100,100,100,98,93,81,71,54,41,27,24,20
0509,2,0565,13,2,1,2,UG01,BA*,1,BG**,100,100,100,98,93,81,71,54,41,27,24,20
0560,2,0509,13,2,1,2,UG01,BA*,1,BG**,100,100,100,95,87,74,66,50,36,24,21,16.60000038
0561,2,0509,13,2,1,2,UG01,BA*,1,BG**,100,100,100,95,87,74,66,50,36,24,21,16.60000038
0561,2,0565,13,2,1,2,UG01,BA*,1,BG**,100,100,100,98,93,81,71,54,41,27,24,20
0562,1,0509,13,1,1,2,SS01,BA*,1,BS**,100,100,100,99,96,93,88,77,68,55,49,39.40000153
0563,1,0509,13,1,3,2,SS01,BA306,2,BS303,100,100,100,100,100,99,99,97,76,48,37,13.69999981
0563,2,0507,13,2,1,1,UG01,BA*,1,BG**,100,100,100,96,94,81,72,55,42,30,26,23.10000038
0564,1,0509,13,1,3,2,SS01,BA306,2,BS303,100,100,100,100,100,99,99,97,76,48,37,13.69999981
0565,1,0509,13,1,3,2,SS01,BA501,2,BS304,100,100,100,99,96,89,85,75,64,51,45,33.90000153
0565,1,0509,13,1,3,2,SS01,BA705,2,BS305,100,100,100,99,97,88,85,75,65,52,46,35.29999924
0565,2,0509,13,2,1,2,UG01,BA*,1,BG**,100,100,100,95,87,74,66,50,36,24,21,16.60000038
0566,2,0509,13,2,1,2,UG01,BA*,1,BG**,100,100,100,95,87,74,66,50,36,24,21,16.60000038
3016,2,3016,13,2,1,1,UG01,BA*,1,BG**,100,100,100,98,93,79,70,48,36,23,16,8
3020,1,3020,13,1,1,2,SS01,BA*,1,BS**,100,100,100,100,100,100,100,100,100,55,17,2.799999952
4112,1,4112,13,1,1,2,SS01,TP1,1,BS55,100,99,97,94,92,90,88,85,81,66,29,0.800000012
4112,1,4112,13,1,1,1,SS01,BA*,1,BS**,100,100,99,99,98,97,97,95,94,87,39,1
4420,1,4420,13,1,1,2,SS01,TP1,2,BS55,100,100,100,100,100,100,100,100,99,94,79,15.60000038
1008,4,1008,15,4,1,2,UG01,TP1,1,BG91,100,100,100,86,73,59,52,37,28,15,11,7.199999809
7080,1,7080,15,1,1,2,SS01,TP1,1,BS93,100,62,27,15,15,15,12,12,12,8,4,2.700000048
6027,2,6027,16,2,1,2,UG02,TP1,1,BG92,100,97,93,80,72,60,54,36,19,11,4,2.700000048
B320,2,1021,16,2,1,1,UG02,BA*,1,BG**,100,100,100,100,100,96,88,59,39,28,17,9.199999809
C310,1,1010,16,1,1,1,SS01,BA*,1,BS**,100,100,100,100,100,99,97,92,78,48,19,8.300000191
C330,1,1010,16,1,1,2,SS01,TP1,1,BS92,100,100,100,100,100,100,99,97,88,66,38,13.10000038
0161,1,0112,12,1,1,2,SS01,B3,1,BS03,100,96.90000153,96.90000153,94.80000305,93.09999847,89,86.30000305,76.80000305,65.80000305,47.79999924,36.09999847,14.39999962
0502,1,0565,12,1,3,1,SS01,BA501,2,BS304,100,100,100,100,100,100,100,99,99,79,21,1.200000048
0502,2,0504,12,2,3,1,SS01,BAX05,2,BGX03,100,100,100,100,99,94,92,88,85,59,20,3.5
0502,3,0506,12,3,3,2,SS01,BAX06,2,BGX04,100,100,100,99,95,84,77,62,49,35,27,18.79999924
0503,2,0503,12,2,3,1,SS01,BAX03,2,BGX01,100,100,97,97,94,91,89,85,83,67,15,4.099999905
0503,2,0506,12,2,3,2,SS01,BAX04,2,BGX02,100,100,100,97,93,87,81,73,68,52,19,6
0503,2,0508,12,2,3,2,SS01,BA303,2,BG306,100,100,100,95,92,84,81,75,72,58,29,18.5
0503,2,1030,12,2,1,2,UG01,TP1,1,BG56,100,100,100,99,98,95,93,91,82,58,15,5.599999905
0504,1,0506,12,1,3,2,SS01,BAX02,2,BSX02,100,100,100,100,100,99,99,99,99,77,24,0.5
0504,1,0508,12,1,3,2,SS01,BA303,2,BS303,100,100,100,100,100,100,100,100,99,70,7,0.800000012
0504,2,0503,12,2,3,1,SS01,BAX03,2,BGX01,100,100,97,97,94,91,89,85,83,67,15,4.099999905
0504,3,0565,12,3,3,2,SS01,BA501,2,BG307,100,100,100,100,98,92,85,70,56,41,33,25.29999924
0505,1,1030,12,1,1,2,SS01,TP1,1,BS55,100,100,100,100,100,100,100,100,100,70,13,1.5
0505,3,0503,12,3,1,1,UG01,TP1,1,BG55,100,100,99.40000153,92.80000305,86.90000153,77.59999847,71.19999695,57.5,43.09999847,27.79999924,20.5,14.10000038
0505,3,1030,12,3,1,1,UG01,BA*,1,BG**,100,100,100,97,94,84,77,58,49,34,25,16.20000076
0506,1,0565,12,1,3,1,SS01,BA501,2,BS304,100,100,100,100,100,100,100,99,99,79,21,1.200000048
0506,3,0563,12,3,1,2,UG01,TP3,1,BG59,100,100,97.5,92.09999847,84.69999695,72.09999847,66.19999695,51.40000153,39.59999847,26.70000076,19.89999962,13.5
0507,2,0503,12,2,3,1,SS01,BAX03,2,BGX01,100,100,97,97,94,91,89,85,83,67,15,4.099999905
0507,3,0504,12,3,3,1,SS01,BAX07,2,BGX05,100,100,100,97,93,85,78,64,51,35,27,19.29999924
0508,1,1030,12,1,1,1,SS01,BA*,1,BS**,100,100,100,100,100,100,100,100,100,71,17,1.100000024
0508,2,1030,12,2,1,1,UG01,BA*,1,BG**,100,100,100,100,99,95,93,87,84,65,26,5.099999905
0508,3,0503,12,3,1,1,UG01,TP1,1,BG55,100,100,99.40000153,92.80000305,86.90000153,77.59999847,71.19999695,57.5,43.09999847,27.79999924,20.5,14.10000038
0508,3,0565,12,3,3,2,SS01,BA501,2,BG307,100,100,100,100,98,92,85,70,56,41,33,25.29999924
0509,3,0563,12,3,1,2,UG01,TP3,1,BG59,100,100,97.5,92.09999847,84.69999695,72.09999847,66.19999695,51.40000153,39.59999847,26.70000076,19.89999962,13.5
0509,3,1030,12,3,1,2,UG01,TP1,1,BG55,100,100,98,89,82,70,63,48,40,27,20,12.19999981
0561,1,0508,12,1,3,2,SS01,BA303,2,BS303,100,100,100,100,100,100,100,100,99,70,7,0.800000012
0561,2,0506,12,2,3,2,SS01,BAX04,2,BGX02,100,100,100,97,93,87,81,73,68,52,19,6
0561,3,0503,12,3,1,1,UG01,TP1,1,BG55,100,100,99.40000153,92.80000305,86.90000153,77.59999847,71.19999695,57.5,43.09999847,27.79999924,20.5,14.10000038
0561,3,1030,12,3,1,1,UG01,BA*,1,BG**,100,100,100,97,94,84,77,58,49,34,25,16.20000076
0562,1,1030,12,1,1,2,SS01,TP1,1,BS55,100,100,100,100,100,100,100,100,100,70,13,1.5
0562,2,0503,12,2,3,1,SS01,BAX03,2,BGX01,100,100,97,97,94,91,89,85,83,67,15,4.099999905
0562,3,0506,12,3,3,2,SS01,BAX06,2,BGX04,100,100,100,99,95,84,77,62,49,35,27,18.79999924
0562,3,0508,12,3,3,2,SS01,BA303,2,BG305,100,100,100,96,92,83,76,61,48,34,27,19.39999962
0562,3,1030,12,3,1,1,UG01,BA*,1,BG**,100,100,100,97,94,84,77,58,49,34,25,16.20000076
0563,1,0506,12,1,3,2,SS01,BAX02,2,BSX02,100,100,100,100,100,99,99,99,99,77,24,0.5
0563,1,0508,12,1,3,2,SS01,BA303,2,BS303,100,100,100,100,100,100,100,100,99,70,7,0.800000012
0563,1,0565,12,1,3,1,SS01,BA501,2,BS304,100,100,100,100,100,100,100,99,99,79,21,1.200000048
0563,1,1030,12,1,1,1,SS01,BA*,1,BS**,100,100,100,100,100,100,100,100,100,71,17,1.100000024
0563,2,0506,12,2,3,2,SS01,BAX04,2,BGX02,100,100,100,97,93,87,81,73,68,52,19,6
0564,1,0565,12,1,3,1,SS01,BA501,2,BS304,100,100,100,100,100,100,100,99,99,79,21,1.200000048
0564,1,1030,12,1,1,1,SS01,BA*,1,BS**,100,100,100,100,100,100,100,100,100,71,17,1.100000024
0564,2,0565,12,2,3,1,SS01,BA501,2,BG308,100,100,100,98,95,90,87,81,77,58,22,6
0564,3,0563,12,3,1,2,UG01,TP3,1,BG59,100,100,97.5,92.09999847,84.69999695,72.09999847,66.19999695,51.40000153,39.59999847,26.70000076,19.89999962,13.5
0564,3,1030,12,3,1,1,UG01,BA*,1,BG**,100,100,100,97,94,84,77,58,49,34,25,16.20000076
0566,2,1030,12,2,1,2,UG01,TP1,1,BG56,100,100,100,99,98,95,93,91,82,58,15,5.599999905
0566,3,0508,12,3,3,2,SS01,BA303,2,BG305,100,100,100,96,92,83,76,61,48,34,27,19.39999962
0566,3,1030,12,3,1,1,UG01,BA*,1,BG**,100,100,100,97,94,84,77,58,49,34,25,16.20000076
1060,2,1060,12,2,1,1,UG01,BA*,1,BG**,100,100,100,97,93,83,74,54,43,32,25,16
1370,2,1370,12,2,1,1,UG01,BA*,1,BG**,100,100,100,100,100,100,99,97,94,80,36,9.800000191
4059,1,4059,12,1,1,2,SS01,BA*,1,BS**,100,100,100,100,100,100,100,100,99,93,47,0.699999988
4059,1,4059,12,1,1,1,SS01,BA*,1,BS**,100,100,100,100,100,100,100,99,99,94,56,1.299999952
4096,2,4096,12,2,1,1,UG01,BA*,1,BG**,100,100,100,100,100,100,100,100,100,71,21,6.599999905
4099,2,4099,12,2,1,2,UG01,TP1,1,BG56,100,100,98,92,88,83,81,76,73,64,45,12.30000019
4101,3,4101,12,3,1,1,UG01,BA*,1,BG**,100,100,100,100,99,95,92,81,71,51,42,30.79999924
4103,3,4103,12,3,1,1,UG01,BA*,1,BG**,100,100,99,95,90,77,68,51,41,30,24,15.60000038
4105,1,4105,12,1,1,2,SS01,BA*,1,BS**,100,100,100,100,100,100,100,99,99,99,80,5.300000191
4107,1,4107,12,1,1,1,SS01,BA*,1,BS**,100,100,100,100,100,99,98,98,94,79,32,11.89999962
4136,3,4136,12,3,1,1,UG01,BA*,1,BG**,100,100,100,100,100,98,97,93,84,65,51,35.79999924
9054,3,9054,12,3,1,1,UG01,BA*,1,BG**,100,100,100,99,98,95,92,84,74,53,41,21.29999924
B964,1,1007,4,1,1,1,SS01,BA*,1,BS**,100,100,100,99,97,94,92,83,61,39,30,23.5
C310,1,1017,4,1,1,2,SS01,TP1,2,BS92,100,96,93,87,83,76,72,59,47,32,23,17.89999962
C330,1,1017,4,1,1,1,SS01,BA*,2,BS**,100,99,99,94,89,83,79,68,55,37,28,22.70000076
D320,1,1016,4,1,1,1,SS01,BA*,1,BS**,100,99,96,82,74,63,58,47,39,27,19,13.80000019
D320,2,1016,4,2,1,2,UG01,TP1,1,BG91,100,100,100,94,84,77,73,64,50,27,15,10.19999981
D330,2,1016,4,2,1,2,UG01,TP1,1,BG91,100,100,100,94,84,77,73,64,50,27,15,10.19999981
0114,1,0113,5,1,6,2,SS01,BA*,1,BS**,100,100,100,100,100,100,100,100,97,88,45,18.60000038
0114,2,0114,5,2,5,2,UG01,BA*,1,BG**,100,100,100,94,85,70,63,51,42,22,10,7.199999809
1001,1,1001,26,1,1,1,SS01,BX02,1,BSX02,100,100,100,100,100,99,99,98,97,76,15,3.200000048
1004,1,1004,26,1,1,1,SS01,BX02,1,BSX02,100,100,100,100,100,99,99,97,96,68,8,1.899999976
1013,1,1013,26,1,1,2,SS01,TP1,2,BS55,100,100,100,100,99,97,96,90,83,51,7,4.800000191
3068,2,3068,26,2,1,1,SS01,BX01,1,BGX01,100,100,100,99,98,97,96,93,89,63,15,6.400000095
5363,1,5363,26,1,1,2,SS01,TP1,1,BS55,100,100,100,100,100,99,99,98,97,81,23,8.800000191
6016,3,6016,26,3,1,1,SS01,BX01,1,BGX01,100,100,100,100,96,87,77,55,42,23,7,4.900000095
6016,3,6016,26,3,1,2,UG01,TP1,1,BG55,100,100,100,100,97,87,79,58,46,27,7,5.300000191
9030,2,9030,26,2,1,2,SS01,BX02,1,BGX02,100,100,100,100,100,100,100,100,99,88,41,6.699999809
A310,2,1013,26,2,1,2,UG01,TP1,2,BG56,100,100,100,100,100,100,100,100,99,96,44,9.5
A320,1,1013,26,1,1,2,SS01,TP1,2,BS55,100,100,100,100,99,97,96,90,83,51,7,4.800000191
A321,2,1013,26,2,1,1,SS01,BX01,2,BGX01,100,100,100,100,100,99,99,98,97,92,29,7.699999809
A330,3,1013,26,3,1,1,SS01,BX02,2,BGX02,100,100,100,100,95,82,75,58,42,20,6,2.5
A340,3,1013,26,3,1,1,SS01,BX02,2,BGX02,100,100,100,100,95,82,75,58,42,20,6,2.5
C320,2,1001,26,2,1,1,SS01,BX01,1,BGX01,100,100,100,100,96,81,72,55,45,25,9,6.099999905
C351,2,1001,26,2,1,1,SS01,BX01,1,BGX01,100,100,100,100,96,81,72,55,45,25,9,6.099999905
0503,2,0503,27,2,3,1,SS01,BAX06,4,BGX06,100,100,100,99,97,93,90,83,71,36,17,11
0503,2,0507,27,2,1,2,UG01,TP3,1,BG58,100,100,,98.09999847,97,,90.40000153,82.09999847,68.5,30.70000076,10.80000019,7.5
0504,1,0507,27,1,3,2,SS01,BAX01,6,BSX01,100,100,100,100,100,100,100,98,96,86,70,53.20000076
0504,2,0503,27,2,3,1,SS01,BAX06,4,BGX06,100,100,100,99,97,93,90,83,71,36,17,11
0503,3,0508,23,3,1,2,UG01,BA4,1,BG04,92,87,83,79,70,60,56,46,36,15,9,5.300000191
0503,3,0559,23,3,1,2,UG01,TP2,1,BG57,100,100,100,81.59999847,65.69999695,51.79999924,45.79999924,33.09999847,22.39999962,9,6.099999905,4.400000095
0504,3,0502,23,3,1,2,UG01,BA3,1,BG03,100,100,100,84,70,56,51,42,34,12,6,3.799999952
0505,1,0504,23,1,3,2,SS01,BA302,3,BS302,100,97,95,88,80,71,66,57,48,29,17,8
0505,2,0502,23,2,1,2,UG01,BA1,1,BG61,80,70,64,56,50,44,42,37,33,20,12,5.800000191
0506,1,0504,23,1,3,2,SS01,BA302,3,BS302,100,97,95,88,80,71,66,57,48,29,17,8
0506,2,0508,23,2,1,2,UG01,BA5,1,BG65,76,66,59,50,48,46,45,41,37,22,14,5.800000191
0507,2,0502,23,2,1,2,UG01,BA2,1,BG62,92,77,67,54,47,40,39,35,32,20,12,5.599999905
0507,3,0502,23,3,1,2,UG01,BA1,1,BG01,100,100,100,88,78,67,61,52,40,11,5,3.400000095
0507,3,0508,23,3,1,2,UG01,BA4,1,BG04,92,87,83,79,70,60,56,46,36,15,9,5.300000191
0508,1,0506,23,1,1,2,SS01,TP1,1,BS55,100,97.30000305,89.40000153,83.19999695,77.80000305,70.30000305,66.69999695,59.40000153,52.40000153,31,18,7.300000191
0508,1,0507,23,1,3,2,SS01,BA303,3,BS303,100,100,100,96,92,86,83,74,60,27,16,7.199999809
0508,2,0502,23,2,1,2,UG01,BA1,1,BG61,80,70,64,56,50,44,42,37,33,20,12,5.800000191
0508,2,0506,23,2,1,2,UG01,TP1,1,BG56,100,93,86,78.40000153,74.09999847,70.30000305,68.5,64.90000153,60,38.70000076,23,9.300000191
0509,2,0502,23,2,1,2,UG01,BA2,1,BG62,92,77,67,54,47,40,39,35,32,20,12,5.599999905
0509,2,0504,23,2,3,1,SS01,BAX03,3,BGX03,100,100,100,90,80,68,62,52,38,17,11,7.900000095
0509,2,0507,23,2,3,2,SS01,BA303,3,BG305,100,100,100,90,79,67,61,48,38,18,12,7.599999905
0509,3,0506,23,3,1,2,UG01,TP1,1,BG55,100,100,97.80000305,89.40000153,81.90000153,70.80000305,65.30000305,52.90000153,39.90000153,14.39999962,8.600000381,5.400000095
0559,2,0502,23,2,1,2,UG01,BA2,1,BG62,92,77,67,54,47,40,39,35,32,20,12,5.599999905
0559,2,0508,23,2,1,2,UG01,BA4,1,BG64,88,82,78,72,68,64,62,55,46,23,15,7.5
0559,3,0503,23,3,3,2,SS01,BAX01,3,BGX01,100,100,97,87,59,70,66,58,50,28,16,6.599999905
0559,3,0506,23,3,1,2,UG01,TP1,1,BG55,100,100,97.80000305,89.40000153,81.90000153,70.80000305,65.30000305,52.90000153,39.90000153,14.39999962,8.600000381,5.400000095
1009,1,1009,23,1,1,2,SS01,TP1,1,BS55,100,99,99,97,96,94,93,89,83,59,24,6
1009,3,1009,23,3,1,2,UG01,TP1,1,BG55,100,97,97,89,82,72,65,49,33,14,8,4.699999809
1026,2,1026,23,2,1,1,SS01,BX01,1,BGX01,71,61,59,50,45,41,38,32,26,13,7,4
3013,2,3013,23,2,1,1,SS01,BX03,1,BGX03,100,100,100,100,98,96,95,93,88,59,27,6.800000191
1003,1,1003,25,1,1,2,SS01,TP1,2,BS55,100,97,92,87,83,78,74,67,59,30,14,7.099999905
1004,1,1004,25,1,1,1,SS01,BX02,1,BSX02,93,90,87,83,80,76,74,69,62,44,31,21.20000076
1004,2,1004,25,2,1,2,UG01,TP1,1,BG55,100,97,94,91,90,87,85,79,68,36,15,7.5
5151,1,5151,17,1,1,1,SS01,BX01,3,BSX01,100,100,100,100,100,100,100,100,100,97,35,5.5
9267,1,9267,17,1,1,1,SS01,BX02,1,BSX02,100,100,100,96,94,92,91,87,80,41,15,9.800000191
B310,1,1002,17,1,1,2,SS01,TP1,1,BS55,100,100,99,97,94,90,87,83,80,72,58,51.40000153
3003,1,3003,18,1,1,1,SS01,BX01,1,BSX01,100,100,100,100,100,99,98,96,91,75,52,40.79999924
4042,1,4042,18,1,1,1,SS01,BX02,1,BSX02,100,100,100,100,100,100,100,99,99,98,78,64.80000305
5528,1,5528,18,1,1,2,SS01,TP1,1,BS55,100,100,100,99,97,95,93,86,77,55,36,30.60000038
5538,1,5538,18,1,1,2,SS01,BX03,1,BSX03,100,100,100,99,99,97,95,90,81,46,11,7.199999809
A901,1,A902,18,1,1,2,SS01,A02A02,1,BS02A02,100,100,100,100,100,100,99,98,94,81,74,50.79999924
A901,1,A960,18,1,1,2,SS01,A02A60,1,BS02A60,100,100,100,100,100,96,89,87,80,68,57,43.90000153
A901,2,A902,18,2,1,4,SS01,BX01,1,BGX01,100,100,100,94,92,85,79,62,39,7,2,1.5
A902,1,A961,18,1,1,1,SS01,A01A61,1,BS01A61,100,100,100,100,95,95,90,89,84,73,62,39.20000076
A903,1,A903,18,1,1,1,SS01,A01A03,1,BS01A03,100,100,100,100,94,90,84,80,70,56,47,37
A961,2,A961,18,2,1,4,SS01,BX01,1,BGX01,100,100,100,96,90,80,74,59,41,8,2,1.299999952
0504,2,0508,30,2,1,1,UG01,TP1,1,BG92,100,100,100,85,74,63,57,47,41,28,17,11.30000019
0504,3,0508,30,3,1,1,UG01,TP1,1,BG91,100,100,100,100,100,91,81,62,49,31,19,12.69999981
0505,1,0506,30,1,1,2,SS01,BA*,1,BS*1,100,91,88,86,82,77,74,66,61,52,43,32.59999847
0505,1,7066,30,1,1,2,SS01,TP1,1,BS93,100,98,98,96,94,93,92,90,87,81,69,54.70000076
0505,1,7066,30,1,1,1,SS01,BA*,1,BS**,100,100,100,98,97,96,95,91,85,77,66,56.29999924
0505,2,7066,30,2,1,2,UG02,TP1,1,BG92,100,100,100,87,75,60,54,42,30,20,12,8.399999619
0506,1,0504,30,1,3,2,SS01,BA268,3,BS268,100,100,100,100,99,98,96,90,81,68,60,49.90000153
4052,1,4052,20,1,1,1,SS01,BA1,1,BS01,100,100,100,100,100,100,100,100,99,93,56,45.29999924
6043,2,6043,21,2,1,1,SS01,BX01,2,BGX01,100,100,100,100,99,89,80,59,44,25,17,11.5
3056,1,3056,22,1,1,1,SS01,BA*,1,BS**,100,100,100,100,100,99,99,99,98,92,39,16.89999962
0501,1,0506,23,1,1,2,SS01,TP1,1,BS55,100,97.30000305,89.40000153,83.19999695,77.80000305,70.30000305,66.69999695,59.40000153,52.40000153,31,18,7.300000191
0501,2,0508,23,2,1,2,UG01,BA6,1,BG66,100,100,100,79,74,66,64,57,46,23,15,8.699999809
0501,2,0508,23,2,1,2,UG01,BA4,1,BG64,88,82,78,72,68,64,62,55,46,23,15,7.5
0501,3,0502,23,3,1,2,UG01,BA3,1,BG03,100,100,100,84,70,56,51,42,34,12,6,3.799999952
0501,3,0508,23,3,1,2,UG01,BA6,1,BG06,100,100,100,87,78,65,58,43,32,12,7,4.199999809
0502,3,0506,23,3,1,2,UG01,TP1,1,BG55,100,100,97.80000305,89.40000153,81.90000153,70.80000305,65.30000305,52.90000153,39.90000153,14.39999962,8.600000381,5.400000095
0502,3,0507,23,3,3,2,SS01,BA303,3,BG306,100,97,95,90,87,84,82,78,69,26,13,3.799999952
0503,1,0506,23,1,1,2,SS01,TP1,1,BS55,100,97.30000305,89.40000153,83.19999695,77.80000305,70.30000305,66.69999695,59.40000153,52.40000153,31,18,7.300000191
0503,2,0502,23,2,1,2,UG01,BA1,1,BG61,80,70,64,56,50,44,42,37,33,20,12,5.800000191
0503,2,0502,23,2,1,2,UG01,BA2,1,BG62,92,77,67,54,47,40,39,35,32,20,12,5.599999905
0503,2,0508,23,2,1,2,UG01,BA5,1,BG65,76,66,59,50,48,46,45,41,37,22,14,5.800000191
3009,1,3009,19,1,1,2,SS01,BX04,1,BSX04,100,100,100,100,100,100,99,98,97,79,43,34.09999847
9116,1,9116,19,1,1,2,SS01,TP1,1,BS55,100,100,100,98,97,97,96,93,89,71,48,33.09999847
A410,2,3055,19,2,1,2,UG01,TP1,1,BG55,100,100,100,100,99,91,86,75,62,28,16,11.39999962
A410,2,3055,19,2,1,1,UG01,BA1,1,BG01,100,100,100,100,100,92,88,76,66,35,22,16
B430,1,3009,19,1,1,2,SS01,BX04,1,BSX04,100,100,100,100,100,100,99,98,97,79,43,34.09999847
B430,2,3009,19,2,1,1,SS01,BX01,1,BGX01,100,100,100,100,100,100,99,98,96,78,51,41.90000153
0103,2,0102,20,3,1,1,UG01,B2,1,BG12,100,100,100,98,89,73,65,46,33,18,12,10.30000019
0103,2,0159,20,2,2,2,SS01,BAX15,2,BGX15,100,100,100,100,100,100,99,99,97,90,80,66.09999847
0106,3,0109,20,4,2,1,SS01,BA313,3,BG302,100,100,100,98,87,70,61,44,32,20,15,12.69999981
0107,1,0103,20,1,2,2,SS01,BA325,2,BS316,100,100,100,100,100,100,100,100,100,97,48,43.20000076
0107,2,0102,20,3,1,1,UG01,B2,1,BG12,100,100,100,98,89,73,65,46,33,18,12,10.30000019
0109,4,0108,20,3,1,2,UG01,B14,1,BG03,100,100,100,96,83,63,51,36,26,16,11,8.800000191
0507,2,0503,27,2,3,1,SS01,BAX06,4,BGX06,100,100,100,99,97,93,90,83,71,36,17,11
0507,2,0507,27,2,3,2,SS01,BAX04,6,BGX04,100,100,100,100,99,96,94,88,78,46,20,12
0701,3,0701,27,3,1,2,UG01,TP1,1,BG13,100,100,100,100,98,93,89,77,61,32,16,7.599999905
0707,1,0701,27,1,1,2,SS01,TP1,1,BS01,100,100,100,99,99,99,98,98,97,92,78,48.79999924
0707,3,0709,27,3,1,2,UG01,TP3,1,BG17,100,100,100,100,97,92,89,81,67,34,14,8.300000191
0708,3,0704,27,3,1,1,UG01,TP2,1,BG15,100,100,100,100,97,90,85,76,63,35,16,9
0709,1,0701,27,1,1,2,SS01,TP1,1,BS01,100,100,100,99,99,99,98,98,97,92,78,48.79999924
1019,1,1019,27,1,1,1,SS01,BA1,1,BS01,100,100,100,100,100,99,99,98,96,87,52,13.39999962
1023,2,1023,27,2,1,2,UG01,TP1,1,BG56,100,100,100,100,100,99,98,97,94,63,16,7
1087,1,1087,27,1,1,2,SS01,TP1,1,BS55,100,100,100,100,100,100,99,98,95,80,47,29.29999924
4034,1,4034,27,1,1,1,SS01,TP2,1,BS56,100,100,100,100,100,100,99,97,95,74,30,12.39999962
4034,1,4034,27,1,1,2,SS01,TP1,1,BS55,100,100,100,100,100,99,99,98,96,67,19,6.099999905
4055,1,4055,27,1,1,1,SS01,BA1,1,BS01,100,100,100,100,100,99,98,93,84,45,18,8.699999809
6251,1,6251,27,1,1,1,SS01,BX02,1,BSX02,100,100,100,100,100,100,100,99,97,63,20,6.300000191
A340,1,1016,27,1,1,1,SS01,BX02,1,BSX02,100,100,100,99,99,97,96,93,87,44,12,6.800000191
A340,2,1016,27,2,1,2,UG01,TP1,1,BG55,100,100,100,100,95,87,82,72,63,34,18,13.60000038
A340,2,1016,27,2,1,1,SS01,BX01,1,BGX01,100,100,100,100,96,87,83,74,64,34,17,11.89999962
B330,1,6251,27,1,1,1,SS01,BX02,1,BSX02,100,100,100,100,100,100,100,99,97,63,20,6.300000191
B350,1,6251,27,1,1,2,SS01,TP1,1,BS55,100,100,100,100,100,100,99,99,97,72,18,7.699999809
D310,2,1019,27,2,1,1,UG01,BA1,1,BG01,100,100,100,100,98,92,88,80,72,52,26,11
D330,1,1019,27,1,1,1,SS01,BA1,1,BS01,100,100,100,100,100,99,99,98,96,87,52,13.39999962
D350,1,1019,27,1,1,1,SS01,BA1,1,BS01,100,100,100,100,100,99,99,98,96,87,52,13.39999962
