LINKED_SHRP_ID,LINKED_LAYER_NO,SHRP_ID,STATE_CODE,LAYER_NO,FIELD_SET,TEST_NO,SHRP_TEST,LOC_NO,CONSTRUCTION_NO,SAMPLE_NO,THREE_PASSING,TWO_PASSING,ONE_AND_HALF_PASSING,ONE_PASSING,THREE_FOURTHS_PASSING,ONE_HALF_PASSING,THREE_EIGHTHS_PASSING,NO_4_PASSING,NO_10_PASSING,NO_40_PASSING,NO_80_PASSING,NO_200_PASSING
0604,1,0604,4,1,1,1,SS01,BA*,1,BS*2,100,100,100,98,97,94,90,79,72,63,56,40.5
0604,2,0662,4,3,1,2,UG01,BA*,1,BG*3,100,100,100,100,97,85,76,62,52,39,34,26.29999924
0605,3,0603,4,2,1,2,UG01,BA*,1,BG*4,100,100,100,100,96,83,74,59,48,37,32,25.39999962
0606,2,0604,4,2,1,1,UG01,BA*,1,BG*2,100,100,100,100,97,83,75,60,50,38,33,25.5
0607,2,0608,4,2,1,2,UG01,BA*,1,BG*5,100,100,100,99,97,93,89,79,72,64,59,45.29999924
0660,2,0608,4,3,1,2,UG01,BA*,1,BG*1,100,100,100,100,96,86,77,63,54,43,38,29.60000038
0661,2,0603,4,2,1,2,UG01,BA*,1,BG*4,100,100,100,100,96,83,74,59,48,37,32,25.39999962
0662,3,0662,4,3,1,2,UG01,BA*,1,BG*3,100,100,100,100,97,85,76,62,52,39,34,26.29999924
0664,2,0608,4,3,1,2,UG01,BA*,1,BG*1,100,100,100,100,96,86,77,63,54,43,38,29.60000038
0666,2,0604,4,2,1,1,UG01,BA*,1,BG*2,100,100,100,100,97,83,75,60,50,38,33,25.5
0668,2,0604,4,2,1,1,UG01,BA*,1,BG*2,100,100,100,100,97,83,75,60,50,38,33,25.5
0668,2,0662,4,3,1,2,UG01,BA*,1,BG*3,100,100,100,100,97,85,76,62,52,39,34,26.29999924
1003,1,1003,4,1,1,2,SS01,TP1,2,BS92,100,100,95,93,90,86,83,73,62,43,32,26.39999962
1015,1,1015,4,1,1,1,SS01,BA*,1,BS**,100,100,99,95,92,86,83,72,61,46,37,29.5
1018,1,1018,4,1,1,2,SS01,TP1,2,BS92,100,100,98,98,97,97,96,94,91,83,75,60
1018,1,1018,4,1,1,1,SS01,BA*,2,BS**,100,100,99,97,94,89,84,69,51,33,23,17.29999924
1022,1,1022,4,1,1,1,SS01,BA*,1,BS**,100,100,99,98,95,90,87,76,61,36,21,14.39999962
1034,1,1034,4,1,1,1,SS01,BA*,1,BS**,100,100,99,97,95,91,88,79,65,42,19,12.5
1037,1,1037,4,1,1,2,SS01,TP1,1,BS70,100,98,97,96,93,89,86,72,43,17,8,5.099999905
1065,1,1065,4,1,1,1,SS01,BA*,2,BS**,100,100,100,100,96,88,81,70,54,35,25,19.5
6060,2,6060,4,2,1,2,UG01,TP1,2,BG91,100,100,98,97,94,83,76,59,45,23,12,7.400000095
7613,1,7613,4,1,1,2,SS01,BA*,1,BS**,100,100,100,98,96,92,89,77,70,59,52,43.5
7614,1,7614,4,1,1,2,SS01,BA*,1,BS**,100,92,90,88,86,84,83,80,74,52,32,18.79999924
A310,2,1036,4,2,1,2,UG02,TP1,1,BG70,100,100,100,98,96,90,84,69,53,23,11,7
A320,2,1036,4,2,1,1,UG02,BA*,1,BG**,100,100,100,99,96,91,86,71,53,27,14,10.30000019
A330,2,1036,4,2,1,2,UG02,TP1,1,BG70,100,100,100,98,96,90,84,69,53,23,11,7
A350,1,1036,4,1,1,2,SS01,TP1,1,BS70,100,99,96,96,92,88,83,72,52,26,14,10.69999981
A390,1,1036,4,1,1,2,SS01,TP1,1,BS70,100,99,96,96,92,88,83,72,52,26,14,10.69999981
A390,2,1036,4,2,1,1,UG02,BA*,1,BG**,100,100,100,99,96,91,86,71,53,27,14,10.30000019
A443,1,7613,4,1,1,2,SS01,BA*,1,BS**,100,100,100,98,96,92,89,77,70,59,52,43.5
A447,1,7613,4,1,1,2,SS01,BA*,1,BS**,100,100,100,98,96,92,89,77,70,59,52,43.5
A447,1,7613,4,1,1,1,SS01,BA*,1,BS**,100,89,85,70,61,50,43,33,26,20,16,13.10000038
A451,1,7613,4,1,1,2,SS01,BA*,1,BS**,100,100,100,98,96,92,89,77,70,59,52,43.5
A455,1,7613,4,1,1,1,SS01,BA*,1,BS**,100,89,85,70,61,50,43,33,26,20,16,13.10000038
B423,2,7455,6,2,1,1,UG01,BA*,1,BG**,100,100,100,100,96,86,80,61,47,33,25,19.20000076
B443,1,7455,6,1,1,1,SS01,BA1,1,BS01,100,100,100,100,100,98,94,81,77,72,67,56.09999847
B453,1,7455,6,1,1,2,SS01,BA6,1,BS06,100,100,100,100,100,99,98,79,75,69,61,51.29999924
0214,1,0214,8,1,5,1,SS01,BA263,1,BS263,100,100,100,100,99,99,99,98,96,74,37,14.10000038
0214,2,0214,8,2,1,2,UG01,B10,1,BG10,100,100,100,95,88,74,68,60,40,22,14,8.399999619
0219,1,0214,8,1,5,1,SS01,BA263,1,BS263,100,100,100,100,99,99,99,98,96,74,37,14.10000038
0223,1,0223,8,1,1,2,SS01,B7,1,BS07,100,100,100,100,100,100,100,100,100,74,35,13.80000019
0560,1,0508,8,1,1,1,SS01,BA*,1,BS*1,100,100,100,100,100,100,100,96,87,61,52,48.29999924
1029,1,1029,8,1,1,1,SS01,BA*,1,BS**,100,100,100,100,100,100,100,99,98,95,82,42.20000076
1029,2,1029,8,2,1,2,UG01,TP1,1,BG92,100,100,92,84,78,69,65,55,47,22,14,7.900000095
7780,1,7780,8,1,1,1,SS01,BA*,1,BS**,100,100,100,100,99,94,89,62,37,17,12,9.100000381
7783,1,7783,8,1,1,2,SS01,TP1,1,BS93,100,100,100,100,100,99,98,97,95,93,87,72.5
7783,3,7783,8,3,1,2,UG01,TP1,1,BG92,100,100,100,100,100,86,75,54,42,24,14,9
7783,3,7783,8,3,1,1,UG01,BA*,1,BG**,100,100,100,100,99,84,73,49,37,21,12,7.699999809
0901,1,0961,9,1,1,2,SS01,A02A61,1,BS02A61,100,77,57,54,53,50,48,44,41,30,10,3.400000095
0901,1,0961,9,1,1,1,SS01,A01A61,1,BS01A61,100,100,96,95,90,85,81,75,69,51,14,3.400000095
0901,2,0901,9,2,1,2,SS01,A02A01,1,BG04A01,100,100,93,88,84,73,68,59,52,29,8,2.900000095
0901,2,0903,9,2,1,2,SS01,A02A03,1,BG04A03,100,100,87,81,73,64,61,53,45,24,5,1.5
0901,2,0960,9,2,1,1,SS01,A01A60,1,BG03A60,100,100,92,91,80,71,67,58,52,31,10,5.199999809
0901,3,0901,9,3,1,1,UG01,A01A01,1,BG01A01,100,100,100,94,86,70,65,53,47,35,21,13.80000019
0901,3,0902,9,3,1,2,UG01,A02A02,1,BG02A02,100,100,100,97,86,74,66,52,41,27,17,11.10000038
0901,3,0903,9,3,1,2,UG01,A02A03,1,BG02A03,100,100,100,92,72,60,54,46,37,17,8,5.400000095
0901,3,0962,9,3,1,1,UG01,A01A62,1,BG01A62,100,100,100,94,89,71,66,59,53,40,15,7.099999905
0902,1,0960,9,1,1,1,SS01,A01A60,1,BS01A60,100,100,100,80,76,68,65,58,52,41,7,4.400000095
0902,1,0962,9,1,1,1,SS01,A01A62,1,BS01A62,100,100,79,79,78,71,68,62,55,29,8,2.700000048
0902,2,0902,9,2,1,2,SS01,A02A02,1,BG04A02,100,100,100,95,91,81,76,67,58,34,12,5
0902,2,0902,9,2,1,1,SS01,A01A02,1,BG03A02,100,100,96,87,82,74,70,61,53,30,9,3
0902,3,0902,9,3,1,2,UG01,A02A02,1,BG02A02,100,100,100,97,86,74,66,52,41,27,17,11.10000038
0902,3,0961,9,3,1,1,UG01,A01A61,1,BG01A61,100,100,95,80,68,54,48,40,34,26,17,10.69999981
8202,1,8202,6,1,1,2,SS01,TP1,1,BS91,100,100,100,100,100,100,100,100,100,91,60,30.5
9107,1,9107,6,1,1,1,SS01,BA*,1,BS**,100,100,99,93,88,79,73,59,47,31,22,14.10000038
A310,1,1253,6,1,1,2,SS01,TP1,1,BS92,100,94,93,86,81,75,71,61,52,33,22,13.80000019
A311,2,1253,6,2,1,2,UG01,TP1,1,BG91,100,100,100,100,95,82,73,53,37,17,11,8
A320,2,1253,6,2,1,2,UG01,TP1,1,BG91,100,100,100,100,95,82,73,53,37,17,11,8
A330,2,1253,6,2,1,1,UG01,BA*,1,BG**,100,100,100,100,96,82,73,50,36,22,16,11.60000038
A350,1,1253,6,1,1,2,SS01,TP1,1,BS92,100,94,93,86,81,75,71,61,52,33,22,13.80000019
A351,2,1253,6,2,1,2,UG01,TP1,1,BG91,100,100,100,100,95,82,73,53,37,17,11,8
A353,1,1253,6,1,1,1,SS01,BA*,1,BS**,100,100,100,100,98,91,85,69,60,45,37,28.39999962
A361,1,1253,6,1,1,2,SS01,TP1,1,BS92,100,94,93,86,81,75,71,61,52,33,22,13.80000019
A410,2,3021,6,2,1,1,UG01,BA*,1,BG**,100,100,100,100,100,100,100,99,83,38,22,12.60000038
A411,2,3021,6,2,1,2,UG01,BA*,1,BG**,100,100,100,100,100,100,99,95,76,32,18,9.5
A412,1,3021,6,1,1,2,SS01,BA*,1,BS**,100,100,100,100,100,100,100,97,77,34,20,12.19999981
A412,1,3021,6,1,1,1,SS01,BA*,1,BS**,100,100,100,100,100,100,100,99,84,46,28,16.70000076
A443,1,3021,6,1,1,2,SS01,BA*,1,BS**,100,100,100,100,100,100,100,97,77,34,20,12.19999981
A443,2,3021,6,2,1,2,UG01,BA*,1,BG**,100,100,100,100,100,100,99,95,76,32,18,9.5
A805,2,A806,6,2,1,1,UG01,B10,1,BG10,100,100,100,93,84,76,51,35,25,15,11,8
B413,2,7455,6,2,1,2,UG01,BA6,1,BG06,100,100,96,84,77,62,53,35,27,18,13,10
B423,2,7455,6,2,1,2,UG01,BA6,1,BG06,100,100,96,84,77,62,53,35,27,18,13,10
B430,1,7455,6,1,1,1,SS01,BA1,1,BS01,100,100,100,100,100,98,94,81,77,72,67,56.09999847
B441,1,7455,6,1,1,1,SS01,BA1,1,BS01,100,100,100,100,100,98,94,81,77,72,67,56.09999847
B441,2,7455,6,2,1,1,UG01,BA*,1,BG**,100,100,100,100,96,86,80,61,47,33,25,19.20000076
B442,2,7455,6,2,1,1,UG01,BA*,1,BG**,100,100,100,100,96,86,80,61,47,33,25,19.20000076
B443,2,7455,6,2,1,2,UG01,BA6,1,BG06,100,100,96,84,77,62,53,35,27,18,13,10
B452,1,7455,6,1,1,1,SS01,BA1,1,BS01,100,100,100,100,100,98,94,81,77,72,67,56.09999847
0214,2,0221,8,2,1,2,UG01,B12,1,BG12,100,100,100,100,98,89,81,69,46,18,8,5
0214,2,0223,8,2,5,1,SS01,BAX06,1,BGX06,100,100,100,100,96,85,79,68,53,30,18,10.80000019
0216,1,0216,8,1,1,2,SS01,B1,1,BS01,100,100,100,99,98,97,96,93,88,58,26,12.69999981
0223,2,0221,8,2,1,2,UG01,B12,1,BG12,100,100,100,100,98,89,81,69,46,18,8,5
0223,2,0224,8,2,1,2,UG01,B11,1,BG11,100,100,100,100,95,83,74,58,44,23,14,9.600000381
0502,1,0508,8,1,1,1,SS01,BA*,1,BS*1,100,100,100,100,100,100,100,96,87,61,52,48.29999924
0508,1,0508,8,1,1,1,SS01,BA*,1,BS*1,100,100,100,100,100,100,100,96,87,61,52,48.29999924
0812,2,0812,8,2,1,1,UG01,B205,1,BG205,100,100,100,95,90,74,66,63,40,19,10,8.300000191
0508,2,0503,81,2,1,1,UG01,TP1,1,BG91,100,100,99,89,79,69,61,47,39,29,18,16.70000076
0509,1,0503,81,1,1,1,SS01,TP1,1,BS92,100,100,100,100,99,98,96,89,86,80,69,43.20000076
1803,1,1803,81,1,1,1,SS01,BA*,1,BS**,100,100,99,99,98,96,94,90,81,47,25,17.79999924
1803,2,1803,81,2,1,1,UG01,BA*,1,BG**,100,100,100,100,99,90,80,57,35,16,11,7.300000191
1005,2,1005,82,2,1,2,UG01,TP1,1,BG92,100,98,88,81,75,67,62,51,34,11,5,3.900000095
1005,3,1005,82,3,1,1,UG01,BA*,1,BG**,100,100,100,99,92,80,73,58,41,15,8,5.800000191
6007,2,6007,82,2,1,2,UG01,TP1,1,BG91,100,100,100,100,91,73,64,48,36,18,11,7.199999809
9017,3,9017,82,3,1,1,UG01,BA*,1,BG**,100,97,83,71,61,46,40,28,20,10,6,3.799999952
0502,2,0502,83,2,1,2,SS01,TP1,1,BG56,100,100,100,94,90,83,78,65,47,18,12,11.5
0503,2,0506,83,2,4,1,SS01,BAX03,4,BGX03,100,100,100,100,98,94,90,80,70,50,39,29.79999924
0503,3,0505,83,3,1,2,UG01,TP2,1,BG57,100,100,100,99,99,86,79,63,49,23,9,7.5
0507,2,0563,12,2,1,2,UG01,TP3,1,BG60,100,100,99,98.40000153,96.40000153,93,91.40000153,88.09999847,85.80000305,54.29999924,15.10000038,3.200000048
0508,1,0506,12,1,3,2,SS01,BAX02,2,BSX02,100,100,100,100,100,99,99,99,99,77,24,0.5
0508,1,0563,12,1,1,2,SS01,TP3,1,BS57,100,100,100,100,100,100,100,100,100,67,17.20000076,0.300000012
0508,2,0504,12,2,3,1,SS01,BAX05,2,BGX03,100,100,100,100,99,94,92,88,85,59,20,3.5
0508,2,0508,12,2,3,2,SS01,BA303,2,BG306,100,100,100,95,92,84,81,75,72,58,29,18.5
0508,3,0506,12,3,3,2,SS01,BAX06,2,BGX04,100,100,100,99,95,84,77,62,49,35,27,18.79999924
0508,3,1030,12,3,1,2,UG01,TP1,1,BG55,100,100,98,89,82,70,63,48,40,27,20,12.19999981
0509,2,0565,12,2,3,1,SS01,BA501,2,BG308,100,100,100,98,95,90,87,81,77,58,22,6
0562,1,0508,12,1,3,2,SS01,BA303,2,BS303,100,100,100,100,100,100,100,100,99,70,7,0.800000012
0562,2,0508,12,2,3,2,SS01,BA303,2,BG306,100,100,100,95,92,84,81,75,72,58,29,18.5
0563,2,0503,12,2,3,1,SS01,BAX03,2,BGX01,100,100,97,97,94,91,89,85,83,67,15,4.099999905
0564,1,0508,12,1,3,2,SS01,BA303,2,BS303,100,100,100,100,100,100,100,100,99,70,7,0.800000012
0564,1,0563,12,1,1,2,SS01,TP3,1,BS57,100,100,100,100,100,100,100,100,100,67,17.20000076,0.300000012
0564,2,1030,12,2,1,1,UG01,BA*,1,BG**,100,100,100,100,99,95,93,87,84,65,26,5.099999905
0564,2,1030,12,2,1,2,UG01,TP1,1,BG56,100,100,100,99,98,95,93,91,82,58,15,5.599999905
0564,3,0503,12,3,3,1,SS01,BAX08,2,BGX06,100,100,100,100,98,92,85,71,58,41,31,22
0565,1,0503,12,1,3,1,SS01,BAX01,2,BSX01,100,100,100,100,100,100,100,100,99,85,5,0.300000012
0565,1,0506,12,1,3,2,SS01,BAX02,2,BSX02,100,100,100,100,100,99,99,99,99,77,24,0.5
0565,2,0508,12,2,3,2,SS01,BA303,2,BG306,100,100,100,95,92,84,81,75,72,58,29,18.5
0565,2,0563,12,2,1,2,UG01,TP3,1,BG60,100,100,99,98.40000153,96.40000153,93,91.40000153,88.09999847,85.80000305,54.29999924,15.10000038,3.200000048
0565,2,0565,12,2,3,1,SS01,BA501,2,BG308,100,100,100,98,95,90,87,81,77,58,22,6
0565,3,0506,12,3,3,2,SS01,BAX06,2,BGX04,100,100,100,99,95,84,77,62,49,35,27,18.79999924
0565,3,0508,12,3,3,2,SS01,BA303,2,BG305,100,100,100,96,92,83,76,61,48,34,27,19.39999962
0566,1,0508,12,1,3,2,SS01,BA303,2,BS303,100,100,100,100,100,100,100,100,99,70,7,0.800000012
0566,2,0565,12,2,3,1,SS01,BA501,2,BG308,100,100,100,98,95,90,87,81,77,58,22,6
0566,3,0565,12,3,3,2,SS01,BA501,2,BG307,100,100,100,100,98,92,85,70,56,41,33,25.29999924
1030,2,1030,12,2,1,1,UG01,BA*,1,BG**,100,100,100,100,99,95,93,87,84,65,26,5.099999905
1060,1,1060,12,1,1,2,SS01,TP1,1,BS55,99,94,87,74,64,51,45,35,26,15,8,2.599999905
1370,2,1370,12,2,1,2,UG01,TP1,1,BG56,100,100,100,100,100,100,100,100,100,88,44,12.89999962
3811,2,3811,12,2,1,2,UG01,BA*,1,BG**,100,100,100,100,100,100,100,100,99,83,45,14.19999981
3995,1,3995,12,1,1,2,SS01,TP1,1,BS55,100,100,100,100,100,100,100,100,100,73,29,1
3995,2,3995,12,2,1,1,UG01,BA*,1,BG**,100,100,100,100,100,97,94,88,84,74,33,8.600000381
3995,3,3995,12,3,1,1,UG01,BA*,1,BG**,100,100,100,96,90,80,69,58,44,34,24,13.19999981
4059,2,4059,12,2,1,2,UG01,BA*,1,BG**,100,100,100,100,99,97,96,91,84,64,53,36.09999847
4096,1,4096,12,1,1,1,SS01,BA*,1,BS**,100,100,100,100,100,100,100,100,99,76,23,9.699999809
4097,1,4097,12,1,1,2,SS01,TP1,1,BS55,100,100,100,100,100,100,100,100,99,79,49,19.20000076
4099,3,4099,12,3,1,2,UG01,TP1,1,BG55,100,99,94,87,80,72,68,58,54,37,28,18.89999962
4100,2,4100,12,2,1,1,UG01,BA*,1,BG**,100,100,100,100,100,100,100,100,87,58,41,23
4103,1,4103,12,1,1,1,SS01,BA*,1,BS**,100,100,100,98,94,88,84,76,72,62,44,19
4103,3,4103,12,3,1,2,UG01,TP1,1,BG55,100,100,98,92,84,71,63,46,38,27,20,12.19999981
0504,3,0505,27,3,1,1,UG01,TP2,1,BG59,100,100,,99.69999695,93.90000153,,77.59999847,67,55.90000153,40.5,10.10000038,7
0504,3,0508,27,3,1,1,UG01,TP1,1,BG61,100,100,100,100,95.69999695,,83,74,62,28,11,7.599999905
0507,1,0503,27,1,3,1,SS01,BAX03,4,BSX03,100,100,100,100,100,99,99,97,91,69,42,29.70000076
0507,2,0505,27,2,1,2,UG01,TP2,1,BG60,100,100,,98.30000305,97.40000153,,92.09999847,86.19999695,74.30000305,38.40000153,12.89999962,9.100000381
0507,3,0507,27,3,3,2,SS01,BAX07,6,BGX07,100,100,100,100,96,86,81,69,57,26,13,7.800000191
B410,1,3009,19,1,1,2,SS01,BX04,1,BSX04,100,100,100,100,100,100,99,98,97,79,43,34.09999847
0103,2,0159,20,2,2,2,SS01,BA305,2,BG301,100,100,100,100,100,100,100,99,89,70,54,35.20000076
0106,1,0106,20,1,2,2,SS01,BA311,3,BS306,100,100,100,100,100,100,100,100,100,92,69,37.29999924
0107,2,0103,20,2,2,2,SS01,BA325,2,BG305,100,100,100,100,100,100,100,100,100,92,66,27.79999924
0107,3,0102,20,4,1,2,UG01,B13,1,BG02,100,100,100,99,88,74,63,44,30,15,11,8.800000191
0109,1,0103,20,1,2,2,SS01,BA325,2,BS316,100,100,100,100,100,100,100,100,100,97,48,43.20000076
0109,2,0109,20,2,2,2,SS01,BA315,3,BS309,100,100,100,100,100,100,100,100,100,94,65,24.29999924
0109,3,0109,20,3,2,1,SS01,BA313,3,BG303,100,100,100,100,98,98,97,96,94,87,60,22
0109,3,0159,20,2,2,2,SS01,BAX15,2,BGX15,100,100,100,100,100,100,99,99,97,90,80,66.09999847
0109,4,0102,20,4,1,2,UG01,B13,1,BG02,100,100,100,99,88,74,63,44,30,15,11,8.800000191
0504,1,0508,30,1,3,2,SS01,BA272,3,BS272,100,100,100,100,98,96,94,88,79,65,54,41.90000153
0504,2,0504,30,2,3,2,SS01,BA268,3,BG268,100,100,100,90,79,66,59,47,39,27,19,13.10000038
0504,2,0506,30,2,1,2,UG01,BA*,1,BG*3,100,100,100,85,74,61,55,42,33,20,12,7.800000191
0504,2,7066,30,2,1,2,UG02,TP1,1,BG92,100,100,100,87,75,60,54,42,30,20,12,8.399999619
0504,3,0502,30,3,1,2,UG01,BA*,1,BG*2,100,100,100,99,97,86,73,51,41,26,16,11.19999981
0505,3,0502,30,3,1,2,UG01,BA*,1,BG*2,100,100,100,99,97,86,73,51,41,26,16,11.19999981
0506,1,0502,30,1,1,2,SS01,BA*,1,BS*2,100,99,96,92,87,83,80,75,70,64,57,41.59999847
0506,1,0506,30,1,1,2,SS01,BA*,1,BS*1,100,91,88,86,82,77,74,66,61,52,43,32.59999847
0506,2,0506,30,2,1,2,UG01,BA*,1,BG*3,100,100,100,85,74,61,55,42,33,20,12,7.800000191
0506,3,0506,30,3,1,2,UG01,BA*,1,BG*1,100,100,100,97,92,82,72,52,40,23,14,8.899999619
0507,1,0506,30,1,1,2,SS01,BA*,1,BS*1,100,91,88,86,82,77,74,66,61,52,43,32.59999847
0508,1,7066,30,1,1,1,SS01,BA*,1,BS**,100,100,100,98,97,96,95,91,85,77,66,56.29999924
0508,2,0506,30,2,3,2,SS01,BA262,3,BG262,100,100,100,89,79,65,59,47,37,24,17,12.5
0508,2,7066,30,2,1,1,UG02,BA*,1,BG**,100,100,100,96,86,69,61,42,30,22,16,11.69999981
0509,1,0504,30,1,3,2,SS01,BA268,3,BS268,100,100,100,100,99,98,96,90,81,68,60,49.90000153
0509,2,0506,30,2,1,2,UG01,BA*,1,BG*3,100,100,100,85,74,61,55,42,33,20,12,7.800000191
0560,1,0504,30,1,3,2,SS01,BA268,3,BS268,100,100,100,100,99,98,96,90,81,68,60,49.90000153
0560,2,0502,30,2,1,2,UG01,BA*,1,BG*4,100,100,99,83,70,56,50,38,31,20,12,8.100000381
0560,2,0504,30,2,3,2,SS01,BA268,3,BG268,100,100,100,90,79,66,59,47,39,27,19,13.10000038
0560,2,0506,30,2,1,2,UG01,BA*,1,BG*3,100,100,100,85,74,61,55,42,33,20,12,7.800000191
0560,3,0508,30,3,1,1,UG01,TP1,1,BG91,100,100,100,100,100,91,81,62,49,31,19,12.69999981
0961,3,0902,34,2,1,1,UG01,A01A02,1,BG03A02,100,100,98,83,74,70,68,64,57,29,11,5.599999905
0961,3,0903,34,2,1,1,UG01,A01A03,1,BG03A03,100,100,93,79,74,71,69,64,54,20,6,3.700000048
0961,3,0961,34,3,1,1,UG01,A01A61,1,BG01A61,100,100,98,82,78,76,74,69,60,39,22,16.10000038
0961,3,1011,34,3,1,2,UG01,TP1,1,BG55,100,100,98,91,85,79,75,69,59,26,11,8.5
0962,2,0901,34,3,1,1,UG01,A01A01,1,BG01A01,100,100,98,86,80,76,72,65,55,23,10,7
0962,2,0903,34,2,1,1,UG01,A01A03,1,BG03A03,100,100,93,79,74,71,69,64,54,20,6,3.700000048
0962,2,1011,34,2,1,2,UG01,TP1,1,BG56,100,100,100,87,84,83,81,76,68,31,13,8.699999809
0962,2,1011,34,2,1,1,SS01,BX02,1,BGX02,100,100,100,89,82,77,74,69,62,35,14,9.100000381
0962,3,0901,34,2,1,2,UG01,A02A01,1,BG04A01,100,100,96,84,81,77,74,67,54,20,8,6
0962,3,0962,34,2,1,2,UG01,A02A62,1,BG04A62,100,100,100,88,84,81,79,75,64,31,13,9.5
0962,3,0962,34,3,1,1,UG01,A01A62,1,BG01A62,100,100,100,88,82,78,75,70,62,35,15,10.10000038
1033,2,1033,34,2,1,2,UG01,TP1,1,BG55,100,98,94,83,73,57,48,33,22,11,8,5.800000191
0506,2,0507,83,2,1,1,SS01,TP3,1,BG60,100,100,100,100,95,86,80,65,50,23,15,13.10000038
0507,2,0502,83,2,1,2,SS01,TP1,1,BG56,100,100,100,94,90,83,78,65,47,18,12,11.5
0507,2,0503,83,2,4,2,SS01,BAX02,5,BGX02,100,100,100,99,98,86,78,63,51,29,15,11.10000038
0507,2,0507,83,2,1,1,SS01,TP3,1,BG60,100,100,100,100,95,86,80,65,50,23,15,13.10000038
6450,1,6450,83,1,1,2,SS01,TP2,1,BS57,100,100,100,100,100,99,99,99,99,95,43,7.599999905
6450,2,6450,83,2,1,1,UG01,TP1,1,BG56,100,100,100,94,87,79,73,60,48,29,20,13.10000038
A310,3,1801,83,3,1,1,UG01,TP1,1,BG55,100,100,100,100,100,85,78,62,48,23,12,10.89999962
A320,2,1801,83,2,1,2,UG01,TP2,1,BG58,100,100,100,93,85,77,73,61,54,23,12,10.10000038
A331,1,1801,83,1,1,2,SS01,TP2,1,BS56,100,100,100,100,100,100,100,100,99,93,49,28.79999924
A350,3,1801,83,3,1,2,UG01,TP2,1,BG57,100,100,100,100,100,86,77,59,47,22,11,9.600000381
3803,2,3803,84,2,1,2,SS01,BX04,2,BGX04,100,98,96,88,75,59,46,26,14,11,6,3.200000048
6804,1,6804,84,1,1,1,SS01,BA1,1,BS01,96,94,91,89,87,84,81,77,70,53,45,38.90000153
1803,3,1803,85,3,1,1,SS01,BX01,1,BGX01,100,100,100,97,95,82,68,48,34,16,10,6.599999905
1803,3,1803,85,3,1,2,UG01,TP1,1,BG55,100,100,100,99,98,85,71,51,36,16,11,7.300000191
6802,3,6802,86,3,1,2,UG01,TP1,1,BG55,100,100,99,98,93,74,60,40,27,16,13,10
0901,3,0901,87,3,1,2,UG02,A01A01,1,BG01A01,100,100,100,100,93.09999847,80.69999695,72.5,56.40000153,40.29999924,20.60000038,9.899999619,4.800000191
0902,3,0901,87,3,1,2,UG01,A01A01,1,BG01A01,100,100,100,100,93.09999847,80.69999695,72.5,56.40000153,44.40000153,24,14,8.699999809
0902,3,0902,87,3,1,2,UG01,A01A02,1,BG01A02,100,100,100,100,95.40000153,82,73.59999847,57.5,46.59999847,26.39999962,14.69999981,8.399999619
0902,3,0961,87,3,1,2,UG01,A01A61,1,BG01A61,100,100,100,100,93.69999695,80.40000153,73,60,49.79999924,29,17.10000038,10.30000019
0903,3,0902,87,3,1,2,UG02,A01A02,1,BG01A02,100,100,100,100,95.40000153,82,73.59999847,57.5,45.40000153,24.89999962,11.60000038,5.5
0960,3,0902,87,3,1,2,UG01,A01A02,1,BG01A02,100,100,100,100,95.40000153,82,73.59999847,57.5,46.59999847,26.39999962,14.69999981,8.399999619
0960,3,0961,87,3,1,2,UG02,A01A61,1,BG01A61,100,100,100,100,93.69999695,80.40000153,73,60,50,29.5,14.5,7.300000191
0961,3,0962,87,3,1,2,UG02,A01A62,1,BG01A62,100,100,100,100,93.90000153,80.30000305,71.69999695,54.90000153,51.40000153,29.89999962,10.89999962,4.199999809
0962,3,0961,87,3,1,2,UG01,A01A61,1,BG01A61,100,100,100,100,93.69999695,80.40000153,73,60,49.79999924,29,17.10000038,10.30000019
0962,3,0962,87,3,1,2,UG01,A01A62,1,BG01A62,100,100,100,100,93.90000153,80.30000305,71.69999695,54.90000153,44.59999847,21.5,11.89999962,7.400000095
9035,3,9035,2,3,1,1,UG01,TP2,1,BG81,100,100,100,100,96,80,71,55,40,17,10,7.400000095
0114,1,0122,4,1,1,2,SS01,B313,1,BS13,100,93,90,86,84,79,76,69,60,39,27,18.60000038
0115,1,0119,4,1,1,2,SS01,B307,1,BS07,100,100,100,100,95,87,82,71,58,33,22,13.19999981
0115,1,0122,4,1,1,2,SS01,B313,1,BS13,100,93,90,86,84,79,76,69,60,39,27,18.60000038
0118,2,0118,4,2,1,2,UG01,B312,1,BG12,100,100,100,100,95,76,67,49,37,19,13,7.599999905
0119,1,0116,4,1,1,2,SS01,B310,1,BS10,100,100,100,99,96,87,82,71,60,36,25,16.29999924
0119,1,0117,4,1,1,2,SS01,B304,1,BS04,100,100,99,96,95,90,88,79,66,38,27,17.20000076
0119,2,0161,4,2,1,2,UG01,B319,1,BG19,100,100,100,100,88,66,57,42,31,16,11,6.699999809
0121,1,0161,4,1,1,2,SS01,B318,1,BS18,100,95,85,81,78,72,68,58,48,28,19,12.69999981
0121,1,0162,4,1,1,2,SS01,B320,1,BS20,100,100,100,99,97,88,82,66,53,27,15,9.399999619
0161,2,0160,4,2,1,2,UG01,B302,1,BG02,100,100,100,100,95,80,72,56,45,26,17,10
0162,1,0121,4,1,1,2,SS01,B314,1,BS14,100,100,93,87,83,76,73,65,53,33,23,15.60000038
