LINKED_LAYER_NO,LINKED_SHRP_ID,SHRP_ID,STATE_CODE,LAYER_NO,FIELD_SET,TEST_NO,LOC_NO,SAMPLE_NO,LIQUID_LIMIT,PLASTIC_LIMIT,PLASTICITY_INDEX,CONSTRUCTION_NO
2,0902,1011,34,2,1,2,TP1,BG56,0,0,NP,1
3,0902,0902,34,2,1,1,A01A02,BG03A02,,,,1
3,0902,0903,34,3,1,1,A01A03,BG01A03,,,NP,1
3,0902,0961,34,3,1,2,A01A61,BG01A61,,,NP,1
3,0903,0901,34,3,1,1,A01A01,BG01A01,,,NP,1
1,0960,0901,34,1,1,2,A02A01,BS02A01,,,NP,1
1,0960,0901,34,1,1,1,A01A01,BS01A01,,,NP,1
1,0960,0961,34,1,1,2,A02A61,BS02A61,,,NP,1
3,0960,0960,34,2,1,1,A01A60,BG03A60,,,NP,1
1,0961,0960,34,1,1,2,A02A60,BS02A60,,,NP,1
2,0961,0901,34,2,1,2,A02A01,BG04A01,,,NP,1
2,0961,0902,34,3,1,1,A01A02,BG01A02,,,NP,1
2,0961,0961,34,3,1,2,A01A61,BG01A61,,,NP,1
3,0961,0902,34,2,1,2,A02A02,BG04A02,,,,1
3,0961,0902,34,2,1,1,A01A02,BG03A02,,,,1
3,0961,0902,34,3,1,2,A02A02,BG02A02,,,NP,1
3,0961,0902,34,3,1,1,A01A02,BG01A02,,,NP,1
3,0961,0961,34,3,1,2,A02A61,BG02A61,,,NP,1
1,0962,0962,34,1,1,2,A02A62,BS02A62,,,NP,1
1,0962,1011,34,1,1,2,TP1,BS55,0,0,NP,1
2,0962,0902,34,2,1,1,A01A02,BG03A02,,,,1
2,0962,0903,34,2,1,2,A02A03,BG04A03,,,NP,1
3,0962,0901,34,2,1,2,A02A01,BG04A01,,,NP,1
3,0962,0903,34,2,1,2,A02A03,BG04A03,,,NP,1
3,0962,0903,34,2,1,1,A01A03,BG03A03,,,NP,1
3,0962,0961,34,2,1,2,A02A61,BG04A61,,,NP,1
3,0962,0961,34,2,1,1,A01A61,BG03A61,,,NP,1
3,0962,0961,34,3,1,2,A01A61,BG01A61,,,NP,1
3,0962,0962,34,2,1,1,A01A62,BG03A62,,,NP,1
3,1003,1003,34,3,1,2,TP1,BG55,0,0,NP,1
3,1003,1003,34,3,1,1,BX01,BGX01,0,0,NP,1
3,1011,1011,34,3,1,1,BX01,BGX01,0,0,NP,1
2,6057,6057,34,2,1,1,BA3,BG03,0,0,NP,1
1,0102,0111,35,1,1,2,B6,BS06,24,17,7,1
3,0109,0102,35,3,5,2,BA502,BG302,15,15,NP,2
3,0109,0109,35,3,5,1,BA302,BG305,17,15,2,1
1,0111,0103,35,1,1,2,B2,BS02,70,28,42,1
2,0501,0506,35,2,4,1,BA502,BG302,25,19,6,3
1,0503,0501,35,1,4,1,BA501,BS301,50,30,20,7
1,0503,0506,35,1,4,1,BA502,BS302,41,19,22,3
2,0504,0504,35,2,4,1,BAX02,BGX01,38,19,19,3
2,0506,0503,35,2,4,1,BA303,BG306,25,19,6,2
2,0507,0501,35,2,4,1,BA501,BG301,26,18,8,7
2,0509,0501,35,2,4,1,BA501,BG301,26,18,8,7
2,0509,0503,35,2,4,1,BA303,BG306,25,19,6,2
2,0802,0801,35,2,4,2,BA501,BG303,29,13,16,1
2,0802,0802,35,2,4,2,BA305,BG307,27,15,12,1
1,1022,1022,35,1,1,2,TP1,BS55,20,18,2,1
2,1022,1022,35,2,1,2,TP1,BG55,,,NP,1
1,1112,1112,35,1,1,1,BA*,BS**,,,NP,1
2,2006,2006,35,2,1,1,BA*,BG**,,,NP,1
1,3010,3010,35,1,1,1,BA*,BS**,,,NP,1
1,6033,6033,35,1,1,2,TP1,BS55,22,20,2,1
3,6035,6035,35,3,1,1,BA*,BG**,,,NP,1
2,0801,0802,36,2,4,1,BAX02,BGX02,18,14,4,1
1,0802,0802,36,1,1,2,B2,BS02,0,0,NP,1
2,0802,0859,36,2,1,3,B6,BG03,,,NP,1
1,0859,0859,36,1,1,3,A8,TS15,22,19,3,1
1,A310,1643,36,1,1,1,BX02,BSX02,0,0,NP,1
2,A320,1643,36,2,1,2,TP1,BG55,0,0,NP,1
2,A330,1643,36,2,1,2,TP1,BG55,0,0,NP,1
2,A331,1643,36,2,1,1,BX01,BGX01,0,0,NP,1
2,A340,1643,36,2,1,1,BX01,BGX01,0,0,NP,1
2,A350,1643,36,2,1,2,TP1,BG55,0,0,NP,1
2,A350,1643,36,2,1,1,BX01,BGX01,0,0,NP,1
2,B331,1644,36,2,1,1,BX01,BGX01,0,0,NP,1
1,B340,1644,36,1,1,1,BX02,BSX02,0,0,NP,1
2,B340,1644,36,2,1,2,TP1,BG55,0,0,NP,1
2,B351,1644,36,2,1,1,BX01,BGX01,0,0,NP,1
1,B352,1644,36,1,1,1,BX02,BSX02,0,0,NP,1
2,B352,1644,36,2,1,2,TP1,BG55,0,0,NP,1
2,0201,0201,37,2,5,2,BA305,BG305,58,36,22,1
3,0201,0203,37,3,5,2,BAX03,BGX03,21,19,2,1
1,0202,0210,37,1,5,2,BAX15,BSX15,50,32,18,2
2,0202,0201,37,2,5,2,BA305,BG305,58,36,22,1
2,0202,0205,37,2,5,2,BAX04,BGX04,50,46,4,1
3,0202,0201,37,3,1,2,B7,BG07,18,0,NP,1
3,0202,0202,37,3,5,2,BAX02,BGX02,21,20,1,1
1,0203,0207,37,1,1,1,B4,BS04,37,0,NP,1
1,0203,0208,37,1,1,1,B6,BS06,64,41,23,1
2,0203,0207,37,2,5,2,BAX09,BGX09,47,48,NP,1
3,0203,0201,37,3,1,2,B7,BG07,18,0,NP,1
3,0203,0202,37,3,5,2,BAX02,BGX02,21,20,1,1
1,0204,0207,37,1,1,1,B4,BS04,37,0,NP,1
2,0204,0201,37,2,5,2,BA305,BG305,58,36,22,1
1,0205,0205,37,1,5,2,BAX10,BSX10,46,30,16,1
1,0206,0206,37,1,1,1,B3,BS03,45,34,11,1
1,0206,0208,37,1,1,1,B6,BS06,64,41,23,1
1,0207,0206,37,1,1,1,B3,BS**,,,NP,1
1,0209,0209,37,1,5,2,BAX13,BSX13,51,29,22,1
1,0209,0209,37,1,5,1,BAX12,BSX12,63,40,23,1
2,0209,0202,37,2,5,2,BAX06,BGX06,50,48,2,1
3,0210,0201,37,3,1,2,B7,BG07,18,0,NP,1
3,0210,0202,37,3,5,2,BAX02,BGX02,21,20,1,1
2,0211,0202,37,2,5,2,BAX06,BGX06,50,48,2,1
3,0211,0202,37,3,5,2,BAX02,BGX02,21,20,1,1
3,0211,0203,37,3,5,2,BAX03,BGX03,21,19,2,1
1,0212,0212,37,1,1,1,B5,BS05,48,26,22,1
2,B310,7775,56,2,1,2,TP1,BG91,0,0,NP,1
1,B330,7775,56,1,1,1,BA*,BS**,0,0,NP,1
2,4121,4121,72,2,1,2,BA*,BG**,19,14,5,1
2,0501,0503,81,2,1,1,TP1,BG91,22,15,7,1
2,0502,0502,81,2,1,1,BA*,BG*2,20,15,5,1
2,0502,0507,81,2,3,2,BA265,BG265,19,18,1,5
2,0502,0509,81,2,3,2,BA271,BG271,24,14,10,8
2,0503,0508,81,2,3,2,BA267,BG267,26,14,12,7
2,0504,0505,81,2,1,1,BA*,BG*1,,,NP,1
1,0507,0505,81,1,1,1,BA*,BS*1,30,18,12,1
2,0507,0505,81,2,1,1,BA*,BG*1,,,NP,1
1,0509,0505,81,1,1,1,BA*,BS*1,30,18,12,1
3,1804,1804,81,3,1,2,TP1,BG91,0,0,NP,1
1,1805,1805,81,1,1,1,BA1,BS**,23,16,7,1
2,1805,1805,81,2,1,2,TP1,BG92,0,0,NP,1
1,8529,8529,81,1,1,2,TP1,BS92,,,NP,1
2,1005,1005,82,2,1,2,TP1,BG92,0,0,NP,1
3,1005,1005,82,3,1,1,BA*,BG**,0,0,NP,1
2,6006,6006,82,2,1,2,TP1,BS91,0,0,NP,1
2,6007,6007,82,2,1,2,TP1,BG91,0,0,NP,1
1,0501,0505,83,1,4,1,BAX16,BSX16,17,11,6,5
2,0501,0503,83,2,1,1,TP5,BG64,,,NP,1
3,0501,0507,83,3,1,1,TP3,BG59,,,NP,1
1,0502,0502,83,1,4,2,BAX07,BSX07,14,14,NP,5
3,0502,0502,83,3,1,2,TP1,BG55,,,NP,1
1,0503,0506,83,1,4,1,BAX12,BSX12,18,13,5,4
3,0503,0508,83,3,4,2,BAX01,BGX01,13,15,NP,5
1,0505,0504,83,1,4,2,BAX15,BSX15,17,11,6,5
2,0506,0503,83,2,1,1,TP5,BG64,,,NP,1
3,0506,0502,83,3,1,2,TP1,BG55,,,NP,1
3,0506,0508,83,3,1,2,TP4,BG61,,,NP,1
2,0507,0507,83,2,1,1,TP3,BG60,,,NP,1
2,0508,0503,83,2,1,1,TP5,BG64,,,NP,1
3,0508,0507,83,3,1,1,TP3,BG59,,,NP,1
3,0215,0221,38,3,1,3,B13,BG12,,,NP,1
2,0216,0217,38,2,1,2,B04,BG04,46,17,29,1
2,0216,0220,38,2,1,2,B5,BG05,54,20,34,1
2,0216,0263,38,2,1,2,B7,BG07,52,21,31,1
3,0216,0260,38,3,1,3,B10,BG09,,,NP,1
1,0217,0260,38,1,1,2,B1,BS01,55,18,37,1
2,0217,0215,38,2,3,2,BAX01,BSX01,47,17,30,5
2,0217,0217,38,2,1,2,B04,BG04,46,17,29,1
2,0217,0222,38,2,3,2,BAX03,BSX03,56,19,37,4
2,0218,0219,38,2,1,2,B6,BG06,61,19,42,1
2,0218,0223,38,2,3,2,BAX02,BSX02,50,17,33,4
2,0218,0260,38,2,1,2,B1,BG01,52,19,33,1
1,0219,0224,38,1,1,2,B8,BS08,46,22,24,1
1,0219,0260,38,1,1,2,B1,BS01,55,18,37,1
1,0219,0263,38,1,1,2,B7,BS07,52,21,31,1
2,0219,0219,38,2,1,2,B6,BG06,61,19,42,1
1,0220,0220,38,1,1,2,B5,BS05,53,17,36,1
1,0221,0219,38,1,1,2,B6,BS06,54,19,35,1
2,0221,0214,38,2,1,2,B3,BG03,45,18,27,1
2,0221,0215,38,2,3,2,BAX01,BSX01,47,17,30,5
2,0221,0224,38,2,1,2,B8,BG08,46,21,25,1
2,0221,0263,38,2,1,2,B7,BG07,52,21,31,1
3,0221,0216,38,3,1,3,B11,BG10,,,NP,1
1,0222,0219,38,1,1,2,B6,BS06,54,19,35,1
1,0222,0224,38,1,1,2,B8,BS08,46,22,24,1
1,0223,0215,38,1,1,2,B2,BS02,51,17,34,1
1,0223,0217,38,1,1,2,B04,BS04,51,17,34,1
3,0223,0260,38,3,1,3,B10,BG09,,,NP,1
1,0224,0217,38,1,1,2,B04,BS04,51,17,34,1
2,0224,0260,38,2,1,2,B1,BG01,52,19,33,1
2,0224,0263,38,2,1,2,B7,BG07,52,21,31,1
3,0224,0221,38,3,1,3,B13,BG12,,,NP,1
3,0224,0223,38,3,1,3,B12,BG11,,,NP,1
1,0259,0215,38,1,1,2,B2,BS02,51,17,34,1
1,0259,0263,38,1,1,2,B7,BS07,52,21,31,1
2,0259,0215,38,2,3,2,BAX01,BSX01,47,17,30,5
2,0259,0221,38,2,1,3,B13,BG12,,,NP,1
2,0260,0219,38,2,1,2,B6,BG06,61,19,42,1
1,0261,0215,38,1,1,2,B2,BS02,51,17,34,1
3,0261,0260,38,3,1,3,B10,BG09,,,NP,1
1,0262,0214,38,1,1,2,B3,BS03,50,18,32,1
2,0262,0219,38,2,1,2,B6,BG06,61,19,42,1
2,0262,0223,38,2,3,2,BAX02,BSX02,50,17,33,4
2,0262,0263,38,2,1,2,B7,BG07,52,21,31,1
1,0263,0220,38,1,1,2,B5,BS05,53,17,36,1
1,0263,0224,38,1,1,2,B8,BS08,46,22,24,1
1,0263,0263,38,1,1,2,B7,BS07,52,21,31,1
2,0263,0215,38,2,1,2,B2,BG02,48,20,28,1
2,0264,0220,38,2,1,2,B5,BG05,54,20,34,1
3,0264,0223,38,3,1,3,B12,BG11,,,NP,1
1,2001,2001,38,1,1,2,TP1,BS55,30,17,13,1
2,3005,3005,38,2,1,2,TP1,BG55,27,19,8,1
2,3006,3006,38,2,1,1,BA1,BG01,20,16,4,1
1,0105,0107,39,1,1,1,B3,BS03,34,17,17,1
1,0105,0110,39,1,1,1,B6,BS06,35,17,18,1
1,0105,0160,39,1,1,1,B4,BS04,30,17,13,1
1,0107,0111,39,1,1,1,B1,BS01,28,17,11,1
1,0107,0160,39,1,1,1,B4,BS04,30,17,13,1
1,0502,0504,30,1,3,2,BA268,BS268,30,12,18,3
1,0502,7066,30,1,1,1,BA*,BS**,32,13,19,1
2,0502,0504,30,2,3,2,BA268,BG268,21,21,NP,3
2,0502,0506,30,2,1,1,BA*,BG*3,21,,NP,1
1,0503,0506,30,1,1,1,BA*,BS*1,28,16,12,1
2,0503,0506,30,2,3,2,BA262,BG262,21,21,NP,3
2,0503,0508,30,2,3,2,BA272,BG272,21,19,2,3
2,0503,7066,30,2,1,1,BA*,BG**,0,0,NP,1
2,0504,7066,30,2,1,2,TP1,BG92,0,0,NP,1
3,0504,7066,30,3,1,2,TP1,BG91,0,0,NP,1
1,0505,0506,30,1,3,2,BA262,BS262,34,12,22,3
1,0505,0508,30,1,1,1,TP1,BS93,27,11,16,1
3,0505,0506,30,3,1,1,BA*,BG*1,,,NP,1
2,0506,0508,30,2,3,2,BA272,BG272,21,19,2,3
1,0507,0504,30,1,3,2,BA268,BS268,30,12,18,3
2,0507,0504,30,2,3,2,BA268,BG268,21,21,NP,3
2,0507,0506,30,2,3,2,BA262,BG262,21,21,NP,3
3,0507,7066,30,3,1,2,TP1,BG91,0,0,NP,1
1,0508,0508,30,1,3,2,BA272,BS272,28,13,15,3
2,0508,0502,30,2,1,2,BA*,BG*4,20,,,1
2,0508,7066,30,2,1,2,TP1,BG92,0,0,NP,1
3,0508,7066,30,3,1,2,TP1,BG91,0,0,NP,1
2,0509,0506,30,2,3,2,BA262,BG262,21,21,NP,3
2,0509,0508,30,2,1,1,TP1,BG92,21,,NP,1
1,0560,7066,30,1,1,2,TP1,BS93,32,14,18,1
2,0560,0504,30,2,3,2,BA268,BG268,21,21,NP,3
2,0560,0508,30,2,3,2,BA272,BG272,21,19,2,3
3,0560,0506,30,3,1,1,BA*,BG*1,,,NP,1
1,0561,0508,30,1,1,1,TP1,BS93,27,11,16,1
1,0561,7066,30,1,1,2,TP1,BS93,32,14,18,1
1,0805,0805,30,1,2,1,BA261,BS261,18,19,NP,2
1,0806,0805,30,1,1,1,B1,BS01,,,NP,1
1,0806,0806,30,1,2,1,BA264,BS264,21,20,1,2
1,0903,0901,30,1,1,1,B01A01,BS01A01,,,NP,1
2,0903,0903,30,2,1,1,B01A03,BG01A03,,,NP,1
3,6004,6004,30,3,1,2,TP1,BG91,0,0,NP,1
3,7075,7075,30,3,1,2,TP1,BG91,0,0,NP,1
3,7076,7076,30,3,1,2,TP1,BG92,0,0,NP,1
1,A330,1001,30,1,1,1,BA*,BS**,33,14,19,1
1,A350,1001,30,1,1,1,BA*,BS**,33,14,19,1
3,0113,0114,31,3,1,2,B21,BG21,,,NP,1
1,0116,0124,31,1,1,2,B1,BS01,31,20,11,1
3,0118,0114,31,3,1,2,B21,BG21,,,NP,1
3,0118,0120,31,3,1,2,B22,BG22,,,NP,1
2,0119,0120,31,2,1,1,B14,BG14,53,16,37,1
3,0119,0113,31,3,1,1,B23,BG23,,,NP,1
2,0120,0113,31,2,1,1,B16,BG16,50,14,36,1
3,0120,0114,31,3,1,2,B21,BG21,,,NP,1
2,0121,0115,31,2,1,2,B13,BG13,51,18,33,1
3,0121,0113,31,3,1,1,B23,BG23,,,NP,1
1,0122,0113,31,1,1,1,B6,BS06,25,17,8,1
1,0122,0120,31,1,1,1,B4,BS04,45,18,27,1
1,0123,0116,31,1,1,1,B5,BS05,40,18,22,1
2,0123,0120,31,2,1,1,B14,BG14,53,16,37,1
2,0124,0115,31,2,1,2,B13,BG13,51,18,33,1
1,3018,3018,31,1,1,2,TP1,BS55,0,0,NP,1
2,3024,3024,31,2,1,1,BA1,BG01,27,20,7,1
1,3028,3028,31,1,1,2,TP1,BS55,45,22,23,1
1,3028,3028,31,1,1,1,BX01,BSX01,50,21,29,1
1,3033,3033,31,1,1,2,TP1,BS55,0,0,NP,1
1,6700,6700,31,1,1,2,TP1,BS55,29,23,6,2
1,6701,6701,31,1,1,2,TP1,BS55,23,18,5,1
1,7005,7005,31,1,1,1,BX03,BSX03,0,0,NP,1
1,7005,7005,31,1,1,2,BX04,BSX04,0,0,NP,1
2,7017,7017,31,2,1,2,TP1,BG55,0,0,NP,1
2,7050,7050,31,2,1,2,TP1,BG55,0,0,NP,1
2,7050,7050,31,2,1,1,BX01,BGX01,0,0,NP,1
1,A330,1030,31,1,1,1,BX01,BSX01,31,23,8,2
1,A340,1030,31,1,1,2,TP1,BS55,33,24,9,2
2,B410,3023,31,2,1,2,TP1,BG55,0,0,NP,1
2,B410,3023,31,2,1,1,BA3,BG03,0,0,NP,1
3,0104,0107,32,3,1,2,B4,BG04,,,NP,1
3,0105,0105,32,3,1,2,B6,BG06,,,NP,1
3,0106,0107,32,3,1,2,B4,BG04,,,NP,1
3,0106,0110,32,3,2,3,BA263,BG283,28,15,13,1
4,0106,0102,32,4,1,2,B9,BG23,25,14,11,1
1,0107,0107,32,1,1,2,B29,BS04,30,15,15,1
3,0107,0105,32,3,1,2,B6,BG06,,,NP,1
3,0107,0106,32,3,2,3,BA262,BG282,28,15,13,1
3,0108,0105,32,3,1,2,B6,BG06,,,NP,1
4,0108,0101,32,4,1,2,B7,BG21,,,NP,1
1,0109,0109,32,1,1,2,B28,BS03,,,NP,1
4,0109,0109,32,4,2,3,BA265,BG265,24,12,12,2
4,0109,0109,32,4,1,2,B8,BG22,,,NP,1
1,0110,0111,32,1,1,2,B30,BS05,22,14,8,1
3,0111,0106,32,3,1,2,B2,BG02,,,NP,1
3,0111,0107,32,3,1,2,B4,BG04,,,NP,1
3,0111,0110,32,3,2,3,BA263,BG283,28,15,13,1
3,0112,0106,32,3,1,2,B2,BG02,,,NP,1
3,0201,0206,32,3,1,2,B7,BG07,,,NP,1
3,0201,0207,32,3,1,2,B4,BG04,,,NP,1
3,0202,0205,32,3,1,1,B1,BG01,,,NP,1
1,0203,0206,32,1,1,2,B35,BS07,,,NP,1
3,0203,0201,32,3,1,2,B2,BG02,,,NP,1
3,0203,0204,32,3,1,2,B5,BG05,,,NP,1
3,0203,0210,32,3,1,2,B6,BG06,,,NP,1
4,0203,0210,32,4,1,2,B11,BG24,,,NP,1
1,0205,0205,32,1,1,1,B29,BS01,42,23,19,1
3,0205,0211,32,3,1,2,B3,BG03,,,NP,1
1,0207,0206,32,1,1,2,B35,BS07,,,NP,1
1,0208,0206,32,1,1,2,B35,BS07,,,NP,1
3,0208,0205,32,3,1,1,B1,BG01,,,NP,1
1,0209,0204,32,1,1,2,B33,BS05,,,NP,1
1,0209,0207,32,1,1,2,B32,BS04,,,NP,1
3,0209,0205,32,3,1,1,B1,BG01,,,NP,1
1,0210,0211,32,1,1,2,B31,BS03,,,NP,1
3,0210,0201,32,3,1,2,B2,BG02,,,NP,1
4,0210,0201,32,4,1,2,B8,BG21,,,NP,1
4,0211,0211,32,4,1,2,B9,BG22,,,NP,1
1,1020,1020,32,1,1,1,BA*,BS**,0,0,NP,1
2,1020,1020,32,2,1,2,TP1,BG91,0,0,NP,1
1,1030,1030,32,1,1,1,BA*,BS**,26,14,12,1
2,1030,1030,32,2,1,1,BA*,BG**,0,0,NP,1
2,2027,2027,32,2,1,1,BA*,BG**,20,0,NP,1
3,7084,7084,32,3,1,1,BA*,BG**,0,0,NP,1
1,A310,1021,32,1,1,1,BA*,BS**,0,0,NP,1
1,A330,1021,32,1,1,1,BA*,BS**,0,0,NP,1
2,A330,1021,32,2,1,1,BA*,BG**,23,17,6,1
1,A350,1021,32,1,1,1,BA*,BS**,0,0,NP,1
2,A350,1021,32,2,1,1,BA*,BG**,23,17,6,1
3,A352,1021,32,3,1,2,TP1,BG91,0,0,NP,1
1,A410,3010,32,1,1,1,BA*,BS**,0,0,NP,1
1,A420,3010,32,1,1,1,BA*,BS**,0,0,NP,1
2,A451,3010,32,2,1,1,BA*,BG**,0,0,NP,1
2,D350,1010,26,2,1,2,TP1,BG56,0,0,NP,1
3,D350,1010,26,3,1,1,BX02,BGX02,0,0,NP,1
1,D351,1010,26,1,1,2,TP1,BS55,20,13,7,1
1,0501,0501,27,1,1,3,TP4,BS55,23,14,9,1
1,0502,0501,27,1,1,3,TP4,BS55,23,14,9,1
3,0502,0501,27,3,1,1,TP4,BG55,,,NP,1
2,0503,0505,27,2,1,2,TP2,BG60,,,NP,1
3,0503,0505,27,3,1,1,TP2,BG59,,,NP,1
3,0503,0507,27,3,1,1,TP3,BG57,15,1,14,1
3,0503,0508,27,3,1,1,TP1,BG61,,,NP,1
2,0504,0507,27,2,3,2,BAX04,BGX04,14,16,np,6
2,0505,0505,27,2,1,2,TP2,BG60,,,NP,1
2,0505,0507,27,2,1,2,TP3,BG58,,,NP,1
1,0506,0501,27,1,1,3,TP4,BS55,23,14,9,1
1,0506,0505,27,1,1,3,TP2,BS57,30,15,15,1
2,0506,0508,27,2,1,2,TP1,BG62,16,0,16,1
1,0507,0504,27,1,1,2,BAX02,BSX02,36,11,25,5
2,0507,0503,27,2,3,1,BAX06,BGX06,15,18,np,4
2,0507,0505,27,2,1,2,TP2,BG60,,,NP,1
2,0507,0507,27,2,1,2,TP3,BG58,,,NP,1
3,0507,0505,27,3,1,1,TP2,BG59,,,NP,1
1,0508,0501,27,1,1,3,TP4,BS55,23,14,9,1
1,0559,0505,27,1,1,3,TP2,BS57,30,15,15,1
2,0559,0507,27,2,1,2,TP3,BG58,,,NP,1
3,0559,0505,27,3,1,1,TP2,BG59,,,NP,1
2,0560,0505,27,2,1,2,TP2,BG60,,,NP,1
2,0560,0507,27,2,1,2,TP3,BG58,,,NP,1
3,0560,0503,27,3,3,1,BAX09,BGX09,15,18,np,4
2,0561,0503,27,2,3,1,BAX06,BGX06,15,18,np,4
3,0561,0507,27,3,3,2,BAX07,BGX07,14,17,np,6
1,0701,0701,27,1,1,2,TP1,BS01,28,19,9,1
2,0705,0701,27,2,1,2,TP1,BG14,,,NP,1
2,0707,0709,27,2,1,2,TP3,BG18,,,NP,1
1,0708,0701,27,1,1,2,TP1,BS01,28,19,9,1
3,0708,0701,27,3,1,2,TP1,BG13,,,NP,1
3,0709,0704,27,3,1,1,TP2,BG15,,,NP,1
2,0759,0704,27,2,1,1,TP2,BG16,,,NP,1
3,1023,1023,27,3,1,2,TP1,BG55,0,0,NP,1
1,1087,1087,27,1,1,1,BA1,BS01,0,0,NP,1
1,4040,4040,27,1,1,2,TP1,BS55,32,18,14,1
1,4054,4054,27,1,1,1,BX03,BSX03,0,0,NP,1
1,4055,4055,27,1,1,2,TP1,BS55,0,0,NP,1
1,4082,4082,27,1,1,2,TP1,BS55,32,20,12,1
1,5076,5076,27,1,1,1,BX02,BSX02,17,14,3,1
2,6300,6300,27,2,1,2,TP1,BG55,0,0,NP,1
3,7090,7090,27,3,1,2,TP1,BG55,0,0,NP,1
2,A320,1016,27,2,1,2,TP1,BG55,0,0,NP,1
1,A340,1016,27,1,1,1,BX02,BSX02,0,0,NP,1
2,A350,1016,27,2,1,1,BX01,BGX01,0,0,NP,1
1,B330,6251,27,1,1,1,BX02,BSX02,0,0,NP,1
1,B340,6251,27,1,1,2,TP1,BS55,0,0,NP,1
2,B340,6251,27,2,1,2,TP1,BG55,0,0,NP,1
1,D310,1019,27,1,1,1,BA1,BS01,0,0,NP,1
2,D320,1019,27,2,1,2,TP1,BG55,0,0,NP,1
1,D340,1019,27,1,1,1,BA1,BS01,0,0,NP,1
1,D350,1019,27,1,1,1,BA1,BS01,0,0,NP,1
1,0501,0501,28,1,1,2,BA2,BS02,26,18,8,1
1,0506,0501,28,1,1,2,BA2,BS02,26,18,8,1
1,0805,0805,28,1,3,1,BA504,BS301,31,21,10,1
1,0805,0805,28,1,3,2,BA505,BS302,33,19,14,1
2,0805,0805,28,2,3,2,BA509,BG305,19,17,2,1
1,0806,0806,28,1,3,2,BAX06,BSX06,25,14,11,1
1,0806,0806,28,1,3,1,BAX05,BSX05,33,16,17,1
1,0903,0902,28,1,1,1,A09A02,BS03A02,31,24,7,1
1,0903,0903,28,1,1,2,A12A03,BS06A03,33,23,10,1
2,1001,1001,28,2,1,1,BA*,BG**,,,NP,1
1,1802,1802,28,1,1,1,BA*,BS**,,,NP,1
1,3083,3083,28,1,1,1,BA*,BS**,,,NP,1
1,3087,3087,28,1,1,2,BA*,BS**,,,NP,1
1,3089,3089,28,1,1,1,BA*,BS**,26,16,10,1
1,3090,3090,28,1,1,2,BA*,BS**,25,24,1,1
2,3090,3090,28,2,1,1,BA*,BG**,20,17,3,1
3,3090,3090,28,3,1,1,BA*,BG**,,,NP,1
1,3091,3091,28,1,1,1,BA*,BS**,,,NP,1
1,3093,3093,28,1,1,1,BA*,BS**,,,NP,2
1,3097,3097,28,1,1,2,BA*,BS**,34,25,9,1
1,3097,3097,28,1,1,1,BA*,BS**,36,24,12,1
1,3099,3099,28,1,1,1,BA*,BS**,76,25,51,1
1,4024,4024,28,1,1,2,BA4,BS04,42,22,20,1
1,5803,5803,28,1,1,1,BA*,BS**,,,NP,1
2,5805,5805,28,2,1,1,BA*,BG**,,,NP,1
1,9030,9030,28,1,1,1,BA*,BS**,31,22,9,1
2,A310,1802,28,2,1,1,BA*,BG**,,,NP,1
1,A320,1802,28,1,1,1,BA*,BS**,,,NP,1
2,A320,1802,28,2,1,2,TP1,BG55,,,NP,1
2,A350,1802,28,2,1,2,TP1,BG55,,,NP,1
1,0501,0509,29,1,3,2,BAX05,BSX05,66,17,49,2
2,0501,0506,29,2,3,1,BAX03,BGX03,20,13,7,2
1,0502,0502,29,1,1,1,BX02,BSX02,66,19,47,1
1,0503,0506,29,1,1,1,BAX16,BSX16,74,23,51,1
2,0503,0502,29,2,1,1,BX01,BGX01,,,NP,1
2,0503,0506,29,2,3,1,BAX03,BGX03,20,13,7,2
1,0505,0509,29,1,3,2,BAX05,BSX05,66,17,49,2
1,0507,0506,29,1,3,2,BAX04,BSX04,75,21,54,2
2,E430,4142,48,2,1,1,BA*,BG**,,,NP,1
1,F310,3579,48,1,1,2,TP1,BS55,44,18,26,1
1,F350,3579,48,1,1,1,BA*,BS**,35,15,20,1
1,G310,1169,48,1,1,1,BA*,BS**,,,NP,1
1,G320,1169,48,1,1,2,BA*,BS**,,,NP,1
1,G350,1169,48,1,1,2,BA*,BS**,,,NP,1
3,H310,1050,48,3,1,1,BA*,BG**,,,NP,1
1,I330,3559,48,1,1,1,BA*,BS**,,,NP,1
2,I340,3559,48,2,1,2,BA*,BG**,,,NP,1
1,I350,3559,48,1,1,2,BA*,BS**,38,26,12,1
2,I350,3559,48,2,1,2,BA*,BG**,,,NP,1
2,J310,1122,48,2,1,2,TP1,BG56,,,NP,1
3,J320,1122,48,3,1,2,TP1,BG55,16,15,1,1
1,J330,1122,48,1,1,1,BA*,BS**,,,NP,1
3,J330,1122,48,3,1,1,BA*,BG**,16,14,2,1
1,J340,1122,48,1,1,2,TP1,BS55,26,14,12,1
2,J350,1122,48,2,1,2,TP1,BG56,,,NP,1
3,J350,1122,48,3,1,1,BA*,BG**,16,14,2,1
1,K320,9005,48,1,1,1,BA*,BS**,65,32,33,1
1,K330,9005,48,1,1,2,TP1,BS55,50,21,29,1
1,K330,9005,48,1,1,1,BA*,BS**,65,32,33,1
2,K350,9005,48,2,1,2,TP1,BG55,26,17,9,1
2,K351,9005,48,2,1,1,BA*,BG**,24,15,9,1
1,L330,3769,48,1,1,1,BA*,BS**,,,NP,1
