LINKED_LAYER_NO,LINKED_SHRP_ID,SHRP_ID,STATE_CODE,LAYER_NO,FIELD_SET,TEST_NO,LOC_NO,SAMPLE_NO,LIQUID_LIMIT,PLASTIC_LIMIT,PLASTICITY_INDEX,CONSTRUCTION_NO
2,0564,0508,1,2,1,2,BA6,BG12,,,NP,1
2,0564,4155,1,2,1,1,BA*,BG**,,,NP,1
2,0564,4155,1,2,1,2,BA*,BG**,,,NP,1
3,0564,0506,1,3,4,2,BA501,BG307,25,17,8,2
3,0564,0506,1,3,4,2,BA302,BG303,23,18,5,2
3,0564,0506,1,3,1,1,BA2,BG03,0,0,NP,1
1,0601,0608,1,1,3,1,BA503,BS303,37,14,23,2
2,0601,0606,1,2,3,1,BAX05,BGX01,16,14,2,2
1,0603,0606,1,1,3,1,BA511,BS306,45,18,27,2
2,0604,0605,1,2,1,3,TP1,BG57,14,12,2,2
2,0604,0606,1,2,3,1,BA512,BG305,18,14,4,2
1,0605,0605,1,1,1,3,TP1,BS57,30,18,12,2
2,0605,0606,1,2,3,2,BA506,BG309,19,13,6,2
2,0605,0606,1,2,1,3,TP2,BG58,12,10,2,2
1,0606,0606,1,1,3,2,BAX03,BSX03,45,18,27,2
2,0606,0606,1,2,3,2,BA506,BG309,19,13,6,2
2,0608,0606,1,2,3,1,BA512,BG305,18,14,4,2
1,0661,0606,1,1,3,2,BAX04,BSX04,53,18,35,2
2,0661,0606,1,2,3,2,BAX06,BGX02,17,13,4,2
1,0662,0606,1,1,3,2,BAX04,BSX04,53,18,35,2
1,0662,0606,1,1,1,3,TP2,BS58,50,22,28,2
2,0662,0606,1,2,3,2,BAX06,BGX02,17,13,4,2
2,0663,0606,1,2,3,2,BAX06,BGX02,17,13,4,2
1,1021,1021,1,1,1,2,TP1,BS55,28,19,9,1
1,3028,3028,1,1,1,2,BA*,BS**,44,18,26,1
3,3028,3028,1,3,1,1,BA*,BG**,,,NP,1
1,4007,4007,1,1,1,1,BA*,BS**,30,19,11,1
1,4126,4126,1,1,1,1,BA*,BS**,21,19,2,1
2,4127,4127,1,2,1,2,BA*,BG**,,,NP,2
1,4155,4155,1,1,1,1,BA*,BS**,21,19,2,1
2,4155,4155,1,2,1,1,BA*,BG**,,,NP,1
1,5008,5008,1,1,1,1,BA*,BS**,42,39,3,1
2,6012,6012,1,2,1,2,TP1,BG55,,,NP,1
1,A330,4125,1,1,1,1,BA*,BS**,23,15,8,1
2,A350,4125,1,2,1,2,BA*,BG**,25,18,7,1
1,B340,1019,1,1,1,1,BA*,BS**,17,15,2,1
1,B350,1019,1,1,1,1,BA*,BS**,17,15,2,1
1,C320,4155,1,1,1,1,BA*,BS**,21,19,2,1
1,C320,4155,1,1,1,2,BA*,BS**,23,19,4,1
2,C340,4155,1,2,1,1,BA*,BG**,,,NP,1
1,1001,1001,2,1,1,1,TP2,BS81,18,0,NP,1
3,1002,1002,2,3,1,2,TP2,BG81,0,0,NP,1
2,1008,1008,2,2,1,2,TP1,BG92,0,0,NP,1
1,0113,0120,4,1,1,2,B315,BS15,,,NP,1
1,0114,0114,4,1,1,2,B309,BS09,24,17,7,1
1,0116,0114,4,1,1,2,B309,BS09,24,17,7,1
1,0116,0117,4,1,1,2,B304,BS04,,,NP,1
1,0116,0124,4,1,1,2,B305,BS05,,,NP,1
1,0117,0119,4,1,1,2,B307,BS07,,,NP,1
2,0118,0118,4,2,1,2,B312,BG12,,,NP,1
2,0118,0160,4,2,1,2,B302,BG02,,,NP,1
1,0119,0119,4,1,1,2,B307,BS07,,,NP,1
2,0119,0119,4,2,1,2,B308,BG08,21,,NP,1
1,0120,0120,4,1,3,1,BA265,BS265,27,13,14,2
2,0120,0119,4,2,1,2,B308,BG08,21,,NP,1
1,0121,0121,4,1,1,2,B314,BS14,21,18,3,1
1,0161,0161,4,1,1,2,B318,BS18,,,NP,1
2,0214,0264,4,2,1,2,B314,BG14,,,NP,1
1,0216,0213,4,1,1,2,B311,BS61,,,NP,1
2,0216,0214,4,2,1,2,B302,BG02,,,NP,1
2,0216,0221,4,2,1,2,B310,BG10,,,NP,1
1,0219,0216,4,1,1,2,B306,BS06,22,19,3,1
1,0221,0213,4,1,1,2,B311,BS61,,,NP,1
1,0221,0261,4,1,1,2,B301,BS01,25,21,4,1
2,0221,0214,4,2,1,2,B302,BG02,,,NP,1
2,0221,0221,4,2,1,2,B310,BG10,,,NP,1
2,0221,0224,4,2,1,2,B305,BG05,,,NP,1
1,0222,0222,4,1,1,2,B303,BS03,31,20,11,1
2,0222,0221,4,2,1,2,B310,BG10,,,NP,1
2,0222,0260,4,2,1,2,B318,BG18,,,NP,1
1,0223,0216,4,1,1,2,B306,BS06,22,19,3,1
1,0224,0263,4,1,1,2,B313,BS13,28,20,8,1
2,0224,0215,4,2,1,2,B307,BG07,,,NP,1
1,0260,0260,4,1,1,2,B317,BS17,24,19,5,1
2,0260,0224,4,2,1,2,B305,BG05,,,NP,1
2,0261,0214,4,2,1,2,B302,BG02,,,NP,1
2,0261,0224,4,2,1,2,B305,BG05,,,NP,1
2,0263,0214,4,2,1,2,B302,BG02,,,NP,1
1,0264,0264,4,1,1,2,B15,BS15,40,18,22,1
1,0264,0267,4,1,1,2,B316,BS16,28,19,9,1
2,0264,0214,4,2,1,2,B302,BG02,,,NP,1
2,0264,0221,4,2,1,2,B310,BG10,,,NP,1
2,0264,0260,4,2,1,2,B318,BG18,,,NP,1
1,0265,0224,4,1,1,2,B13,BS13,31,24,7,1
1,0265,0264,4,1,1,2,B15,BS15,40,18,22,1
2,0265,0214,4,2,1,2,B302,BG02,,,NP,1
1,0266,0264,4,1,1,2,B15,BS15,40,18,22,1
1,0267,0218,4,1,1,2,B12,BS12,28,28,NP,1
1,0267,0265,4,1,1,2,B315,BS15,36,19,17,1
1,0268,0222,4,1,1,2,B303,BS03,31,20,11,1
2,0501,0504,4,2,1,2,TP1,BG91,,,NP,1
2,0501,0559,4,2,1,2,BA*,BG*4,,,NP,1
1,0502,0509,4,1,1,1,BA*,BS*2,23,18,5,1
2,0502,0502,4,2,1,2,TP2,BG91,,,NP,1
1,0503,0559,4,1,1,2,BA*,BS*4,24,18,6,1
2,0504,0509,4,2,1,1,BA*,BG*2,,,NP,1
1,0505,0506,4,1,4,3,TP2,BG02,23,16,7,7
1,0505,0507,4,1,1,1,BA*,BS*1,21,16,5,1
2,0505,0509,4,2,4,3,TP1,BS01,22,17,5,6
1,0506,0502,4,1,1,2,TP2,BS92,28,20,8,1
1,0506,0559,4,1,1,2,BA*,BS*4,24,18,6,1
2,0506,0559,4,2,1,2,BA*,BG*4,,,NP,1
2,0507,0507,4,2,1,1,BA*,BG*1,,,NP,1
1,0508,0504,4,1,1,2,TP1,BS92,22,16,6,1
1,0508,0505,4,1,1,2,BA*,BS*3,27,19,8,1
2,0508,0502,4,2,1,2,TP2,BG91,,,NP,1
2,0508,0507,4,2,1,1,BA*,BG*1,,,NP,1
2,0508,0509,4,2,4,3,TP1,BS01,22,17,5,6
1,0509,0502,4,1,1,2,TP2,BS92,28,20,8,1
1,0509,0504,4,1,1,2,TP1,BS92,22,16,6,1
1,0509,0559,4,1,1,2,BA*,BS*4,24,18,6,1
2,0509,0508,4,2,3,1,BA262,BG262,20,22,NP,5
1,0559,0559,4,1,1,2,BA*,BS*4,24,18,6,1
1,0560,0504,4,1,1,2,TP1,BS92,22,16,6,1
2,0560,0502,4,2,1,2,TP2,BG91,,,NP,1
2,0560,0507,4,2,1,1,BA*,BG*5,,,NP,1
2,0602,0608,4,2,1,2,BA*,BG*5,21,16,5,1
3,0602,0662,4,3,1,2,BA*,BG*3,19,17,2,1
2,0603,0604,4,2,1,1,BA*,BG*2,20,15,5,1
2,0605,0608,4,2,1,2,BA*,BG*5,21,16,5,1
2,0606,0603,4,2,1,2,BA*,BG*4,20,16,4,1
2,0606,0604,4,2,1,1,BA*,BG*2,20,15,5,1
3,0608,0604,4,2,1,1,BA*,BG*2,20,15,5,1
2,0664,0604,4,2,1,1,BA*,BG*2,20,15,5,1
2,0669,0604,4,2,1,1,BA*,BG*2,20,15,5,1
1,0902,0902,4,1,1,2,B26,BS26,27,21,6,1
1,0903,0903,4,1,1,2,B25,BS25,21,,NP,1
1,1018,1018,4,1,1,1,BA*,BS**,23,14,9,2
2,1018,1018,4,2,1,1,BA*,BG**,26,16,10,2
2,1024,1024,4,2,1,2,TP1,BG91,15,0,NP,2
2,1025,1025,4,2,1,1,BA*,BG**,17,0,NP,1
2,1036,1036,4,2,1,1,BA*,BG**,0,0,NP,1
1,1037,1037,4,1,1,1,BA*,BS**,0,0,NP,1
1,1062,1062,4,1,1,2,TP1,BS93,0,0,NP,2
2,6054,6054,4,2,1,1,BA*,BG**,0,0,NP,1
1,6060,6060,4,1,1,1,BA*,BS**,26,14,12,2
1,7614,7614,4,1,1,2,BA*,BS**,0,0,NP,1
1,A310,1036,4,1,1,2,TP1,BS70,35,20,15,1
1,A320,1036,4,1,1,1,BA*,BS**,28,19,9,1
2,A330,1036,4,2,1,2,TP1,BG70,0,0,NP,1
1,A350,1036,4,1,1,1,BA*,BS**,28,19,9,1
1,A430,7613,4,1,1,2,BA*,BS**,48,23,25,1
1,A441,7613,4,1,1,2,BA*,BS**,48,23,25,1
1,A451,7613,4,1,1,2,BA*,BS**,48,23,25,1
1,A451,7613,4,1,1,1,BA*,BS**,48,20,28,1
1,A454,7613,4,1,1,2,BA*,BS**,48,23,25,1
1,A902,A901,4,1,1,2,B322,BS22,,,NP,1
2,A902,A903,4,2,1,2,B28,BG28,,,NP,1
1,B330,1021,4,1,1,1,BA*,BS**,0,0,NP,1
1,B902,1007,4,1,1,1,BA*,BS**,34,20,14,1
1,B903,1007,4,1,1,2,TP1,BS91,24,20,4,1
1,B960,1007,4,1,1,2,TP1,BS91,24,20,4,1
1,B964,1007,4,1,1,2,TP1,BS91,24,20,4,1
1,B964,1007,4,1,1,1,BA*,BS**,34,20,14,1
1,C320,1017,4,1,1,2,TP1,BS92,25,16,9,2
2,C320,1017,4,2,1,2,TP1,BG91,0,0,NP,2
1,C350,1017,4,1,1,1,BA*,BS**,32,16,16,2
2,D310,1016,4,2,1,1,BA*,BG**,31,18,13,1
1,D350,1016,4,1,1,1,BA*,BS**,27,17,10,1
1,0113,0117,5,1,1,2,B5,BS05,0,0,NP,1
1,0114,0119,5,1,1,2,B1,BS01,0,0,NP,1
1,0119,0117,5,1,7,1,BA*,BS**,,,NP,1
1,0121,0114,5,1,5,2,BA*,BS**,,,NP,1
1,0121,0117,5,1,7,1,BA*,BS**,,,NP,1
1,0122,0117,5,1,7,2,BA*,BS**,,,NP,1
1,0213,0213,5,1,1,3,B6,BS06,20,14,6,1
1,0214,0214,5,1,4,2,BA10,TS07,50,23,27,2
1,0216,0224,5,1,1,3,B5,BS05,36,25,11,1
1,0221,0213,5,1,1,3,B6,BS06,20,14,6,1
3,0221,0213,5,3,1,3,B6,BG03,,,NP,1
3,0221,0222,5,3,1,3,B8,BG02,,,NP,1
3,0221,0223,5,3,1,3,B7,BG01,,,NP,1
1,0223,0223,5,1,4,2,BA3,TS06,22,15,7,2
1,0224,0224,5,1,1,3,B5,BS05,36,25,11,1
1,0803,0810,5,1,1,3,A6,TS11,27,18,9,1
1,1004,1004,25,1,1,2,TP1,BS55,0,0,NP,1
2,0803,0804,5,2,2,2,B13,BG07,,,NP,1
2,0803,0810,5,2,4,2,B12,BG06,,,NP,1
2,0809,0810,5,2,9,2,BAX01,BGX01,20,17,3,2
1,0810,0803,5,1,1,3,A8,TS15,28,16,12,1
1,0810,0810,5,1,1,3,A6,TS11,27,18,9,1
1,0810,0810,5,1,1,2,B3,BS03,,,NP,1
2,0810,0809,5,2,2,2,B11,BG05,,,NP,1
2,0810,0810,5,2,4,2,B12,BG06,,,NP,1
1,3011,3011,5,1,1,1,BA*,BS**,27,17,10,1
1,4021,4021,5,1,1,2,BA*,BS**,24,16,8,1
3,4021,4021,5,3,1,2,BA*,BG**,,,NP,1
1,4046,4046,5,1,1,1,BA*,BS**,42,23,19,1
1,5803,5803,5,1,1,2,BA*,BS**,35,22,13,1
2,5803,5803,5,2,1,1,BA*,BG**,30,20,10,1
2,A430,4021,5,2,1,1,BA*,BG**,20,14,6,1
1,A603,A605,5,1,5,2,BA505,BS306,34,14,20,6
1,A603,A606,5,1,1,2,A3,BS03,49,17,32,1
1,A605,A605,5,1,5,1,BA504,BS305,26,16,10,6
1,A606,A605,5,1,1,2,A2,BS02,33,19,14,1
1,A606,A606,5,1,1,2,A3,BS03,49,17,32,1
1,A608,A601,5,1,1,2,A1,BS01,47,20,27,1
2,B410,4019,5,2,1,2,BA*,BG**,,,NP,1
1,C410,3059,5,1,1,1,BA*,BS**,,,NP,1
1,0201,0204,6,1,1,2,B12,BS12,,,NP,1
2,0201,0211,6,2,1,1,B13,BG13,,,NP,1
1,0202,0204,6,1,1,2,B12,BS12,,,NP,1
1,0204,0210,6,1,1,1,B10,BS10,,,NP,1
2,0204,0210,6,2,1,2,B14,BG14,,,NP,1
2,0209,0210,6,2,1,2,B14,BG14,,,NP,1
2,0209,0211,6,2,1,1,B13,BG13,,,NP,1
1,0211,0202,6,1,1,2,B11,BS11,,,NP,1
1,0211,0211,6,1,1,1,B7,BS07,,,NP,1
2,0211,0210,6,2,1,2,B14,BG14,,,NP,1
1,0212,0211,6,1,1,1,B7,BS07,,,NP,1
1,0501,0502,6,1,1,2,TP1,BS93,,,NP,1
1,0501,0509,6,1,1,2,BA6,BS02,23,20,3,1
1,0501,0566,6,1,1,1,TP4,BS92,,,NP,1
2,0501,0561,6,2,1,2,TP3,BG91,,,NP,1
1,0502,0560,6,1,1,1,BA8,BS02,,,NP,1
2,0502,0564,6,2,1,2,BA9,BG01,,,NP,1
1,0503,0507,6,1,1,2,TP2,BS93,23,19,4,1
1,0503,0509,6,1,1,2,BA5,BS01,24,18,6,1
1,0503,0566,6,1,1,2,TP4,BS92,,,NP,1
2,0503,0509,6,2,1,2,BA6,BG02,,,NP,1
2,0503,0560,6,2,1,1,BA8,BG02,,,NP,1
2,0503,0564,6,2,1,2,BA9,BG01,,,NP,1
2,0503,0564,6,2,1,2,BA10,BG02,,,NP,1
1,0504,0505,6,1,1,2,BA4,BS02,,,NP,1
1,0504,0507,6,1,1,2,TP2,BS93,23,19,4,1
2,0504,0505,6,2,1,2,BA3,BG01,,,NP,1
2,0505,0507,6,2,1,2,TP2,BG92,,,NP,1
2,0505,0566,6,2,1,2,TP4,BG91,,,NP,1
1,0506,0566,6,1,1,1,TP4,BS92,,,NP,1
2,0506,0502,6,2,1,2,TP1,BG92,,,NP,1
2,0506,0507,6,2,1,2,TP2,BG92,,,NP,1
2,0506,0564,6,2,1,2,BA9,BG01,,,NP,1
1,0507,0502,6,1,1,2,TP1,BS93,,,NP,1
1,0507,0505,6,1,1,2,BA3,BS01,,,NP,1
1,0507,0566,6,1,1,1,TP4,BS92,,,NP,1
2,0507,0505,6,2,1,2,BA3,BG01,,,NP,1
1,0508,0501,6,1,1,1,BA2,BS02,,,NP,1
1,0508,0505,6,1,1,2,BA4,BS02,,,NP,1
1,0508,0505,6,1,1,2,BA3,BS01,,,NP,1
2,0508,0502,6,2,1,2,TP1,BG92,,,NP,1
2,0508,0505,6,2,1,2,BA3,BG01,,,NP,1
2,0508,0509,6,2,1,2,BA6,BG02,,,NP,1
2,0508,0560,6,2,1,1,BA8,BG02,,,NP,1
2,0508,0566,6,2,1,2,TP4,BG91,,,NP,1
2,0508,0568,6,2,1,1,BA11,BG01,,,NP,1
1,0509,0505,6,1,1,2,BA4,BS02,,,NP,1
1,0509,0508,6,1,3,1,BA080*,BS080*,,,NP,3
1,0509,0509,6,1,1,2,BA5,BS01,24,18,6,1
2,0509,0501,6,2,1,1,BA2,BG02,,,NP,1
2,0509,0502,6,2,3,1,BA020*,BG020*,,,NP,4
2,0509,0504,6,2,3,2,BA040*,BG040*,,,NP,3
2,0509,0564,6,2,1,2,BA10,BG02,,,NP,1
2,0509,0566,6,2,1,2,TP4,BG91,,,NP,1
2,0560,0502,6,2,1,2,TP1,BG92,,,NP,1
2,0560,0505,6,2,1,2,BA3,BG01,,,NP,1
2,0560,0566,6,2,1,2,TP4,BG91,,,NP,1
2,0561,0501,6,2,1,1,BA2,BG02,,,NP,1
2,0562,0502,6,2,1,2,TP1,BG92,,,NP,1
2,0562,0509,6,2,1,2,BA6,BG02,,,NP,1
2,0563,0507,6,2,1,2,TP2,BG92,,,NP,1
2,0564,0501,6,2,1,1,BA2,BG02,,,NP,1
2,0564,0508,6,2,3,1,BA080*,BG080*,,,NP,3
2,0564,0560,6,2,1,1,BA8,BG02,,,NP,1
1,0566,0501,6,1,1,1,BA2,BS02,,,NP,1
1,0566,0509,6,1,1,2,BA5,BS01,24,18,6,1
1,0566,0560,6,1,1,1,BA7,BS01,,,NP,1
2,0566,0505,6,2,1,2,BA3,BG01,,,NP,1
2,0566,0566,6,2,1,2,TP4,BG91,,,NP,1
1,0567,0502,6,1,1,2,TP1,BS93,,,NP,1
2,0568,0505,6,2,1,2,BA4,BG02,,,NP,1
2,0568,0509,6,2,1,2,BA6,BG02,,,NP,1
2,0568,0564,6,2,1,2,BA9,BG01,,,NP,1
1,0569,0505,6,1,1,2,BA4,BS02,,,NP,1
2,0569,0505,6,2,1,2,BA3,BG01,,,NP,1
2,0569,0566,6,2,1,2,TP4,BG91,,,NP,1
1,0570,0501,6,1,1,1,BA1,BS01,,,NP,1
2,0570,0501,6,2,1,1,BA1,BG01,,,NP,1
2,0570,0505,6,2,1,2,BA4,BG02,,,NP,1
2,0570,0560,6,2,1,1,BA7,BG01,,,NP,1
2,0570,0561,6,2,1,2,TP3,BG91,,,NP,1
1,0571,0507,6,1,1,2,TP2,BS93,23,19,4,1
1,0571,0560,6,1,1,1,BA8,BS02,,,NP,1
2,0571,0509,6,2,1,2,BA6,BG02,,,NP,1
2,0571,0509,6,2,1,2,BA5,BG01,,,NP,1
2,0571,0560,6,2,1,1,BA7,BG01,,,NP,1
2,0571,0564,6,2,1,2,BA9,BG01,,,NP,1
2,0571,0568,6,2,1,1,BA12,BG02,,,NP,1
1,0603,3005,6,1,1,2,BA*,BS**,0,0,NP,1
1,0605,0661,6,1,3,1,BA263,BS263,19,23,NP,7
1,0605,3005,6,1,1,1,BA*,BS**,0,0,NP,1
1,0659,3005,6,1,1,1,BA*,BS**,0,0,NP,1
1,0660,0606,6,1,3,2,BAX01,BSX01,21,24,NP,6
1,0660,3005,6,1,1,1,BA*,BS**,0,0,NP,1
1,0661,0659,6,1,3,1,BA262,BS262,23,29,NP,4
1,0663,0663,6,1,3,1,BA265,BS265,19,24,NP,10
1,0663,3005,6,1,1,1,BA*,BS**,0,0,NP,1
1,0664,3005,6,1,1,1,BA*,BS**,0,0,NP,1
1,0811,0812,6,1,1,2,B8,BS08,,,NP,1
1,1253,1253,6,1,1,1,BA*,BS**,28,17,11,1
1,2038,2038,6,1,1,2,TP1,BS92,20,17,3,1
1,2041,2041,6,1,2,1,BA*,BS**,22,15,7,1
2,2041,2041,6,2,1,2,TP1,BG91,0,0,NP,1
2,3019,3019,6,2,1,1,BA*,BG**,26,18,8,1
1,3021,3021,6,1,1,2,BA*,BS**,0,0,NP,1
1,7452,7452,6,1,1,2,TP1,BS92,35,21,14,1
2,7452,7452,6,2,1,1,BA*,BG**,20,14,6,1
1,7456,7456,6,1,1,1,BA*,BS**,24,13,11,1
2,8201,8201,6,2,1,2,TP1,BG91,25,19,6,1
1,A310,1253,6,1,1,1,BA*,BS**,28,17,11,1
2,A311,1253,6,2,1,2,TP1,BG91,0,0,NP,1
2,A321,1253,6,2,1,1,BA*,BG**,20,16,4,1
2,A352,1253,6,2,1,1,BA*,BG**,20,16,4,1
1,A353,1253,6,1,1,2,TP1,BS92,0,0,NP,1
1,A363,1253,6,1,1,1,BA*,BS**,28,17,11,1
1,A412,3021,6,1,1,2,BA*,BS**,0,0,NP,1
2,A412,3021,6,2,1,2,BA*,BG**,0,0,NP,1
1,A420,3021,6,1,1,2,BA*,BS**,0,0,NP,1
1,A421,3021,6,1,1,1,BA*,BS**,0,0,NP,1
1,A430,3021,6,1,1,1,BA*,BS**,0,0,NP,1
1,A442,3021,6,1,1,2,BA*,BS**,0,0,NP,1
2,A443,3021,6,2,1,2,BA*,BG**,0,0,NP,1
1,A805,A806,6,1,3,2,BA263,BS263,19,22,NP,1
1,A806,A806,6,1,3,2,BA263,BS263,19,22,NP,1
2,A806,A805,6,2,1,1,B9,BG09,,,NP,1
2,A806,A806,6,2,3,1,BA262,BG262,16,19,NP,1
2,B411,7455,6,2,1,1,BA*,BG**,21,13,8,1
1,B412,7455,6,1,1,1,BA1,BS01,40,16,24,1
1,B413,7455,6,1,1,2,BA6,BS06,37,15,22,1
2,B420,7455,6,2,1,1,BA*,BG**,21,13,8,1
2,B443,7455,6,2,1,2,BA6,BG06,22,14,8,1
2,B443,7455,6,2,1,1,BA*,BG**,21,13,8,1
2,B451,7455,6,2,1,1,BA*,BG**,21,13,8,1
2,B453,7455,6,2,1,2,BA6,BG06,22,14,8,1
1,0213,0213,8,1,5,1,BA262,BS262,17,21,NP,1
2,0216,0214,8,2,1,2,B10,BG10,,,NP,1
1,0219,0214,8,1,1,2,B2,BS02,26,13,13,1
1,0219,0219,8,1,1,2,B3,BS03,24,14,10,1
1,0221,0221,8,1,5,1,BA264,BS264,35,13,22,1
2,0221,0221,8,2,5,1,BAX04,BGX04,18,19,NP,1
2,0221,0224,8,2,1,2,B11,BG11,18,,NP,1
1,0222,0222,8,1,5,1,BA266,BS266,31,14,17,4
2,0222,0224,8,2,1,2,B11,BG11,18,,NP,1
2,0223,0214,8,2,1,2,B10,BG10,,,NP,1
2,0223,0221,8,2,1,2,B12,BG12,,,NP,1
2,0224,0221,8,2,1,2,B12,BG12,,,NP,1
2,0224,0221,8,2,5,1,BAX04,BGX04,18,19,NP,1
1,0811,0811,8,1,1,2,B201,BS201,31,15,16,1
1,0811,0811,8,1,1,1,B201,BS201,31,15,16,1
2,0811,0812,8,2,5,1,BAX02,BGX02,22,22,NP,1
2,0812,0812,8,2,5,1,BAX02,BGX02,22,22,NP,1
2,1029,1029,8,2,1,2,TP1,BG92,0,0,NP,1
5,1057,1057,8,5,1,2,TP1,BG91,0,0,NP,1
2,6002,6002,8,2,1,2,TP1,BG91,0,0,NP,1
2,6013,6013,8,2,1,1,BA*,BG**,0,0,NP,1
1,7036,7036,8,1,1,1,BA*,BS**,30,17,13,1
2,7780,7780,8,2,1,2,TP1,BG91,0,0,NP,1
2,7783,7783,8,2,1,1,BA*,BG**,0,0,NP,1
2,0101,0106,1,2,2,2,B9,BG09,,,NP,1
2,0101,0109,1,2,5,2,BA505,BG302,14,18,np,1
1,0103,0102,1,1,5,1,BA508,BS311,41,25,16,2
1,0104,0106,1,1,1,2,B4,BS04,51,34,17,1
1,0105,0102,1,1,1,2,B7,BS07,48,33,15,1
1,0105,0110,1,1,5,2,BA301,BS307,40,25,15,1
2,0105,0102,1,2,2,1,B10,BG10,,,NP,1
2,0105,0108,1,2,2,2,B8,BG08,,,NP,1
2,0106,0102,1,2,5,1,BAX04,BGX03,13,16,NP,2
2,0106,0102,1,2,5,1,BA509,BG304,13,16,np,2
2,0106,0108,1,2,2,2,B8,BG08,,,NP,1
1,0107,0107,1,1,5,1,BA501,BS301,45,25,20,2
2,0107,0102,1,2,2,1,B10,BG10,,,NP,1
2,0107,0109,1,2,5,2,BAX02,BGX01,14,18,NP,1
1,0108,0102,1,1,1,2,B7,BS07,48,33,15,1
1,0108,0102,1,1,5,1,BA511,BS314,41,21,20,2
1,0108,0110,1,1,5,2,BA507,BS308,44,25,19,1
2,0108,0102,1,2,5,1,BAX04,BGX03,13,16,NP,2
1,0109,0109,1,1,5,2,BAX02,BSX02,44,20,24,1
1,0109,0110,1,1,5,2,BA507,BS308,44,25,19,1
2,0109,0102,1,2,5,1,BA509,BG304,13,16,np,2
1,0110,0102,1,1,5,1,BA511,BS314,41,21,20,2
1,0110,0103,1,1,1,2,B5,BS05,46,28,18,1
1,0110,0110,1,1,5,2,BA507,BS308,44,25,19,1
1,0112,0111,1,1,1,2,B3,BS03,47,29,18,1
1,0161,0102,1,1,1,2,B7,BS07,48,33,15,1
1,0161,0103,1,1,1,2,B5,BS05,46,28,18,1
1,0161,0108,1,1,1,2,B2,BS02,42,28,14,1
1,0162,0102,1,1,5,1,BA509,BS312,41,24,17,2
1,0162,0109,1,1,5,2,BAX02,BSX02,44,20,24,1
2,0163,0102,1,2,2,1,B10,BG10,,,NP,1
1,0502,0506,1,1,1,1,BA2,BS02,0,0,NP,1
1,0502,0508,1,1,1,2,BA4,BS04,0,0,NP,1
1,0502,4155,1,1,1,1,BA*,BS**,21,19,2,1
2,0502,0506,1,2,4,2,BA501,BG308,23,17,6,2
2,0502,4155,1,2,1,1,BA*,BG**,,,NP,1
3,0502,0503,1,3,4,1,BA307,BG317,25,19,6,2
1,0503,0502,1,1,1,1,TP1,BS55,0,0,NP,1
1,0503,0508,1,1,1,2,BA4,BS04,0,0,NP,1
2,0503,0506,1,2,4,2,BA302,BG304,22,15,7,2
3,0503,0503,1,3,4,1,BA309,BG321,27,17,10,2
1,0504,0504,1,1,4,2,BA306,BS306,24,18,6,2
2,0504,0502,1,2,1,1,TP1,BG56,0,0,NP,1
2,0504,0504,1,2,4,2,BA306,BG314,27,17,10,2
2,0504,0506,1,2,1,1,BA3,BG06,0,0,NP,1
2,0504,4155,1,2,1,2,BA*,BG**,,,NP,1
3,0504,0502,1,3,1,1,TP1,BG55,0,0,NP,1
3,0504,0503,1,3,4,1,BA308,BG319,26,15,11,2
3,0504,0504,1,3,4,2,BA503,BG315,25,18,7,2
3,0504,0504,1,3,4,2,BA304,BG309,24,18,6,2
2,0505,0506,1,2,1,1,BA3,BG06,0,0,NP,1
2,0505,4155,1,2,1,1,BA*,BG**,,,NP,1
1,0506,0506,1,1,1,1,BA3,BS03,0,0,NP,1
1,0506,0506,1,1,1,1,BA1,BS01,0,0,NP,1
1,0506,0508,1,1,1,2,BA6,BS06,0,0,NP,1
1,0506,0508,1,1,1,2,BA5,BS05,0,0,NP,1
2,0506,0504,1,2,4,2,BA305,BG312,26,15,11,2
2,0506,0506,1,2,4,2,BA302,BG304,22,15,7,2
3,0506,0506,1,3,4,2,BA301,BG301,25,16,9,2
3,0506,0506,1,3,1,1,BA3,BG05,,,NP,1
3,0506,0508,1,3,1,2,BA4,BG07,0,0,NP,1
1,0507,0506,1,1,4,2,BA303,BS303,22,16,6,2
1,0507,0508,1,1,1,2,BA5,BS05,0,0,NP,1
1,0507,4155,1,1,1,2,BA*,BS**,23,19,4,1
2,0507,0504,1,2,4,2,BA304,BG310,25,16,9,2
2,0507,0504,1,2,4,2,BA305,BG312,26,15,11,2
2,0507,0506,1,2,4,2,BA303,BG306,20,15,5,2
2,0507,0506,1,2,1,1,BA1,BG02,0,0,NP,1
2,0507,0508,1,2,1,2,BA5,BG10,0,0,NP,1
2,0507,0508,1,2,1,2,BA4,BG08,,,NP,1
3,0507,0508,1,3,1,2,BA6,BG11,0,0,NP,1
2,0508,0506,1,2,4,2,BA501,BG308,23,17,6,2
2,0508,0506,1,2,4,2,BA302,BG304,22,15,7,2
2,0508,0506,1,2,1,1,BA3,BG06,0,0,NP,1
3,0508,0506,1,3,1,1,BA1,BG01,,,NP,1
3,0508,0508,1,3,1,2,BA4,BG07,0,0,NP,1
1,0509,0508,1,1,1,2,BA4,BS04,0,0,NP,1
2,0509,0504,1,2,4,2,BA503,BG316,28,18,10,2
2,0509,0506,1,2,1,1,BA3,BG06,0,0,NP,1
2,0509,0508,1,2,1,2,BA4,BG08,,,NP,1
