LINKED_LAYER_NO,LINKED_SHRP_ID,SHRP_ID,STATE_CODE,LAYER_NO,FIELD_SET,TEST_NO,LOC_NO,CONSTRUCTION_NO,SAMPLE_NO,THREE_PASSING,TWO_PASSING,ONE_AND_HALF_PASSING,ONE_PASSING,THREE_FOURTHS_PASSING,ONE_HALF_PASSING,THREE_EIGHTHS_PASSING,NO_4_PASSING,NO_10_PASSING,NO_40_PASSING,NO_80_PASSING,NO_200_PASSING,HYDRO_02,HYDRO_002,HYDRO_001,GT_2MM,COARSE_SAND,FINE_SAND,SILT,CLAY,COLLOIDS
1,0118,0118,51,1,2,2,BAX15,2,BSX15,100,100,100,100,98,97,97,94,91,83,69,45.29999924,26.79999924,11.89999962,,9,8,38,33.40000153,12,
1,0120,0120,51,1,2,2,BAX08,2,BSX08,100,100,100,100,100,100,100,99,97,92,81,63.70000076,44.40000153,22.39999962,,3,5,28,41.29999924,22.39999962,
1,0123,0124,51,1,2,2,BAX11,2,BSX11,100,100,100,100,100,100,100,99,97,84,70,50.79999924,34.59999847,18.10000038,,3,13,33,32.70000076,18.10000038,
1,0124,0123,51,1,2,2,BAX09,2,BSX09,100,100,100,100,100,100,100,98,93,78,59,35.59999847,18.5,6.599999905,,7,15,42,29,6.599999905,
1,2004,2004,51,1,1,1,BX01,1,BSX01,100,100,100,100,100,100,100,99,98,98,97,97,34,16.29999924,16.29999924,2,0,1,80.90000153,16.29999924,16.29999924
1,5009,5009,51,1,1,1,BX01,1,BSX01,100,100,100,100,100,99,99,99,98,97,48,32.5,31,23.89999962,23,2,1,64,8.600000381,23.89999962,23
1,A321,1023,51,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,99,97,97,97,96.80000305,22.20000076,18,18,3,0,0,80,18,18
3,0201,0207,53,3,1,2,B12,1,BG07,100,100,100,100,100,100,99,98,96,92,91,83.09999847,27.89999962,4.900000095,,4,2,10,78.40000153,4.900000095,
3,0201,0208,53,3,1,2,B11,1,BG06,100,100,100,100,100,100,99,98,96,92,91,80.40000153,26.5,5.300000191,,4,2,12,76.30000305,5.300000191,
2,0202,0208,53,3,1,2,B11,1,BG06,100,100,100,100,100,100,99,98,96,92,91,80.40000153,26.5,5.300000191,,4,2,12,76.30000305,5.300000191,
3,0205,0207,53,3,1,2,B12,1,BG07,100,100,100,100,100,100,99,98,96,92,91,83.09999847,27.89999962,4.900000095,,4,2,10,78.40000153,4.900000095,
2,0122,0124,31,2,1,2,B11,1,BG11,100,100,100,100,100,100,100,100,99,98,97,95.90000153,77.69999695,36.40000153,,1,0,1,62.20000076,36.40000153,
1,0123,0116,31,1,1,1,B5,1,BS05,100,100,100,100,100,100,100,100,100,99,98,97.5,68,29.89999962,,0,0,1,69.30000305,29.89999962,
1,0123,0120,31,1,1,1,B4,1,BS04,100,100,100,100,100,100,100,100,100,99,98,96.5,68.30000305,35.40000153,,0,0,0,64.09999847,35.40000153,
1,0124,0120,31,1,1,1,B4,1,BS04,100,100,100,100,100,100,100,100,100,99,98,96.5,68.30000305,35.40000153,,0,0,0,64.09999847,35.40000153,
2,0124,0124,31,2,1,2,B11,1,BG11,100,100,100,100,100,100,100,100,99,98,97,95.90000153,77.69999695,36.40000153,,1,0,1,62.20000076,36.40000153,
1,1030,1030,31,1,1,1,BA1,2,BS01,100,100,100,100,100,100,100,100,100,99,99,97.40000153,40.90000153,15.5,,0,0,2,82.80000305,15.5,
1,6700,6700,31,1,1,2,TP1,2,BS55,100,100,100,100,100,100,100,100,100,99,99,97.5,41.40000153,11.60000038,,0,0,1,87.19999695,11.60000038,
1,6701,6701,31,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,99,97,80,66,53.90000153,21.79999924,13.30000019,,3,19,26,38.79999924,13.30000019,
1,7005,7005,31,1,1,1,BA1,1,BS01,100,100,100,100,100,100,100,99,98,96,94,84.40000153,24.60000038,8,,2,2,9,78.40000153,8,
1,A352,1030,31,1,1,1,BA1,2,BS01,100,100,100,100,100,100,100,100,100,99,99,97.40000153,40.90000153,15.5,,0,0,2,82.80000305,15.5,
3,0102,0107,32,3,1,2,B4,1,BG04,100,100,99,95,91,82,75,60,49,31,21,14.69999981,9.399999619,3.400000095,,51,20,16,9.5,3.400000095,
3,0103,0109,32,3,1,2,B3,1,BG03,100,96,93,88,83,71,62,48,37,23,16,10.89999962,7.5,2.200000048,,63,8,15,11.60000038,2.200000048,
3,0105,0106,32,3,1,2,B2,1,BG02,100,99,93,88,81,69,62,49,38,24,16,11,7.900000095,3.700000048,,62,16,11,7.400000095,3.700000048,
1,0107,0106,32,1,1,2,B27,1,BS02,100,100,100,100,100,100,100,99,97,77,59,50.29999924,31.20000076,8.199999809,,3,15,30,43.29999924,8.199999809,
1,0107,0107,32,1,1,2,B29,1,BS04,100,100,100,100,100,100,100,100,98,83,62,48.20000076,40.90000153,16.89999962,,1,19,31,32.29999924,16.89999962,
1,0107,0111,32,1,1,2,B30,1,BS05,100,100,100,100,100,100,100,99,97,77,54,41.90000153,27.89999962,10.5,,3,18,37,31.60000038,10.5,
3,0107,0111,32,3,1,2,B5,1,BG05,100,97,94,90,85,72,64,50,37,23,16,11.30000019,6.900000095,2.200000048,,63,14,13,7.800000191,2.200000048,
3,0108,0101,32,3,1,2,B1,1,BG01,100,94,88,81,77,66,60,48,38,24,17,11.39999962,7.5,3.299999952,,62,14,13,7.199999809,3.299999952,
3,0109,0105,32,3,1,2,B6,1,BG06,100,96,90,86,81,71,65,52,40,24,17,11.60000038,7.699999809,2.099999905,,60,12,16,9.300000191,2.099999905,
3,0109,0106,32,3,1,2,B2,1,BG02,100,99,93,88,81,69,62,49,38,24,16,11,7.900000095,3.700000048,,62,16,11,7.400000095,3.700000048,
3,0111,0101,32,3,1,2,B1,1,BG01,100,94,88,81,77,66,60,48,38,24,17,11.39999962,7.5,3.299999952,,62,14,13,7.199999809,3.299999952,
1,0202,0204,32,1,1,2,B33,1,BS05,100,100,100,100,100,100,100,99,99,91,82,68,38.79999924,9.899999619,,1,3,10,75.90000153,9.899999619,
3,0202,0201,32,3,1,2,B2,1,BG02,100,97,94,87,80,70,62,49,39,25,17,11.30000019,7.400000095,2.099999905,,61,15,14,8.800000191,2.099999905,
3,0202,0205,32,3,1,1,B1,1,BG01,100,100,96,90,84,71,63,50,39,24,16,11.69999981,6.300000191,2.200000048,,61,17,12,7.800000191,2.200000048,
1,0203,0211,32,1,1,2,B31,1,BS03,100,100,100,100,99,98,97,95,93,83,69,53.59999847,30.39999962,10.19999981,,7,9,29,44.29999924,10.19999981,
3,0203,0206,32,3,1,2,B7,1,BG07,100,99,98,94,91,82,76,63,53,37,27,19.20000076,10,3.099999905,,47,22,14,13.5,3.099999905,
1,4034,4034,27,1,1,1,TP2,1,BS56,100,100,100,100,100,100,99,97,95,74,30,12.39999962,8.5,5.5,3.599999905,5,17,66,6.5,5.5,3.599999905
1,4055,4055,27,1,1,2,TP1,1,BS55,100,100,100,100,99,98,97,94,88,55,21,10.69999981,8.199999809,4.099999905,3.5,12,31,45,7.900000095,4.099999905,3.5
1,6251,6251,27,1,1,2,TP1,1,BS55,100,100,100,100,100,100,99,99,97,72,18,7.699999809,6.5,3.900000095,,3,23,65,5.400000095,3.900000095,
1,6300,6300,27,1,1,2,TP1,1,BS55,100,100,100,100,100,98,98,94,90,78,66,57.59999847,38.59999847,19.20000076,,10,13,21,37.09999847,19.20000076,
1,6300,6300,27,1,1,1,BA1,1,BS01,100,100,98,98,98,97,96,93,90,86,68,57.90000153,35.5,17.29999924,,10,12,23,37.29999924,17.29999924,
1,7090,7090,27,1,1,1,BX03,1,BSX03,100,100,100,100,100,100,100,98,95,83,69,55,41.20000076,22.20000076,,5,9,26,37.59999847,22.20000076,
1,9075,9075,27,1,1,2,BX02,1,BSX02,100,100,100,100,100,98,97,95,90,76,66,57.70000076,51.29999924,27.60000038,,10,13,12,37.79999924,27.60000038,
1,A320,1016,27,1,1,2,TP1,1,BS55,100,100,100,100,100,99,98,96,91,50,15,8.199999809,4.300000191,1.700000048,,9,29,55,5.599999905,1.700000048,
1,A330,1016,27,1,1,2,TP1,1,BS55,100,100,100,100,100,99,98,96,91,50,15,8.199999809,4.300000191,1.700000048,,9,29,55,5.599999905,1.700000048,
1,B340,6251,27,1,1,1,BX02,1,BSX02,100,100,100,100,100,100,100,99,97,63,20,6.300000191,5,3.099999905,,3,23,67,4.300000191,3.099999905,
1,B350,6251,27,1,1,1,BX02,1,BSX02,100,100,100,100,100,100,100,99,97,63,20,6.300000191,5,3.099999905,,3,23,67,4.300000191,3.099999905,
1,C330,1028,27,1,1,1,BA1,1,BS01,100,100,100,100,100,100,99,97,92,50,14,7.5,4.5,2.700000048,,8,40,45,4.5,2.700000048,
1,0503,0501,28,1,1,1,BA1,1,BS01,100,100,100,100,100,100,100,100,100,97,93,87.40000153,60,21.70000076,,0,3,10,65.69999695,21.70000076,
1,0503,0503,28,1,1,1,TP1,1,BS55,100,100,100,100,100,100,100,100,100,98,93,82.5,58,22.70000076,,0,2,16,59.79999924,22.70000076,
1,0560,0560,28,1,1,2,BA8,1,BS01,100,100,100,100,100,100,100,100,100,96,63,51.20000076,36,20.79999924,,0,4,45,30.39999962,20.79999924,
1,0805,0805,28,1,3,1,BAX01,1,BSX01,100,100,100,100,98,97,97,96,95,92,88,86.69999695,53.70000076,16.70000076,,5,3,5,70,16.70000076,
1,1001,1001,28,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,100,97,92,87,81.5,67,38,,3,5,11,43.5,38,
1,3019,3019,28,1,1,1,BA*,1,BS**,100,100,98,97,93,85,80,68,60,55,45,35.29999924,27.29999924,15,0,40,5,20,20.29999924,15,0
1,3089,3089,28,1,1,1,BA*,1,BS**,100,100,100,100,100,100,99,99,97,92,80,71.09999847,50,21.70000076,0,3,5,21,49.40000153,21.70000076,0
1,3091,3091,28,1,1,1,BA*,1,BS**,100,100,100,100,100,100,99,99,99,78,41,23,16,11.10000038,,1,21,55,11.89999962,11.10000038,
1,3093,3093,28,1,1,1,BA*,2,BS**,100,100,100,100,100,100,100,100,100,98,53,15.10000038,9,6.400000095,,0,2,83,8.699999809,6.400000095,
1,3097,3097,28,1,1,2,BA*,1,BS**,100,100,100,100,100,100,99,98,96,91,88,87,50,11.30000019,,4,5,4,75.69999695,11.30000019,
1,5006,5006,28,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,100,99,97,92,81.09999847,68,40.70000076,0,1,2,16,40.40000153,40.70000076,0
1,0222,0222,4,1,1,2,B303,1,BS03,100,100,100,98,95,92,89,81,71,45,31,21.70000076,12.69999981,6.5,5.699999809,29,26,23,15.10000038,6.5,5.699999809
1,0222,0267,4,1,1,2,B316,1,BS16,100,100,100,99,98,97,95,90,85,58,44,30.89999962,18.10000038,9.899999619,8.600000381,15,27,27,21.20000076,9.899999619,8.600000381
1,0224,0220,4,1,1,2,B304,1,BS04,100,100,100,99,97,93,90,83,76,47,31,20.89999962,12.89999962,6.199999809,5.300000191,24,29,26,14.60000038,6.199999809,5.300000191
1,0261,0216,4,1,1,2,B306,1,BS06,100,100,100,100,99,97,93,83,75,49,35,25.60000038,13.5,6.900000095,6,25,26,23,18.79999924,6.900000095,6
1,0264,0265,4,1,1,2,B315,1,BS15,100,100,99,97,96,95,93,88,77,51,37,25.70000076,15.5,7.699999809,7,23,26,25,18,7.699999809,7
1,0266,0222,4,1,1,2,B303,1,BS03,100,100,100,98,95,92,89,81,71,45,31,21.70000076,12.69999981,6.5,5.699999809,29,26,23,15.10000038,6.5,5.699999809
1,0267,0220,4,1,1,2,B304,1,BS04,100,100,100,99,97,93,90,83,76,47,31,20.89999962,12.89999962,6.199999809,5.300000191,24,29,26,14.60000038,6.199999809,5.300000191
1,0268,0263,4,1,1,2,B313,1,BS13,100,100,100,98,97,95,94,89,82,58,44,33,20.29999924,10.39999962,8.800000191,18,24,25,22.39999962,10.39999962,8.800000191
1,0268,0267,4,1,1,2,B316,1,BS16,100,100,100,99,98,97,95,90,85,58,44,30.89999962,18.10000038,9.899999619,8.600000381,15,27,27,21.20000076,9.899999619,8.600000381
1,0502,0509,4,1,1,1,BA*,1,BS*2,100,100,99,98,98,95,93,83,68,44,35,24.39999962,14.10000038,6.900000095,5.900000095,32,24,20,17.5,6.900000095,5.900000095
1,0504,0507,4,1,1,1,BA*,1,BS*1,100,100,99,97,95,89,86,72,62,44,34,26.39999962,15.10000038,7.099999905,6.400000095,38,18,18,19.29999924,7.099999905,6.400000095
1,0505,0507,4,1,1,1,BA*,1,BS*1,100,100,99,97,95,89,86,72,62,44,34,26.39999962,15.10000038,7.099999905,6.400000095,38,18,18,19.29999924,7.099999905,6.400000095
1,0507,0507,4,1,1,1,BA*,1,BS*1,100,100,99,97,95,89,86,72,62,44,34,26.39999962,15.10000038,7.099999905,6.400000095,38,18,18,19.29999924,7.099999905,6.400000095
1,0507,0509,4,1,1,1,BA*,1,BS*2,100,100,99,98,98,95,93,83,68,44,35,24.39999962,14.10000038,6.900000095,5.900000095,32,24,20,17.5,6.900000095,5.900000095
1,0559,0502,4,1,1,2,TP2,1,BS92,100,100,100,100,100,97,96,87,67,43,36,28.5,15.39999962,6.900000095,5.599999905,33,24,14,21.60000038,6.900000095,5.599999905
1,0559,0507,4,1,1,1,BA*,1,BS*1,100,100,99,97,95,89,86,72,62,44,34,26.39999962,15.10000038,7.099999905,6.400000095,38,18,18,19.29999924,7.099999905,6.400000095
1,1002,1002,4,1,1,2,TP1,1,BS91,100,96,91,86,82,75,70,57,43,22,14,8.800000191,8.5,3.599999905,0.100000001,57,21,13,8.5,0.300000012,0.100000001
1,1006,1006,4,1,1,2,TP1,1,BS92,100,100,100,100,98,97,96,91,81,58,42,31.79999924,14.80000019,7.400000095,4.300000191,19,23,26,24.39999962,7.400000095,4.300000191
1,1007,1007,4,1,1,2,TP1,1,BS91,100,98,97,96,95,93,92,85,63,41,32,23,9.100000381,3.799999952,2.5,37,22,18,19.20000076,3.799999952,2.5
1,1007,1007,4,1,1,1,BA*,1,BS**,100,100,100,99,97,94,92,83,61,39,30,23.5,13.89999962,6,3.799999952,39,22,16,17.5,6,3.799999952
1,1015,1015,4,1,1,2,TP1,1,BS92,100,94,86,78,75,69,66,58,47,31,25,19.10000038,16.60000038,12.69999981,10.5,53,16,12,6.400000095,12.69999981,10.5
1,1017,1017,4,1,1,2,TP1,2,BS92,100,96,93,87,83,76,72,59,47,32,23,17.89999962,11.10000038,6.300000191,4.199999809,53,15,14,11.60000038,6.300000191,4.199999809
1,1018,1018,4,1,1,2,TP1,2,BS92,100,100,98,98,97,97,96,94,91,83,75,60,43.70000076,14.89999962,9.399999619,9,8,23,45.09999847,14.89999962,9.399999619
1,1021,1021,4,1,1,1,BA*,1,BS**,100,100,99,98,97,94,92,85,74,56,35,19.60000038,11.30000019,4.099999905,2.700000048,26,18,36,15.5,4.099999905,2.700000048
1,1022,1022,4,1,1,2,TP1,1,BS93,100,100,99,94,91,88,85,77,60,39,29,23.39999962,13.69999981,4.400000095,2.900000095,40,21,16,19,4.400000095,2.900000095
1,1024,1024,4,1,1,2,TP1,2,BS92,100,100,97,92,89,85,83,79,73,59,47,30.5,21.89999962,14.60000038,11.60000038,27,14,28,15.89999962,14.60000038,11.60000038
1,1025,1025,4,1,1,1,BA*,1,BS**,100,100,99,95,90,71,62,45,36,31,27,18.89999962,9.399999619,4.199999809,3.200000048,64,5,12,14.69999981,4.199999809,3.200000048
1,1062,1062,4,1,1,1,BA*,2,BS**,100,100,100,97,95,89,82,65,54,39,27,17.79999924,16.89999962,6.099999905,3.900000095,46,15,21,11.69999981,6.099999905,3.900000095
1,6060,6060,4,1,1,1,BA*,2,BS**,100,100,97,95,92,86,82,68,45,30,22,17.39999962,12.10000038,6.300000191,4.400000095,55,15,13,11.10000038,6.300000191,4.400000095
1,C451,7082,49,1,1,2,BA4,1,BS03,100,100,99,91,84,72,68,54,39,27,24,18.10000038,9.600000381,3.400000095,2.799999952,61,12,9,14.69999981,3.5,2.799999952
1,C452,7082,49,1,1,2,BA4,1,BS03,100,100,99,91,84,72,68,54,39,27,24,18.10000038,9.600000381,3.400000095,2.799999952,61,12,9,14.69999981,3.5,2.799999952
1,C453,7082,49,1,1,2,BA4,1,BS03,100,100,99,91,84,72,68,54,39,27,24,18.10000038,9.600000381,3.400000095,2.799999952,61,12,9,14.69999981,3.5,2.799999952
1,C454,7082,49,1,1,2,BA4,1,BS03,100,100,99,91,84,72,68,54,39,27,24,18.10000038,9.600000381,3.400000095,2.799999952,61,12,9,14.69999981,3.5,2.799999952
1,D441,7086,49,1,1,2,TP1,1,BS91,100,99,96,89,86,81,76,59,54,49,46,38.40000153,8.699999809,1.100000024,0,45,19,10,24.79999924,1.100000024,0
1,D443,7086,49,1,1,2,TP1,1,BS91,100,99,96,89,86,81,76,59,54,49,46,38.40000153,8.699999809,1.100000024,0,45,19,10,24.79999924,1.100000024,0
1,D454,7086,49,1,1,2,TP1,1,BS91,100,99,96,89,86,81,76,59,54,49,46,38.40000153,8.699999809,1.100000024,0,45,19,10,24.79999924,1.100000024,0
1,D460,7086,49,1,1,2,TP1,1,BS91,100,99,96,89,86,81,76,59,54,49,46,38.40000153,8.699999809,1.100000024,0,45,19,10,24.79999924,1.100000024,0
1,E441,7085,49,1,1,1,TP1,1,BS91,100,97,94,90,85,79,72,55,47,36,31,25.89999962,26.70000076,12,9.800000191,41,10,11,26.39999962,12,9.800000191
1,1683,1683,50,1,1,2,TP1,1,BS55,100,99,98,96,94,91,88,79,73,46,36,28.79999924,24.10000038,8.5,7.099999905,28,27,17,20.39999962,8.5,7.099999905
1,0116,0116,51,1,2,2,BAX13,2,BSX13,100,100,100,100,100,99,99,98,95,84,69,46.29999924,28.70000076,12.60000038,,5,11,38,33.70000076,12.60000038,
1,0121,0122,51,1,1,2,B3,1,BS03,100,100,100,100,100,100,99,98,92,73,55,33.09999847,17.89999962,6.5,,8,18,38,29.39999962,6.5,
1,0124,0124,51,1,2,1,BAX10,2,BSX10,100,100,100,100,100,100,100,99,96,82,65,43.5,26.79999924,11.69999981,,4,14,38,31.79999924,11.69999981,
1,2564,2564,51,1,1,1,BX01,1,BSX01,100,100,100,100,100,100,100,100,100,99,99,99,16,9.399999619,9,0,0,0,91.90000153,9.399999619,9
1,A320,1023,51,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,99,97,97,97,96.80000305,22.20000076,18,18,3,0,0,80,18,18
2,0202,0201,53,3,1,2,B10,1,BG05,100,100,100,99,98,98,97,95,93,90,89,82.69999695,26,4.800000191,,7,2,9,77.40000153,4.800000191,
2,0202,0202,53,2,1,2,B7,1,BG02,100,100,98,97,95,93,92,90,87,84,82,76.80000305,25.39999962,7.099999905,,13,4,9,67.40000153,7.099999905,
3,0204,0202,53,2,1,2,B7,1,BG02,100,100,98,97,95,93,92,90,87,84,82,76.80000305,25.39999962,7.099999905,,13,4,9,67.40000153,7.099999905,
3,0206,0211,53,3,1,2,B8,1,BG03,100,100,99,98,98,96,96,95,93,91,90,83,22.5,4.800000191,,7,2,9,77,4.800000191,
3,0211,0201,53,3,1,2,B10,1,BG05,100,100,100,99,98,98,97,95,93,90,89,82.69999695,26,4.800000191,,7,2,9,77.40000153,4.800000191,
1,0212,0259,53,1,1,2,B1,1,BS01,100,100,100,100,100,100,100,100,100,99,94,81.80000305,34.40000153,6.900000095,,0,1,12,80,6.900000095,
1,1007,1007,53,1,1,1,BA*,1,BS**,100,100,100,100,100,99,96,95,93,87,80,68.40000153,27.79999924,7.099999905,6,7,6,19,61.29999924,7.099999905,6
3,0110,0109,32,3,1,2,B3,1,BG03,100,96,93,88,83,71,62,48,37,23,16,10.89999962,7.5,2.200000048,,63,8,15,11.60000038,2.200000048,
3,0112,0101,32,3,1,2,B1,1,BG01,100,94,88,81,77,66,60,48,38,24,17,11.39999962,7.5,3.299999952,,62,14,13,7.199999809,3.299999952,
3,0201,0207,32,3,1,2,B4,1,BG04,100,100,97,89,83,71,64,52,41,25,17,11.80000019,6.199999809,2.599999905,,59,20,11,7.5,2.599999905,
1,0202,0210,32,1,1,2,B34,1,BS06,100,100,100,100,100,100,100,100,100,95,85,66.09999847,34.20000076,8.100000381,,0,5,30,57.29999924,8.100000381,
1,0206,0207,32,1,1,2,B32,1,BS04,100,100,100,98,98,96,96,95,93,86,74,58.29999924,28.29999924,6.900000095,,7,8,29,49.09999847,6.900000095,
3,0207,0210,32,3,1,2,B6,1,BG06,100,100,95,91,85,74,66,52,41,25,16,11.19999981,6.300000191,2.299999952,,59,16,15,7.800000191,2.299999952,
1,0209,0204,32,1,1,2,B33,1,BS05,100,100,100,100,100,100,100,99,99,91,82,68,38.79999924,9.899999619,,1,3,10,75.90000153,9.899999619,
1,0209,0206,32,1,1,2,B35,1,BS07,100,100,100,100,100,100,100,99,98,86,68,52.5,23.79999924,6.199999809,,2,10,35,46.09999847,6.199999809,
3,0209,0201,32,3,1,2,B2,1,BG02,100,97,94,87,80,70,62,49,39,25,17,11.30000019,7.400000095,2.099999905,,61,15,14,8.800000191,2.099999905,
3,0209,0205,32,3,1,1,B1,1,BG01,100,100,96,90,84,71,63,50,39,24,16,11.69999981,6.300000191,2.200000048,,61,17,12,7.800000191,2.200000048,
1,0210,0204,32,1,1,2,B33,1,BS05,100,100,100,100,100,100,100,99,99,91,82,68,38.79999924,9.899999619,,1,3,10,75.90000153,9.899999619,
3,0211,0206,32,3,1,2,B7,1,BG07,100,99,98,94,91,82,76,63,53,37,27,19.20000076,10,3.099999905,,47,22,14,13.5,3.099999905,
1,1030,1030,32,1,1,2,TP1,1,BS71,100,100,95,92,87,80,75,64,56,48,40,24.70000076,17.89999962,10.5,7.099999905,44,8,23,14.19999981,10.5,7.099999905
1,1030,1030,32,1,1,1,BA*,1,BS**,100,100,99,95,91,80,72,60,53,47,39,23.79999924,17.60000038,9.899999619,6.900000095,47,6,23,13.89999962,9.899999619,6.900000095
2,3013,3013,32,2,1,2,BA*,1,BS**,100,100,97,97,94,86,81,62,35,18,12,7.099999905,3.900000095,1.600000024,1.200000048,65,17,11,5.5,1.600000024,1.200000048
1,A451,3010,32,1,1,1,BA*,1,BS**,100,100,98,98,96,91,88,71,49,27,24,17,11.19999981,3.099999905,2.400000095,51,22,10,13.89999962,3.099999905,2.400000095
1,A453,3010,32,1,1,2,BA*,1,BS**,100,100,100,99,98,95,92,81,56,35,27,21.89999962,14.10000038,3.599999905,2.5,44,21,13,18.29999924,3.599999905,2.5
1,A458,3010,32,1,1,1,BA*,1,BS**,100,100,98,98,96,91,88,71,49,27,24,17,11.19999981,3.099999905,2.400000095,51,22,10,13.89999962,3.099999905,2.400000095
1,A459,3010,32,1,1,1,BA*,1,BS**,100,100,98,98,96,91,88,71,49,27,24,17,11.19999981,3.099999905,2.400000095,51,22,10,13.89999962,3.099999905,2.400000095
1,A463,3010,32,1,1,2,BA*,1,BS**,100,100,100,99,98,95,92,81,56,35,27,21.89999962,14.10000038,3.599999905,2.5,44,21,13,18.29999924,3.599999905,2.5
1,B310,7000,32,1,1,2,TP1,1,BS93,100,91,89,86,84,80,77,67,48,23,15,11.19999981,6.800000191,2.799999952,1.5,52,25,12,8.399999619,2.799999952,1.5
1,B330,7000,32,1,1,2,TP1,1,BS93,100,91,89,86,84,80,77,67,48,23,15,11.19999981,6.800000191,2.799999952,1.5,52,25,12,8.399999619,2.799999952,1.5
1,B350,7000,32,1,1,2,TP1,1,BS93,100,91,89,86,84,80,77,67,48,23,15,11.19999981,6.800000191,2.799999952,1.5,52,25,12,8.399999619,2.799999952,1.5
1,0503,0502,34,1,3,2,BA320,4,BS310,100,100,100,98,98,98,98,97,95,89,52,22.79999924,20,12.5,,5,6,66,10.30000019,12.5,
1,0503,0502,34,1,1,2,BA4,1,BS01,100,100,98,95,93,91,90,87,81,64,36,20.20000076,12.89999962,7.5,,19,19,42,12.60000038,7.5,
1,0503,0503,34,1,1,2,TP2,1,BS56,100,100,100,100,99,99,98,96,92,77,43,33.79999924,17.79999924,8.199999809,,8,15,47,22.20000076,8.199999809,
1,0505,0502,34,1,3,2,BA320,4,BS310,100,100,100,98,98,98,98,97,95,89,52,22.79999924,20,12.5,,5,6,66,10.30000019,12.5,
1,0506,0506,34,1,3,2,BA315,2,BS309,100,100,100,96,90,88,86,82,74,41,18,10.80000019,7.199999809,4.900000095,,26,33,30,5.900000095,4.900000095,
1,0559,0503,34,1,1,2,TP2,1,BS56,100,100,100,100,99,99,98,96,92,77,43,33.79999924,17.79999924,8.199999809,,8,15,47,22.20000076,8.199999809,
1,0859,0802,34,1,1,3,B2,1,BS02,100,100,100,99,99,98,98,96,93,67,17,7.099999905,3.599999905,0.800000012,,7,19,67,6.5,0.800000012,
1,1011,1011,34,1,1,2,TP1,1,BS55,100,100,100,100,99,99,98,97,96,73,21,9.100000381,7.699999809,5.800000191,5.800000191,4,23,64,3.200000048,5.800000191,5.800000191
1,1031,1031,34,1,1,2,TP1,1,BS55,100,100,100,99,98,97,95,92,86,45,14,9.899999619,9.300000191,8.600000381,8.600000381,14,41,35,1.299999952,8.600000381,8.600000381
1,0101,0101,35,1,1,2,B1,1,BS01,100,100,100,100,98.09999847,96.19999695,95.19999695,92.69999695,89.90000153,84,76.90000153,68.59999847,42,27.89999962,,10.10000038,12.10000038,26.39999962,23.5,27.89999962,
1,0103,0111,35,1,5,2,BA510,2,BS311,100,98,98,95,94,91,90,86,81,68,57,50.40000153,42.29999924,26.79999924,,19,13,18,23.60000038,26.79999924,
1,0110,0110,35,1,5,2,BA507,1,BS308,100,100,100,100,100,99,99,97,96,94,91,85.80000305,70,58.09999847,,4,2,8,27.70000076,58.09999847,
1,0111,0110,35,1,5,2,BA507,1,BS308,100,100,100,100,100,99,99,97,96,94,91,85.80000305,70,58.09999847,,4,2,8,27.70000076,58.09999847,
1,0501,0503,35,1,4,1,BA303,2,BS306,100,100,100,100,100,99,98,94,88,71,61,50.70000076,37.09999847,21.79999924,,12,17,20,28.89999962,21.79999924,
1,0501,0506,35,1,4,1,BA502,3,BS302,100,100,100,98,98,96,94,90,84,68,58,48.5,38.79999924,23.5,,16,16,19,25,23.5,
1,0502,0502,35,1,4,1,BA506,3,BS309,100,97,97,97,96,93,92,86,83,66,57,46.90000153,34.40000153,20,,17,17,19,26.89999962,20,
1,0502,0508,35,1,4,1,BA505,3,BS308,100,100,99,98,95,88,83,73,62,49,42,32.70000076,20.29999924,11,,38,13,16,21.70000076,11,
1,0504,0504,35,1,4,1,BAX01,3,BSX01,100,100,100,100,100,99,99,96,91,65,51,37.5,25.79999924,15.89999962,,9,26,27,21.60000038,15.89999962,
1,0509,0508,35,1,4,1,BA505,3,BS308,100,100,99,98,95,88,83,73,62,49,42,32.70000076,20.29999924,11,,38,13,16,21.70000076,11,
1,3010,3010,35,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,99,99,97,72,4.199999809,4.199999809,4.199999809,0,1,2,93,0,4.199999809,0
1,0801,0801,36,1,1,2,B1,1,BS01,100,100,100,100,93,92,90,88,86,76,43,21.89999962,5.199999809,4.800000191,,12,2,64,17.10000038,4.800000191,
1,0801,0801,36,1,1,3,A3,1,TS05,100,100,100,100,100,100,99,97,95,86,56,28.70000076,14,6.400000095,5.599999905,5,9,57,22.29999924,6.400000095,5.599999905
1,0859,0801,36,1,1,2,B1,1,BS01,100,100,100,100,93,92,90,88,86,76,43,21.89999962,5.199999809,4.800000191,,12,2,64,17.10000038,4.800000191,
1,0859,0801,36,1,1,3,A2,1,TS03,100,100,91,87,86,85,83,80,77,72,56,31.60000038,19.89999962,8.699999809,8.399999619,23,5,40,22.89999962,8.699999809,8.399999619
