LINKED_SHRP_ID,LINKED_LAYER_NO,SHRP_ID,STATE_CODE,LAYER_NO,FIELD_SET,TEST_NO,LOC_NO,SAMPLE_NO,CONSTRUCTION_NO,MAX_LAB_DRY_DENSITY,OPTIMUM_LAB_MOISTURE
0117,2,0118,4,2,1,2,B312,BG12,1,2274.8,6
0117,2,0120,4,2,1,2,B316,BG16,1,2258.8,4
0119,1,0119,4,1,1,2,B307,BS07,1,2210.8,8
0119,2,0160,4,2,1,2,B302,BG02,1,2274.8,5
0120,1,0120,4,1,1,2,B315,BS15,1,1922.4,13
0120,2,0118,4,2,1,2,B312,BG12,1,2274.8,6
0122,1,0116,4,1,1,2,B310,BS10,1,2162.7,8
0122,1,0119,4,1,1,2,B307,BS07,1,2210.8,8
0123,1,0123,4,1,1,2,B306,BS06,1,2162.7,8
0124,1,0116,4,1,1,2,B310,BS10,1,2162.7,8
0124,1,0117,4,1,1,2,B304,BS04,1,2146.7,8
0160,2,0119,4,2,1,2,B308,BG08,1,2274.8,5
0161,2,0160,4,2,1,2,B302,BG02,1,2274.8,5
0163,1,0160,4,1,1,2,B301,BS01,1,2178.7,8
0213,1,0216,4,1,1,2,B306,BS06,1,2082.6,9
0217,1,0213,4,1,1,2,B311,BS61,1,2050.6,10
0219,1,0213,4,1,1,2,B311,BS61,1,2050.6,10
0221,1,0261,4,1,1,2,B301,BS01,1,1986.5,10
0221,2,0215,4,2,1,2,B307,BG07,1,2290.9,6
0221,2,0260,4,2,1,2,B318,BG18,1,2290.9,6
0222,2,0215,4,2,1,2,B307,BG07,1,2290.9,6
0223,1,0213,4,1,1,2,B311,BS61,1,2050.6,10
0223,1,0217,4,1,1,2,B309,BS09,1,2050.6,10
0223,1,0223,4,1,1,2,B308,BS08,1,2082.6,10
0223,2,0214,4,2,1,2,B302,BG02,1,2274.8,6
0224,1,0265,4,1,1,2,B315,BS15,1,1970.5,12
0224,1,0267,4,1,1,2,B316,BS16,1,1986.5,10
0224,2,0224,4,2,1,2,B305,BG05,1,2290.9,6
0260,2,0221,4,2,1,2,B310,BG10,1,2274.8,6
0260,2,0224,4,2,1,2,B305,BG05,1,2290.9,6
0261,2,0215,4,2,1,2,B307,BG07,1,2290.9,6
0261,2,0221,4,2,1,2,B310,BG10,1,2274.8,6
0262,2,0224,4,2,1,2,B305,BG05,1,2290.9,6
0263,1,0220,4,1,1,2,B304,BS04,1,1970.5,12
0263,1,0222,4,1,1,2,B303,BS03,1,2034.5,11
0263,1,0263,4,1,1,2,B313,BS13,1,1954.4,11
0263,2,0260,4,2,1,2,B318,BG18,1,2290.9,6
0264,1,0220,4,1,1,2,B304,BS04,1,1970.5,12
0264,2,0262,4,2,1,2,B312,BG12,1,2258.8,5
0265,1,0222,4,1,1,2,B303,BS03,1,2034.5,11
0266,1,0265,4,1,1,2,B315,BS15,1,1970.5,12
0267,1,0263,4,1,1,2,B313,BS13,1,1954.4,11
0501,1,0509,4,1,1,1,BA*,BS*2,1,2082.6,8
0501,2,0509,4,2,4,3,TP1,MG01,6,2082.6,9
0502,1,0559,4,1,1,2,BA*,BS*4,1,1986.5,10
0502,2,0506,4,2,4,3,TP2,MG02,7,2066.6,9
0502,2,0509,4,2,1,2,BA*,BG*6,1,2210.8,5
0503,1,0505,4,1,1,2,BA*,BS*3,1,2018.5,9
0503,1,0506,4,1,4,3,TP2,MS02,7,2162.7,7
0503,2,0502,4,2,1,2,TP2,BG91,1,2114.6,7
0504,1,0502,4,1,1,2,TP2,BS92,1,2050.6,8
0504,1,0504,4,1,1,2,TP1,BS92,1,2146.7,7
0504,1,0505,4,1,1,2,BA*,BS*3,1,2018.5,9
0504,1,0509,4,1,1,1,BA*,BS*2,1,2082.6,8
0504,2,0507,4,2,1,1,BA*,BG*5,1,2210.8,6
0504,2,0509,4,2,1,1,BA*,BG*2,1,2050.6,8
0505,1,0509,4,1,1,1,BA*,BS*2,1,2082.6,8
0505,2,0505,4,2,1,2,BA*,BG*3,1,2066.6,8
0505,2,0509,4,2,4,3,TP1,MG01,6,2082.6,9
0506,2,0509,4,2,1,2,BA*,BG*6,1,2210.8,5
0507,2,0507,4,2,1,1,BA*,BG*1,1,2066.6,8
0508,1,0504,4,1,1,2,TP1,BS92,1,2146.7,7
0508,1,0509,4,1,1,1,BA*,BS*2,1,2082.6,8
0509,1,0502,4,1,1,2,TP2,BS92,1,2050.6,8
0509,1,0504,4,1,1,2,TP1,BS92,1,2146.7,7
0559,1,0504,4,1,1,2,TP1,BS92,1,2146.7,7
0559,2,0504,4,2,1,2,TP1,BG91,1,2082.6,7
0559,2,0508,4,2,3,1,BA261,BG261,5,2156.3,6
0560,1,0507,4,1,1,1,BA*,BS*1,1,2130.7,7
0560,1,0509,4,1,1,1,BA*,BS*2,1,2082.6,8
0560,2,0502,4,2,1,2,TP2,BG91,1,2114.6,7
0560,2,0509,4,2,1,1,BA*,BG*2,1,2050.6,8
0560,2,0509,4,2,1,2,BA*,BG*6,1,2210.8,5
0601,2,0608,4,3,1,2,BA*,BG*1,1,2194.7,6
0602,3,0603,4,2,1,2,BA*,BG*4,1,2194.7,6
0602,3,0608,4,3,1,2,BA*,BG*1,1,2194.7,6
0604,2,0604,4,2,1,1,BA*,BG*2,1,2242.8,6
0605,2,0608,4,2,1,2,BA*,BG*5,1,2130.7,8
0607,2,0662,4,2,1,2,BA*,BG*7,1,2162.7,7
0607,3,0603,4,2,1,2,BA*,BG*4,1,2194.7,6
0608,3,0603,4,2,1,2,BA*,BG*4,1,2194.7,6
0608,3,0662,4,3,1,2,BA*,BG*3,1,2210.8,6
0660,2,0662,4,3,1,2,BA*,BG*3,1,2210.8,6
0661,2,0608,4,3,1,2,BA*,BG*1,1,2194.7,6
0662,3,0608,4,3,1,2,BA*,BG*1,1,2194.7,6
0663,2,0603,4,2,1,2,BA*,BG*4,1,2194.7,6
0664,2,0604,4,2,1,1,BA*,BG*2,1,2242.8,6
0665,2,0608,4,3,1,2,BA*,BG*1,1,2194.7,6
0667,2,0608,4,3,1,2,BA*,BG*1,1,2194.7,6
1002,1,1002,4,1,1,1,BA*,BS**,1,1762.2,14
1006,2,1006,4,2,1,2,TP1,BG91,1,2002.5,8
1018,1,1018,4,1,1,2,TP1,BS92,2,1762.2,17
1021,1,1021,4,1,1,1,BA*,BS**,1,2034.5,10
1024,1,1024,4,1,1,2,TP1,BS92,2,1906.4,11
1036,1,1036,4,1,1,1,BA*,BS**,1,2018.5,9
1037,1,1037,4,1,1,1,BA*,BS**,1,2114.6,7
6053,2,6053,4,2,1,1,BA*,BG**,1,2210.8,6
6055,1,6055,4,1,1,1,BA1,BS63,1,2002.5,9
6060,2,6060,4,2,1,1,BA*,BG**,2,2130.7,7
7079,1,7079,4,1,1,2,TP2,BS92,1,1826.3,13
7079,1,7079,4,1,1,1,TP1,BS92,1,1826.3,14
A310,1,1036,4,1,1,1,BA*,BS**,1,2018.5,9
A320,2,1036,4,2,1,2,TP1,BG70,1,2098.6,8
A330,2,1036,4,2,1,2,TP1,BG70,1,2098.6,8
A390,2,1036,4,2,1,1,BA*,BG**,1,2130.7,6
A443,1,7613,4,1,1,2,BA*,BS**,1,1794.2,16
A449,1,7613,4,1,1,2,BA*,BS**,1,1794.2,16
A455,1,7613,4,1,1,1,BA*,BS**,1,1986.5,10
A460,1,7613,4,1,1,1,BA*,BS**,1,1986.5,10
A901,2,A901,4,2,1,2,B323,BG23,1,2258.8,5
A902,2,A901,4,2,1,2,B323,BG23,1,2258.8,5
B320,1,1021,4,1,1,1,BA*,BS**,1,2034.5,10
B902,2,1007,4,2,1,1,BA*,BG**,1,2162.7,7
B903,1,1007,4,1,1,2,TP1,BS91,1,2018.5,10
B960,2,1007,4,2,1,2,TP1,BG91,1,2178.7,7
C340,2,1017,4,2,1,2,TP1,BG91,2,2098.6,7
D310,1,1016,4,1,1,1,BA*,BS**,1,1986.5,10
D320,1,1016,4,1,1,1,BA*,BS**,1,1986.5,10
D320,2,1016,4,2,1,2,TP1,BG91,1,2146.7,8
D330,2,1016,4,2,1,2,TP1,BG91,1,2146.7,8
D350,1,1016,4,1,1,2,TP1,BS92,1,1938.4,12
D350,2,1016,4,2,1,2,TP1,BG91,1,2146.7,8
0114,1,0117,5,1,7,2,BA*,BS**,1,1842.3,14
0115,1,0118,5,1,1,2,B4,BS04,1,1714.1,14
0119,1,0121,5,1,1,2,B2,BS02,1,1858.3,12
0120,1,0114,5,1,5,1,BA*,BS**,1,1938.4,12
0120,1,0117,5,1,7,1,BA*,BS**,1,1730.2,14
0121,1,0117,5,1,7,2,BA*,BS**,1,1842.3,14
0121,1,0117,5,1,7,1,BA*,BS**,1,1730.2,14
0121,1,0119,5,1,1,2,B1,BS01,1,1874.3,12
0122,1,0114,5,1,5,2,BA*,BS**,1,1794.2,11
0213,3,0213,5,3,1,3,B6,BG03,1,1938.4,12
0223,3,0222,5,3,1,3,B8,BG02,1,,
0803,1,0803,5,1,1,1,B4,BS04,1,1858.3,13
0803,1,0810,5,1,9,2,BA504,BS304,2,1853.5,13
0804,2,0810,5,2,4,2,B12,BG06,1,2258.8,6
0809,1,0809,5,1,1,2,B2,BS02,1,1874.3,13
0810,1,0810,5,1,9,2,BA504,BS304,2,1853.5,13
3059,1,3059,5,1,1,2,BA*,BS**,1,1858.3,12
3071,1,3071,5,1,1,2,BA*,BS**,1,1714.1,17
3074,1,3074,5,1,1,1,BA*,BS**,1,1666.1,16
4021,2,4021,5,2,1,2,BA*,BG**,1,2082.6,9
5805,2,5805,5,2,1,2,BA*,BG**,1,1986.5,10
A310,1,3071,5,1,1,2,BA*,BS**,1,1714.1,17
A350,1,3071,5,1,1,2,BA*,BS**,1,1714.1,17
A350,1,3071,5,1,1,1,BA*,BS**,1,1762.2,16
A430,3,4021,5,3,1,2,BA*,BG**,1,2210.8,7
A605,1,A605,5,1,5,1,BA504,BS305,6,1917.6,11
A605,1,A605,5,1,1,2,A2,BS02,1,1826.3,14
A605,1,A606,5,1,1,2,A3,BS03,1,1650.1,18
B430,1,4019,5,1,1,2,BA*,BS**,1,1746.2,13
C430,1,3059,5,1,1,1,BA*,BS**,1,1842.3,12
0201,1,0202,6,1,1,2,B11,BS11,1,1826.3,11
0201,1,0210,6,1,1,1,B10,BS10,1,1826.3,11
0201,2,0212,6,2,1,1,B15,BG15,1,2178.7,8
0202,2,0202,6,2,1,2,B11,BG11,1,2178.7,8
0203,1,0203,6,1,3,1,BA261,BS261,3,1851.9,10
0208,1,0204,6,1,1,2,B12,BS12,1,1842.3,10
0209,1,0204,6,1,1,2,B12,BS12,1,1842.3,10
0210,2,0211,6,2,1,1,B13,BG13,1,2226.8,7
0211,2,0202,6,2,1,2,B11,BG11,1,2178.7,8
0211,2,0211,6,2,1,1,B13,BG13,1,2226.8,7
0212,1,0210,6,1,1,1,B10,BS10,1,1826.3,11
0212,2,0210,6,2,1,2,B14,BG14,1,2226.8,7
0501,1,0501,6,1,1,1,BA1,BS01,1,1954.4,10
0501,1,0560,6,1,1,1,BA8,BS02,1,2018.5,10
0501,2,0502,6,2,3,1,BA02**,BG02**,4,2066.6,8
0501,2,0566,6,2,1,1,TP4,BG91,1,2114.6,7
0223,2,0259,26,2,1,7,B24,BG24,1,1922.4,11
0224,2,0222,26,2,1,2,B12,BG12,1,2002.5,11
0502,2,0504,6,2,3,2,BA04**,BG04**,3,2082.6,8
0502,2,0505,6,2,1,2,BA3,BG01,1,2050.6,9
0502,2,0560,6,2,1,1,BA7,BG01,1,2146.7,7
0502,2,0568,6,2,1,1,BA12,BG02,1,2146.7,7
0503,1,0501,6,1,1,1,BA1,BS01,1,1954.4,10
0503,1,0502,6,1,3,1,BA020*,BS020*,4,1986.5,10
0503,1,0504,6,1,3,2,BA040*,BS040*,3,1986.5,10
0503,1,0509,6,1,1,2,BA5,BS01,1,1954.4,11
0503,1,0566,6,1,1,2,TP4,BS92,1,1890.4,12
0503,2,0505,6,2,1,2,BA3,BG01,1,2050.6,9
0503,2,0508,6,2,3,1,BA080*,BG080*,3,2082.6,8
0503,2,0561,6,2,1,2,TP3,BG92,1,2050.6,8
0504,1,0501,6,1,1,1,BA2,BS02,1,1986.5,10
0504,1,0502,6,1,3,1,BA020*,BS020*,4,1986.5,10
0504,1,0509,6,1,1,2,BA5,BS01,1,1954.4,11
0504,1,0560,6,1,1,1,BA8,BS02,1,2018.5,10
0504,1,0566,6,1,1,2,TP4,BS92,1,1890.4,12
0504,2,0508,6,2,3,1,BA080*,BG080*,3,2082.6,8
0504,2,0568,6,2,1,1,BA12,BG02,1,2146.7,7
0505,1,0501,6,1,1,1,BA2,BS02,1,1986.5,10
0505,2,0566,6,2,1,1,TP4,BG91,1,2114.6,7
0506,2,0505,6,2,1,2,BA4,BG02,1,2034.5,10
0507,1,0507,6,1,1,2,TP2,BS93,1,1954.4,11
0507,1,0560,6,1,1,1,BA7,BS01,1,2002.5,9
0507,2,0502,6,2,1,2,TP1,BG92,1,2002.5,10
0507,2,0504,6,2,3,2,BA040*,BG040*,3,2066.6,10
0507,2,0508,6,2,3,1,BA08**,BG08**,3,2082.6,8
0507,2,0566,6,2,1,1,TP4,BG91,1,2114.6,7
0508,1,0501,6,1,1,1,BA1,BS01,1,1954.4,10
0508,1,0504,6,1,3,2,BA040*,BS040*,3,1986.5,10
0508,1,0508,6,1,3,1,BA080*,BS080*,3,2018.5,9
0508,2,0501,6,2,1,1,BA1,BG01,1,2050.6,9
0508,2,0502,6,2,3,1,BA020*,BG020*,4,2066.6,8
0508,2,0504,6,2,3,2,BA04**,BG04**,3,2082.6,8
0508,2,0508,6,2,3,1,BA08**,BG08**,3,2082.6,8
0508,2,0564,6,2,1,2,BA9,BG01,1,2146.7,7
0509,1,0502,6,1,1,2,TP1,BS93,1,1922.4,10
0509,1,0505,6,1,1,2,BA4,BS02,1,1970.5,12
0509,1,0566,6,1,1,2,TP4,BS92,1,1890.4,12
0509,2,0502,6,2,3,1,BA020*,BG020*,4,2066.6,8
0509,2,0508,6,2,3,1,BA080*,BG080*,3,2082.6,8
0509,2,0509,6,2,1,2,BA5,BG01,1,2050.6,9
0559,1,0568,6,1,1,1,BA12,BS02,1,1954.4,11
0559,2,0502,6,2,1,2,TP1,BG92,1,2002.5,10
0559,2,0508,6,2,3,1,BA080*,BG080*,3,2082.6,8
0560,2,0509,6,2,1,2,BA6,BG02,1,2002.5,9
0561,1,0502,6,1,3,1,BA020*,BS020*,4,1986.5,10
0561,1,0560,6,1,1,1,BA7,BS01,1,2002.5,9
0561,2,0502,6,2,3,1,BA02**,BG02**,4,2066.6,8
0562,2,0502,6,2,3,1,BA020*,BG020*,4,2066.6,8
0562,2,0504,6,2,3,2,BA04**,BG04**,3,2082.6,8
0562,2,0509,6,2,1,2,BA5,BG01,1,2050.6,9
0563,2,0507,6,2,1,2,TP2,BG92,1,2018.5,10
0564,2,0501,6,2,1,1,BA1,BG01,1,2050.6,9
0564,2,0502,6,2,1,2,TP1,BG92,1,2002.5,10
0564,2,0504,6,2,3,2,BA04**,BG04**,3,2082.6,8
0564,2,0508,6,2,3,1,BA080*,BG080*,3,2082.6,8
0564,2,0564,6,2,1,2,BA10,BG02,1,2130.7,7
0566,1,0505,6,1,1,2,BA3,BS01,1,1986.5,10
0566,1,0507,6,1,1,2,TP2,BS93,1,1954.4,11
0566,1,0509,6,1,1,2,BA5,BS01,1,1954.4,11
0566,2,0502,6,2,1,2,TP1,BG92,1,2002.5,10
0567,1,0504,6,1,3,2,BA040*,BS040*,3,1986.5,10
0567,1,0505,6,1,1,2,BA4,BS02,1,1970.5,12
0567,1,0507,6,1,1,2,TP2,BS93,1,1954.4,11
0567,1,0509,6,1,1,2,BA6,BS02,1,1954.4,10
0567,2,0504,6,2,3,2,BA04**,BG04**,3,2082.6,8
0567,2,0507,6,2,1,2,TP2,BG92,1,2018.5,10
0567,2,0564,6,2,1,2,BA10,BG02,1,2130.7,7
0568,2,0502,6,2,1,2,TP1,BG92,1,2002.5,10
0568,2,0504,6,2,3,2,BA04**,BG04**,3,2082.6,8
0568,2,0564,6,2,1,2,BA10,BG02,1,2130.7,7
0569,1,0502,6,1,1,2,TP1,BS93,1,1922.4,10
0569,1,0505,6,1,1,2,BA4,BS02,1,1970.5,12
0569,1,0508,6,1,3,1,BA080*,BS080*,3,2018.5,9
0569,1,0566,6,1,1,2,TP4,BS92,1,1890.4,12
0569,2,0505,6,2,1,2,BA4,BG02,1,2034.5,10
0570,1,0502,6,1,3,1,BA020*,BS020*,4,1986.5,10
0570,1,0507,6,1,1,2,TP2,BS93,1,1954.4,11
0571,1,0505,6,1,1,2,BA4,BS02,1,1970.5,12
0571,1,0508,6,1,3,1,BA080*,BS080*,3,2018.5,9
0571,2,0501,6,2,1,1,BA1,BG01,1,2050.6,9
0571,2,0504,6,2,3,2,BA04**,BG04**,3,2082.6,8
0571,2,0561,6,2,1,2,TP3,BG92,1,2050.6,8
0603,1,0659,6,1,3,1,BA262,BS262,4,1794.2,12
0603,1,3005,6,1,1,1,BA*,BS**,1,1826.3,14
0604,1,0659,6,1,3,1,BA262,BS262,4,1794.2,12
0605,1,0606,6,1,3,2,BAX01,BSX01,6,1800.6,12
0605,1,3005,6,1,1,1,BA*,BS**,1,1826.3,14
0659,1,0659,6,1,3,1,BA262,BS262,4,1794.2,12
0660,1,0660,6,1,3,1,BA261,BS261,8,1634.0,16
0811,1,0811,6,1,1,1,B7,BS07,1,1826.3,11
0812,1,0812,6,1,1,2,B8,BS08,1,1746.2,14
1253,2,1253,6,2,1,1,BA*,BG**,1,2242.8,6
2002,1,2002,6,1,1,2,TP1,BS92,1,1730.2,15
2038,2,2038,6,2,1,2,TP1,BG91,1,2290.9,7
2038,2,2038,6,2,1,1,BA*,BG**,1,2387.0,6
2041,1,2041,6,1,1,2,TP1,BS92,1,2034.5,9
2041,2,2041,6,2,1,2,TP1,BG91,1,2226.8,5
2647,1,2647,6,1,1,1,BA*,BS**,1,2066.6,10
2647,2,2647,6,2,1,2,TP1,BG91,1,2082.6,9
3010,1,3010,6,1,1,2,BA*,BS**,1,2050.6,10
3013,1,3013,6,1,1,2,BA*,BS**,1,1970.5,11
3017,1,3017,6,1,1,1,BA*,BS**,1,2066.6,10
3021,1,3021,6,1,1,1,BA*,BS**,1,1922.4,9
3021,2,3021,6,2,1,1,BA*,BG**,1,2050.6,9
3024,1,3024,6,1,1,1,BA*,BS**,1,2114.6,8
3024,2,3024,6,2,1,1,BA*,BG**,1,2194.7,7
3042,2,3042,6,2,1,2,BA*,BG**,1,1794.2,17
6044,2,6044,6,2,1,2,TP1,BG92,1,2258.8,7
7452,2,7452,6,2,1,1,BA*,BG**,1,2242.8,6
8150,2,8150,6,2,1,1,BA*,BG**,1,2114.6,8
8151,1,8151,6,1,1,1,BA*,BS**,1,2018.5,8
A310,1,1253,6,1,1,2,TP1,BS92,1,1970.5,13
A310,2,1253,6,2,1,2,TP1,BG91,1,2258.8,5
A321,1,1253,6,1,1,1,BA*,BS**,1,1938.4,12
A330,2,1253,6,2,1,2,TP1,BG91,1,2258.8,5
A340,1,1253,6,1,1,2,TP1,BS92,1,1970.5,13
A353,2,1253,6,2,1,2,TP1,BG91,1,2258.8,5
A421,2,3021,6,2,1,2,BA*,BG**,1,2114.6,8
A422,1,3021,6,1,1,1,BA*,BS**,1,1922.4,9
A430,1,3021,6,1,1,2,BA*,BS**,1,1938.4,11
A430,1,3021,6,1,1,1,BA*,BS**,1,1922.4,9
A441,1,3021,6,1,1,1,BA*,BS**,1,1922.4,9
A443,2,3021,6,2,1,2,BA*,BG**,1,2114.6,8
A805,1,A805,6,1,3,1,BA261,BS261,1,1815.1,12
A805,2,A806,6,2,3,1,BA262,BG262,1,2226.8,6
A805,2,A806,6,2,1,1,B10,BG10,1,2242.8,6
A806,1,A805,6,1,3,1,BA261,BS261,1,1815.1,12
A806,1,A806,6,1,1,1,B6,BS06,1,1826.3,10
A806,2,A805,6,2,3,1,BA261,BG261,1,2180.3,6
A806,2,A805,6,2,1,1,B9,BG09,1,2258.8,6
A806,2,A806,6,2,3,2,BA263,BG263,1,2258.8,6
A806,2,A806,6,2,1,1,B10,BG10,1,2242.8,6
B411,2,7455,6,2,1,2,BA6,BG06,1,2242.8,4
B412,1,7455,6,1,1,2,BA6,BS06,1,1778.2,15
B412,1,7455,6,1,1,1,BA1,BS01,1,1794.2,15
B412,2,7455,6,2,1,1,BA*,BG**,1,2274.8,5
B420,1,7455,6,1,1,1,BA1,BS01,1,1794.2,15
B430,1,7455,6,1,1,1,BA1,BS01,1,1794.2,15
B441,2,7455,6,2,1,1,BA*,BG**,1,2274.8,5
0213,2,0214,8,2,1,2,B10,BG10,1,2258.8,7
0214,2,0221,8,2,1,2,B12,BG12,1,2130.7,6
0214,2,0224,8,2,1,2,B11,BG11,1,2226.8,6
0216,1,0216,8,1,1,2,B1,BS01,1,1906.4,10
0223,2,0214,8,2,1,2,B10,BG10,1,2258.8,7
0223,2,0221,8,2,5,1,BAX04,BGX04,1,2186.7,6
0223,2,0221,8,2,1,2,B12,BG12,1,2130.7,6
0223,2,0224,8,2,1,2,B11,BG11,1,2226.8,6
0224,2,0221,8,2,5,1,BAX04,BGX04,1,2186.7,6
0811,1,0811,8,1,1,2,B201,BS201,1,1746.2,16
0812,1,0812,8,1,1,2,B203,BS203,1,2018.5,9
1047,3,1047,8,3,1,2,TP1,BG92,1,2162.7,7
1047,4,1047,8,4,1,2,TP1,BG91,1,2194.7,6
1057,1,1057,8,1,1,2,TP1,BS93,1,1730.2,16
3032,2,3032,8,2,1,2,BA*,BG**,1,2258.8,5
6002,2,6002,8,2,1,1,BA*,BG**,1,2162.7,6
6013,1,6013,8,1,1,1,BA*,BS**,1,2018.5,10
7780,1,7780,8,1,1,1,BA*,BS**,1,2098.6,8
7781,1,7781,8,1,1,2,TP1,BS93,1,1986.5,13
7781,1,7781,8,1,1,1,BA*,BS**,1,1938.4,11
7783,3,7783,8,3,1,1,BA*,BG**,1,2210.8,6
A320,2,1053,8,2,1,1,BA*,BG**,1,2146.7,6
A350,3,1053,8,3,1,2,TP1,BG91,1,2210.8,7
1803,2,1803,9,2,1,2,TP1,BG55,1,2178.7,5
5001,1,5001,9,1,1,2,BX04,BSX04,1,2002.5,9
0102,1,0108,10,1,1,1,B5,BS05,1,1922.4,11
0101,1,0107,1,1,1,2,B1,BS01,1,1751.0,16
0106,1,0111,1,1,1,2,B3,BS03,1,1685.3,19
0106,2,0102,1,2,2,1,B10,BG10,1,2451.1,5
0108,1,0102,1,1,1,2,B7,BS07,1,1602.0,21
0108,1,0102,1,1,5,1,BA511,BS314,2,1803.9,16
0109,2,0102,1,2,5,1,BAX03,BGX02,2,2375.8,6
0110,1,0103,1,1,1,2,B5,BS05,1,1645.3,20
0111,1,0111,1,1,1,2,B3,BS03,1,1685.3,19
0161,1,0103,1,1,1,2,B5,BS05,1,1645.3,20
0161,1,0108,1,1,1,2,B2,BS02,1,1710.9,17
0161,1,0109,1,1,5,2,BAX02,BSX02,1,1792.6,17
0161,2,0102,1,2,5,1,BAX04,BGX03,2,2383.8,6
0162,1,0102,1,1,5,1,BA510,BS313,2,1831.1,16
0162,1,0103,1,1,1,2,B5,BS05,1,1645.3,20
0163,1,0102,1,1,2,1,B10,BG10,1,2446.3,4
0163,1,0110,1,1,5,2,BA507,BS308,1,1738.2,18
0502,1,4155,1,1,1,1,BA*,BS**,1,2002.5,10
0503,1,0506,1,1,4,2,BA301,BS301,2,2034.5,9
0503,2,0502,1,2,1,1,TP1,BG56,1,2018.5,9
0504,2,0506,1,2,4,2,BA303,BG306,2,2117.8,7
0504,2,0506,1,2,4,2,BA301,BG302,2,2177.1,7
0504,2,4155,1,2,1,1,BA*,BG**,1,2242.8,5
0504,3,0503,1,3,4,1,BA308,BG319,2,2194.7,6
0505,1,0506,1,1,4,2,BA301,BS301,2,2034.5,9
0505,1,0506,1,1,4,2,BA302,BS302,2,2050.6,9
0505,2,0502,1,2,1,1,TP1,BG56,1,2018.5,9
0505,2,0504,1,2,4,2,BA306,BG314,2,2074.6,8
0506,1,0506,1,1,4,2,BA301,BS301,2,2034.5,9
0506,1,4155,1,1,1,2,BA*,BS**,1,2018.5,11
0506,3,0506,1,3,4,2,BA302,BG303,2,2212.4,6
0507,1,0502,1,1,1,1,TP1,BS55,1,2042.6,9
0508,2,0504,1,2,4,2,BA304,BG310,2,2069.8,9
0508,2,0504,1,2,4,2,BA305,BG312,2,2037.7,9
0508,2,0506,1,2,4,2,BA301,BG302,2,2177.1,7
0508,3,0506,1,3,4,2,BA301,BG301,2,2209.2,6
0509,1,0506,1,1,4,2,BA301,BS301,2,2034.5,9
0563,2,0506,1,2,4,2,BA303,BG306,2,2117.8,7
0563,2,0506,1,2,4,2,BA302,BG304,2,2153.1,6
0564,1,4155,1,1,1,2,BA*,BS**,1,2018.5,11
0564,2,0504,1,2,4,2,BA306,BG314,2,2074.6,8
0601,2,0605,1,2,1,3,TP1,BG57,2,2306.9,5
0601,2,0606,1,2,3,1,BAX05,BGX01,2,2356.5,5
0602,1,0605,1,1,1,3,TP1,BS57,2,1826.3,16
0602,1,0607,1,1,1,2,BA2,BS02,2,1746.2,17
0602,2,0605,1,2,1,3,TP1,BG57,2,2306.9,5
0602,2,0607,1,2,1,2,BA2,BG02,2,2306.9,6
0603,1,0606,1,1,1,3,TP2,BS58,2,1682.1,15
0604,1,0606,1,1,3,1,BAX02,BSX02,2,1858.3,14
0604,1,0606,1,1,3,2,BAX04,BSX04,2,1744.6,14
0605,2,0606,1,2,3,1,BAX05,BGX01,2,2356.5,5
0606,1,0606,1,1,3,2,BAX03,BSX03,2,1803.9,14
0607,2,0607,1,2,1,2,BA3,BG03,2,2322.9,6
0608,2,0606,1,2,3,1,BAX05,BGX01,2,2356.5,5
0661,2,0607,1,2,1,2,BA2,BG02,2,2306.9,6
0662,2,0605,1,2,1,3,TP1,BG57,2,2306.9,5
0662,2,0606,1,2,1,3,TP2,BG58,2,2322.9,7
0662,2,0607,1,2,1,2,BA2,BG02,2,2306.9,6
0663,1,0608,1,1,3,1,BAX01,BSX01,2,1803.9,16
0663,2,0605,1,2,1,3,TP1,BG57,2,2306.9,5
0663,2,0606,1,2,3,1,BAX05,BGX01,2,2356.5,5
0663,2,0607,1,2,1,2,BA3,BG03,2,2322.9,6
1001,3,1001,1,3,1,2,TP1,BG55,1,2226.8,6
1011,2,1011,1,2,1,1,BA*,BG**,1,2002.5,10
4129,1,4129,1,1,1,2,TP1,BS55,2,1906.4,14
4129,1,4129,1,1,1,1,BA*,BS**,2,1890.4,14
A310,1,4125,1,1,1,1,BA*,BS**,1,2034.5,10
A340,1,4125,1,1,1,1,BA*,BS**,1,2034.5,10
A350,1,4125,1,1,1,1,BA*,BS**,1,2034.5,10
B310,1,1019,1,1,1,1,BA*,BS**,1,2018.5,9
B340,2,1019,1,2,1,1,BA*,BG**,1,2162.7,6
B350,2,1019,1,2,1,2,TP1,BG55,1,2162.7,6
C310,1,4155,1,1,1,2,BA*,BS**,1,2018.5,11
C320,2,4155,1,2,1,1,BA*,BG**,1,2242.8,5
C330,2,4155,1,2,1,2,BA*,BG**,1,2242.8,6
C330,2,4155,1,2,1,1,BA*,BG**,1,2242.8,5
C350,2,4155,1,2,1,1,BA*,BG**,1,2242.8,5
1002,3,1002,2,3,1,1,TP1,BG91,1,2290.9,6
1008,3,1008,2,3,1,1,BA1,BG01,1,2226.8,6
9035,3,9035,2,3,1,1,TP2,BG81,1,2306.9,5
0115,1,0115,4,1,1,2,B303,BS03,1,2114.6,9
0117,1,0114,4,1,1,2,B309,BS09,1,2130.7,8
0759,3,0707,19,3,1,1,TP2,BG03,2,2226.8,6
