LINKED_SHRP_ID,LINKED_LAYER_NO,SHRP_ID,STATE_CODE,LAYER_NO,FIELD_SET,TEST_NO,LOC_NO,SAMPLE_NO,CONSTRUCTION_NO,MAX_LAB_DRY_DENSITY,OPTIMUM_LAB_MOISTURE
0124,2,0124,51,2,2,2,BAX05,BGX05,2,1819.9,14
1002,2,1002,51,2,1,2,TP1,BG55,1,2290.9,6
1023,1,1023,51,1,1,1,BX02,BSX02,1,1842.3,13
1023,3,1023,51,3,1,2,TP1,BG55,1,2162.7,8
2004,1,2004,51,1,1,2,TP1,BS55,1,1682.1,18
2004,1,2004,51,1,1,1,BX01,BSX01,1,1473.8,25
5010,1,5010,51,1,1,2,BX02,BSX02,1,1762.2,17
A320,1,1023,51,1,1,1,BX02,BSX02,1,1842.3,13
A330,3,1023,51,3,1,1,BX01,BGX01,1,2210.8,7
0201,3,0201,53,3,1,2,B10,BG05,1,1698.1,17
0203,2,0202,53,3,1,2,B14,BG12,1,2146.7,12
0204,4,0201,53,4,1,2,B17,BG15,1,2146.7,12
0205,3,0207,53,3,1,2,B12,BG07,1,1698.1,17
0206,3,0202,53,2,1,2,B7,BG02,1,1778.2,15
0206,3,0211,53,3,1,2,B8,BG03,1,1666.1,17
0207,3,0207,53,3,1,2,B12,BG07,1,1698.1,17
0208,3,0202,53,2,1,2,B7,BG02,1,1778.2,15
0208,3,0211,53,3,1,2,B8,BG03,1,1666.1,17
0209,4,0211,53,4,1,2,B15,BG13,1,2114.6,11
0210,2,0202,53,2,1,2,B7,BG02,1,1778.2,15
0210,2,0208,53,3,1,2,B11,BG06,1,1714.1,17
0210,3,0202,53,3,1,2,B14,BG12,1,2146.7,12
0211,3,0207,53,3,1,2,B12,BG07,1,1698.1,17
0211,4,0259,53,2,1,2,B13,BG11,1,2162.7,12
0259,2,0211,53,4,1,2,B15,BG13,1,2114.6,11
0259,2,0212,53,4,1,2,B16,BG14,1,2146.7,12
0802,2,0802,53,2,1,2,B3,BG13,1,2082.6,10
0802,4,0801,53,4,1,2,B5,BG02,1,2226.8,9
1006,1,1006,53,1,1,2,TP1,BS93,1,2194.7,7
1006,3,1006,53,3,1,1,BA*,BG**,1,2226.8,7
3011,1,3011,53,1,1,1,BA*,BS**,1,1954.4,12
3013,4,3013,53,4,1,2,BA*,BG**,1,2242.8,11
3014,2,3014,53,2,1,1,BA*,BG**,1,2258.8,9
6020,1,6020,53,1,1,1,BA*,BS**,1,1970.5,11
6020,2,6020,53,2,1,1,BA*,BG**,1,2226.8,6
6049,3,6049,53,3,1,2,TP1,BG91,1,2226.8,7
6056,2,6056,53,2,1,1,BA*,BG**,1,2274.8,6
A310,1,1008,53,1,1,2,TP1,BS93,1,2002.5,14
A320,2,1008,53,2,1,1,BA*,BG**,1,2387.0,6
A320,3,1008,53,3,1,1,BA*,BG**,1,2322.9,7
A330,3,1008,53,3,1,1,BA*,BG**,1,2322.9,7
A809,1,A810,53,1,1,2,B3,BS03,1,1858.3,12
A810,1,A810,53,1,1,2,B3,BS03,1,1858.3,12
A810,2,A810,53,2,1,2,B6,BG06,1,1762.2,15
B310,2,1501,53,2,1,1,BA*,BG**,1,2274.8,7
B330,1,1501,53,1,1,2,TP1,BS94,1,1826.3,15
4003,1,4003,54,1,1,2,BX04,BSX04,1,2050.6,10
4004,1,4004,54,1,1,2,BX04,BSX04,1,2050.6,9
5007,1,5007,54,1,1,2,BX02,BSX02,1,1954.4,12
0113,3,0113,55,3,2,1,BAX05,BGX05,1,2274.8,5
0114,2,0116,55,2,1,1,B8,BG01,1,2242.8,5
0114,2,0122,55,2,2,2,BAX09,BGX09,1,2175.5,6
0114,3,0113,55,3,2,1,BAX05,BGX05,1,2274.8,5
0116,1,0122,55,1,2,2,BA305,BS305,1,2039.3,7
0116,1,0122,55,1,2,1,BAX13,BSX13,1,2024.9,10
0116,2,0122,55,2,1,1,B9,BG02,1,2258.8,5
0117,1,0122,55,1,2,2,BAX14,BSX14,1,2052.2,8
0117,4,0114,55,3,1,2,B18,BG11,1,2274.8,6
0118,1,0117,55,1,1,1,B7,BS07,1,2194.7,6
0118,1,0122,55,1,2,2,BA305,BS305,1,2039.3,7
0118,2,0116,55,2,1,1,B8,BG01,1,2242.8,5
0118,3,0122,55,3,2,2,BAX02,BGX02,1,2242.8,5
0119,1,0118,55,1,1,1,B3,BS03,1,2130.7,6
0119,1,0122,55,1,2,2,BA305,BS305,1,2039.3,7
0119,1,0122,55,1,2,2,BAX14,BSX14,1,2052.2,8
0119,1,0123,55,1,1,1,B6,BS06,1,2210.8,6
0119,2,0122,55,2,2,1,BAX07,BGX07,1,2194.7,6
0119,3,0120,55,3,1,2,B17,BG10,1,2242.8,6
0119,4,0113,55,3,1,2,B16,BG09,1,2258.8,6
0120,1,0122,55,1,2,2,BAX14,BSX14,1,2052.2,8
0120,2,0122,55,2,2,2,BAX08,BGX08,1,2082.6,8
0121,1,0119,55,1,1,1,B5,BS05,1,2130.7,7
0121,3,0113,55,3,2,1,BAX04,BGX04,1,2242.8,5
0123,2,0116,55,2,1,1,B8,BG01,1,2242.8,5
0124,2,0116,55,2,1,1,B8,BG01,1,2242.8,5
0213,1,0214,55,1,1,1,B3,BS03,1,2210.8,5
0213,1,0218,55,1,2,2,BAX22,BSX22,1,2045.8,8
0213,2,0217,55,2,1,1,B9,BS09,1,2082.6,7
0214,1,0214,55,1,1,1,B3,BS03,1,2210.8,5
0214,2,0218,55,2,1,2,B15,BG02,1,2210.8,7
0215,1,0214,55,1,1,1,B3,BS03,1,2210.8,5
0215,1,0216,55,1,2,2,BAX28,BSX28,1,2047.4,9
0215,1,0216,55,1,2,2,BAX17,BSX17,1,2069.8,8
0215,1,0264,55,1,1,2,B8,BS08,1,2130.7,6
0215,2,0214,55,2,1,1,B16,BG03,1,2258.8,5
0215,2,0218,55,2,1,2,B15,BG02,1,2210.8,7
0215,2,0223,55,2,1,1,B17,BG04,1,2242.8,6
0215,3,0265,55,3,1,2,B25,BG12,1,2242.8,6
0216,1,0216,55,1,2,2,BAX28,BSX28,1,2047.4,9
0216,1,0216,55,1,1,1,B5,BS05,1,2178.7,7
0216,1,0259,55,1,1,1,B7,BS07,1,2066.6,9
0216,1,0264,55,1,1,2,B8,BS08,1,2130.7,6
0217,1,0214,55,1,1,1,B3,BS03,1,2210.8,5
0217,2,0217,55,2,1,1,B9,BS09,1,2082.6,7
0220,1,0214,55,1,1,2,B3,BS03,1,2210.8,7
0221,2,0216,55,2,2,2,BAX07,BSX07,1,2146.7,7
0221,2,0216,55,2,1,2,B23,BG10,1,2226.8,6
0221,2,0221,55,2,2,2,BAX06,BSX06,1,1906.4,9
0221,3,0215,55,3,1,2,B21,BG08,1,2210.8,6
0222,2,0218,55,2,1,1,B15,BG02,1,2178.7,6
0223,2,0218,55,2,1,1,B15,BG02,1,2178.7,6
0223,2,0262,55,2,2,2,BAX12,BGX12,1,2178.7,5
0223,3,0215,55,3,1,2,B21,BG08,1,2210.8,6
0224,1,0213,55,1,2,2,BAX18,BSX18,1,2130.7,7
0224,2,0215,55,3,1,2,B21,BG08,1,2210.8,6
0259,2,0259,55,2,1,2,B12,BS12,1,2034.5,9
0259,3,0213,55,3,2,2,BAX02,BGX02,1,2226.8,6
0260,1,0213,55,1,2,2,BAX18,BSX18,1,2130.7,7
0260,1,0215,55,1,1,2,B1,BS01,1,2162.7,6
0260,2,0261,55,2,2,2,BAX10,BSX10,1,1954.4,9
0260,3,0213,55,3,2,2,BAX02,BGX02,1,2226.8,6
0260,3,0265,55,3,1,2,B25,BG12,1,2242.8,6
0261,2,0220,55,2,1,2,B10,BS10,1,2210.8,7
0261,2,0259,55,2,1,1,B24,BG11,1,2274.8,5
0261,3,0215,55,3,1,2,B21,BG08,1,2210.8,6
0262,1,0213,55,1,2,2,BAX18,BSX18,1,2130.7,7
0262,2,0218,55,2,1,1,B15,BG02,1,2178.7,6
0262,2,0223,55,2,1,1,B17,BG04,1,2242.8,6
0262,2,0265,55,2,1,2,B18,BG05,1,2226.8,6
0263,2,0216,55,2,2,2,BAX07,BSX07,1,2146.7,7
0263,3,0265,55,3,1,2,B25,BG12,1,2242.8,6
0264,1,0216,55,1,1,1,B5,BS05,1,2178.7,7
0264,2,0220,55,2,1,1,B10,BS10,1,2146.7,7
0264,3,0265,55,3,1,2,B25,BG12,1,2242.8,6
0266,3,0213,55,3,2,2,BAX02,BGX02,1,2226.8,6
0266,3,0215,55,3,1,2,B21,BG08,1,2210.8,6
0806,2,0805,55,2,1,1,B4,BG01,1,2210.8,6
0901,2,0901,55,2,1,3,TP3,BG60,1,1762.2,10
0901,2,0903,55,2,1,3,TP5,BG64,1,1842.3,10
0105,1,0112,10,1,1,1,B4,BS04,1,2002.5,10
0105,2,0104,10,2,2,2,BAX09,BSX09,2,2049.0,7
0106,1,0102,10,1,1,1,B2,BS02,1,1954.4,10
0106,2,0103,10,2,1,1,B10,BS10,1,1922.4,9
0106,2,0111,10,2,2,2,BAX08,BSX08,2,1954.4,9
0106,2,0112,10,2,1,1,B11,BS11,1,2034.5,9
0106,3,0101,10,3,1,2,B16,BG02,1,2322.9,6
0106,3,0159,10,3,1,2,B17,BG03,1,2354.9,6
0107,1,0159,10,1,1,1,B6,BS06,1,1986.5,10
0107,3,0159,10,3,1,2,B17,BG03,1,2354.9,6
0110,1,0102,10,1,1,1,B2,BS02,1,1954.4,10
0110,1,0107,10,1,1,1,B1,BS01,1,2018.5,9
0110,2,0111,10,2,2,2,BAX08,BSX08,2,1954.4,9
0111,1,0103,10,1,1,1,B3,BS03,1,1858.3,13
0111,2,0112,10,2,1,1,B11,BS11,1,2034.5,9
0112,2,0111,10,2,2,2,BAX08,BSX08,2,1954.4,9
0159,2,0104,10,2,2,2,BAX09,BSX09,2,2049.0,7
0159,2,0160,10,2,2,2,BAX07,BSX07,2,1928.8,9
0160,2,0107,10,2,1,1,B8,BS08,1,1874.3,10
0202,2,0202,10,2,6,1,BA309,BS314,1,1943.2,9
0203,3,0201,10,3,2,2,B15,BG09,1,2338.9,6
0204,3,0202,10,3,6,1,BA310,BG310,1,2290.9,6
0204,3,0202,10,3,2,2,B14,BG08,1,2354.9,6
0205,1,0207,10,1,1,2,B10,BS04,1,2018.5,10
0205,1,0212,10,1,1,2,B8,BS02,1,1970.5,11
0206,2,0211,10,2,7,1,BA312,BS320,1,2076.2,7
0207,1,0207,10,1,1,2,B10,BS04,1,2018.5,10
0207,2,0210,10,2,5,1,BA306,BS309,4,2008.9,9
0210,3,0202,10,3,6,1,BA310,BG310,1,2290.9,6
0211,2,0204,10,2,1,2,B1,BG01,1,1911.2,8
0211,3,0204,10,3,1,2,B13,BG07,1,2354.9,6
0212,2,0212,10,2,2,2,B2,BG02,1,1917.6,8
0212,3,0201,10,3,2,2,B15,BG09,1,2338.9,6
0259,2,0211,10,2,7,1,BA312,BS320,1,2076.2,7
0259,2,0211,10,2,7,1,BA313,BS322,1,2002.5,8
0259,3,0202,10,3,6,1,BA309,BG309,1,2332.5,6
1450,1,1450,10,1,1,2,TP1,BS55,1,1938.4,11
5004,2,5004,10,2,1,2,BX01,BGX01,1,2130.7,7
0101,1,0106,12,1,1,2,B2,BS02,1,1986.5,10
0102,1,0112,12,1,1,2,B3,BS03,1,2002.5,9
0103,1,0104,12,1,1,2,B4,BS04,1,2034.5,10
0106,1,0112,12,1,1,2,B3,BS03,1,2002.5,9
0108,2,0109,12,2,6,1,BAX01,BGX01,1,2178.7,6
0502,2,0504,12,2,3,1,BAX05,BGX03,2,2290.9,6
0502,2,0506,12,2,3,2,BAX04,BGX02,2,1874.3,8
0502,2,1030,12,2,1,2,TP1,BG56,1,1810.3,11
0503,1,0563,12,1,1,2,TP3,BS57,1,1752.6,13
0504,1,0506,12,1,3,2,BAX02,BSX02,2,1698.1,12
0504,2,1030,12,2,1,1,BA*,BG**,1,1890.4,8
0504,3,0504,12,3,3,1,BAX07,BGX05,2,2098.6,7
0504,3,1030,12,3,1,1,BA*,BG**,1,2114.6,8
0505,3,0503,12,3,3,1,BAX08,BGX06,2,2114.6,7
0506,1,0563,12,1,1,2,TP3,BS57,1,1752.6,13
0507,3,0506,12,3,3,2,BAX06,BGX04,2,2130.7,7
0507,3,0563,12,3,1,2,TP3,BG59,1,2098.6,8
0507,3,1030,12,3,1,1,BA*,BG**,1,2114.6,8
0508,3,0504,12,3,3,1,BAX07,BGX05,2,2098.6,7
0508,3,0506,12,3,3,2,BAX06,BGX04,2,2130.7,7
0509,1,0503,12,1,3,1,BAX01,BSX01,2,1682.1,17
0509,2,0503,12,2,3,1,BAX03,BGX01,2,1867.9,9
0509,2,0506,12,2,3,2,BAX04,BGX02,2,1874.3,8
0509,3,0563,12,3,1,2,TP3,BG59,1,2098.6,8
0562,1,0503,12,1,3,1,BAX01,BSX01,2,1682.1,17
0563,2,0504,12,2,3,1,BAX05,BGX03,2,2290.9,6
0563,3,1030,12,3,1,2,TP1,BG55,1,2082.6,9
0563,3,1030,12,3,1,1,BA*,BG**,1,2114.6,8
0564,3,0503,12,3,3,1,BAX08,BGX06,2,2114.6,7
0565,2,1030,12,2,1,2,TP1,BG56,1,1810.3,11
0565,3,0506,12,3,3,2,BAX06,BGX04,2,2130.7,7
0566,3,0503,12,3,3,1,BAX08,BGX06,2,2114.6,7
0566,3,0504,12,3,3,1,BAX07,BGX05,2,2098.6,7
1060,1,1060,12,1,1,1,BA*,BS**,1,2114.6,8
1060,2,1060,12,2,1,1,BA*,BG**,1,2114.6,7
1370,1,1370,12,1,1,2,TP1,BS55,1,1874.3,12
3804,1,3804,12,1,1,2,BA*,BS**,1,1746.2,11
3996,2,3996,12,2,1,2,TP1,BG56,1,1890.4,9
3996,3,3996,12,3,1,1,BA*,BG**,1,1954.4,11
3997,3,3997,12,3,1,1,BA*,BG**,1,2002.5,10
4099,2,4099,12,2,1,2,TP1,BG56,1,1970.5,8
4100,1,4100,12,1,1,2,TP1,BS55,1,1778.2,11
4107,1,4107,12,1,1,2,TP1,BS55,1,1874.3,9
4107,2,4107,12,2,1,2,TP1,BG55,1,2066.6,7
4136,1,4136,12,1,1,1,BA*,BS**,1,1730.2,14
9054,1,9054,12,1,1,2,TP1,BS55,1,1570.0,15
9054,3,9054,12,3,1,2,TP1,BG55,1,1890.4,12
A320,3,9054,12,3,1,1,BA*,BG**,1,1890.4,10
A320,3,9054,12,3,1,2,TP1,BG55,1,1890.4,12
A352,1,9054,12,1,1,1,BA*,BS**,1,1666.1,13
B310,3,3997,12,3,1,1,BA*,BG**,1,2002.5,10
B330,2,3997,12,2,1,1,BA*,BG**,1,1746.2,12
B351,2,3997,12,2,1,1,BA*,BG**,1,1746.2,12
B351,3,3997,12,3,1,2,TP1,BG55,1,1970.5,10
B360,2,3997,12,2,1,2,TP1,BG55,1,1682.1,15
0503,1,0509,13,1,1,2,BA*,BS**,1,1954.4,10
0504,2,0509,13,2,1,2,BA*,BG**,1,2435.0,6
0505,1,0509,13,1,1,2,BA*,BS**,1,1954.4,10
0506,1,0509,13,1,1,2,BA*,BS**,1,1954.4,10
0506,1,0509,13,1,3,2,BA501,BS304,2,2082.6,10
0507,2,0507,13,2,1,1,BA*,BG**,1,2451.1,5
0560,1,0507,13,1,1,1,BA*,BS**,1,2082.6,8
0560,1,0509,13,1,3,2,BA705,BS305,2,2066.6,9
0561,2,0509,13,2,1,2,BA*,BG**,1,2435.0,6
0562,1,0509,13,1,3,2,BA501,BS304,2,2082.6,10
0563,1,0509,13,1,3,2,BA705,BS305,2,2066.6,9
0564,2,0509,13,2,1,2,BA*,BG**,1,2435.0,6
0565,1,0507,13,1,1,1,BA*,BS**,1,2082.6,8
0566,2,0509,13,2,1,2,BA*,BG**,1,2435.0,6
1005,2,1005,13,2,1,2,TP1,BG55,1,2194.7,7
1005,2,1005,13,2,1,1,BA*,BG**,1,2178.7,8
1031,2,1031,13,2,1,1,BA*,BG**,1,2258.8,6
3007,2,3007,13,2,1,1,BA*,BG**,1,2338.9,6
3015,1,3015,13,1,1,1,BA*,BS**,1,1954.4,11
3015,1,3015,13,1,1,2,BA*,BS**,1,2002.5,10
3019,2,3019,13,2,1,1,BA*,BG**,1,2162.7,7
4096,1,4096,13,1,1,1,BA*,BS**,1,1938.4,11
4119,1,4119,13,1,1,2,BA*,BS**,1,1826.3,14
5023,1,5023,13,1,1,1,BA*,BS*,1,1762.2,11
1008,3,1008,15,3,1,1,BA*,BG**,1,2258.8,8
1001,1,1001,16,1,1,1,BA*,BS**,1,2194.7,6
1021,1,1021,16,1,1,1,BA*,BS**,1,2194.7,7
3017,1,3017,16,1,1,1,BA*,BS**,1,1906.4,10
A330,2,1020,16,2,1,2,TP1,BG92,1,2210.8,7
A330,3,1020,16,3,1,1,BA*,BG**,1,2274.8,8
A350,1,1020,16,1,1,1,BA*,BS**,1,1874.3,13
B310,1,1021,16,1,1,2,TP1,BS92,1,2210.8,6
C310,2,1010,16,2,1,1,BA*,BG**,1,2210.8,5
C320,1,1010,16,1,1,2,TP1,BS92,1,1826.3,12
C350,1,1010,16,1,1,1,BA*,BS**,1,1810.3,10
C350,2,1010,16,2,1,2,TP1,BG91,1,2274.8,5
0601,1,0604,17,1,4,2,BAX06,BSX06,6,1767.0,17
0601,1,0606,17,1,3,2,BAX04,BSX04,10,1890.4,13
0601,2,0604,17,2,4,2,BAX03,BGX03,6,2274.8,7
0602,1,0604,17,1,4,2,BAX06,BSX06,6,1767.0,17
0604,1,0604,17,1,4,2,BAX06,BSX06,6,1767.0,17
0604,2,0660,17,2,1,1,TP1,BG55,2,2246.0,7
0605,1,0603,17,1,3,2,BAX05,BSX05,7,2002.5,11
0606,1,0604,17,1,1,1,TP3,BS57,1,2002.5,11
0606,1,0606,17,1,3,2,BAX04,BSX04,10,1890.4,13
0606,2,0604,17,2,1,1,TP3,BG57,1,2279.6,6
0607,1,0660,17,1,1,1,TP1,BS55,2,2018.5,9
0607,2,0603,17,2,3,2,BAX02,BGX02,7,2242.8,6
0607,2,0604,17,2,1,1,TP3,BG57,1,2279.6,6
0608,1,0606,17,1,3,2,BAX04,BSX04,10,1890.4,13
0608,2,0603,17,2,3,2,BAX02,BGX02,7,2242.8,6
0661,1,0604,17,1,4,2,BAX06,BSX06,6,1767.0,17
0661,1,0607,17,1,1,2,TP4,BS58,1,2002.5,11
0662,2,0604,17,2,1,1,TP3,BG57,1,2279.6,6
0663,1,0603,17,1,3,2,BAX05,BSX05,7,2002.5,11
0663,1,0604,17,1,1,1,TP3,BS57,1,2002.5,11
0663,2,0603,17,2,3,2,BAX02,BGX02,7,2242.8,6
0663,2,0606,17,2,3,2,BAX01,BGX01,10,2246.0,7
1003,1,1003,17,1,1,1,BX02,BSX02,1,1778.2,14
4074,1,4074,17,1,1,1,BX01,BSX01,1,1874.3,13
5020,1,5020,17,1,1,1,BA1,BS01,1,1762.2,17
5217,2,5217,17,2,1,2,BX02,BGX02,1,2226.8,7
5854,1,5854,17,1,1,2,TP1,BS55,1,1794.2,14
5854,1,5854,17,1,1,1,BX01,BSX01,1,1874.3,12
5869,1,5869,17,1,1,1,BX01,BSX01,1,1954.4,11
A350,1,1634,24,1,1,1,BX02,BSX02,1,1746.2,4
A350,2,1634,24,2,1,2,TP1,BG55,1,2050.6,8
1002,1,1002,25,1,1,1,BX03,BSX03,2,1794.2,7
1003,2,1003,25,2,1,1,BX01,BGX01,2,2162.7,8
0113,1,0118,26,1,1,1,B2,BS02,1,1922.4,13
0113,1,0123,26,1,1,1,B3,BS03,1,2002.5,11
0114,1,0114,26,1,1,1,B05,BS05,1,2050.6,10
0117,1,0114,26,1,1,1,B05,BS05,1,2050.6,10
0117,1,0123,26,1,1,1,B3,BS03,1,2002.5,11
0105,2,0105,20,2,2,1,BA323,BS315,6,1912.8,11
0106,3,0101,20,4,1,2,B12,BG01,1,2242.8,6
0106,3,0105,20,4,1,2,B15,BG04,1,2258.8,6
0107,1,0103,20,1,2,2,BA325,BS316,2,1874.3,13
0107,1,0112,20,1,1,2,B5,BS03,1,1922.4,11
0107,2,0103,20,2,2,2,BA325,BG305,2,1954.4,12
0107,3,0105,20,4,1,2,B15,BG04,1,2258.8,6
0108,1,0105,20,1,1,7,B6,BS05,1,1906.4,12
0109,4,0101,20,4,1,2,B12,BG01,1,2242.8,6
0110,1,0101,20,1,1,2,B17,BS18,1,1826.3,14
0110,1,0105,20,1,1,2,B6,BS04,1,1906.4,12
0110,3,0159,20,2,2,2,BAX15,BGX15,2,1839.1,16
0111,1,0105,20,1,1,2,B6,BS04,1,1906.4,12
0112,1,0103,20,1,1,2,B16,BS16,1,1762.2,15
0112,1,0103,20,1,1,2,B7,BS06,1,1906.4,12
0112,1,0112,20,1,1,2,B5,BS03,1,1922.4,11
0112,2,0159,20,2,2,2,BAX15,BGX15,2,1839.1,16
0159,1,0160,20,1,1,2,B8,BS11,1,1778.2,15
0160,2,0103,20,2,2,2,BA325,BG305,2,1954.4,12
0160,2,0159,20,2,2,2,BAX15,BGX15,2,1839.1,16
0161,2,0109,20,3,2,1,BAX03,BGX03,3,2052.2,10
0161,3,0102,20,4,1,2,B13,BG02,1,2274.8,6
0161,3,0109,20,4,2,1,BA313,BG302,3,2209.2,6
0162,2,0159,20,2,2,2,BA305,BG301,2,1787.8,17
0163,3,0105,20,4,1,2,B15,BG04,1,2258.8,6
0201,1,0203,20,1,1,7,B1,BS01,1,1826.3,14
0201,1,0209,20,1,2,1,BAX09,BSX09,2,1723.8,18
0201,1,0210,20,1,1,7,B6,BS06,1,1778.2,15
0201,1,0212,20,1,1,7,B5,BS05,1,1570.0,22
0201,3,0202,20,3,1,7,B8,BG08,1,2050.6,9
0202,1,0209,20,1,2,1,BAX09,BSX09,2,1723.8,18
0202,1,0210,20,1,1,7,B6,BS06,1,1778.2,15
0202,1,0212,20,1,1,2,B5,BS05,1,1602.0,20
0203,1,0203,20,1,1,2,B1,BS01,1,1810.3,13
0203,1,0212,20,1,2,1,BAX07,BSX07,2,1669.3,19
0203,2,0211,20,2,2,1,BAX05,BGX05,2,1842.3,14
0203,3,0204,20,3,1,6,B9,BG09,1,2082.6,8
0203,3,0204,20,3,1,1,B9,BG09,1,2114.6,8
0204,1,0201,20,1,1,2,B2,BS02,1,1634.0,19
0204,1,0206,20,1,1,2,B3,BS03,1,1634.0,19
0204,1,0210,20,1,1,2,B6,BS06,1,1826.3,13
0204,1,0212,20,1,1,2,B5,BS05,1,1602.0,20
0204,1,0259,20,1,1,7,B12,BS12,1,1762.2,17
0204,2,0209,20,2,2,1,BAX06,BGX06,2,1932.0,13
0204,3,0204,20,3,1,1,B9,BG09,1,2114.6,8
0205,1,0211,20,1,1,2,B11,BS11,1,1762.2,17
0205,1,0211,20,1,1,7,B11,BS11,1,1746.2,17
0205,1,0212,20,1,1,7,B5,BS05,1,1570.0,22
0206,1,0207,20,1,1,2,B4,BS04,1,1778.2,16
0206,1,0212,20,1,1,7,B5,BS05,1,1570.0,22
0206,1,0259,20,1,1,2,B12,BS12,1,1778.2,15
0206,2,0209,20,2,2,1,BAX06,BGX06,2,1932.0,13
0207,1,0211,20,1,1,2,B11,BS11,1,1762.2,17
0208,1,0209,20,1,2,1,BAX09,BSX09,2,1723.8,18
0208,1,0212,20,1,1,2,B5,BS05,1,1602.0,20
0208,2,0212,20,2,2,1,BAX04,BGX04,2,1906.4,13
0209,1,0201,20,1,1,7,B2,BS02,1,1634.0,20
0209,1,0203,20,1,1,2,B1,BS01,1,1810.3,13
0209,1,0210,20,1,1,2,B6,BS06,1,1826.3,13
0209,1,0212,20,1,1,7,B5,BS05,1,1570.0,22
0210,1,0212,20,1,1,2,B5,BS05,1,1602.0,20
0210,2,0201,20,2,1,2,B7,BG07,1,2066.6,9
0210,2,0202,20,2,1,2,B8,BG08,1,2050.6,9
0211,1,0201,20,1,1,2,B2,BS02,1,1634.0,19
0211,1,0203,20,1,1,2,B1,BS01,1,1810.3,13
0211,1,0206,20,1,1,2,B3,BS03,1,1634.0,19
0211,2,0212,20,2,2,1,BAX04,BGX04,2,1906.4,13
0211,3,0212,20,3,2,1,BAX01,BGX01,2,2050.6,8
0212,2,0201,20,2,1,2,B7,BG07,1,2066.6,9
0259,1,0203,20,1,1,2,B1,BS01,1,1810.3,13
0259,1,0206,20,1,1,7,B3,BS03,1,1650.1,19
0259,2,0201,20,2,1,2,B7,BG07,1,2066.6,9
4016,2,4016,20,2,1,2,BA4,BG04,1,2194.7,7
4016,2,4016,20,2,1,1,BA1,BG01,1,2178.7,8
4053,1,4053,20,1,1,1,BX01,BSX01,1,1858.3,14
4063,1,4063,20,1,1,1,BX02,BSX02,1,1778.2,16
7073,2,7073,20,2,1,2,BX02,BGX02,1,1890.4,6
A320,1,1005,20,1,1,1,BX01,BSX01,1,1666.1,18
A430,1,4054,20,1,1,1,BX01,BSX01,1,1650.1,20
B320,1,1010,20,1,1,2,TP1,BS55,1,1906.4,12
B350,1,1010,20,1,1,1,BX01,BSX01,1,1762.2,15
6043,2,6043,21,2,1,1,BX01,BGX01,2,2290.9,6
A330,1,1010,21,1,1,1,BX02,BSX02,2,1938.4,12
A340,2,1010,21,2,1,1,BX01,BGX01,2,2306.9,5
B340,1,1034,21,1,1,1,BX01,BSX01,1,1586.0,21
0113,1,0118,22,1,1,2,B4,BS04,1,1746.2,15
0113,3,0121,22,3,5,1,BAX02,BGX02,1,2050.6,8
0114,1,0118,22,1,1,2,B4,BS04,1,1746.2,15
0116,1,0113,22,1,1,2,B6,BS06,1,1730.2,15
0116,2,0118,22,2,1,2,B10,BG10,1,1858.3,11
0116,3,0113,22,3,5,1,BAX03,BGX03,1,2034.5,8
0118,2,0118,22,2,1,2,B10,BG10,1,1858.3,11
0118,3,0113,22,3,5,1,BAX03,BGX03,1,2034.5,8
0118,3,0121,22,3,5,1,BAX02,BGX02,1,2050.6,8
0122,1,0124,22,1,1,2,B3,BS03,1,1794.2,14
0122,2,0121,22,2,1,2,B2,BG02,1,1778.2,13
0122,3,0113,22,3,5,1,BAX03,BGX03,1,2034.5,8
0123,1,0118,22,1,1,2,B4,BS04,1,1746.2,15
0124,3,0121,22,3,5,1,BAX02,BGX02,1,2050.6,8
0705,1,0705,22,1,1,2,BA2,BS02,1,1650.1,18
3056,1,3056,22,1,1,1,BA*,BS**,1,1906.4,11
0501,2,0508,23,2,1,2,BA4,BS04,1,2242.8,7
0501,2,0508,23,2,1,2,BA5,BS05,1,2194.7,7
0501,3,0506,23,3,1,2,TP1,BG55,1,2194.7,7
0502,2,0502,23,2,1,2,BA1,BG61,1,2114.6,7
0502,2,0508,23,2,1,2,BA5,BS05,1,2194.7,7
0503,1,0504,23,1,3,2,BA302,BS302,3,2098.6,6
0503,2,0508,23,2,1,2,BA4,BS04,1,2242.8,7
0503,3,0506,23,3,1,2,TP1,BG55,1,2194.7,7
0504,1,0506,23,1,1,2,TP1,BS55,1,2066.6,8
0504,2,0508,23,2,1,2,BA4,BS04,1,2242.8,7
0504,3,0504,23,3,3,1,BAX02,BGX02,3,2186.7,7
0505,2,0506,23,2,1,2,TP1,BG56,1,2082.6,7
0506,2,0508,23,2,1,2,BA4,BS04,1,2242.8,7
0507,1,0506,23,1,1,2,TP1,BS55,1,2066.6,8
0507,2,0502,23,2,1,2,BA1,BG61,1,2114.6,7
0507,3,0506,23,3,1,2,TP1,BG55,1,2194.7,7
0507,3,0559,23,3,1,2,TP2,BG57,1,2226.8,7
0509,3,0506,23,3,1,2,TP1,BG55,1,2194.7,7
1009,3,1009,23,3,1,1,BA3,BG03,1,2242.8,6
7023,2,7023,23,2,1,1,BX01,BGX01,1,2082.6,8
0501,1,0560,24,1,1,2,BX02,BSX02,1,1698.1,16
0501,3,0509,24,3,3,2,BAX09,BGX09,5,2268.4,6
